index,label,prediction,model_inference_us,kernel_us
152,1,1,1553.348,1008.757
153,1,1,1550.535,1009.956
154,1,1,1564.037,1011.557
155,1,1,1561.581,1011.520
156,1,1,1559.575,1017.274
157,1,1,1549.470,1008.344
158,0,0,1561.280,1015.366
159,1,1,1555.329,1013.440
160,1,1,1610.135,1010.129
161,1,0,1566.825,1015.987
162,1,1,1553.631,1008.806
163,1,1,1551.366,1008.806
164,0,0,1556.333,1012.972
165,0,0,1548.388,1006.086
166,1,1,1549.821,1007.797
167,0,0,1599.102,1009.280
168,1,1,1555.803,1008.972
169,0,0,1547.194,1005.613
170,0,1,1554.166,1011.182
171,1,1,1545.908,1004.941
172,1,1,1547.440,1006.252
173,1,1,1567.256,1011.920
174,1,1,1556.788,1006.849
175,1,1,1556.585,1009.914
176,0,0,1550.264,1006.953
177,1,1,1555.643,1012.886
178,1,1,1552.824,1006.259
179,1,1,1601.483,1006.677
180,1,1,1558.849,1010.843
181,1,1,1552.856,1005.883
182,1,1,1545.311,1004.215
183,1,1,1554.320,1012.289
184,1,1,1546.351,1005.520
185,1,1,1551.636,1007.231
186,1,1,1601.815,1007.520
187,0,1,1557.508,1009.741
188,1,1,1552.880,1007.828
189,1,1,1577.729,1010.068
190,0,0,1672.430,1024.215
191,1,1,1582.763,1010.468
192,1,1,1579.403,1009.280
193,1,1,1565.619,1008.769
194,1,1,1557.581,1009.785
195,1,1,1553.754,1010.184
196,0,0,1544.972,1007.292
197,1,1,1547.717,1006.234
198,1,1,1569.945,1014.413
199,1,1,1555.864,1008.868
200,0,0,1562.400,1015.907
201,1,1,1552.782,1008.597
202,1,1,1547.717,1003.477
203,1,1,1543.717,1003.600
204,1,1,1600.431,1011.797
205,1,1,1561.859,1009.446
206,1,1,1554.529,1011.514
207,1,1,1556.283,1008.123
208,1,1,1562.381,1017.575
209,0,0,1549.705,1009.200
210,1,1,1551.181,1008.991
211,1,1,1585.895,1020.012
212,1,1,1567.304,1009.890
213,0,0,1554.954,1008.486
214,1,1,1548.504,1004.849
215,0,0,1722.437,1007.145
216,1,1,1939.237,1047.157
217,1,1,1990.419,1046.320
218,0,0,1854.572,1040.997
219,1,1,1983.323,1044.277
220,1,1,1779.163,1040.843
221,1,1,1848.252,1023.188
222,1,1,1904.640,1030.819
223,1,1,1937.692,1039.323
224,0,0,1923.550,1058.074
225,1,1,1941.139,1052.222
226,0,0,1807.833,1038.825
227,1,1,1949.120,1058.627
228,1,1,1875.151,1038.764
229,1,1,1831.113,1029.747
230,1,1,1867.384,1052.954
231,1,1,1849.397,1049.489
232,1,1,1948.259,1037.175
233,1,1,1792.824,1026.985
234,1,0,1979.624,1055.188
235,1,1,1802.634,1036.837
236,1,1,1784.443,1018.855
237,1,1,1669.563,1032.228
238,1,1,1729.046,1023.347
239,1,1,1615.587,1017.594
240,1,1,1600.092,1011.434
241,1,1,1593.169,1011.526
242,1,1,1597.311,1013.507
243,1,1,1605.619,1015.422
244,1,1,1738.000,1114.633
245,1,1,1619.741,1013.914
246,1,1,1603.932,1016.240
247,0,0,1600.929,1014.430
248,1,1,1616.474,1021.993
249,1,1,1600.948,1020.449
250,1,1,1631.895,1009.606
251,1,1,1620.498,1020.548
252,1,1,1779.261,1027.016
253,1,1,1696.659,1016.523
254,1,1,1720.763,1028.732
255,1,1,1920.105,1045.096
256,1,1,1842.498,1024.548
257,1,1,1887.742,1036.856
258,1,1,1726.572,1023.009
259,0,0,1635.729,1023.741
260,0,0,1606.892,1014.344
261,1,1,2036.320,1227.071
262,1,1,1935.446,1055.342
263,1,1,1851.581,1039.465
264,1,1,1866.123,1021.994
265,1,1,1903.828,1043.145
266,1,1,1790.283,1023.631
267,1,1,1830.160,1024.185
268,1,1,1719.243,1033.729
269,1,1,1840.037,1029.742
270,1,1,1863.766,1035.661
271,1,0,2114.326,1033.748
272,1,1,1916.616,1034.751
273,1,1,1870.751,1033.459
274,1,1,1958.634,1067.607
275,0,0,1875.933,1048.431
276,1,1,1864.966,1040.111
277,1,1,2027.483,1048.068
278,0,0,1854.849,1042.123
279,1,1,1865.132,1048.886
280,1,0,1818.880,1036.492
281,1,1,1818.714,1027.785
282,1,1,1811.317,1026.751
283,1,1,1910.486,1046.542
284,1,1,1857.341,1048.018
285,1,1,1720.806,1022.899
286,1,1,1804.381,1036.326
287,1,1,1802.751,1033.311
288,0,0,1663.317,1031.465
289,1,1,1604.862,1013.538
290,1,1,1605.871,1015.212
291,1,1,1601.507,1021.600
292,1,1,1589.741,1010.744
293,1,1,1775.404,1042.584
294,1,1,1656.806,1024.406
295,1,1,1621.255,1014.695
296,1,1,1611.551,1019.532
297,1,1,1590.825,1010.492
298,1,1,1610.277,1011.009
299,0,0,1657.828,1035.459
300,1,1,1612.493,1013.016
301,1,1,1593.501,1015.274
302,1,1,1719.810,1011.015
303,1,1,1739.483,1029.465
304,1,1,1700.541,1027.748
305,1,1,1881.809,1022.794
306,1,1,1889.089,1038.960
307,1,1,1865.175,1047.440
308,1,1,1672.646,1027.182
309,1,1,1616.560,1015.575
310,1,0,1611.095,1015.274
311,1,1,3478.634,1068.270
312,1,1,1937.021,1054.984
313,1,1,1912.400,1039.650
314,1,1,1872.394,1037.016
315,1,1,1939.225,1044.314
316,1,1,1861.255,1036.757
317,1,0,1886.911,1044.707
318,1,1,1915.803,1039.816
319,0,0,1887.993,1054.867
320,1,1,1962.370,1035.132
321,1,1,1928.221,1037.022
322,1,1,1945.108,1057.570
323,1,1,1931.390,1042.523
324,1,1,1893.859,1045.243
325,1,1,1952.492,1060.234
326,1,1,1939.896,1053.298
327,1,1,1993.108,1048.616
328,1,1,1923.975,1053.335
329,1,1,1934.222,1062.061
330,1,1,1981.329,1122.898
331,1,1,1996.603,1057.920
332,1,1,1862.818,1034.357
333,0,0,1960.413,1034.092
334,1,1,1898.363,1048.634
335,1,1,2034.412,1133.415
336,1,1,1987.760,1035.975
337,0,1,1894.628,1031.114
338,1,1,1953.139,1043.607
339,1,1,1888.948,1041.889
340,1,1,2106.720,1037.673
341,1,1,1930.087,1036.554
342,1,1,1914.467,1040.610
343,1,1,1824.554,1041.575
344,1,1,1777.865,1030.726
345,1,1,1644.782,1022.111
346,1,1,1662.197,1024.006
347,1,1,1583.120,1010.930
348,1,1,1559.090,1006.683
349,1,1,1559.514,1010.523
350,1,1,1550.837,1006.751
351,1,0,1554.259,1007.397
352,1,1,1596.129,1007.200
353,1,1,1588.683,1022.708
354,1,1,1559.717,1010.634
355,0,0,1568.296,1019.108
356,1,1,1552.720,1009.305
357,1,1,1553.409,1011.164
358,1,1,1588.388,1015.809
359,1,1,1571.637,1010.264
360,1,1,1563.723,1012.363
361,1,1,1558.868,1013.046
362,1,1,1550.418,1009.108
363,1,1,1548.480,1006.942
364,0,0,1599.569,1011.219
365,1,1,1586.086,1017.151
366,1,1,1567.938,1011.034
367,1,1,1558.307,1010.720
368,1,1,1550.516,1003.120
369,1,1,1545.674,1005.366
370,1,1,1549.280,1007.397
371,1,1,1647.655,1016.702
372,1,1,1564.030,1008.110
373,1,1,1554.843,1010.246
374,1,1,1565.206,1016.861
375,1,1,1557.299,1014.493
376,1,1,1554.524,1011.028
377,1,1,1610.707,1017.988
378,1,1,1586.985,1009.864
379,1,1,1560.407,1009.317
380,1,1,1555.907,1007.717
381,0,0,1565.625,1019.883
382,1,1,1551.785,1008.690
383,1,1,1588.227,1013.711
384,1,1,1566.498,1005.987
385,0,0,1549.957,1004.954
386,1,1,1552.677,1005.809
387,1,1,1549.126,1008.351
388,1,1,1563.225,1018.683
389,1,1,1630.997,1007.840
390,1,1,1573.852,1013.711
391,1,1,1555.919,1006.819
392,1,0,1556.123,1009.058
393,1,1,1554.387,1010.628
394,1,1,1551.059,1009.981
395,1,1,1549.367,1007.120
396,1,1,1649.428,1014.837
397,1,1,1560.960,1005.797
398,1,1,1557.594,1010.406
399,1,1,1556.259,1009.754
400,1,1,1550.505,1006.308
401,1,1,1555.908,1014.018
402,1,1,1582.197,1012.406
403,1,1,1572.419,1013.452
404,1,1,1554.357,1008.283
405,1,0,1554.221,1008.246
406,1,1,1555.938,1007.175
407,1,1,1547.754,1006.443
408,1,1,1576.246,1017.710
409,1,1,1564.388,1013.360
410,1,1,1554.825,1008.326
411,1,1,1549.858,1005.089
412,1,0,1553.643,1009.151
413,0,0,1547.218,1006.473
414,1,1,1591.200,1007.181
415,1,1,1563.723,1009.760
416,1,1,1555.034,1006.646
417,1,1,1551.773,1009.335
418,0,0,1550.818,1005.594
419,1,1,1550.696,1009.662
420,0,0,1551.821,1008.480
421,1,0,1625.127,1014.012
422,1,1,1604.350,1021.224
423,1,1,1569.310,1010.714
424,0,0,1557.317,1008.363
425,1,1,1553.593,1006.690
426,1,1,1547.458,1006.424
427,1,1,1575.366,1020.264
428,1,1,1564.216,1014.418
429,1,0,1562.000,1012.911
430,1,1,1552.960,1008.443
431,1,1,1550.844,1007.987
432,1,1,1548.283,1008.135
433,1,1,1618.455,1008.092
434,1,1,1561.618,1010.203
435,1,1,1559.686,1009.145
436,0,0,1554.283,1012.437
437,1,1,1547.120,1006.825
438,0,0,1545.883,1004.068
439,1,1,1546.880,1005.557
440,1,1,1618.136,1011.446
441,1,0,1560.024,1007.022
442,1,1,1552.523,1005.920
443,1,1,1545.951,1005.779
444,1,1,1546.265,1005.145
445,1,1,1547.446,1006.720
446,0,0,1563.975,1012.061
447,1,1,1558.246,1012.265
448,1,1,1564.751,1018.326
449,0,0,1556.025,1012.080
450,1,1,1550.911,1008.455
451,1,1,1552.247,1010.388
452,1,1,1590.252,1033.188
453,1,1,1559.366,1006.929
454,0,0,1552.375,1007.181
455,1,1,1557.274,1011.440
456,1,1,1547.803,1005.440
457,1,1,1546.997,1005.458
458,1,1,1553.920,1007.458
459,0,1,1602.585,1009.200
460,1,1,1557.378,1010.247
461,1,1,1550.874,1010.136
462,0,0,1555.606,1010.413
463,1,1,1549.502,1007.594
464,1,1,1552.061,1011.649
465,1,1,1563.656,1011.354
466,1,1,1559.631,1012.542
467,1,1,1549.311,1008.154
468,1,1,1551.754,1007.772
469,1,1,1552.067,1007.033
470,1,1,1552.246,1008.345
471,1,1,1580.824,1017.108
472,1,1,1566.843,1011.871
473,1,1,1556.326,1013.433
474,0,1,1549.717,1005.224
475,1,1,1552.935,1007.575
476,0,1,1553.434,1011.083
477,1,1,1551.046,1006.486
478,0,0,1563.299,1006.209
479,1,1,1554.542,1005.403
480,1,1,1549.736,1009.754
481,1,1,1625.581,1007.133
482,1,1,1636.683,1018.541
483,1,1,1567.766,1006.326
484,1,1,1576.850,1007.557
485,1,0,1565.987,1007.809
486,1,1,1560.843,1011.600
487,1,1,1555.102,1010.695
488,1,0,1547.908,1004.873
489,1,1,1557.717,1012.375
490,1,1,1570.129,1013.570
491,1,1,1566.437,1013.237
492,0,0,1545.040,1004.954
493,1,1,1550.843,1008.400
494,0,0,1551.785,1012.295
495,1,1,1543.944,1006.388
496,1,1,1599.028,1007.538
497,1,1,1556.135,1007.970
498,1,1,1552.166,1008.905
499,1,1,1560.455,1017.932
500,1,1,1547.705,1004.991
501,1,1,1542.911,1003.323
502,1,1,1554.775,1018.751
503,1,1,1629.077,1018.855
504,1,1,1562.566,1010.517
505,1,1,1552.332,1010.591
506,1,1,1559.280,1019.970
507,0,0,1544.696,1005.083
508,1,1,1545.108,1005.004
509,1,1,1569.071,1012.400
510,1,1,1559.723,1007.741
511,1,1,1553.367,1010.036
512,1,0,1553.446,1010.831
513,1,1,1547.785,1007.950
514,1,1,1550.412,1009.077
515,1,1,1576.375,1017.004
516,1,1,1556.062,1012.148
517,0,0,1551.114,1009.329
518,1,1,1550.769,1009.354
519,1,1,1550.702,1008.369
520,1,1,1546.190,1006.487
521,1,1,1545.612,1007.341
522,1,1,1600.542,1008.055
523,1,1,1559.212,1015.754
524,1,1,1547.828,1003.828
525,1,1,1547.748,1008.683
526,1,1,1561.262,1018.338
527,1,1,1544.683,1003.298
528,1,1,1556.916,1010.302
529,1,1,1556.461,1013.785
530,1,1,1549.286,1009.606
531,1,1,1551.101,1011.680
532,1,1,1548.788,1010.493
533,1,1,1552.357,1009.809
534,0,0,1574.880,1017.871
535,1,1,1558.369,1008.677
536,0,0,1550.628,1006.173
537,1,1,1540.812,1004.228
538,1,1,1555.181,1013.231
539,1,1,1547.428,1007.496
540,1,1,1547.748,1009.754
541,1,1,1606.659,1007.625
542,0,0,1563.711,1020.567
543,1,1,1551.274,1011.459
544,1,0,1547.588,1007.815
545,0,0,1548.658,1010.061
546,1,1,1550.542,1010.825
547,0,0,1567.261,1011.409
548,1,1,1560.529,1014.849
549,1,1,1554.572,1009.581
550,0,0,1552.886,1012.067
551,0,0,1551.606,1010.511
552,1,1,1547.655,1009.459
553,1,1,1560.246,1008.382
554,1,1,1550.806,1006.548
555,1,1,1549.612,1006.646
556,0,0,1546.504,1004.948
557,0,1,1552.129,1008.253
558,1,1,1549.076,1008.474
559,1,1,1550.308,1011.680
560,1,1,1563.773,1009.717
561,1,1,1548.936,1005.022
562,1,1,1550.714,1010.523
563,1,1,1549.366,1007.526
564,1,1,1546.203,1007.563
565,1,1,1549.342,1006.911
566,1,1,1570.203,1015.612
567,0,0,1560.886,1011.655
568,1,1,1552.381,1005.274
569,0,0,1551.816,1010.781
570,1,1,1542.074,1003.920
571,0,0,1545.336,1007.704
572,1,1,1585.612,1010.221
573,0,0,1571.225,1013.133
574,0,1,1556.511,1006.240
575,1,1,1553.557,1007.828
576,1,1,1554.462,1012.191
577,1,1,1551.637,1009.520
578,0,0,1601.095,1005.305
579,1,1,1573.144,1012.105
580,0,0,1553.612,1005.692
581,1,1,1555.945,1014.473
582,1,1,1543.803,1005.969
583,1,1,1548.874,1009.563
584,1,1,1546.984,1007.447
585,1,1,1574.585,1017.373
586,0,0,1558.326,1009.618
587,1,1,1552.695,1010.818
588,1,1,1550.400,1011.053
589,1,1,1545.735,1004.702
590,1,1,1547.858,1007.489
591,1,1,1564.080,1007.539
592,0,1,1552.966,1007.944
593,1,1,1547.095,1006.566
594,1,1,1548.726,1007.144
595,1,1,1554.615,1010.474
596,1,1,1549.231,1007.213
597,0,0,1601.169,1008.350
598,1,1,1568.923,1013.323
599,1,1,1558.763,1012.745
600,1,1,1558.917,1014.665
601,1,1,1552.511,1009.576
602,1,1,1561.360,1019.994
603,1,1,1542.061,1004.751
604,1,1,1559.170,1006.684
605,1,1,1559.834,1011.028
606,1,1,1550.566,1005.902
607,1,1,1551.428,1010.006
608,0,0,1544.813,1004.787
609,1,1,1549.336,1007.668
610,1,0,1572.098,1019.821
611,1,1,1561.243,1018.190
612,1,1,1549.538,1009.483
613,1,1,1547.496,1005.864
614,1,1,1549.544,1008.049
615,0,0,1548.547,1009.064
616,1,1,1588.621,1006.498
617,1,1,1557.120,1009.748
618,1,1,1555.353,1008.074
619,1,1,1541.791,1003.077
620,0,0,1546.609,1007.421
621,1,1,1541.981,1004.492
622,1,1,1548.978,1006.972
623,1,1,1594.701,1014.400
624,1,1,1576.375,1014.216
625,1,1,1562.253,1018.049
626,1,1,1555.046,1009.446
627,1,0,1546.221,1003.028
628,1,1,1547.249,1005.625
629,1,1,1565.520,1012.763
630,0,0,1557.416,1006.763
631,1,1,1563.040,1019.969
632,1,1,1551.070,1006.917
633,0,0,1539.877,1002.997
634,0,1,1545.963,1004.234
635,1,1,1599.828,1009.471
636,1,1,1560.167,1006.776
637,1,1,1550.295,1006.437
638,0,0,1551.397,1007.151
639,1,1,1551.895,1010.720
640,1,1,1546.856,1008.511
641,1,1,1546.092,1008.578
642,1,1,1610.234,1010.443
643,1,1,1560.307,1012.511
644,1,1,1552.000,1010.505
645,1,1,1550.831,1007.490
646,1,1,1553.673,1013.890
647,1,1,1545.464,1005.680
648,1,1,1560.056,1008.954
649,1,1,1559.791,1014.000
650,0,0,1561.262,1020.578
651,1,1,1547.686,1005.797
652,1,1,1546.308,1004.314
653,0,0,1547.772,1008.886
654,1,1,1566.400,1017.933
655,0,0,1556.000,1008.357
656,1,1,1556.505,1014.671
657,1,1,1544.400,1004.025
658,1,1,1549.015,1006.652
659,1,1,1555.311,1013.748
660,1,1,1557.127,1011.797
661,1,1,1622.123,1011.767
662,1,1,1557.175,1011.410
663,0,1,1551.495,1006.609
664,1,1,1549.896,1009.034
665,1,1,1553.957,1013.261
666,1,1,1551.391,1009.618
667,0,0,1558.542,1008.997
668,1,1,1553.864,1008.431
669,1,1,1548.849,1006.825
670,1,1,1549.410,1007.970
671,1,1,1546.910,1006.240
672,1,1,1548.252,1007.625
673,1,0,1561.090,1008.474
674,0,0,1553.533,1008.000
675,1,1,1547.588,1004.837
676,0,0,1544.357,1005.003
677,1,1,1553.274,1008.135
678,0,0,1545.779,1006.714
679,1,1,1544.696,1004.049
680,1,0,1612.621,1010.578
681,1,1,1548.831,1007.724
682,1,1,1555.391,1010.400
683,1,1,1545.280,1006.437
684,1,1,1547.120,1006.221
685,1,1,1547.175,1009.427
686,1,1,1559.329,1007.329
687,1,1,1545.809,1007.385
688,1,1,1550.394,1014.142
689,1,1,1549.655,1007.643
690,1,1,1547.206,1005.810
691,1,1,1557.895,1018.726
692,1,1,1556.929,1006.191
693,1,1,1559.009,1011.132
694,1,1,1553.944,1010.899
695,0,0,1547.311,1008.443
696,1,1,1549.323,1010.775
697,1,1,1549.724,1010.621
698,0,0,1542.554,1003.766
699,1,1,1618.615,1010.000
700,1,1,1551.544,1003.871
701,1,1,1562.419,1018.307
702,1,1,1543.033,1004.430
703,1,1,1546.628,1008.843
704,1,1,1547.249,1008.271
705,1,0,1555.551,1004.037
706,1,0,1561.785,1010.990
707,0,1,1550.732,1007.083
708,1,1,1552.985,1010.449
709,1,0,1547.280,1008.363
710,1,1,1540.492,1005.797
711,1,1,1563.532,1011.600
712,1,1,1557.741,1013.514
713,1,1,1543.932,1006.947
714,1,1,1551.237,1011.465
715,1,1,1549.089,1007.804
716,1,1,1546.247,1004.652
717,1,0,1548.713,1009.114
718,1,1,1594.750,1005.169
719,1,1,1549.717,1006.013
720,1,1,1546.258,1005.415
721,1,1,1542.647,1003.822
722,0,0,1550.886,1009.292
723,1,1,1547.127,1011.095
724,1,1,1561.520,1007.293
725,1,1,1557.655,1012.092
726,1,1,1555.127,1012.443
727,1,1,1548.763,1010.357
728,1,1,1549.563,1009.496
729,1,0,1547.970,1007.452
730,1,1,1563.576,1008.867
731,1,1,1553.292,1007.637
732,1,1,1549.181,1006.683
733,1,1,1550.289,1010.062
734,1,1,1546.880,1006.578
735,1,0,1559.705,1019.440
736,1,1,1544.240,1003.108
737,1,1,1615.988,1010.006
738,1,1,1551.231,1006.259
739,1,1,1558.105,1015.693
740,1,1,1547.773,1006.111
741,1,1,1546.259,1008.449
742,1,1,1552.812,1007.772
743,1,1,1554.609,1008.855
744,1,1,1552.621,1005.981
745,1,1,1549.871,1007.323
746,1,1,1550.597,1009.095
747,1,1,1550.941,1009.649
748,1,1,1542.898,1004.800
749,0,0,1568.972,1019.274
750,1,1,1554.856,1007.397
751,1,1,1557.945,1013.391
752,0,1,1548.597,1008.775
753,1,0,1548.997,1010.252
754,1,1,1547.373,1006.271
755,0,0,1549.047,1007.009
756,1,1,1560.671,1006.726
757,1,1,1545.390,1004.326
758,1,1,1551.163,1010.936
759,1,1,1546.141,1005.698
760,1,1,1553.194,1010.917
761,1,1,1554.782,1013.736
762,1,1,1559.489,1010.068
763,1,1,1552.954,1006.412
764,1,1,1555.760,1010.203
765,1,1,1557.674,1012.135
766,1,1,1558.843,1019.933
767,1,1,1543.255,1004.228
768,1,1,1552.486,1004.320
769,0,0,1555.108,1010.597
770,1,1,1552.850,1010.813
771,1,1,1546.412,1007.058
772,1,1,1545.766,1006.831
773,1,0,1544.535,1006.868
774,1,0,1604.769,1010.412
775,1,1,1575.877,1014.283
776,1,1,1554.867,1009.735
777,1,1,1549.557,1009.513
778,0,0,1559.865,1018.708
779,0,0,1561.071,1020.523
780,1,1,1546.609,1006.880
781,1,1,1561.397,1010.111
782,1,1,1555.145,1009.206
783,1,1,1549.587,1008.277
784,1,1,1552.529,1009.981
785,1,1,1545.059,1004.757
786,0,0,1547.496,1007.735
787,0,0,1561.280,1010.498
788,1,0,1558.160,1011.846
789,1,1,1550.990,1007.397
790,0,1,1550.240,1006.474
791,1,1,1546.258,1004.689
792,1,1,1544.443,1004.173
793,1,1,1593.938,1011.003
794,1,1,1557.477,1009.163
795,0,0,1557.779,1015.428
796,1,1,1556.978,1014.499
797,1,1,1549.760,1010.701
798,1,1,1546.499,1006.018
799,1,1,1551.249,1013.717
800,0,0,1559.175,1008.751
801,0,0,1552.167,1009.397
802,1,1,1547.422,1005.433
803,1,1,1547.945,1006.314
804,0,0,1549.717,1006.954
805,1,1,1552.830,1013.717
806,1,1,1561.188,1009.526
807,0,0,1547.742,1004.572
808,1,1,1561.058,1018.640
809,0,0,1544.701,1004.843
810,1,1,1550.412,1010.209
811,1,1,1545.453,1006.750
812,1,1,1602.394,1004.228
813,1,1,1561.237,1007.009
814,1,1,1553.428,1011.526
815,1,1,1549.095,1008.086
816,1,1,1553.501,1010.499
817,1,1,1544.665,1006.388
818,1,1,1551.914,1008.012
819,1,1,1566.776,1015.064
820,1,1,1553.705,1004.425
821,1,1,1555.243,1010.407
822,1,1,1550.493,1009.212
823,0,0,1545.151,1006.849
824,1,1,1548.720,1007.231
825,1,1,1573.692,1021.495
826,1,1,1556.966,1011.920
827,1,1,1553.200,1011.470
828,1,1,1549.427,1009.348
829,1,1,1554.289,1013.311
830,1,1,1550.424,1007.908
831,1,1,1603.139,1010.110
832,1,1,1555.329,1005.723
833,1,1,1554.714,1012.142
834,1,1,1549.575,1007.366
835,1,1,1543.557,1003.563
836,1,1,1549.625,1006.535
837,1,1,1544.136,1003.360
838,1,1,1553.852,1004.646
839,1,1,1555.945,1010.665
840,1,1,1548.419,1006.222
841,1,1,1553.932,1013.613
842,1,1,1542.191,1004.720
843,1,1,1556.117,1018.412
844,1,1,1555.471,1008.696
845,1,1,1559.120,1011.348
846,1,1,1549.034,1010.246
847,1,1,1550.948,1008.332
848,1,1,1544.547,1003.753
849,0,0,1552.905,1011.692
850,1,1,1612.584,1011.809
851,1,1,1564.025,1012.264
852,1,1,1550.437,1008.467
853,1,1,1552.203,1011.126
854,1,1,1550.480,1008.689
855,1,1,1552.910,1011.250
856,1,1,1543.840,1005.508
857,1,1,1564.683,1013.686
858,1,1,1558.837,1013.662
859,0,1,1554.376,1010.757
860,0,0,1550.431,1008.948
861,0,0,1548.215,1007.582
862,1,1,1551.477,1008.117
863,1,1,1559.335,1007.956
864,1,1,1554.240,1012.086
865,1,1,1552.117,1010.615
866,1,1,1553.310,1006.824
867,1,1,1550.664,1010.609
868,1,1,1544.787,1005.188
869,1,1,1595.028,1006.732
870,1,1,1555.514,1007.188
871,1,1,1553.951,1009.618
