label,ref_logit0,ref_logit1,hw_logit0,hw_logit1,ref_pred,hw_pred,correct_ref,correct_hw,match_ref_hw,abs_error
0,2.3724117279052734,-0.8832091093063354,2.224609375,-0.6982421875,0,0,1,1,1,0.18496692180633545
1,-0.6701014041900635,0.6360586881637573,-0.294921875,0.615234375,1,1,1,1,1,0.3751795291900635
0,3.124504566192627,-1.2099725008010864,3.0546875,-1.01953125,0,0,1,1,1,0.19044125080108643
1,0.23318472504615784,0.8380036354064941,0.3408203125,0.9375,1,1,1,1,1,0.10763558745384216
0,2.2470977306365967,-0.48996347188949585,2.240234375,-0.345703125,0,0,1,1,1,0.14426034688949585
1,-0.08968415856361389,0.7579815983772278,-0.1806640625,0.87109375,1,1,1,1,1,0.11311215162277222
0,1.8484889268875122,-0.5189539194107056,1.884765625,-0.4775390625,0,0,1,1,1,0.041414856910705566
1,-1.829579472541809,1.488294243812561,-1.5947265625,1.51171875,1,1,1,1,1,0.23485291004180908
1,-1.6707204580307007,1.5960499048233032,-1.2685546875,1.583984375,1,1,1,1,1,0.4021657705307007
1,-0.8968312740325928,1.043957233428955,-0.548828125,1.08203125,1,1,1,1,1,0.3480031490325928
1,0.8582417964935303,0.007446959614753723,0.8193359375,0.1650390625,0,0,0,0,1,0.15759210288524628
1,-0.10946646332740784,0.7970925569534302,-0.107421875,0.9091796875,1,1,1,1,1,0.11208713054656982
1,1.2058135271072388,0.07855759561061859,1.2666015625,0.2021484375,0,0,0,0,1,0.12359084188938141
1,-3.4289450645446777,2.1756575107574463,-3.0498046875,2.1708984375,1,1,1,1,1,0.37914037704467773
1,-2.006119966506958,1.297480583190918,-1.5732421875,1.2978515625,1,1,1,1,1,0.432877779006958
0,0.5894174575805664,0.07293416559696198,0.6376953125,0.203125,0,0,1,1,1,0.13019083440303802
1,-1.7469396591186523,1.7317548990249634,-1.4921875,1.7470703125,1,1,1,1,1,0.25475215911865234
1,-2.1735429763793945,1.8474541902542114,-1.8330078125,1.8037109375,1,1,1,1,1,0.34053516387939453
1,-1.7469396591186523,1.7317548990249634,-1.4921875,1.7470703125,1,1,1,1,1,0.25475215911865234
0,1.8198531866073608,-0.4590223431587219,1.9033203125,-0.3896484375,0,0,1,1,1,0.08346712589263916
0,2.3724117279052734,-0.8832091093063354,2.224609375,-0.6982421875,0,0,1,1,1,0.18496692180633545
1,0.8442896604537964,0.4678797125816345,0.7109375,0.6484375,0,0,0,0,1,0.18055778741836548
1,-2.0347702503204346,1.907103180885315,-1.763671875,1.8623046875,1,1,1,1,1,0.27109837532043457
1,-3.1578173637390137,2.1197304725646973,-2.8671875,2.1611328125,1,1,1,1,1,0.29062986373901367
1,-1.16972815990448,0.9489911794662476,-0.83203125,0.9462890625,1,1,1,1,1,0.33769690990448
0,0.08594600856304169,0.4772653579711914,0.3310546875,0.4150390625,1,1,0,0,1,0.2451086789369583
1,0.3685995042324066,0.5578595399856567,0.4990234375,0.5966796875,1,1,1,1,1,0.13042393326759338
1,0.8887076377868652,0.09680594503879547,0.9931640625,0.0869140625,0,0,0,0,1,0.10445642471313477
1,-2.461411952972412,1.548995852470398,-2.4794921875,1.779296875,1,1,1,1,1,0.23030102252960205
1,0.3081424832344055,0.5221307277679443,0.328125,0.619140625,1,1,1,1,1,0.09700989723205566
1,1.1242927312850952,0.03636199235916138,1.3271484375,0.0087890625,0,0,0,0,1,0.20285570621490479
1,-1.2112957239151,0.977394700050354,-0.853515625,0.951171875,1,1,1,1,1,0.3577800989151001
1,-0.7454415559768677,0.7015479803085327,-0.5361328125,0.8173828125,1,1,1,1,1,0.20930874347686768
1,-1.6707204580307007,1.5960499048233032,-1.2685546875,1.583984375,1,1,1,1,1,0.4021657705307007
1,-0.3417295515537262,0.18559755384922028,-0.673828125,0.6201171875,1,1,1,1,1,0.4345196485519409
1,0.20083004236221313,0.32834160327911377,0.265625,0.359375,1,1,1,1,1,0.06479495763778687
1,-2.110639810562134,2.041595458984375,-1.6484375,1.875,1,1,1,1,1,0.4622023105621338
1,-0.7454415559768677,0.7015479803085327,-0.5361328125,0.8173828125,1,1,1,1,1,0.20930874347686768
1,-0.6701014041900635,0.6360586881637573,-0.294921875,0.615234375,1,1,1,1,1,0.3751795291900635
1,-1.6707204580307007,1.5960499048233032,-1.2685546875,1.583984375,1,1,1,1,1,0.4021657705307007
1,-0.6701014041900635,0.6360586881637573,-0.294921875,0.615234375,1,1,1,1,1,0.3751795291900635
1,-2.1329877376556396,1.9646741151809692,-1.759765625,1.8515625,1,1,1,1,1,0.37322211265563965
1,-2.700242042541504,1.910272479057312,-2.3017578125,1.884765625,1,1,1,1,1,0.3984842300415039
1,1.6477948427200317,-0.3993872404098511,1.666015625,-0.3095703125,0,0,0,0,1,0.08981692790985107
1,-0.6524598598480225,0.9866101741790771,-0.4599609375,1.0302734375,1,1,1,1,1,0.19249892234802246
1,2.1506712436676025,-0.46991443634033203,2.333984375,-0.3583984375,0,0,0,0,1,0.18331313133239746
1,0.7171860933303833,-0.1482139527797699,0.775390625,-0.0078125,0,0,0,0,1,0.1404014527797699
1,-1.988695740699768,1.7650843858718872,-1.7060546875,1.7333984375,1,1,1,1,1,0.28264105319976807
1,-1.618935227394104,1.6646453142166138,-1.1826171875,1.54296875,1,1,1,1,1,0.436318039894104
0,1.4497095346450806,-0.2787668704986572,1.48828125,-0.24609375,0,0,1,1,1,0.038571715354919434
1,-1.8963589668273926,1.7505061626434326,-1.8203125,1.8310546875,1,1,1,1,1,0.08054852485656738
1,0.2878507673740387,0.6289122104644775,0.3837890625,0.6640625,1,1,1,1,1,0.0959382951259613
1,-1.936008334159851,1.5282450914382935,-1.7431640625,1.521484375,1,1,1,1,1,0.19284427165985107
1,-2.0071561336517334,1.9535306692123413,-1.6494140625,1.865234375,1,1,1,1,1,0.3577420711517334
1,-1.7469396591186523,1.7317548990249634,-1.4921875,1.7470703125,1,1,1,1,1,0.25475215911865234
1,-2.028512477874756,1.9146685600280762,-1.662109375,1.826171875,1,1,1,1,1,0.36640310287475586
0,2.25443696975708,-0.8639208078384399,1.9208984375,-0.4833984375,0,0,1,1,1,0.38052237033843994
1,-2.431635618209839,2.0063793659210205,-1.935546875,1.8955078125,1,1,1,1,1,0.49608874320983887
1,-0.43574395775794983,0.4218635559082031,-0.1162109375,0.6083984375,1,1,1,1,1,0.31953302025794983
1,-0.22887960076332092,0.9817897081375122,-0.0537109375,1.0439453125,1,1,1,1,1,0.17516866326332092
1,-1.8963589668273926,1.7505061626434326,-1.8203125,1.8310546875,1,1,1,1,1,0.08054852485656738
1,-0.41538843512535095,0.9235110282897949,-0.505859375,1.087890625,1,1,1,1,1,0.16437959671020508
1,-0.02101275324821472,0.7036058306694031,0.017578125,0.8046875,1,1,1,1,1,0.10108166933059692
0,2.118800163269043,-0.677105188369751,2.146484375,-0.5732421875,0,0,1,1,1,0.10386300086975098
1,-1.8963589668273926,1.7505061626434326,-1.8203125,1.8310546875,1,1,1,1,1,0.08054852485656738
1,-1.8004740476608276,1.7970539331436157,-1.4814453125,1.791015625,1,1,1,1,1,0.31902873516082764
1,-0.6701014041900635,0.6360586881637573,-0.294921875,0.615234375,1,1,1,1,1,0.3751795291900635
1,-2.603999614715576,0.991680383682251,-2.8076171875,1.435546875,1,1,1,1,1,0.443866491317749
0,-0.70072340965271,1.1537182331085205,-0.6416015625,1.400390625,1,1,0,0,1,0.2466723918914795
0,2.9834322929382324,-0.9474778175354004,2.9267578125,-0.70703125,0,0,1,1,1,0.2404465675354004
1,-1.47895085811615,1.3909977674484253,-1.263671875,1.4267578125,1,1,1,1,1,0.2152789831161499
1,-0.1327936351299286,0.19269563257694244,0.2392578125,0.1962890625,1,0,1,0,0,0.3720514476299286
1,0.06251738965511322,0.38204866647720337,0.248046875,0.447265625,1,1,1,1,1,0.18552948534488678
0,1.5563265085220337,-0.25909391045570374,1.650390625,-0.25390625,0,0,1,1,1,0.09406411647796631
1,-0.9286203384399414,0.5634682774543762,-0.642578125,0.6611328125,1,1,1,1,1,0.2860422134399414
1,0.45891234278678894,0.5570617318153381,0.5244140625,0.6572265625,1,1,1,1,1,0.10016483068466187
1,-1.9564776420593262,1.978937029838562,-1.6416015625,1.9150390625,1,1,1,1,1,0.31487607955932617
0,1.7267110347747803,-0.49000608921051025,1.701171875,-0.3134765625,0,0,1,1,1,0.17652952671051025
1,-1.9479808807373047,1.765238881111145,-1.7431640625,1.7626953125,1,1,1,1,1,0.2048168182373047
0,2.5212655067443848,-0.8605262041091919,2.3720703125,-0.712890625,0,0,1,1,1,0.14919519424438477
1,0.25504374504089355,0.5761405825614929,0.376953125,0.63671875,1,1,1,1,1,0.12190937995910645
1,-1.7469396591186523,1.7317548990249634,-1.4921875,1.7470703125,1,1,1,1,1,0.25475215911865234
1,-1.9008803367614746,1.654276728630066,-1.3701171875,1.5263671875,1,1,1,1,1,0.5307631492614746
1,-1.406004548072815,0.368524432182312,-1.875,0.8798828125,1,1,1,1,1,0.511358380317688
1,-1.4275217056274414,0.8271470069885254,-1.14453125,0.9052734375,1,1,1,1,1,0.2829904556274414
1,-0.6701014041900635,0.6360586881637573,-0.294921875,0.615234375,1,1,1,1,1,0.3751795291900635
1,0.10770048201084137,0.7637330293655396,0.2509765625,0.8212890625,1,1,1,1,1,0.14327608048915863
1,-2.2577431201934814,2.0385687351226807,-1.8876953125,1.92578125,1,1,1,1,1,0.37004780769348145
1,-3.136666774749756,2.1287784576416016,-2.8466796875,2.1708984375,1,1,1,1,1,0.28998708724975586
1,0.32642075419425964,0.2490052431821823,0.34375,0.4658203125,0,1,0,1,0,0.2168150693178177
1,-1.2391242980957031,0.966049075126648,-0.822265625,0.99609375,1,1,1,1,1,0.4168586730957031
1,0.41321566700935364,0.7143019437789917,0.6259765625,0.693359375,1,1,1,1,1,0.21276089549064636
1,-3.4439823627471924,2.1835010051727295,-3.0810546875,2.185546875,1,1,1,1,1,0.3629276752471924
1,-2.279876947402954,1.892990231513977,-1.7666015625,1.7705078125,1,1,1,1,1,0.5132753849029541
1,-1.8004740476608276,1.7970539331436157,-1.4814453125,1.791015625,1,1,1,1,1,0.31902873516082764
1,0.20083004236221313,0.32834160327911377,0.265625,0.359375,1,1,1,1,1,0.06479495763778687
1,-0.6987738609313965,0.6645231246948242,-0.591796875,0.78125,1,1,1,1,1,0.11672687530517578
0,3.2216951847076416,-1.2406785488128662,3.18359375,-1.0546875,0,0,1,1,1,0.1859910488128662
1,-2.217893123626709,1.6466690301895142,-1.890625,1.6015625,1,1,1,1,1,0.327268123626709
1,-2.15352201461792,1.7695887088775635,-1.8642578125,1.7626953125,1,1,1,1,1,0.2892642021179199
1,0.43028417229652405,0.5189011096954346,0.41796875,0.6044921875,1,1,1,1,1,0.08559107780456543
1,-2.1171634197235107,2.122950553894043,-1.6181640625,1.9482421875,1,1,1,1,1,0.49899935722351074
1,-2.04419207572937,2.026273488998413,-1.625,1.896484375,1,1,1,1,1,0.4191920757293701
0,1.9376603364944458,-0.445551335811615,2.03125,-0.40625,0,0,1,1,1,0.0935896635055542
0,2.3391425609588623,-0.7691658139228821,2.4541015625,-0.6494140625,0,0,1,1,1,0.11975175142288208
1,-1.7469396591186523,1.7317548990249634,-1.4921875,1.7470703125,1,1,1,1,1,0.25475215911865234
0,2.0623748302459717,-1.0258898735046387,2.013671875,-0.83984375,0,0,1,1,1,0.18604612350463867
1,-1.3320727348327637,0.9867652654647827,-0.92578125,0.9931640625,1,1,1,1,1,0.40629148483276367
0,1.6470158100128174,-0.2438393384218216,1.8154296875,-0.2705078125,0,0,1,1,1,0.16841387748718262
0,0.020440012216567993,0.48515260219573975,0.2373046875,0.458984375,1,1,0,0,1,0.216864675283432
1,-0.7499674558639526,0.5949946641921997,-0.6005859375,0.9560546875,1,1,1,1,1,0.3610600233078003
1,-1.7190945148468018,1.7457573413848877,-1.68359375,1.853515625,1,1,1,1,1,0.1077582836151123
1,-2.3085293769836426,2.0990469455718994,-1.8544921875,1.9580078125,1,1,1,1,1,0.4540371894836426
1,-1.3000268936157227,1.4642583131790161,-1.0517578125,1.4443359375,1,1,1,1,1,0.24826908111572266
1,-2.181295394897461,1.85043466091156,-1.8544921875,1.806640625,1,1,1,1,1,0.32680320739746094
0,2.004215955734253,-0.5283516049385071,1.998046875,-0.4248046875,0,0,1,1,1,0.10354691743850708
1,-1.9070395231246948,1.8912107944488525,-1.90234375,2.015625,1,1,1,1,1,0.12441420555114746
1,-0.26848289370536804,0.2117617279291153,-0.708984375,0.734375,1,1,1,1,1,0.5226132869720459
1,-0.6701014041900635,0.6360586881637573,-0.294921875,0.615234375,1,1,1,1,1,0.3751795291900635
1,-0.7598466873168945,0.7832286357879639,-0.69140625,0.884765625,1,1,1,1,1,0.10153698921203613
1,0.365657240152359,0.5358248949050903,0.5,0.5693359375,1,1,1,1,1,0.134342759847641
1,-2.162233352661133,1.9359499216079712,-1.7607421875,1.8232421875,1,1,1,1,1,0.4014911651611328
1,-1.8004740476608276,1.7970539331436157,-1.4814453125,1.791015625,1,1,1,1,1,0.31902873516082764
1,-2.247044086456299,2.0335705280303955,-1.8203125,1.884765625,1,1,1,1,1,0.42673158645629883
1,-0.7542074918746948,1.2320685386657715,-0.7255859375,1.3134765625,1,1,1,1,1,0.08140802383422852
1,-0.38280174136161804,0.5949191451072693,-0.328125,0.7890625,1,1,1,1,1,0.1941433548927307
0,0.1490846574306488,0.8146775960922241,0.2666015625,0.9189453125,1,1,0,0,1,0.1175169050693512
1,-2.1318094730377197,2.0354132652282715,-1.75390625,1.916015625,1,1,1,1,1,0.3779032230377197
1,-0.6701014041900635,0.6360586881637573,-0.294921875,0.615234375,1,1,1,1,1,0.3751795291900635
0,2.1044259071350098,-0.5841989517211914,2.017578125,-0.3603515625,0,0,1,1,1,0.2238473892211914
1,-1.917122483253479,1.7479437589645386,-1.6044921875,1.7138671875,1,1,1,1,1,0.312630295753479
1,0.6828479766845703,0.33151769638061523,0.7568359375,0.41015625,0,0,0,0,1,0.07863855361938477
1,-1.2237781286239624,1.4979978799819946,-0.927734375,1.4345703125,1,1,1,1,1,0.2960437536239624
1,-0.21565064787864685,0.9459236860275269,-0.1689453125,1.01171875,1,1,1,1,1,0.06579506397247314
1,-1.9371141195297241,1.7624504566192627,-1.6806640625,1.7431640625,1,1,1,1,1,0.2564500570297241
0,1.571044921875,-0.3552427887916565,1.619140625,-0.3134765625,0,0,1,1,1,0.048095703125
1,-3.3319520950317383,2.197669744491577,-2.97265625,2.1845703125,1,1,1,1,1,0.3592958450317383
1,-1.8004740476608276,1.7970539331436157,-1.4814453125,1.791015625,1,1,1,1,1,0.31902873516082764
1,0.1277618408203125,0.26377254724502563,0.1083984375,0.4921875,1,1,1,1,1,0.22841495275497437
0,2.678013324737549,-0.6601369380950928,2.5048828125,-0.3759765625,0,0,1,1,1,0.2841603755950928
1,-1.6707204580307007,1.5960499048233032,-1.2685546875,1.583984375,1,1,1,1,1,0.4021657705307007
1,-0.1411283016204834,0.19439582526683807,0.224609375,0.2021484375,1,0,1,0,0,0.3657376766204834
1,-1.2886220216751099,0.751457929611206,-1.0791015625,0.998046875,1,1,1,1,1,0.24658894538879395
1,-2.0049803256988525,2.008455514907837,-1.71484375,1.951171875,1,1,1,1,1,0.29013657569885254
1,-1.2726978063583374,1.1542781591415405,-1.177734375,1.2841796875,1,1,1,1,1,0.12990152835845947
1,-1.4309991598129272,1.5111415386199951,-1.0703125,1.46484375,1,1,1,1,1,0.36068665981292725
1,-1.7799714803695679,1.5592526197433472,-1.6064453125,1.568359375,1,1,1,1,1,0.17352616786956787
1,0.39631691575050354,0.20922259986400604,0.45703125,0.2490234375,0,0,0,0,1,0.06071433424949646
0,2.9591691493988037,-0.9760933518409729,2.89453125,-0.7490234375,0,0,1,1,1,0.2270699143409729
1,0.0456421822309494,0.8319956064224243,0.1708984375,0.90625,1,1,1,1,1,0.1252562552690506
1,0.44557520747184753,0.4971334934234619,0.416015625,0.609375,1,1,1,1,1,0.11224150657653809
1,-1.4407175779342651,1.7355848550796509,-1.0,1.5849609375,1,1,1,1,1,0.44071757793426514
0,2.036015510559082,-0.5851004123687744,1.875,-0.4287109375,0,0,1,1,1,0.16101551055908203
1,-1.7789674997329712,1.5146149396896362,-1.546875,1.5361328125,1,1,1,1,1,0.2320924997329712
0,1.6470158100128174,-0.2438393384218216,1.8154296875,-0.2705078125,0,0,1,1,1,0.16841387748718262
1,-0.6701014041900635,0.6360586881637573,-0.294921875,0.615234375,1,1,1,1,1,0.3751795291900635
1,-2.3228092193603516,2.0680153369903564,-1.85546875,1.9072265625,1,1,1,1,1,0.46734046936035156
0,1.0352498292922974,0.13356004655361176,0.8701171875,0.3515625,0,0,1,1,1,0.21800245344638824
1,-0.46291854977607727,0.5878065228462219,-0.4072265625,0.76171875,1,1,1,1,1,0.17391222715377808
1,-1.8004740476608276,1.7970539331436157,-1.4814453125,1.791015625,1,1,1,1,1,0.31902873516082764
1,-1.6247074604034424,1.3967632055282593,-1.3720703125,1.3818359375,1,1,1,1,1,0.2526371479034424
1,-3.115522861480713,2.106776237487793,-2.89453125,2.2001953125,1,1,1,1,1,0.2209916114807129
1,-1.8963589668273926,1.7505061626434326,-1.8203125,1.8310546875,1,1,1,1,1,0.08054852485656738
0,0.8972142934799194,0.17187032103538513,1.091796875,0.1708984375,0,0,1,1,1,0.19458258152008057
1,-1.0526671409606934,1.1183254718780518,-0.787109375,1.0771484375,1,1,1,1,1,0.26555776596069336
0,1.4531248807907104,-0.10868896543979645,1.5615234375,-0.1162109375,0,0,1,1,1,0.10839855670928955
1,-0.30907368659973145,0.9229378700256348,-0.1943359375,1.0126953125,1,1,1,1,1,0.11473774909973145
1,-1.7469396591186523,1.7317548990249634,-1.4921875,1.7470703125,1,1,1,1,1,0.25475215911865234
1,-1.6707204580307007,1.5960499048233032,-1.2685546875,1.583984375,1,1,1,1,1,0.4021657705307007
1,-0.6524598598480225,0.9866101741790771,-0.4599609375,1.0302734375,1,1,1,1,1,0.19249892234802246
1,-3.1406240463256836,2.004178285598755,-2.96875,2.13671875,1,1,1,1,1,0.1718740463256836
1,-2.129147529602051,2.0772650241851807,-1.7373046875,1.9404296875,1,1,1,1,1,0.3918428421020508
1,-1.9672445058822632,1.8102740049362183,-1.6943359375,1.7822265625,1,1,1,1,1,0.2729085683822632
1,0.7003871202468872,0.15837101638317108,0.6123046875,0.30078125,0,0,0,0,1,0.14241023361682892
1,0.011178642511367798,0.7041054368019104,0.119140625,0.7734375,1,1,1,1,1,0.1079619824886322
1,-0.03646175563335419,0.4050236940383911,0.1630859375,0.3681640625,1,1,1,1,1,0.1995476931333542
1,0.33509761095046997,0.564152717590332,0.4736328125,0.591796875,1,1,1,1,1,0.13853520154953003
1,-1.972943663597107,1.9782074689865112,-1.62109375,1.8837890625,1,1,1,1,1,0.35184991359710693
1,0.027911394834518433,0.6415563225746155,0.0078125,0.705078125,1,1,1,1,1,0.06352180242538452
1,-1.6707204580307007,1.5960499048233032,-1.2685546875,1.583984375,1,1,1,1,1,0.4021657705307007
1,-1.8004740476608276,1.7970539331436157,-1.4814453125,1.791015625,1,1,1,1,1,0.31902873516082764
1,-0.09524133801460266,0.22173546254634857,0.2744140625,0.2314453125,1,0,1,0,0,0.36965540051460266
1,-3.5710554122924805,2.095224618911743,-3.21875,2.1416015625,1,1,1,1,1,0.35230541229248047
1,-1.7411978244781494,1.588570475578308,-1.595703125,1.6083984375,1,1,1,1,1,0.14549469947814941
1,-1.510059118270874,1.0679138898849487,-1.1005859375,1.091796875,1,1,1,1,1,0.409473180770874
1,-2.2503550052642822,1.9945789575576782,-1.841796875,1.8662109375,1,1,1,1,1,0.4085581302642822
0,1.721566915512085,-0.27678030729293823,1.9150390625,-0.318359375,0,0,1,1,1,0.19347214698791504
1,-2.461411952972412,1.548995852470398,-2.4794921875,1.779296875,1,1,1,1,1,0.23030102252960205
1,-1.9672445058822632,1.8102740049362183,-1.6943359375,1.7822265625,1,1,1,1,1,0.2729085683822632
1,0.41321566700935364,0.7143019437789917,0.6259765625,0.693359375,1,1,1,1,1,0.21276089549064636
1,-2.3450870513916016,2.156506299972534,-1.87890625,2.0029296875,1,1,1,1,1,0.46618080139160156
1,-3.130204916000366,2.1527042388916016,-2.9130859375,2.23828125,1,1,1,1,1,0.2171189785003662
1,-1.1680644750595093,0.9582504034042358,-0.72265625,0.95703125,1,1,1,1,1,0.4454082250595093
1,-2.360867977142334,1.6796009540557861,-2.162109375,1.9013671875,1,1,1,1,1,0.22176623344421387
1,-0.9115517139434814,1.2600075006484985,-0.685546875,1.228515625,1,1,1,1,1,0.22600483894348145
1,-0.7907969951629639,1.2827820777893066,-0.4140625,1.146484375,1,1,1,1,1,0.37673449516296387
1,-0.6442008018493652,0.6860093474388123,-0.552734375,0.849609375,1,1,1,1,1,0.16360002756118774
1,-1.7469396591186523,1.7317548990249634,-1.4921875,1.7470703125,1,1,1,1,1,0.25475215911865234
0,2.3102078437805176,-0.5780313611030579,2.166015625,-0.3271484375,0,0,1,1,1,0.25088292360305786
0,2.9559736251831055,-1.1405030488967896,2.8388671875,-0.9521484375,0,0,1,1,1,0.18835461139678955
