sample_id,repeat_id,label,prediction,correct,buf_write,cache_flush,register_setup,kernel,output_readback,classifier,patch_embedding,weight_transfer,total_us
42,1,1,1,1,56.5540,158.1850,0.0000,1007.7040,182.2520,124.9600,0.0000,0.0000,1529.6550
43,1,0,0,1,58.3930,155.1880,0.0000,1005.7230,190.1170,126.9170,0.0000,0.0000,1536.3380
44,1,1,1,1,57.5320,158.0490,0.0000,1007.9010,183.4090,127.3230,0.0000,0.0000,1534.2140
45,1,1,1,1,58.8550,156.9350,0.0000,1007.4580,184.5540,127.5630,0.0000,0.0000,1535.3650
46,1,1,1,1,58.8800,156.1290,0.0000,1009.1760,183.9570,125.7850,0.0000,0.0000,1533.9270
47,1,1,1,1,58.1840,156.3570,0.0000,1008.3940,184.7010,125.4090,0.0000,0.0000,1533.0450
48,1,1,1,1,58.6160,156.6830,0.0000,1010.0180,182.3140,126.0860,0.0000,0.0000,1533.7170
49,1,1,1,1,58.7140,155.6180,0.0000,1001.2300,216.2160,137.9500,0.0000,0.0000,1569.7280
50,1,1,1,1,60.6770,166.0800,0.0000,1012.6890,188.5410,130.6280,0.0000,0.0000,1558.6150
51,1,1,1,1,59.6680,160.5410,0.0000,1007.2360,187.5260,127.7970,0.0000,0.0000,1542.7680
52,1,1,1,1,58.4310,158.7020,0.0000,1006.3010,186.0120,126.3630,0.0000,0.0000,1535.8090
53,1,1,1,1,58.4550,158.4190,0.0000,1010.3380,183.7110,126.4370,0.0000,0.0000,1537.3600
54,1,1,1,1,59.3910,157.6130,0.0000,1011.3840,185.0890,126.2280,0.0000,0.0000,1539.7050
55,1,1,1,1,59.3720,158.6960,0.0000,999.3910,196.7440,129.4830,0.0000,0.0000,1543.6860
56,1,1,1,1,59.1450,160.9050,0.0000,1009.5390,183.6490,125.7850,0.0000,0.0000,1539.0230
57,1,0,0,1,58.1910,158.1050,0.0000,1008.5300,187.0030,125.1690,0.0000,0.0000,1536.9980
58,1,1,1,1,57.7850,157.3850,0.0000,1004.5230,184.3940,126.3940,0.0000,0.0000,1530.4810
59,1,1,1,1,58.8860,156.6890,0.0000,1011.9690,185.3910,125.7300,0.0000,0.0000,1538.6650
60,1,1,1,1,57.5690,159.4340,0.0000,1008.0920,183.7730,124.8430,0.0000,0.0000,1533.7110
61,1,0,0,1,57.4090,158.0000,0.0000,1008.4860,203.4890,135.7420,0.0000,0.0000,1563.1260
62,1,1,1,1,60.8310,165.6180,0.0000,1008.1230,189.3660,129.3910,0.0000,0.0000,1553.3290
63,1,0,0,1,58.5850,161.1010,0.0000,1011.7410,187.6860,127.2860,0.0000,0.0000,1546.3990
64,1,1,1,1,58.6460,158.7020,0.0000,1009.5690,183.3480,127.0710,0.0000,0.0000,1537.3360
65,1,0,0,1,57.8030,156.1410,0.0000,1004.7630,183.8090,126.3070,0.0000,0.0000,1528.8230
66,1,1,1,1,56.5970,159.0770,0.0000,1008.3500,183.8150,125.1200,0.0000,0.0000,1532.9590
67,1,0,0,1,57.3600,158.6710,0.0000,1010.2650,197.3720,132.1290,0.0000,0.0000,1555.7970
68,1,1,1,1,59.9940,160.3630,0.0000,1008.8740,186.7320,128.9910,0.0000,0.0000,1544.9540
69,1,1,1,1,57.8330,159.6370,0.0000,1008.8610,184.0360,127.0210,0.0000,0.0000,1537.3880
70,1,1,1,1,58.6460,155.8340,0.0000,1011.7350,184.8980,125.1130,0.0000,0.0000,1536.2260
71,1,1,1,1,57.9390,155.9140,0.0000,1009.3960,183.1260,127.0400,0.0000,0.0000,1533.4150
72,1,1,1,1,58.2220,155.9570,0.0000,1007.2240,181.3660,126.4190,0.0000,0.0000,1529.1880
73,1,1,0,0,57.5010,157.2430,0.0000,1010.5540,229.4900,127.5390,0.0000,0.0000,1582.3270
74,1,1,1,1,58.4930,162.2520,0.0000,1008.9730,186.8920,127.8830,0.0000,0.0000,1544.4930
75,1,1,1,1,57.1010,159.1570,0.0000,1006.2830,186.7940,127.6610,0.0000,0.0000,1536.9960
76,1,0,0,1,58.5660,159.2000,0.0000,1009.3480,186.0000,125.2250,0.0000,0.0000,1538.3390
77,1,1,1,1,58.3200,158.0300,0.0000,1008.6840,185.4460,125.4650,0.0000,0.0000,1535.9450
78,1,1,1,1,57.5570,157.0030,0.0000,1008.0000,183.9750,125.4150,0.0000,0.0000,1531.9500
79,1,1,1,1,57.5140,157.5320,0.0000,1008.4490,183.5450,176.0680,0.0000,0.0000,1583.1080
80,1,0,0,1,60.0430,163.2180,0.0000,1009.6490,187.9200,128.0250,0.0000,0.0000,1548.8550
81,1,0,0,1,58.7200,159.8400,0.0000,1008.0490,186.0990,126.3560,0.0000,0.0000,1539.0640
82,1,1,1,1,57.4090,158.2590,0.0000,1010.4180,183.6670,126.9970,0.0000,0.0000,1536.7500
83,1,1,1,1,58.1170,157.3910,0.0000,1007.9940,185.6550,124.4120,0.0000,0.0000,1533.5690
84,1,1,1,1,61.1820,158.5600,0.0000,1007.0460,183.8040,126.7070,0.0000,0.0000,1537.2990
85,1,1,1,1,58.3750,157.1450,0.0000,1010.7750,182.6280,126.9660,0.0000,0.0000,1535.8890
86,1,0,1,0,97.3850,162.6460,0.0000,1011.9450,189.6240,126.8060,0.0000,0.0000,1588.4060
87,1,1,1,1,59.0340,158.9600,0.0000,1008.6830,186.1410,126.1480,0.0000,0.0000,1538.9660
88,1,1,0,0,57.8030,156.7390,0.0000,1008.1660,185.2310,126.7880,0.0000,0.0000,1534.7270
89,1,1,1,1,57.3540,157.5320,0.0000,1011.2370,183.1760,126.4860,0.0000,0.0000,1535.7850
90,1,1,1,1,57.8280,157.0580,0.0000,1010.9670,183.8900,125.0520,0.0000,0.0000,1534.7950
91,1,1,0,0,57.5630,157.0890,0.0000,1007.8900,185.8400,125.7970,0.0000,0.0000,1534.1790
92,1,1,1,1,57.5010,204.2520,0.0000,1010.5420,192.1850,128.9290,0.0000,0.0000,1593.4090
93,1,1,1,1,58.7440,160.1170,0.0000,1007.7540,184.1470,126.3140,0.0000,0.0000,1537.0760
94,1,1,1,1,57.6300,157.3600,0.0000,1009.0950,184.4060,125.2430,0.0000,0.0000,1533.7340
95,1,1,1,1,57.9510,156.2700,0.0000,1011.5200,184.9540,125.1260,0.0000,0.0000,1535.8210
96,1,1,1,1,59.0090,158.9600,0.0000,1008.7940,183.7230,124.7570,0.0000,0.0000,1535.2430
97,1,1,1,1,56.7700,158.0800,0.0000,1009.8460,184.6700,125.5810,0.0000,0.0000,1534.9470
98,1,1,1,1,57.2620,157.5270,0.0000,1008.5790,192.6270,127.6060,0.0000,0.0000,1543.6010
99,1,1,1,1,59.6000,159.0090,0.0000,1010.9840,185.0650,126.6030,0.0000,0.0000,1541.2610
100,1,1,1,1,58.4060,157.0030,0.0000,1012.9970,184.5780,125.3470,0.0000,0.0000,1538.3310
101,1,1,1,1,57.9330,156.1040,0.0000,1009.2990,182.4740,127.3230,0.0000,0.0000,1533.1330
102,1,1,1,1,56.3510,154.8800,0.0000,1006.2090,183.3780,123.5260,0.0000,0.0000,1524.3440
103,1,1,1,1,56.4060,155.9940,0.0000,1011.6180,184.1050,124.5970,0.0000,0.0000,1532.7200
104,1,1,0,0,58.1420,158.2520,0.0000,1013.4760,204.1540,133.7790,0.0000,0.0000,1567.8030
105,1,1,1,1,60.4430,163.1320,0.0000,1013.1330,186.5970,128.6090,0.0000,0.0000,1551.9140
106,1,1,0,0,57.6860,158.7440,0.0000,1008.3010,183.4220,127.0530,0.0000,0.0000,1535.2060
107,1,1,0,0,57.8710,159.1820,0.0000,1007.9750,185.3350,127.6920,0.0000,0.0000,1538.0550
108,1,1,1,1,56.9780,157.1020,0.0000,1003.8710,183.9510,128.5110,0.0000,0.0000,1530.4130
109,1,1,1,1,58.1110,158.1480,0.0000,1010.8800,184.0800,126.4310,0.0000,0.0000,1537.6500
110,1,0,0,1,56.9050,157.0950,0.0000,1000.2520,196.5900,129.6430,0.0000,0.0000,1540.4850
111,1,1,1,1,57.2190,161.6680,0.0000,1012.2640,185.0150,127.5510,0.0000,0.0000,1543.7170
112,1,1,1,1,59.9450,157.9380,0.0000,1012.1720,186.2220,126.4430,0.0000,0.0000,1542.7200
113,1,1,1,1,57.6920,160.0980,0.0000,1005.9690,183.1750,125.8770,0.0000,0.0000,1532.8110
114,1,1,1,1,59.5760,158.7690,0.0000,1005.4580,183.8580,127.4090,0.0000,0.0000,1535.0700
115,1,1,1,1,58.4060,158.1540,0.0000,1007.6610,183.8960,124.2400,0.0000,0.0000,1532.3570
116,1,1,1,1,56.4440,155.8950,0.0000,1007.5630,193.2860,128.2470,0.0000,0.0000,1541.4350
117,1,0,0,1,58.8240,158.6590,0.0000,1011.3170,186.8860,127.1070,0.0000,0.0000,1542.7930
118,1,1,1,1,58.1720,157.0400,0.0000,1006.9170,185.1260,126.5230,0.0000,0.0000,1533.7780
119,1,1,1,1,58.7690,159.1700,0.0000,1011.2980,184.3130,126.2150,0.0000,0.0000,1539.7650
120,1,1,1,1,59.6060,157.8890,0.0000,1003.6000,183.5380,124.3440,0.0000,0.0000,1528.9770
121,1,1,1,1,59.4580,156.9600,0.0000,1007.2610,185.0160,126.1230,0.0000,0.0000,1534.8180
122,1,1,1,1,57.0890,157.2240,0.0000,1022.0120,190.8060,128.7510,0.0000,0.0000,1555.8820
123,1,1,1,1,57.7780,158.5110,0.0000,1009.7050,184.4800,128.6700,0.0000,0.0000,1539.1440
124,1,0,0,1,56.8620,156.8060,0.0000,1003.9440,182.8680,125.7600,0.0000,0.0000,1526.2400
125,1,1,1,1,58.6520,156.4060,0.0000,1010.7320,183.7350,125.6980,0.0000,0.0000,1535.2230
126,1,1,1,1,57.6800,157.4640,0.0000,1008.5540,183.9330,125.5880,0.0000,0.0000,1533.2190
127,1,1,1,1,56.8120,157.4280,0.0000,1008.1480,183.4650,126.0860,0.0000,0.0000,1531.9390
128,1,1,1,1,59.0890,157.2740,0.0000,1008.2270,219.4890,129.2180,0.0000,0.0000,1573.2970
129,1,0,1,0,58.5910,163.0030,0.0000,1010.1790,186.4620,127.7350,0.0000,0.0000,1545.9700
130,1,0,0,1,57.9940,158.7080,0.0000,1009.8770,183.6670,126.8980,0.0000,0.0000,1537.1440
131,1,1,1,1,57.2800,156.4550,0.0000,1011.3540,183.8150,125.6740,0.0000,0.0000,1534.5780
132,1,1,1,1,56.8180,156.2700,0.0000,1007.2430,182.5170,124.4800,0.0000,0.0000,1527.3280
133,1,1,1,1,58.3320,157.9630,0.0000,1003.8830,183.4460,125.8030,0.0000,0.0000,1529.4270
134,1,0,0,1,57.7410,155.8710,0.0000,1009.7110,184.5290,124.9730,0.0000,0.0000,1532.8250
135,1,1,1,1,66.8800,163.8950,0.0000,1009.5500,221.4710,164.7880,0.0000,0.0000,1626.5840
136,1,1,1,1,85.3480,306.1290,0.0000,1027.2430,303.0030,192.0490,0.0000,0.0000,1913.7720
137,1,1,1,1,87.0710,245.9810,0.0000,1025.7660,257.7790,174.6520,0.0000,0.0000,1791.2490
138,1,0,0,1,71.2800,193.9020,0.0000,1011.8830,245.1630,164.3630,0.0000,0.0000,1686.5910
139,1,1,1,1,68.6340,193.2000,0.0000,1010.2030,236.8620,163.6680,0.0000,0.0000,1672.5670
140,1,0,0,1,69.1760,194.4980,0.0000,1025.0030,312.9420,180.0430,0.0000,0.0000,1781.6620
141,1,1,1,1,72.9970,206.6280,0.0000,1018.0190,246.7750,171.9140,0.0000,0.0000,1716.3330
142,1,1,1,1,68.8920,196.8870,0.0000,1022.8680,345.6000,207.2430,0.0000,0.0000,1841.4900
143,1,1,1,1,104.1970,296.4430,0.0000,1032.1350,212.7570,145.5510,0.0000,0.0000,1791.0830
144,1,1,1,1,61.9880,171.5330,0.0000,1000.8800,188.6210,131.3040,0.0000,0.0000,1554.3260
145,1,1,1,1,59.6980,161.4900,0.0000,1012.2520,261.5810,137.0460,0.0000,0.0000,1632.0670
146,1,1,1,1,59.1690,170.6830,0.0000,1012.8990,189.9640,129.5450,0.0000,0.0000,1562.2600
147,1,1,1,1,60.2030,159.5140,0.0000,1007.2680,185.6800,127.5630,0.0000,0.0000,1540.2280
148,1,1,1,1,57.7470,158.7750,0.0000,1013.4100,185.7480,124.9420,0.0000,0.0000,1540.6220
149,1,1,1,1,58.5110,156.4920,0.0000,1010.7570,183.7480,125.2800,0.0000,0.0000,1534.7880
150,1,1,1,1,58.0740,155.8460,0.0000,1008.3260,182.1660,125.4210,0.0000,0.0000,1529.8330
151,1,1,1,1,57.4210,157.5820,0.0000,1006.3330,185.0770,270.0300,0.0000,0.0000,1676.4430
152,1,1,1,1,63.4210,177.9880,0.0000,1001.6990,193.6180,133.8400,0.0000,0.0000,1570.5660
153,1,1,1,1,59.0960,162.3200,0.0000,1011.0830,188.5050,128.0800,0.0000,0.0000,1549.0840
154,1,1,1,1,58.4860,157.3780,0.0000,1006.2150,185.4100,126.1780,0.0000,0.0000,1533.6670
155,1,1,1,1,57.3410,157.3970,0.0000,1006.6460,185.3290,124.8990,0.0000,0.0000,1531.6120
156,1,1,1,1,56.5600,155.8770,0.0000,1011.1080,184.3020,127.1080,0.0000,0.0000,1534.9550
157,1,1,1,1,56.6830,157.4280,0.0000,1010.1970,184.7010,196.1480,0.0000,0.0000,1605.1570
158,1,0,0,1,72.8430,199.6920,0.0000,1026.3570,304.0370,181.5810,0.0000,0.0000,1784.5100
159,1,1,1,1,87.2930,235.4220,0.0000,1031.6680,254.5350,162.3140,0.0000,0.0000,1771.2320
160,1,1,1,1,66.9600,183.1690,0.0000,1020.7940,198.0130,136.5960,0.0000,0.0000,1605.5320
161,1,1,0,0,61.9810,167.1330,0.0000,1012.6160,190.0800,131.9700,0.0000,0.0000,1563.7800
162,1,1,1,1,57.5750,162.4610,0.0000,1008.3020,185.4580,127.0400,0.0000,0.0000,1540.8360
163,1,1,1,1,59.2430,158.5230,0.0000,1016.4070,388.1660,166.0000,0.0000,0.0000,1788.3390
164,1,0,0,1,68.3270,196.3450,0.0000,1054.9660,223.9080,147.3720,0.0000,0.0000,1690.9180
165,1,0,0,1,64.3760,171.0340,0.0000,1054.4370,214.6210,141.2800,0.0000,0.0000,1645.7480
166,1,1,1,1,62.7940,170.8070,0.0000,1038.5480,208.5470,138.1970,0.0000,0.0000,1618.8930
167,1,0,0,1,61.7300,166.2520,0.0000,1056.0920,204.8920,137.4520,0.0000,0.0000,1626.4180
168,1,1,1,1,62.7140,232.8250,0.0000,1003.6370,197.0340,134.1790,0.0000,0.0000,1630.3890
169,1,0,0,1,62.3260,165.0460,0.0000,1012.9730,255.9020,156.0740,0.0000,0.0000,1652.3210
170,1,0,1,0,63.1380,179.5570,0.0000,1013.7600,262.0130,141.6060,0.0000,0.0000,1660.0740
171,1,1,1,1,61.6550,169.2490,0.0000,1010.0180,256.5410,140.9230,0.0000,0.0000,1638.3860
172,1,1,1,1,59.9320,166.3820,0.0000,1051.8460,205.6860,140.1850,0.0000,0.0000,1624.0310
173,1,1,1,1,60.7020,167.8460,0.0000,1009.8890,204.8120,135.9690,0.0000,0.0000,1579.2180
174,1,1,1,1,60.7880,163.5450,0.0000,1002.4740,198.6830,137.7600,0.0000,0.0000,1563.2500
175,1,1,1,1,123.8830,175.8590,0.0000,1013.6930,209.6680,202.3260,0.0000,0.0000,1725.4290
176,1,0,0,1,66.1480,175.3840,0.0000,1007.3600,225.2490,187.8650,0.0000,0.0000,1662.0060
177,1,1,1,1,61.3350,170.3690,0.0000,999.9020,205.2800,135.3780,0.0000,0.0000,1572.2640
178,1,1,1,1,61.1880,164.8060,0.0000,1010.7940,200.8000,138.8430,0.0000,0.0000,1576.4310
179,1,1,1,1,61.0830,165.2920,0.0000,1011.2370,285.0520,150.7020,0.0000,0.0000,1673.3660
180,1,1,1,1,65.1510,180.9170,0.0000,1007.0950,277.8770,161.8460,0.0000,0.0000,1692.8860
181,1,1,1,1,67.0710,187.0890,0.0000,1017.2490,197.6130,138.5480,0.0000,0.0000,1607.5700
182,1,1,1,1,61.6060,163.3480,0.0000,1012.0490,189.4400,130.9300,0.0000,0.0000,1557.3730
183,1,1,1,1,58.1900,161.1010,0.0000,1006.7690,185.2250,127.4650,0.0000,0.0000,1538.7500
184,1,1,1,1,57.8400,158.6890,0.0000,1011.8400,183.5260,125.1260,0.0000,0.0000,1537.0210
185,1,1,1,1,58.1110,157.2370,0.0000,1009.5450,184.3940,126.1660,0.0000,0.0000,1535.4530
186,1,1,1,1,57.1440,156.9720,0.0000,1025.5870,201.4960,132.3260,0.0000,0.0000,1573.5250
187,1,0,1,0,60.2580,164.0190,0.0000,1010.0370,189.3110,128.6890,0.0000,0.0000,1552.3140
188,1,1,1,1,60.0310,157.5260,0.0000,1006.5480,186.0190,126.4490,0.0000,0.0000,1536.5730
189,1,1,1,1,58.0550,158.7630,0.0000,1001.9450,184.9290,126.8060,0.0000,0.0000,1530.4980
190,1,0,0,1,57.7290,157.6190,0.0000,1004.2830,184.9290,127.7480,0.0000,0.0000,1532.3080
191,1,1,1,1,57.1630,157.6120,0.0000,1013.2680,184.2520,126.0990,0.0000,0.0000,1538.3940
192,1,1,1,1,58.5660,156.7010,0.0000,1006.1230,232.3690,131.9940,0.0000,0.0000,1585.7530
193,1,1,1,1,59.2730,161.7910,0.0000,1010.8430,185.0770,126.7510,0.0000,0.0000,1543.7350
194,1,1,1,1,58.4120,157.3230,0.0000,1009.6920,184.1480,127.4890,0.0000,0.0000,1537.0640
195,1,1,1,1,59.0220,158.0430,0.0000,1009.8580,186.4620,126.3200,0.0000,0.0000,1539.7050
196,1,0,0,1,57.5200,156.6090,0.0000,1007.3970,183.6740,127.2130,0.0000,0.0000,1532.4130
197,1,1,1,1,57.0150,156.9470,0.0000,1006.6960,182.2030,125.1700,0.0000,0.0000,1528.0310
198,1,1,1,1,57.7720,155.9870,0.0000,1010.2710,185.0520,173.1750,0.0000,0.0000,1582.2570
199,1,1,1,1,67.6670,190.1230,0.0000,1012.4500,209.0520,143.8340,0.0000,0.0000,1623.1260
200,1,0,0,1,64.5660,168.8680,0.0000,1011.9320,189.8460,131.1560,0.0000,0.0000,1566.3680
201,1,1,1,1,59.1940,160.4060,0.0000,1009.0520,186.8370,129.0340,0.0000,0.0000,1544.5230
202,1,1,1,1,60.1600,162.7690,0.0000,1008.7750,185.4280,127.2130,0.0000,0.0000,1544.3450
203,1,1,1,1,58.6030,157.7970,0.0000,1007.8400,185.5200,124.8680,0.0000,0.0000,1534.6280
204,1,1,1,1,58.8370,157.4830,0.0000,1009.1260,186.0870,192.9910,0.0000,0.0000,1604.5240
205,1,1,1,1,59.7780,167.5510,0.0000,1011.8400,188.0120,130.5050,0.0000,0.0000,1557.6860
206,1,1,1,1,59.1200,161.5380,0.0000,1007.9200,186.3630,130.1470,0.0000,0.0000,1545.0880
207,1,1,1,1,57.6620,155.7840,0.0000,1010.6710,183.9510,127.1260,0.0000,0.0000,1535.1940
208,1,1,1,1,58.1360,157.4650,0.0000,1006.6340,184.9350,127.3850,0.0000,0.0000,1534.5550
209,1,0,0,1,58.2090,158.1110,0.0000,1006.0730,184.9350,125.7350,0.0000,0.0000,1533.0630
210,1,1,1,1,58.3140,157.8530,0.0000,1010.8300,184.5110,125.3300,0.0000,0.0000,1536.8380
211,1,1,1,1,104.3440,165.2060,0.0000,1011.1750,186.9850,128.5480,0.0000,0.0000,1596.2580
212,1,1,1,1,58.3690,159.7720,0.0000,1008.8740,185.2800,128.8120,0.0000,0.0000,1541.1070
213,1,0,0,1,57.2130,156.4310,0.0000,1007.2240,183.3350,125.9320,0.0000,0.0000,1530.1350
214,1,1,1,1,56.3140,157.8460,0.0000,1009.2550,184.2590,125.6430,0.0000,0.0000,1533.3170
215,1,0,0,1,58.3630,157.7780,0.0000,1009.1450,183.2990,123.5080,0.0000,0.0000,1532.0930
216,1,1,1,1,57.6000,158.2640,0.0000,996.8610,184.0060,126.3270,0.0000,0.0000,1523.0580
217,1,1,1,1,58.2520,155.6430,0.0000,1017.7110,196.2950,132.0740,0.0000,0.0000,1559.9750
218,1,0,0,1,59.0650,163.5140,0.0000,1012.6830,189.2070,129.4640,0.0000,0.0000,1553.9330
219,1,1,1,1,58.8920,160.4180,0.0000,1009.0400,184.0190,126.7820,0.0000,0.0000,1539.1510
220,1,1,1,1,57.5510,157.8460,0.0000,1007.1510,186.8120,126.0250,0.0000,0.0000,1535.3850
221,1,1,1,1,59.1200,157.9140,0.0000,1011.4150,185.6980,125.4770,0.0000,0.0000,1539.6240
222,1,1,1,1,58.4430,154.9530,0.0000,1008.0680,183.3420,125.1880,0.0000,0.0000,1529.9940
223,1,1,1,1,57.5760,156.5300,0.0000,1011.8040,192.7200,129.0210,0.0000,0.0000,1547.6510
224,1,0,0,1,58.3320,161.1630,0.0000,1009.9630,186.3500,126.8180,0.0000,0.0000,1542.6260
225,1,1,1,1,57.8400,158.6950,0.0000,1005.0950,182.2030,126.2950,0.0000,0.0000,1530.1280
226,1,0,0,1,58.0060,157.6800,0.0000,1010.4860,183.9630,125.1260,0.0000,0.0000,1535.2610
227,1,1,1,1,58.4860,154.3010,0.0000,1007.9940,183.7480,125.8520,0.0000,0.0000,1530.3810
228,1,1,1,1,56.5910,156.6590,0.0000,1010.2640,183.5700,126.5780,0.0000,0.0000,1533.6620
229,1,1,1,1,57.2860,158.4490,0.0000,1011.1750,190.6710,127.6620,0.0000,0.0000,1545.2430
230,1,1,1,1,60.4370,161.2860,0.0000,1007.5930,186.5230,126.3940,0.0000,0.0000,1542.2330
231,1,1,1,1,58.2640,157.2990,0.0000,998.6830,184.7450,128.1600,0.0000,0.0000,1527.1510
232,1,1,1,1,57.5020,157.0580,0.0000,1005.3540,184.2160,126.5480,0.0000,0.0000,1530.6780
233,1,1,1,1,58.3020,158.7880,0.0000,1008.9040,185.0580,124.4490,0.0000,0.0000,1535.5010
234,1,1,0,0,57.5690,156.7260,0.0000,1006.5600,183.7660,125.9440,0.0000,0.0000,1530.5650
235,1,1,1,1,57.1500,155.5080,0.0000,1012.7640,191.1690,127.7970,0.0000,0.0000,1544.3880
236,1,1,1,1,57.4030,158.5600,0.0000,1007.3540,186.3450,127.0700,0.0000,0.0000,1536.7320
237,1,1,1,1,59.4040,158.8550,0.0000,1009.1760,184.8060,126.2460,0.0000,0.0000,1538.4870
238,1,1,1,1,57.1320,157.7790,0.0000,1009.5690,186.2770,125.7420,0.0000,0.0000,1536.4990
239,1,1,1,1,57.7540,156.8930,0.0000,1008.2580,186.7450,124.3200,0.0000,0.0000,1533.9700
240,1,1,1,1,58.3760,156.7200,0.0000,1009.0270,183.8950,125.8770,0.0000,0.0000,1533.8950
241,1,1,1,1,57.7470,156.8070,0.0000,1010.5110,193.8580,128.8250,0.0000,0.0000,1547.7480
242,1,1,1,1,59.5940,159.4340,0.0000,1011.5270,185.8520,127.7960,0.0000,0.0000,1544.2030
