sample_id,repeat_id,label,prediction,correct,buf_write,cache_flush,register_setup,kernel,output_readback,classifier,patch_embedding,weight_transfer,total_us
17,1,1,1,1,62.5900,167.0710,0.0000,958.1110,195.7360,136.2210,0.0000,0.0000,1519.7290
18,1,1,1,1,62.8980,168.1720,0.0000,952.2890,196.2890,136.8730,0.0000,0.0000,1516.5210
19,1,1,1,1,62.0190,166.7010,0.0000,958.0130,214.5540,141.8960,0.0000,0.0000,1543.1830
20,1,1,1,1,63.6490,172.6280,0.0000,961.1440,201.9640,141.0460,0.0000,0.0000,1540.4310
21,1,1,1,1,63.8580,170.2770,0.0000,956.8490,198.4550,138.3810,0.0000,0.0000,1527.8200
22,1,1,1,1,62.9660,168.1300,0.0000,958.5350,195.6740,137.8590,0.0000,0.0000,1523.1640
23,1,1,1,1,62.7390,166.0920,0.0000,959.8960,196.0550,136.2770,0.0000,0.0000,1521.0590
24,1,1,1,1,64.1660,170.2890,0.0000,953.8830,195.1140,136.6890,0.0000,0.0000,1520.1410
25,1,1,1,1,62.7570,169.9810,0.0000,960.6580,261.3730,143.2000,0.0000,0.0000,1597.9690
26,1,1,1,1,64.6330,174.0060,0.0000,960.0620,198.9360,136.5110,0.0000,0.0000,1534.1480
27,1,0,0,1,63.2000,170.9480,0.0000,955.6500,196.7570,135.6550,0.0000,0.0000,1522.2100
28,1,1,1,1,60.7630,169.9450,0.0000,958.6030,194.9720,135.2130,0.0000,0.0000,1519.4960
29,1,1,1,1,62.0500,166.9050,0.0000,961.1750,192.7630,134.3450,0.0000,0.0000,1517.2380
30,1,1,1,1,61.7910,167.1820,0.0000,960.8310,194.1410,137.8280,0.0000,0.0000,1521.7730
31,1,1,1,1,62.4060,168.9850,0.0000,960.8990,195.2430,183.1380,0.0000,0.0000,1570.6710
32,1,1,1,1,64.8000,172.3450,0.0000,959.9440,200.0430,140.6770,0.0000,0.0000,1537.8090
33,1,1,1,1,62.0370,169.7910,0.0000,957.8400,198.1360,138.0430,0.0000,0.0000,1525.8470
34,1,0,0,1,64.4550,166.8670,0.0000,955.7410,195.2430,136.0250,0.0000,0.0000,1518.3310
35,1,1,1,1,62.3020,167.6130,0.0000,957.3970,198.6160,137.7780,0.0000,0.0000,1523.7060
36,1,0,0,1,62.9290,168.0310,0.0000,956.6650,195.6370,135.3540,0.0000,0.0000,1518.6160
37,1,1,1,1,63.0340,166.7700,0.0000,959.4460,198.2590,138.9480,0.0000,0.0000,1526.4570
38,1,1,1,1,63.5690,196.2340,0.0000,955.0520,205.3540,149.4950,0.0000,0.0000,1569.7040
39,1,1,1,1,66.1720,177.6620,0.0000,958.3630,200.2960,140.1420,0.0000,0.0000,1542.6350
40,1,0,0,1,65.2240,168.4000,0.0000,961.6190,196.4000,137.8580,0.0000,0.0000,1529.5010
41,1,1,1,1,63.2920,168.9720,0.0000,953.4530,197.2240,135.7540,0.0000,0.0000,1518.6950
42,1,1,1,1,62.0060,168.6950,0.0000,960.4610,195.5330,137.6000,0.0000,0.0000,1524.2950
43,1,0,0,1,62.8310,169.1260,0.0000,956.3760,194.9850,135.7170,0.0000,0.0000,1519.0350
44,1,1,1,1,62.0740,216.3690,0.0000,947.1820,204.0250,138.9170,0.0000,0.0000,1568.5670
45,1,1,1,1,62.8430,171.7230,0.0000,960.8680,197.5330,137.4530,0.0000,0.0000,1530.4200
46,1,1,1,1,62.3200,168.2640,0.0000,957.9450,195.0210,135.8710,0.0000,0.0000,1519.4210
47,1,1,1,1,62.4490,168.8180,0.0000,956.9170,238.7260,179.2180,0.0000,0.0000,1606.1280
48,1,1,1,1,70.7260,201.6070,0.0000,953.6610,214.2580,149.9940,0.0000,0.0000,1590.2460
49,1,1,1,1,65.8150,178.9350,0.0000,962.6400,202.0740,139.3970,0.0000,0.0000,1548.8610
50,1,1,1,1,62.3440,225.7040,0.0000,948.2280,208.2280,141.9020,0.0000,0.0000,1586.4060
51,1,1,1,1,63.3300,169.9200,0.0000,956.5230,199.3720,138.8800,0.0000,0.0000,1528.0250
52,1,1,1,1,63.4160,170.1410,0.0000,957.8530,196.3440,138.7880,0.0000,0.0000,1526.5420
53,1,1,1,1,62.0310,169.1940,0.0000,961.2190,196.7450,137.2800,0.0000,0.0000,1526.4690
54,1,1,1,1,62.1480,167.4100,0.0000,956.4860,196.3880,136.3200,0.0000,0.0000,1518.7520
55,1,1,1,1,62.6160,167.8710,0.0000,957.9020,197.0220,137.0520,0.0000,0.0000,1522.4630
56,1,1,1,1,63.9690,167.3910,0.0000,948.1050,209.3910,142.1970,0.0000,0.0000,1531.0530
57,1,0,0,1,64.1660,175.1200,0.0000,959.9200,197.9820,138.8920,0.0000,0.0000,1536.0800
58,1,1,1,1,62.5660,168.6090,0.0000,957.3050,198.0800,138.3870,0.0000,0.0000,1524.9470
59,1,1,1,1,61.2500,169.2130,0.0000,945.9880,196.5470,137.3850,0.0000,0.0000,1510.3830
60,1,1,1,1,61.4520,166.9660,0.0000,959.6990,195.1260,139.2430,0.0000,0.0000,1522.4860
61,1,0,0,1,62.6770,166.9290,0.0000,957.3100,195.2680,136.2890,0.0000,0.0000,1518.4730
62,1,1,1,1,60.9970,167.4090,0.0000,947.9440,206.2030,139.7850,0.0000,0.0000,1522.3380
63,1,0,0,1,62.7940,171.2610,0.0000,959.8400,197.6370,139.1200,0.0000,0.0000,1530.6520
64,1,1,1,1,63.7410,168.1970,0.0000,960.0190,195.5020,137.5500,0.0000,0.0000,1525.0090
65,1,0,0,1,61.9880,168.2100,0.0000,961.5630,194.4740,135.7420,0.0000,0.0000,1521.9770
66,1,1,1,1,62.6280,167.3780,0.0000,956.3260,193.3050,134.4930,0.0000,0.0000,1514.1300
67,1,0,0,1,62.1350,167.4950,0.0000,961.5080,195.7790,135.8400,0.0000,0.0000,1522.7570
68,1,1,1,1,61.7600,169.7230,0.0000,954.7330,205.1200,141.5760,0.0000,0.0000,1532.9120
69,1,1,1,1,62.9410,170.4550,0.0000,959.7480,197.9510,140.0740,0.0000,0.0000,1531.1690
70,1,1,1,1,63.4830,167.8770,0.0000,960.5730,196.5600,136.7260,0.0000,0.0000,1525.2190
71,1,1,1,1,61.9880,167.7040,0.0000,958.1970,197.9810,137.6310,0.0000,0.0000,1523.5010
72,1,1,1,1,61.5880,168.4870,0.0000,955.5320,195.5630,139.1320,0.0000,0.0000,1520.3020
73,1,1,0,0,63.5140,166.6520,0.0000,952.1480,196.0000,136.9660,0.0000,0.0000,1515.2800
74,1,1,1,1,64.0550,167.8830,0.0000,962.6030,209.6430,142.2950,0.0000,0.0000,1546.4790
75,1,1,1,1,63.9440,171.1080,0.0000,955.4270,199.3040,139.3910,0.0000,0.0000,1529.1740
76,1,0,0,1,63.5080,167.7720,0.0000,958.1910,196.8370,137.6930,0.0000,0.0000,1524.0010
77,1,1,1,1,63.2610,169.3660,0.0000,960.6530,197.2980,137.8340,0.0000,0.0000,1528.4120
78,1,1,1,1,63.7850,167.7110,0.0000,957.7170,194.3140,137.7660,0.0000,0.0000,1521.2930
79,1,1,1,1,62.4670,167.2740,0.0000,959.7480,194.1420,135.7360,0.0000,0.0000,1519.3670
80,1,0,0,1,62.1900,168.0310,0.0000,960.8920,239.1080,139.0400,0.0000,0.0000,1569.2610
81,1,0,0,1,62.4430,173.2980,0.0000,955.9270,197.7230,139.7910,0.0000,0.0000,1529.1820
82,1,1,1,1,61.5570,170.1230,0.0000,957.5450,195.8210,137.0770,0.0000,0.0000,1522.1230
83,1,1,1,1,63.3290,170.2460,0.0000,960.3080,195.4100,138.8310,0.0000,0.0000,1528.1240
84,1,1,1,1,61.5690,168.3130,0.0000,957.6610,195.2800,135.1390,0.0000,0.0000,1517.9620
85,1,1,1,1,62.4990,166.6530,0.0000,959.0830,195.1020,136.8060,0.0000,0.0000,1520.1430
86,1,0,1,0,61.1930,168.1910,0.0000,957.5020,194.2400,133.1820,0.0000,0.0000,1514.3080
87,1,1,1,1,79.3240,188.0130,0.0000,964.9600,207.3290,144.4070,0.0000,0.0000,1584.0330
88,1,1,0,0,64.6520,173.7790,0.0000,962.1110,198.5970,140.8610,0.0000,0.0000,1540.0000
89,1,1,1,1,63.7840,168.9790,0.0000,963.0650,198.8680,139.0960,0.0000,0.0000,1533.7920
90,1,1,1,1,63.3300,167.8770,0.0000,957.4770,196.6090,137.6550,0.0000,0.0000,1522.9480
91,1,1,0,0,61.6310,167.1880,0.0000,961.4280,196.0000,138.3010,0.0000,0.0000,1524.5480
92,1,1,1,1,60.6100,166.5660,0.0000,954.7760,196.0550,135.2190,0.0000,0.0000,1513.2260
93,1,1,1,1,63.3420,233.5930,0.0000,963.3110,209.5940,141.5450,0.0000,0.0000,1611.3850
94,1,1,1,1,62.9470,173.8100,0.0000,959.5440,197.6430,137.6680,0.0000,0.0000,1531.6120
95,1,1,1,1,63.5320,169.7110,0.0000,959.6370,195.9330,138.2650,0.0000,0.0000,1527.0780
96,1,1,1,1,60.9720,169.2860,0.0000,960.6830,194.3630,137.4950,0.0000,0.0000,1522.7990
97,1,1,1,1,63.5630,168.4490,0.0000,955.2800,195.9510,137.1010,0.0000,0.0000,1520.3440
98,1,1,1,1,62.4500,167.6000,0.0000,957.6310,197.2800,138.0370,0.0000,0.0000,1522.9980
99,1,1,1,1,61.8890,168.3260,0.0000,950.6590,207.6000,140.9050,0.0000,0.0000,1529.3790
100,1,1,1,1,62.6520,171.7850,0.0000,962.8930,199.2990,138.7570,0.0000,0.0000,1535.3860
101,1,1,1,1,62.6400,169.2620,0.0000,957.4210,199.4580,137.5260,0.0000,0.0000,1526.3070
102,1,1,1,1,61.4100,170.8430,0.0000,959.9880,195.8100,135.3470,0.0000,0.0000,1523.3980
103,1,1,1,1,62.4190,167.5140,0.0000,957.0270,195.7480,136.6710,0.0000,0.0000,1519.3790
104,1,1,0,0,62.6520,168.6280,0.0000,958.8430,196.3020,136.6890,0.0000,0.0000,1523.1140
105,1,1,1,1,62.0920,168.4120,0.0000,953.1570,207.8030,143.0950,0.0000,0.0000,1534.5590
106,1,1,0,0,64.1970,169.4220,0.0000,962.8250,197.8340,140.3020,0.0000,0.0000,1534.5800
107,1,1,0,0,62.8980,168.7200,0.0000,960.8550,195.4710,137.7780,0.0000,0.0000,1525.7220
108,1,1,1,1,65.0590,167.0220,0.0000,957.5630,196.0370,136.9420,0.0000,0.0000,1522.6230
109,1,1,1,1,62.4370,166.8060,0.0000,960.5970,195.4700,135.9690,0.0000,0.0000,1521.2790
110,1,0,0,1,62.2700,167.6860,0.0000,959.2500,196.6830,136.8180,0.0000,0.0000,1522.7070
111,1,1,1,1,61.7360,166.8550,0.0000,960.6340,203.9570,138.4740,0.0000,0.0000,1531.6560
112,1,1,1,1,63.2620,170.2100,0.0000,959.5810,196.7570,139.0460,0.0000,0.0000,1528.8560
113,1,1,1,1,61.1200,168.4120,0.0000,954.3140,196.6640,136.5660,0.0000,0.0000,1517.0760
114,1,1,1,1,63.2120,166.4680,0.0000,959.3660,194.5600,136.0740,0.0000,0.0000,1519.6800
115,1,1,1,1,60.2890,167.4160,0.0000,960.3880,196.0190,136.1290,0.0000,0.0000,1520.2410
116,1,1,1,1,62.0560,167.6740,0.0000,957.0270,196.7510,137.3780,0.0000,0.0000,1520.8860
117,1,0,0,1,61.7410,166.4860,0.0000,961.6560,204.3390,139.7410,0.0000,0.0000,1533.9630
118,1,1,1,1,63.4590,170.9660,0.0000,960.4310,193.0830,137.6860,0.0000,0.0000,1525.6250
119,1,1,1,1,62.6150,169.0580,0.0000,949.7660,194.4370,138.5780,0.0000,0.0000,1514.4540
120,1,1,1,1,62.3500,168.4800,0.0000,948.6340,194.8860,137.8220,0.0000,0.0000,1512.1720
121,1,1,1,1,61.9510,168.8430,0.0000,957.0840,193.7360,137.2980,0.0000,0.0000,1518.9120
122,1,1,1,1,62.9730,167.0700,0.0000,955.8710,194.6890,137.8090,0.0000,0.0000,1518.4120
123,1,1,1,1,60.4360,165.7110,0.0000,957.3660,237.1330,140.8060,0.0000,0.0000,1561.4520
124,1,0,0,1,63.4770,173.3050,0.0000,956.9790,198.9410,137.5070,0.0000,0.0000,1530.2090
125,1,1,1,1,62.1300,170.2210,0.0000,957.3050,195.9630,135.1630,0.0000,0.0000,1520.7820
126,1,1,1,1,60.5600,166.7630,0.0000,958.0490,194.0860,136.7760,0.0000,0.0000,1516.2340
127,1,1,1,1,62.2270,167.1140,0.0000,958.6220,196.2830,135.7720,0.0000,0.0000,1520.0180
128,1,1,1,1,61.8640,169.3360,0.0000,957.5630,195.3970,138.8430,0.0000,0.0000,1523.0030
129,1,0,1,0,62.0000,163.9870,0.0000,953.2370,195.2730,135.9940,0.0000,0.0000,1510.4910
130,1,0,0,1,128.6030,175.7540,0.0000,961.1200,200.2330,141.9750,0.0000,0.0000,1607.6850
131,1,1,1,1,64.5600,169.8950,0.0000,957.6860,197.8090,138.2280,0.0000,0.0000,1528.1780
132,1,1,1,1,65.7230,166.5970,0.0000,956.3820,197.6060,136.1360,0.0000,0.0000,1522.4440
133,1,1,1,1,63.3530,168.9840,0.0000,955.6060,194.4730,135.4700,0.0000,0.0000,1517.8860
134,1,0,0,1,63.1940,167.1070,0.0000,955.5390,193.5140,136.6150,0.0000,0.0000,1515.9690
135,1,1,1,1,62.4920,168.2710,0.0000,958.2270,195.3790,137.3660,0.0000,0.0000,1521.7350
136,1,1,1,1,61.4340,214.1480,0.0000,947.0280,203.2680,141.3660,0.0000,0.0000,1567.2440
137,1,1,1,1,61.9080,169.5510,0.0000,961.4460,196.7200,136.6280,0.0000,0.0000,1526.2530
138,1,0,0,1,62.5360,169.7230,0.0000,960.6030,196.2150,138.4610,0.0000,0.0000,1527.5380
139,1,1,1,1,62.2830,167.6490,0.0000,961.6680,197.5940,138.8180,0.0000,0.0000,1528.0120
140,1,0,0,1,63.0950,167.5140,0.0000,958.9790,197.2120,136.0310,0.0000,0.0000,1522.8310
141,1,1,1,1,62.3700,167.5940,0.0000,955.5810,195.4090,136.0120,0.0000,0.0000,1516.9660
142,1,1,1,1,62.2650,164.9660,0.0000,949.5880,202.8490,138.6210,0.0000,0.0000,1518.2890
143,1,1,1,1,62.7880,169.2730,0.0000,957.9200,198.0060,138.2040,0.0000,0.0000,1526.1910
144,1,1,1,1,63.7350,168.9600,0.0000,955.5510,196.9230,139.5380,0.0000,0.0000,1524.7070
145,1,1,1,1,62.7510,170.4240,0.0000,955.8840,196.1110,134.6830,0.0000,0.0000,1519.8530
146,1,1,1,1,62.1290,167.8890,0.0000,957.3230,196.5480,138.2150,0.0000,0.0000,1522.1040
147,1,1,1,1,62.0060,168.1170,0.0000,961.1820,195.8160,137.5510,0.0000,0.0000,1524.6720
148,1,1,1,1,64.2400,166.6400,0.0000,959.0830,203.7050,141.1750,0.0000,0.0000,1534.8430
149,1,1,1,1,63.1510,169.7910,0.0000,957.6060,198.4250,138.7020,0.0000,0.0000,1527.6750
150,1,1,1,1,61.9260,170.5110,0.0000,960.2890,196.5110,137.3300,0.0000,0.0000,1526.5670
151,1,1,1,1,61.9940,168.4560,0.0000,956.6340,194.8060,137.0160,0.0000,0.0000,1518.9060
152,1,1,1,1,60.7630,168.7880,0.0000,958.8920,194.9840,134.2220,0.0000,0.0000,1517.6490
153,1,1,1,1,62.4860,166.8980,0.0000,956.5660,196.1540,137.8090,0.0000,0.0000,1519.9130
154,1,1,1,1,61.2990,166.8740,0.0000,962.6400,205.6560,141.4650,0.0000,0.0000,1537.9340
155,1,1,1,1,62.2710,169.4280,0.0000,955.7480,198.9170,138.0190,0.0000,0.0000,1524.3830
156,1,1,1,1,63.1570,168.0250,0.0000,960.1540,197.4950,136.8060,0.0000,0.0000,1525.6370
157,1,1,1,1,61.7970,166.5530,0.0000,956.3510,193.1260,138.7140,0.0000,0.0000,1516.5410
158,1,0,0,1,61.6680,167.9450,0.0000,957.9200,194.6340,137.9140,0.0000,0.0000,1520.0810
159,1,1,1,1,62.4920,165.6180,0.0000,944.4620,196.6770,136.8000,0.0000,0.0000,1506.0490
160,1,1,1,1,60.9530,167.5320,0.0000,961.4710,252.2400,139.6990,0.0000,0.0000,1581.8950
161,1,1,1,1,64.0300,169.6990,0.0000,961.3420,195.5380,138.1600,0.0000,0.0000,1528.7690
162,1,1,1,1,62.9170,169.1010,0.0000,958.9790,195.0710,136.3320,0.0000,0.0000,1522.4000
163,1,1,1,1,62.0550,168.1410,0.0000,956.8500,197.3850,136.1420,0.0000,0.0000,1520.5730
164,1,0,0,1,62.1660,168.5050,0.0000,957.5690,195.9630,136.5480,0.0000,0.0000,1520.7510
165,1,0,0,1,61.8150,167.1640,0.0000,958.6280,197.2550,137.4460,0.0000,0.0000,1522.3080
166,1,1,1,1,63.0710,166.5910,0.0000,951.9320,194.6220,203.6980,0.0000,0.0000,1579.9140
167,1,0,0,1,64.7810,177.8640,0.0000,958.8190,200.6210,139.6800,0.0000,0.0000,1541.7650
168,1,1,1,1,62.3700,169.4460,0.0000,956.9350,196.3880,137.0160,0.0000,0.0000,1522.1550
169,1,0,0,1,61.0030,167.4220,0.0000,957.2560,196.6100,133.8700,0.0000,0.0000,1516.1610
170,1,0,1,0,62.7820,167.1260,0.0000,959.0900,196.4930,136.7810,0.0000,0.0000,1522.2720
171,1,1,1,1,63.0830,168.0800,0.0000,960.0250,196.6090,138.5540,0.0000,0.0000,1526.3510
172,1,1,1,1,61.3230,166.6830,0.0000,959.7780,194.1840,136.7380,0.0000,0.0000,1518.7060
173,1,1,1,1,102.1040,176.8980,0.0000,958.6340,200.9970,141.1760,0.0000,0.0000,1579.8090
174,1,1,1,1,63.5380,168.1970,0.0000,952.2950,195.1510,138.8130,0.0000,0.0000,1517.9940
175,1,1,1,1,63.2250,167.4210,0.0000,957.3170,194.7260,138.3690,0.0000,0.0000,1521.0580
176,1,0,0,1,62.2710,166.2960,0.0000,958.1730,196.8250,137.2680,0.0000,0.0000,1520.8330
177,1,1,1,1,61.9140,167.3970,0.0000,955.9010,197.2550,137.0090,0.0000,0.0000,1519.4760
178,1,1,1,1,62.7070,167.8890,0.0000,956.8430,195.4530,134.0680,0.0000,0.0000,1516.9600
179,1,1,1,1,63.2550,167.5020,0.0000,1001.8090,202.1170,138.1110,0.0000,0.0000,1572.7940
180,1,1,1,1,63.0520,170.3140,0.0000,958.1850,196.1170,137.6740,0.0000,0.0000,1525.3420
181,1,1,1,1,62.2030,168.2590,0.0000,957.8770,196.6400,136.6960,0.0000,0.0000,1521.6750
182,1,1,1,1,63.0340,167.2740,0.0000,956.3500,194.3390,136.9910,0.0000,0.0000,1517.9880
183,1,1,1,1,62.6030,169.4650,0.0000,959.2730,194.7940,137.0890,0.0000,0.0000,1523.2240
184,1,1,1,1,61.8960,166.8980,0.0000,957.7040,194.8860,137.8220,0.0000,0.0000,1519.2060
185,1,1,1,1,61.8650,168.9050,0.0000,947.6000,204.3260,141.5690,0.0000,0.0000,1524.2650
186,1,1,1,1,61.4960,169.7850,0.0000,959.1940,197.5020,136.4370,0.0000,0.0000,1524.4140
187,1,0,1,0,61.9690,168.8300,0.0000,954.6770,196.2460,138.2210,0.0000,0.0000,1519.9430
188,1,1,1,1,62.5730,167.6180,0.0000,953.7540,195.3850,135.2800,0.0000,0.0000,1514.6100
189,1,1,1,1,61.4330,166.8670,0.0000,958.1660,194.2330,136.0990,0.0000,0.0000,1516.7980
190,1,0,0,1,62.4370,166.8670,0.0000,955.8340,195.5140,136.9790,0.0000,0.0000,1517.6310
191,1,1,1,1,62.0730,167.6860,0.0000,953.3170,206.1300,141.5940,0.0000,0.0000,1530.8000
192,1,1,1,1,62.9230,171.9080,0.0000,959.1320,197.0950,137.1810,0.0000,0.0000,1528.2390
193,1,1,1,1,63.4030,169.8460,0.0000,956.0370,196.3630,135.4280,0.0000,0.0000,1521.0770
194,1,1,1,1,62.1040,169.7170,0.0000,957.8830,196.2030,135.0030,0.0000,0.0000,1520.9100
195,1,1,1,1,63.5820,169.6370,0.0000,957.2430,198.5290,135.3290,0.0000,0.0000,1524.3200
196,1,0,0,1,61.5560,166.5480,0.0000,954.2160,194.0980,136.7500,0.0000,0.0000,1513.1680
197,1,1,1,1,60.9910,166.8860,0.0000,953.8400,205.8770,141.5450,0.0000,0.0000,1529.1390
198,1,1,1,1,61.2980,171.0150,0.0000,959.8460,198.3390,137.7910,0.0000,0.0000,1528.2890
199,1,1,1,1,62.9970,168.3020,0.0000,959.5880,197.4340,135.4830,0.0000,0.0000,1523.8040
200,1,0,0,1,64.2090,166.2580,0.0000,959.2060,195.6130,134.9540,0.0000,0.0000,1520.2400
201,1,1,1,1,63.8090,165.9270,0.0000,959.5870,198.3140,137.7730,0.0000,0.0000,1525.4100
202,1,1,1,1,60.5600,167.5570,0.0000,955.3540,196.4240,138.2400,0.0000,0.0000,1518.1350
203,1,1,1,1,63.5690,166.1480,0.0000,957.9760,256.1350,139.1140,0.0000,0.0000,1582.9420
204,1,1,1,1,62.8310,171.7970,0.0000,962.9850,198.6960,140.5170,0.0000,0.0000,1536.8260
205,1,1,1,1,63.4770,167.7290,0.0000,958.1290,195.7840,137.4400,0.0000,0.0000,1522.5590
206,1,1,1,1,61.2920,167.0900,0.0000,955.4960,195.6800,136.6960,0.0000,0.0000,1516.2540
207,1,1,1,1,63.6610,166.4250,0.0000,955.6490,197.4760,137.0520,0.0000,0.0000,1520.2630
208,1,1,1,1,62.6330,166.8980,0.0000,956.3880,193.6000,137.6190,0.0000,0.0000,1517.1380
209,1,0,0,1,61.3050,166.1660,0.0000,955.9750,194.6160,181.8460,0.0000,0.0000,1559.9080
210,1,1,1,1,64.6650,171.9880,0.0000,957.2980,196.2530,139.6000,0.0000,0.0000,1529.8040
211,1,1,1,1,62.0120,169.3600,0.0000,955.8710,196.4240,138.3690,0.0000,0.0000,1522.0360
212,1,1,1,1,63.1570,167.3360,0.0000,957.8530,195.4270,135.9750,0.0000,0.0000,1519.7480
213,1,0,0,1,62.4490,165.1390,0.0000,957.7720,195.3360,136.4930,0.0000,0.0000,1517.1890
214,1,1,1,1,62.2400,166.5170,0.0000,959.8270,196.9540,136.7010,0.0000,0.0000,1522.2390
215,1,0,0,1,61.9820,167.7170,0.0000,944.7450,197.0460,134.8550,0.0000,0.0000,1506.3450
216,1,1,1,1,62.6580,205.9140,0.0000,962.9040,200.9360,142.1660,0.0000,0.0000,1574.5780
217,1,1,1,1,62.4560,172.7500,0.0000,959.0890,196.4370,135.9880,0.0000,0.0000,1526.7200
218,1,0,0,1,63.0580,166.4730,0.0000,957.8210,196.3880,137.2920,0.0000,0.0000,1521.0320
219,1,1,1,1,62.6270,169.1450,0.0000,954.7020,195.3290,137.0890,0.0000,0.0000,1518.8920
220,1,1,1,1,61.8400,166.3020,0.0000,958.8370,195.2860,136.3560,0.0000,0.0000,1518.6210
221,1,1,1,1,63.6430,167.5880,0.0000,957.4030,196.3690,137.5320,0.0000,0.0000,1522.5350
222,1,1,1,1,61.6610,167.8030,0.0000,946.4990,205.9760,140.9970,0.0000,0.0000,1522.9360
223,1,1,1,1,61.6980,168.4740,0.0000,958.3570,197.9260,136.6090,0.0000,0.0000,1523.0640
224,1,0,0,1,62.2400,168.7020,0.0000,957.9510,199.0150,137.2430,0.0000,0.0000,1525.1510
225,1,1,1,1,62.2640,168.4870,0.0000,962.3880,196.1720,136.4370,0.0000,0.0000,1525.7480
226,1,0,0,1,62.1410,169.2060,0.0000,955.3470,194.9840,136.5840,0.0000,0.0000,1518.2620
227,1,1,1,1,61.8470,166.8310,0.0000,958.9600,195.1320,138.3510,0.0000,0.0000,1521.1210
228,1,1,1,1,61.4340,167.1010,0.0000,951.4340,205.6190,141.0400,0.0000,0.0000,1526.6280
229,1,1,1,1,65.1750,170.2400,0.0000,959.7050,198.5230,136.6580,0.0000,0.0000,1530.3010
230,1,1,1,1,61.8460,169.8040,0.0000,960.8740,196.1720,137.6060,0.0000,0.0000,1526.3020
231,1,1,1,1,62.3750,167.4220,0.0000,958.4370,195.6070,138.2580,0.0000,0.0000,1522.0990
232,1,1,1,1,62.3450,168.5420,0.0000,957.6250,194.5970,136.3200,0.0000,0.0000,1519.4290
233,1,1,1,1,62.4000,166.5910,0.0000,957.0160,195.5630,137.3540,0.0000,0.0000,1518.9240
234,1,1,0,0,63.8580,168.3750,0.0000,955.2680,204.0740,142.1470,0.0000,0.0000,1533.7220
235,1,1,1,1,62.6210,169.1140,0.0000,956.1730,197.5140,135.0590,0.0000,0.0000,1520.4810
236,1,1,1,1,63.0530,167.7720,0.0000,960.5900,195.8770,137.6370,0.0000,0.0000,1524.9290
237,1,1,1,1,61.6920,169.7230,0.0000,961.1760,194.1540,136.3630,0.0000,0.0000,1523.1080
238,1,1,1,1,61.8280,167.4530,0.0000,957.5390,196.8000,137.9140,0.0000,0.0000,1521.5340
239,1,1,1,1,63.1940,168.1850,0.0000,946.0990,198.0430,138.0250,0.0000,0.0000,1513.5460
240,1,1,1,1,62.4920,164.9110,0.0000,960.0430,207.4270,139.7780,0.0000,0.0000,1534.6510
241,1,1,1,1,64.8120,168.7440,0.0000,960.2150,197.6800,138.9660,0.0000,0.0000,1530.4170
242,1,1,1,1,64.2830,167.8590,0.0000,958.1050,195.3970,137.5380,0.0000,0.0000,1523.1820
243,1,1,1,1,62.4620,168.4130,0.0000,957.0900,197.3290,137.5080,0.0000,0.0000,1522.8020
244,1,1,1,1,62.2890,167.5390,0.0000,957.4030,196.0490,136.1290,0.0000,0.0000,1519.4090
245,1,1,1,1,63.0340,165.9880,0.0000,960.0240,194.1050,135.2740,0.0000,0.0000,1518.4250
246,1,1,1,1,62.8120,166.6150,0.0000,958.0550,196.6340,144.5050,0.0000,0.0000,1528.6210
