sample_id,repeat_id,label,prediction,correct,buf_write,cache_flush,register_setup,kernel,output_readback,classifier,patch_embedding,weight_transfer,total_us
17,1,1,1,1,60.0610,159.3850,0.0000,920.4430,184.1170,128.1360,0.0000,0.0000,1452.1420
18,1,1,1,1,58.4980,157.1820,0.0000,907.3110,184.6030,127.9080,0.0000,0.0000,1435.5020
19,1,1,1,1,58.8560,157.3360,0.0000,905.7540,184.8180,127.0520,0.0000,0.0000,1433.8160
20,1,1,1,1,57.7780,157.8030,0.0000,918.2580,182.8930,127.4830,0.0000,0.0000,1444.2150
21,1,1,1,1,58.1480,156.3940,0.0000,974.1910,198.1660,133.8950,0.0000,0.0000,1520.7940
22,1,1,1,1,60.9540,160.5970,0.0000,907.5820,186.9900,127.8150,0.0000,0.0000,1443.9380
23,1,1,1,1,59.8280,158.5730,0.0000,903.7780,186.3320,127.0460,0.0000,0.0000,1435.5570
24,1,1,1,1,58.9050,157.8890,0.0000,917.6870,183.1570,127.2800,0.0000,0.0000,1444.9180
25,1,1,1,1,59.1630,154.9660,0.0000,904.0740,184.1420,127.1760,0.0000,0.0000,1429.5210
26,1,1,1,1,58.0610,157.0830,0.0000,916.2900,184.0740,126.3510,0.0000,0.0000,1441.8590
27,1,0,0,1,58.6280,156.3260,0.0000,919.6920,185.4400,127.7970,0.0000,0.0000,1447.8830
28,1,1,1,1,56.8670,155.6740,0.0000,920.6590,195.0160,129.9010,0.0000,0.0000,1458.1170
29,1,1,1,1,58.5780,158.8620,0.0000,911.2920,187.5200,127.5630,0.0000,0.0000,1443.8150
30,1,1,1,1,58.4740,158.9230,0.0000,920.0310,182.8250,127.0030,0.0000,0.0000,1447.2560
31,1,1,1,1,58.0740,159.3230,0.0000,916.1040,185.3600,125.3600,0.0000,0.0000,1444.2210
32,1,1,1,1,59.3170,157.1820,0.0000,919.8030,183.6490,127.2310,0.0000,0.0000,1447.1820
33,1,1,1,1,57.6670,155.5630,0.0000,918.5040,183.1690,127.6930,0.0000,0.0000,1442.5960
34,1,0,0,1,58.3260,156.6280,0.0000,912.2840,194.0250,131.5320,0.0000,0.0000,1452.7950
35,1,1,1,1,61.1140,160.3750,0.0000,906.3010,187.5140,127.5940,0.0000,0.0000,1442.8980
36,1,0,0,1,59.1750,156.5230,0.0000,918.3690,183.6800,125.9820,0.0000,0.0000,1443.7290
37,1,1,1,1,58.2090,155.6430,0.0000,921.3170,182.3940,126.7810,0.0000,0.0000,1444.3440
38,1,1,1,1,57.9560,155.3110,0.0000,916.9420,184.3880,126.2710,0.0000,0.0000,1440.8680
39,1,1,1,1,58.1170,155.6300,0.0000,915.9270,183.0400,127.6190,0.0000,0.0000,1440.3330
40,1,0,0,1,60.0980,155.5630,0.0000,917.1390,183.4340,126.5850,0.0000,0.0000,1442.8190
41,1,1,1,1,58.4800,156.5410,0.0000,916.6340,192.3690,128.5600,0.0000,0.0000,1452.5840
42,1,1,1,1,58.9910,159.1320,0.0000,920.3690,185.7290,127.6860,0.0000,0.0000,1451.9070
43,1,0,0,1,59.4830,156.0370,0.0000,906.3880,183.4830,127.7910,0.0000,0.0000,1433.1820
44,1,1,1,1,57.3420,156.3940,0.0000,918.3760,183.4640,127.6430,0.0000,0.0000,1443.2190
45,1,1,1,1,57.7910,157.3970,0.0000,916.2220,185.2370,125.6120,0.0000,0.0000,1442.2590
46,1,1,1,1,58.8250,154.9420,0.0000,906.1230,183.5450,127.4770,0.0000,0.0000,1430.9120
47,1,1,1,1,58.1170,157.1080,0.0000,919.9880,190.2280,130.0000,0.0000,0.0000,1455.4410
48,1,1,1,1,59.7290,158.0560,0.0000,918.4000,184.5480,128.9780,0.0000,0.0000,1449.7110
49,1,1,1,1,58.4500,157.6190,0.0000,918.3750,183.8090,128.0060,0.0000,0.0000,1446.2590
50,1,1,1,1,58.6830,155.7600,0.0000,916.1050,185.1200,127.8210,0.0000,0.0000,1443.4890
51,1,1,1,1,58.9050,157.1570,0.0000,905.5820,182.3080,128.4060,0.0000,0.0000,1432.3580
52,1,1,1,1,58.2520,156.6100,0.0000,905.4520,181.2370,126.4000,0.0000,0.0000,1427.9510
53,1,1,1,1,57.4400,157.6550,0.0000,915.9260,185.0650,125.9940,0.0000,0.0000,1442.0800
54,1,1,1,1,58.7140,156.2340,0.0000,908.8370,195.0580,131.6550,0.0000,0.0000,1450.4980
55,1,1,1,1,59.9010,162.2460,0.0000,906.4250,184.6650,129.1820,0.0000,0.0000,1442.4190
56,1,1,1,1,58.0800,157.5820,0.0000,905.8030,182.6400,129.2120,0.0000,0.0000,1433.3170
57,1,0,0,1,57.0150,154.5780,0.0000,919.1260,183.5510,127.4950,0.0000,0.0000,1441.7650
58,1,1,1,1,58.6830,156.0180,0.0000,916.7870,182.9050,126.6470,0.0000,0.0000,1441.0400
59,1,1,1,1,58.9420,155.3720,0.0000,921.1630,183.5880,126.4240,0.0000,0.0000,1445.4890
60,1,1,1,1,58.7140,155.0830,0.0000,945.9690,238.2520,147.5820,0.0000,0.0000,1545.6000
61,1,0,0,1,63.9810,178.4610,0.0000,912.2160,196.6950,133.6870,0.0000,0.0000,1485.0400
62,1,1,1,1,61.3420,161.6500,0.0000,917.4770,187.9880,129.6990,0.0000,0.0000,1458.1560
63,1,0,0,1,58.8490,159.3660,0.0000,918.2650,185.6430,128.4190,0.0000,0.0000,1450.5420
64,1,1,1,1,58.9540,158.7630,0.0000,917.5380,185.2250,126.7140,0.0000,0.0000,1447.1940
65,1,0,0,1,58.5040,156.3080,0.0000,915.2250,182.7820,128.0070,0.0000,0.0000,1440.8260
66,1,1,1,1,59.6560,155.4580,0.0000,918.7450,183.8830,126.6590,0.0000,0.0000,1444.4010
67,1,0,0,1,57.4280,210.9970,0.0000,921.7730,191.6740,131.0030,0.0000,0.0000,1512.8750
68,1,1,1,1,59.3350,159.5200,0.0000,920.1110,184.0680,129.1450,0.0000,0.0000,1452.1790
69,1,1,1,1,58.4370,157.4770,0.0000,919.4650,185.3410,126.3870,0.0000,0.0000,1447.1070
70,1,1,1,1,57.3730,158.2220,0.0000,915.7600,183.2560,127.1940,0.0000,0.0000,1441.8050
71,1,1,1,1,58.4560,157.2490,0.0000,904.0730,183.8460,125.8210,0.0000,0.0000,1429.4450
72,1,1,1,1,59.2190,156.9910,0.0000,918.0370,183.9140,125.7050,0.0000,0.0000,1443.8660
73,1,1,0,0,59.1260,157.2620,0.0000,908.6840,206.8990,136.5170,0.0000,0.0000,1468.4880
74,1,1,1,1,62.4800,164.2530,0.0000,908.3320,188.3880,130.9720,0.0000,0.0000,1454.4250
75,1,1,1,1,60.0870,161.0400,0.0000,918.4000,186.4190,128.0990,0.0000,0.0000,1454.0450
76,1,0,0,1,57.5500,158.4490,0.0000,920.5360,184.6100,129.6740,0.0000,0.0000,1450.8190
77,1,1,1,1,57.8890,156.2030,0.0000,918.9110,182.6400,126.5660,0.0000,0.0000,1442.2090
78,1,1,1,1,57.2680,155.0150,0.0000,903.6680,184.5350,128.2650,0.0000,0.0000,1428.7510
79,1,1,1,1,59.0460,155.8030,0.0000,917.8280,182.5480,127.5440,0.0000,0.0000,1442.7690
80,1,0,0,1,57.1880,202.2580,0.0000,920.7200,188.6710,130.7500,0.0000,0.0000,1499.5870
81,1,0,0,1,60.0240,159.7110,0.0000,920.8310,186.5660,126.4490,0.0000,0.0000,1453.5810
82,1,1,1,1,59.8580,156.5350,0.0000,918.1230,185.4210,126.8860,0.0000,0.0000,1446.8230
83,1,1,1,1,58.5540,157.6990,0.0000,916.8490,183.9630,127.4400,0.0000,0.0000,1444.5050
84,1,1,1,1,57.4830,156.8680,0.0000,919.0650,182.4430,127.4590,0.0000,0.0000,1443.3180
85,1,1,1,1,58.1410,157.4220,0.0000,918.9540,183.7600,126.3880,0.0000,0.0000,1444.6650
86,1,0,1,0,58.2460,156.5230,0.0000,912.7140,193.8400,132.4740,0.0000,0.0000,1453.7970
87,1,1,1,1,59.7730,159.5870,0.0000,910.0860,185.9750,127.9570,0.0000,0.0000,1443.3780
88,1,1,0,0,58.9420,156.7020,0.0000,920.2590,183.0650,127.9870,0.0000,0.0000,1446.9550
89,1,1,1,1,58.1170,157.2000,0.0000,919.1270,183.3910,125.8950,0.0000,0.0000,1443.7300
90,1,1,1,1,58.6770,158.7140,0.0000,916.0680,183.3350,128.5050,0.0000,0.0000,1445.2990
91,1,1,0,0,58.2830,157.7660,0.0000,920.6640,183.9260,127.7670,0.0000,0.0000,1448.4060
92,1,1,1,1,58.6220,157.1880,0.0000,915.6130,180.5480,126.3390,0.0000,0.0000,1438.3100
93,1,1,1,1,99.9260,162.3200,0.0000,922.0060,186.8310,128.6270,0.0000,0.0000,1499.7100
94,1,1,1,1,58.3510,157.9940,0.0000,919.2250,184.9170,128.6220,0.0000,0.0000,1449.1090
95,1,1,1,1,58.3390,157.1820,0.0000,907.9390,184.3270,128.2650,0.0000,0.0000,1436.0520
96,1,1,1,1,58.1970,157.0830,0.0000,919.2560,183.5140,126.1470,0.0000,0.0000,1444.1970
97,1,1,1,1,58.1660,156.4250,0.0000,918.5040,184.0000,127.3910,0.0000,0.0000,1444.4860
98,1,1,1,1,57.0710,155.8580,0.0000,905.5080,183.4580,129.0100,0.0000,0.0000,1430.9050
99,1,1,1,1,58.8430,156.0860,0.0000,915.4650,196.6960,132.6090,0.0000,0.0000,1459.6990
100,1,1,1,1,60.9850,159.9440,0.0000,920.8060,185.0950,130.0370,0.0000,0.0000,1456.8670
101,1,1,1,1,58.7390,158.6150,0.0000,921.1690,186.3260,128.5790,0.0000,0.0000,1453.4280
102,1,1,1,1,57.9510,155.6670,0.0000,907.5810,184.8860,126.4620,0.0000,0.0000,1432.5470
103,1,1,1,1,57.7850,158.3140,0.0000,918.7260,182.3200,127.6310,0.0000,0.0000,1444.7760
104,1,1,0,0,58.4000,156.0730,0.0000,917.1810,183.6990,127.2860,0.0000,0.0000,1442.6390
105,1,1,1,1,58.2210,156.5410,0.0000,917.2740,182.9480,169.0840,0.0000,0.0000,1484.0680
106,1,1,0,0,61.3540,161.8090,0.0000,906.4430,188.2960,128.7880,0.0000,0.0000,1446.6900
107,1,1,0,0,59.8460,159.7970,0.0000,915.2740,182.5100,126.8920,0.0000,0.0000,1444.3190
108,1,1,1,1,58.9780,156.8060,0.0000,917.7780,183.0160,128.1910,0.0000,0.0000,1444.7690
109,1,1,1,1,58.3260,156.1050,0.0000,920.3690,184.3510,126.1660,0.0000,0.0000,1445.3170
110,1,0,0,1,58.4490,159.1330,0.0000,920.3010,185.5880,127.0280,0.0000,0.0000,1450.4990
111,1,1,1,1,58.4620,158.6280,0.0000,915.3410,182.4500,126.8560,0.0000,0.0000,1441.7370
112,1,1,1,1,59.3110,155.2360,0.0000,921.0950,209.2310,140.9170,0.0000,0.0000,1485.7900
113,1,1,1,1,61.2430,166.4190,0.0000,923.5140,187.7170,130.2650,0.0000,0.0000,1469.1580
114,1,1,1,1,59.4590,160.9480,0.0000,921.6060,184.0490,129.5690,0.0000,0.0000,1455.6310
115,1,1,1,1,59.1010,157.7600,0.0000,921.0340,183.8890,127.6000,0.0000,0.0000,1449.3840
116,1,1,1,1,59.6180,157.0580,0.0000,921.1690,183.7600,128.4610,0.0000,0.0000,1450.0660
117,1,0,0,1,58.3390,156.0000,0.0000,904.4190,183.1750,126.5660,0.0000,0.0000,1428.4990
118,1,1,1,1,57.1140,156.3260,0.0000,905.3420,181.2370,137.7480,0.0000,0.0000,1437.7670
119,1,1,1,1,60.0120,164.9160,0.0000,905.5690,187.0400,128.3390,0.0000,0.0000,1445.8760
120,1,1,1,1,59.1630,158.2590,0.0000,917.5080,184.6100,126.2460,0.0000,0.0000,1445.7860
121,1,1,1,1,57.7230,156.4620,0.0000,921.0950,184.7320,125.7040,0.0000,0.0000,1445.7160
122,1,1,1,1,58.9910,156.0800,0.0000,919.6060,184.8930,126.8000,0.0000,0.0000,1446.3700
123,1,1,1,1,58.9790,154.8490,0.0000,918.7940,183.9450,126.4060,0.0000,0.0000,1442.9730
124,1,0,0,1,60.3510,155.1880,0.0000,921.8150,182.8180,126.6220,0.0000,0.0000,1446.7940
125,1,1,1,1,56.7690,155.2430,0.0000,905.7110,191.9750,130.5350,0.0000,0.0000,1440.2330
126,1,1,1,1,58.9100,159.2550,0.0000,919.5140,186.4370,128.4490,0.0000,0.0000,1452.5650
127,1,1,1,1,59.4090,157.8280,0.0000,919.7230,184.6210,129.4890,0.0000,0.0000,1451.0700
128,1,1,1,1,58.0250,158.0310,0.0000,919.5140,184.4000,126.7750,0.0000,0.0000,1446.7450
129,1,0,1,0,59.4150,156.4190,0.0000,921.8890,185.0580,126.1110,0.0000,0.0000,1448.8920
130,1,0,0,1,58.1230,156.9110,0.0000,917.0710,183.8830,125.3720,0.0000,0.0000,1441.3600
131,1,1,1,1,58.5790,154.9360,0.0000,918.5730,222.9300,128.4680,0.0000,0.0000,1483.4860
132,1,1,1,1,59.5630,160.8730,0.0000,917.0890,187.6430,127.4770,0.0000,0.0000,1452.6450
133,1,1,1,1,58.0990,156.8250,0.0000,919.2130,183.7290,128.1540,0.0000,0.0000,1446.0200
134,1,0,0,1,58.9970,156.3320,0.0000,919.0950,183.2490,127.6250,0.0000,0.0000,1445.2980
135,1,1,1,1,58.4490,155.6620,0.0000,916.1670,185.1010,127.8030,0.0000,0.0000,1443.1820
136,1,1,1,1,57.7420,158.0930,0.0000,904.2650,183.0640,127.4400,0.0000,0.0000,1430.6040
137,1,1,1,1,59.2610,156.1670,0.0000,919.0890,184.4550,126.0430,0.0000,0.0000,1445.0150
138,1,0,0,1,57.3230,155.5320,0.0000,906.8430,193.7480,133.6800,0.0000,0.0000,1447.1260
139,1,1,1,1,59.4090,158.1300,0.0000,919.7170,187.4400,128.9780,0.0000,0.0000,1453.6740
140,1,0,0,1,58.6520,156.1170,0.0000,917.1070,184.3810,127.6490,0.0000,0.0000,1443.9060
141,1,1,1,1,59.1510,157.4030,0.0000,916.5910,184.0670,127.9020,0.0000,0.0000,1445.1140
142,1,1,1,1,57.2430,155.8770,0.0000,920.9600,184.4550,125.3290,0.0000,0.0000,1443.8640
143,1,1,1,1,57.4770,156.8000,0.0000,917.9510,183.6620,127.7600,0.0000,0.0000,1443.6500
144,1,1,1,1,57.6180,155.8830,0.0000,921.5870,239.4950,129.7540,0.0000,0.0000,1504.3370
145,1,1,1,1,57.9820,161.6120,0.0000,919.1390,188.4550,128.7630,0.0000,0.0000,1455.9510
146,1,1,1,1,58.2400,156.8000,0.0000,920.0300,184.6340,129.2440,0.0000,0.0000,1448.9480
147,1,1,1,1,58.8550,157.4830,0.0000,918.0740,183.6740,128.6890,0.0000,0.0000,1446.7750
148,1,1,1,1,57.9440,156.0800,0.0000,905.2800,183.5500,127.1450,0.0000,0.0000,1429.9990
149,1,1,1,1,59.4150,156.5290,0.0000,915.8650,184.0920,126.9970,0.0000,0.0000,1442.8980
150,1,1,1,1,58.6710,154.5540,0.0000,920.1290,182.0920,126.7080,0.0000,0.0000,1442.1540
151,1,1,1,1,57.6370,155.9080,0.0000,921.1010,194.8430,131.0090,0.0000,0.0000,1460.4980
152,1,1,1,1,61.9630,159.1870,0.0000,918.8740,184.6210,127.4640,0.0000,0.0000,1452.1090
153,1,1,1,1,59.2920,157.8400,0.0000,918.6090,185.0710,128.6160,0.0000,0.0000,1449.4280
154,1,1,1,1,58.4310,157.3110,0.0000,918.5600,183.5820,126.0430,0.0000,0.0000,1443.9270
155,1,1,1,1,59.4220,156.5290,0.0000,920.8250,184.7510,126.5850,0.0000,0.0000,1448.1120
156,1,1,1,1,56.6890,156.0490,0.0000,918.1790,184.2710,127.9260,0.0000,0.0000,1443.1140
157,1,1,1,1,58.0990,156.0430,0.0000,920.1410,193.0950,129.9440,0.0000,0.0000,1457.3220
158,1,0,0,1,59.4590,159.1320,0.0000,918.9660,187.6670,127.9630,0.0000,0.0000,1453.1870
159,1,1,1,1,57.3840,157.1260,0.0000,919.3600,183.3050,126.6950,0.0000,0.0000,1443.8700
160,1,1,1,1,60.2340,156.1720,0.0000,916.8190,181.7040,126.4300,0.0000,0.0000,1441.3590
161,1,1,0,0,57.6500,156.8000,0.0000,917.6800,183.3660,128.3690,0.0000,0.0000,1443.8650
162,1,1,1,1,58.6710,155.8520,0.0000,905.2800,183.9630,124.7880,0.0000,0.0000,1428.5540
163,1,1,1,1,57.3660,157.6360,0.0000,918.9960,183.0520,125.5940,0.0000,0.0000,1442.6440
164,1,0,0,1,58.8740,157.1200,0.0000,919.4150,250.7700,176.3500,0.0000,0.0000,1562.5290
165,1,0,0,1,77.3660,197.3540,0.0000,919.3290,202.2030,140.2580,0.0000,0.0000,1536.5100
166,1,1,1,1,62.4430,166.7140,0.0000,923.1630,188.9100,133.8710,0.0000,0.0000,1475.1010
167,1,0,0,1,59.8840,161.1500,0.0000,919.8520,187.7410,134.8120,0.0000,0.0000,1463.4390
168,1,1,1,1,75.7660,206.7810,0.0000,926.0560,218.7750,148.7510,0.0000,0.0000,1576.1290
169,1,0,0,1,64.1050,172.4430,0.0000,907.5440,194.5540,133.6310,0.0000,0.0000,1472.2770
170,1,0,1,0,60.0920,161.0950,0.0000,913.4400,242.9540,148.0800,0.0000,0.0000,1525.6610
171,1,1,1,1,64.2580,174.3500,0.0000,924.9910,192.6460,133.7540,0.0000,0.0000,1489.9990
172,1,1,1,1,59.4580,162.1480,0.0000,920.1600,187.6190,131.6370,0.0000,0.0000,1461.0220
173,1,1,1,1,58.6220,159.8150,0.0000,918.2210,186.8610,127.3530,0.0000,0.0000,1450.8720
174,1,1,1,1,59.7970,157.5260,0.0000,910.0120,215.3780,139.5870,0.0000,0.0000,1482.3000
175,1,1,1,1,63.0770,167.6240,0.0000,907.2430,190.0990,131.4950,0.0000,0.0000,1459.5380
176,1,0,0,1,59.9880,161.3170,0.0000,983.7720,204.1970,137.9630,0.0000,0.0000,1547.2370
177,1,1,1,1,60.8180,165.5200,0.0000,921.0340,187.7110,131.5320,0.0000,0.0000,1466.6150
178,1,1,1,1,58.6770,160.2530,0.0000,908.2890,209.9570,139.2800,0.0000,0.0000,1476.4560
179,1,1,1,1,62.4680,164.3450,0.0000,923.1940,193.4270,132.4430,0.0000,0.0000,1475.8770
180,1,1,1,1,59.1570,160.1470,0.0000,921.9140,186.0980,128.5600,0.0000,0.0000,1455.8760
181,1,1,1,1,60.0250,158.0060,0.0000,920.2770,184.4190,128.4930,0.0000,0.0000,1451.2200
182,1,1,1,1,59.4590,158.2460,0.0000,909.0580,205.2740,140.7690,0.0000,0.0000,1472.8060
183,1,1,1,1,61.0030,210.4370,0.0000,916.0800,199.3230,135.5630,0.0000,0.0000,1522.4060
184,1,1,1,1,61.6680,165.8710,0.0000,921.3230,189.3600,129.9870,0.0000,0.0000,1468.2090
185,1,1,1,1,60.7020,162.8730,0.0000,906.2090,185.0890,128.6640,0.0000,0.0000,1443.5370
186,1,1,1,1,59.2250,157.1260,0.0000,921.8950,211.4280,140.0740,0.0000,0.0000,1489.7480
187,1,0,1,0,61.6800,165.7420,0.0000,908.7140,187.2490,131.1020,0.0000,0.0000,1454.4870
188,1,1,1,1,58.5540,161.3540,0.0000,920.5110,186.0430,130.0800,0.0000,0.0000,1456.5420
189,1,1,1,1,59.1320,159.5880,0.0000,915.7850,196.0490,130.6890,0.0000,0.0000,1461.2430
190,1,0,0,1,60.5720,158.9720,0.0000,922.3690,207.2920,137.6240,0.0000,0.0000,1486.8290
191,1,1,1,1,62.7260,167.2920,0.0000,923.7350,193.3170,132.7940,0.0000,0.0000,1479.8640
192,1,1,1,1,59.6730,160.7510,0.0000,907.6800,186.8250,128.5970,0.0000,0.0000,1443.5260
193,1,1,1,1,59.2930,157.0770,0.0000,908.3080,185.0950,128.1480,0.0000,0.0000,1437.9210
194,1,1,1,1,58.0370,157.9440,0.0000,916.8180,185.5690,127.0460,0.0000,0.0000,1445.4140
195,1,1,1,1,58.4740,157.0710,0.0000,915.9070,184.7630,174.5230,0.0000,0.0000,1490.7380
196,1,0,0,1,61.0090,162.4860,0.0000,917.9880,187.9880,129.2370,0.0000,0.0000,1458.7080
197,1,1,1,1,58.0990,157.8160,0.0000,904.7440,185.5140,128.0000,0.0000,0.0000,1434.1730
198,1,1,1,1,58.7870,158.8870,0.0000,915.6490,183.2860,127.7420,0.0000,0.0000,1444.3510
199,1,1,1,1,58.3080,157.1390,0.0000,908.2520,211.0400,138.3630,0.0000,0.0000,1473.1020
200,1,0,0,1,107.8210,175.2730,0.0000,922.9170,206.7630,141.5320,0.0000,0.0000,1554.3060
201,1,1,1,1,61.4460,167.2620,0.0000,962.9050,203.9140,137.4590,0.0000,0.0000,1532.9860
202,1,1,1,1,60.8430,165.5510,0.0000,961.5820,214.8620,138.0500,0.0000,0.0000,1540.8880
203,1,1,1,1,61.1940,228.3870,0.0000,918.9910,207.1010,139.7540,0.0000,0.0000,1555.4270
204,1,1,1,1,63.3110,167.3910,0.0000,960.3200,233.0280,138.4680,0.0000,0.0000,1562.5180
205,1,1,1,1,63.0950,165.8520,0.0000,923.7100,265.6310,139.7230,0.0000,0.0000,1558.0110
206,1,1,1,1,63.6070,170.1420,0.0000,923.5510,256.2280,142.9290,0.0000,0.0000,1556.4570
207,1,1,1,1,63.8030,170.9040,0.0000,919.8580,206.3140,137.6430,0.0000,0.0000,1498.5220
208,1,1,1,1,60.5230,164.4240,0.0000,940.9850,215.0590,142.3570,0.0000,0.0000,1523.3480
209,1,0,0,1,63.6430,230.1230,0.0000,924.8990,210.7810,140.3940,0.0000,0.0000,1569.8400
210,1,1,1,1,61.7350,167.3050,0.0000,946.9600,203.1750,137.5760,0.0000,0.0000,1516.7510
211,1,1,1,1,60.9100,237.6610,0.0000,941.7040,212.5840,138.4310,0.0000,0.0000,1591.2900
212,1,1,1,1,62.8980,167.9200,0.0000,924.6090,268.7630,141.3660,0.0000,0.0000,1565.5560
213,1,0,0,1,62.8430,168.0990,0.0000,923.0090,204.7870,135.8590,0.0000,0.0000,1494.5970
214,1,1,1,1,60.8990,166.5360,0.0000,920.3020,215.5690,139.2370,0.0000,0.0000,1502.5430
215,1,0,0,1,62.2520,168.2400,0.0000,925.6000,228.8550,150.9230,0.0000,0.0000,1535.8700
216,1,1,1,1,105.5630,248.8740,0.0000,918.2460,220.1970,147.9140,0.0000,0.0000,1640.7940
217,1,1,1,1,63.9940,170.8120,0.0000,924.2520,207.8030,140.2340,0.0000,0.0000,1507.0950
218,1,0,0,1,62.4000,235.3540,0.0000,918.5970,211.0760,142.0370,0.0000,0.0000,1569.4640
219,1,1,1,1,62.6520,167.1140,0.0000,951.2130,230.0740,140.3630,0.0000,0.0000,1551.4160
220,1,1,1,1,65.0030,168.8500,0.0000,916.1170,215.2670,145.0520,0.0000,0.0000,1510.2890
221,1,1,1,1,63.9870,170.3570,0.0000,922.8130,255.6310,143.3780,0.0000,0.0000,1556.1660
222,1,1,1,1,62.1420,174.7500,0.0000,925.0710,267.0960,143.1010,0.0000,0.0000,1572.1600
223,1,1,1,1,64.0860,172.3380,0.0000,908.4860,245.4030,147.9080,0.0000,0.0000,1538.2210
224,1,0,0,1,61.9080,174.7630,0.0000,910.2890,244.1170,165.7290,0.0000,0.0000,1556.8060
225,1,1,1,1,62.1970,171.6740,0.0000,924.9480,208.1040,205.1570,0.0000,0.0000,1572.0800
226,1,0,0,1,61.6370,172.8180,0.0000,927.1510,216.8680,139.0030,0.0000,0.0000,1517.4770
227,1,1,1,1,63.9940,246.1910,0.0000,912.8920,201.5020,137.9750,0.0000,0.0000,1562.5540
228,1,1,1,1,61.9260,165.2310,0.0000,923.3100,207.9260,138.7940,0.0000,0.0000,1497.1870
229,1,1,1,1,60.3260,230.9040,0.0000,917.3600,202.4550,137.5140,0.0000,0.0000,1548.5590
230,1,1,1,1,65.1010,224.0550,0.0000,920.0620,205.2060,137.0280,0.0000,0.0000,1551.4520
231,1,1,1,1,62.7630,228.2090,0.0000,914.6580,208.9410,137.8760,0.0000,0.0000,1552.4470
232,1,1,1,1,63.0580,234.0130,0.0000,941.0950,220.0190,144.2030,0.0000,0.0000,1602.3880
233,1,1,1,1,61.9750,170.5970,0.0000,921.4590,247.8030,168.7750,0.0000,0.0000,1570.6090
234,1,1,0,0,65.0340,174.5600,0.0000,909.2060,248.1970,174.0180,0.0000,0.0000,1571.0150
235,1,1,1,1,68.3330,186.9110,0.0000,917.4460,215.5510,143.2740,0.0000,0.0000,1531.5150
236,1,1,1,1,64.1910,228.7630,0.0000,928.7820,216.6030,143.8650,0.0000,0.0000,1582.2040
237,1,1,1,1,107.5510,204.4430,0.0000,923.5320,207.5270,140.6890,0.0000,0.0000,1583.7420
238,1,1,1,1,62.5170,237.2430,0.0000,922.0120,221.0220,145.7970,0.0000,0.0000,1588.5910
239,1,1,1,1,107.8030,203.9080,0.0000,926.2700,208.9170,143.9700,0.0000,0.0000,1590.8680
240,1,1,1,1,61.8030,166.4370,0.0000,919.3350,205.0960,140.4430,0.0000,0.0000,1493.1140
241,1,1,1,1,63.4580,234.0980,0.0000,918.1040,203.6610,142.0250,0.0000,0.0000,1561.3460
242,1,1,1,1,64.0430,231.3480,0.0000,919.7660,204.2710,138.0920,0.0000,0.0000,1557.5200
243,1,1,1,1,62.1230,167.6980,0.0000,909.9380,191.6060,128.7200,0.0000,0.0000,1460.0850
244,1,1,1,1,60.8310,160.7140,0.0000,910.9540,218.7570,143.2060,0.0000,0.0000,1494.4620
245,1,1,1,1,62.8300,247.5320,0.0000,922.4130,206.9230,141.6490,0.0000,0.0000,1581.3470
246,1,1,1,1,61.4530,169.1750,0.0000,946.2030,209.8150,141.5330,0.0000,0.0000,1528.1790
