sample_id,repeat_id,label,prediction,correct,buf_write,cache_flush,register_setup,kernel,output_readback,classifier,patch_embedding,weight_transfer,total_us
72,1,1,1,1,62.1970,211.4950,0.0000,968.4310,201.9080,139.1810,0.0000,0.0000,1583.2120
73,1,1,0,0,62.5790,169.0700,0.0000,969.9080,199.5450,136.5540,0.0000,0.0000,1537.6560
74,1,1,1,1,61.8400,168.3880,0.0000,967.5820,195.8460,136.5850,0.0000,0.0000,1530.2410
75,1,1,1,1,62.8440,166.0920,0.0000,971.6430,195.8220,134.7820,0.0000,0.0000,1531.1830
76,1,0,0,1,61.9630,165.5510,0.0000,968.7760,194.2220,136.5480,0.0000,0.0000,1527.0600
77,1,1,1,1,60.3070,166.3810,0.0000,966.8430,196.7330,136.0860,0.0000,0.0000,1526.3500
78,1,1,1,1,61.9010,165.3600,0.0000,1024.7200,206.0430,140.4800,0.0000,0.0000,1598.5040
79,1,1,1,1,62.5540,170.5780,0.0000,964.1410,195.9570,137.5140,0.0000,0.0000,1530.7440
80,1,0,0,1,63.0400,166.5910,0.0000,971.2250,194.3630,136.0490,0.0000,0.0000,1531.2680
81,1,0,0,1,61.9750,166.9100,0.0000,968.9230,194.5840,132.7700,0.0000,0.0000,1525.1620
82,1,1,1,1,62.7690,166.7020,0.0000,971.6430,195.4030,136.2340,0.0000,0.0000,1532.7510
83,1,1,1,1,61.7170,165.4530,0.0000,972.9480,197.5320,134.7330,0.0000,0.0000,1532.3830
84,1,1,1,1,62.5780,164.6710,0.0000,968.7450,205.0470,138.9970,0.0000,0.0000,1540.0380
85,1,1,1,1,61.8890,167.1510,0.0000,971.4830,197.0160,134.7330,0.0000,0.0000,1532.2720
86,1,0,1,0,61.1330,166.7080,0.0000,968.6340,194.9110,135.6500,0.0000,0.0000,1527.0360
87,1,1,1,1,61.2370,163.9630,0.0000,971.6680,194.8120,136.6160,0.0000,0.0000,1528.2960
88,1,1,0,0,62.8490,166.9410,0.0000,970.3450,194.5660,134.8060,0.0000,0.0000,1529.5070
89,1,1,1,1,61.0830,166.7870,0.0000,966.8920,194.3930,133.5570,0.0000,0.0000,1522.7120
90,1,1,1,1,61.0890,164.7140,0.0000,977.1390,207.2310,137.8470,0.0000,0.0000,1548.0200
91,1,1,0,0,62.0740,170.9290,0.0000,972.3630,197.5690,137.2740,0.0000,0.0000,1540.2090
92,1,1,1,1,61.8090,167.0580,0.0000,968.4180,195.6920,137.1200,0.0000,0.0000,1530.0970
93,1,1,1,1,60.9360,166.1420,0.0000,969.3600,195.1940,135.6680,0.0000,0.0000,1527.3000
94,1,1,1,1,61.0030,166.8800,0.0000,966.5850,195.0100,135.0830,0.0000,0.0000,1524.5610
95,1,1,1,1,61.7110,165.7790,0.0000,973.7970,194.4130,134.8060,0.0000,0.0000,1530.5060
96,1,1,1,1,62.5970,165.5270,0.0000,963.4710,207.8590,138.4560,0.0000,0.0000,1537.9100
97,1,1,1,1,63.3110,169.7350,0.0000,971.0100,196.4370,136.0250,0.0000,0.0000,1536.5180
98,1,1,1,1,61.9140,167.3170,0.0000,968.9360,194.6400,136.3330,0.0000,0.0000,1529.1400
99,1,1,1,1,62.0500,166.7440,0.0000,967.1320,195.4640,136.6520,0.0000,0.0000,1528.0420
100,1,1,1,1,59.8460,165.1760,0.0000,968.4310,197.4580,134.5050,0.0000,0.0000,1525.4160
101,1,1,1,1,61.4960,165.1200,0.0000,967.7540,195.0520,134.6590,0.0000,0.0000,1524.0810
102,1,1,1,1,62.7820,164.6520,0.0000,968.6160,203.1880,136.7810,0.0000,0.0000,1536.0190
103,1,1,1,1,61.3230,169.6490,0.0000,970.5540,198.7010,136.6710,0.0000,0.0000,1536.8980
104,1,1,0,0,62.7630,168.5970,0.0000,969.4030,197.8710,135.4030,0.0000,0.0000,1534.0370
105,1,1,1,1,61.3970,166.7200,0.0000,964.4000,194.3070,135.7660,0.0000,0.0000,1522.5900
106,1,1,0,0,61.9080,166.1290,0.0000,968.8060,194.5110,132.7390,0.0000,0.0000,1524.0930
107,1,1,0,0,61.3290,165.8950,0.0000,966.2210,195.7290,135.2800,0.0000,0.0000,1524.4540
108,1,1,1,1,60.7380,165.0150,0.0000,969.6180,240.5110,138.9470,0.0000,0.0000,1574.8290
109,1,1,1,1,61.0460,169.3290,0.0000,973.1750,198.7390,137.4460,0.0000,0.0000,1539.7350
110,1,0,0,1,61.6060,166.6400,0.0000,972.0250,194.4120,137.5320,0.0000,0.0000,1532.2150
111,1,1,1,1,62.6520,167.1810,0.0000,972.5230,196.4240,135.3850,0.0000,0.0000,1534.1650
112,1,1,1,1,63.1390,165.5510,0.0000,967.9450,194.9660,135.1080,0.0000,0.0000,1526.7090
113,1,1,1,1,61.5570,165.9450,0.0000,963.8950,194.8250,134.2270,0.0000,0.0000,1520.4490
114,1,1,1,1,61.3110,164.8500,0.0000,966.4060,194.8800,194.9170,0.0000,0.0000,1582.3640
115,1,1,1,1,63.1500,173.5510,0.0000,970.3330,199.5080,137.2680,0.0000,0.0000,1543.8100
116,1,1,1,1,61.5070,167.6670,0.0000,967.4960,195.7910,137.6550,0.0000,0.0000,1530.1160
117,1,0,0,1,61.3600,167.5200,0.0000,968.3510,197.6670,134.7940,0.0000,0.0000,1529.6920
118,1,1,1,1,61.4030,166.5540,0.0000,966.8920,195.7290,135.2310,0.0000,0.0000,1525.8090
119,1,1,1,1,62.2160,163.0470,0.0000,967.0580,194.4180,134.6090,0.0000,0.0000,1521.3480
120,1,1,1,1,62.5230,166.8680,0.0000,965.9010,195.1750,136.4430,0.0000,0.0000,1526.9100
121,1,1,1,1,60.9970,174.6330,0.0000,971.6180,199.7350,140.2830,0.0000,0.0000,1547.2660
122,1,1,1,1,62.5540,168.1290,0.0000,970.7070,196.6340,137.9140,0.0000,0.0000,1535.9380
123,1,1,1,1,63.2250,166.6340,0.0000,965.5700,196.9790,135.1940,0.0000,0.0000,1527.6020
124,1,0,0,1,60.7760,165.0270,0.0000,968.2520,194.6220,134.2710,0.0000,0.0000,1522.9480
125,1,1,1,1,60.9170,166.5910,0.0000,969.6800,194.8920,135.0090,0.0000,0.0000,1527.0890
126,1,1,1,1,62.1160,167.6000,0.0000,967.9750,195.4710,134.9780,0.0000,0.0000,1528.1400
127,1,1,1,1,61.6550,164.5540,0.0000,970.8000,204.2960,138.9470,0.0000,0.0000,1540.2520
128,1,1,1,1,61.9260,169.7040,0.0000,975.4160,198.2650,134.9910,0.0000,0.0000,1540.3020
129,1,0,1,0,62.9170,166.3140,0.0000,967.6060,197.3910,136.5290,0.0000,0.0000,1530.7570
130,1,0,0,1,60.1110,166.3380,0.0000,964.0860,194.7820,134.4250,0.0000,0.0000,1519.7420
131,1,1,1,1,60.8980,166.7200,0.0000,968.9420,195.3660,136.4860,0.0000,0.0000,1528.4120
132,1,1,1,1,60.1480,165.9810,0.0000,968.3320,194.4980,134.9540,0.0000,0.0000,1523.9130
133,1,1,1,1,61.4770,165.7780,0.0000,966.2460,205.2740,138.4000,0.0000,0.0000,1537.1750
134,1,0,0,1,62.3700,169.7040,0.0000,966.3750,196.3380,136.7140,0.0000,0.0000,1531.5010
135,1,1,1,1,62.0860,168.4430,0.0000,967.0400,195.0950,135.4150,0.0000,0.0000,1528.0790
136,1,1,1,1,63.5750,167.7110,0.0000,964.3510,197.2980,136.1410,0.0000,0.0000,1529.0760
137,1,1,1,1,60.9540,166.3020,0.0000,964.6100,194.9850,136.4560,0.0000,0.0000,1523.3070
138,1,0,0,1,61.8340,167.2860,0.0000,965.8710,194.9230,136.3270,0.0000,0.0000,1526.2410
139,1,1,1,1,60.3880,166.4190,0.0000,972.0800,204.8060,137.7900,0.0000,0.0000,1541.4830
140,1,0,0,1,61.5020,169.4400,0.0000,967.3910,198.7380,137.2190,0.0000,0.0000,1534.2900
141,1,1,1,1,61.7290,165.5630,0.0000,968.1840,195.2430,134.7450,0.0000,0.0000,1525.4640
142,1,1,1,1,61.6440,167.3600,0.0000,969.9390,195.8710,135.3970,0.0000,0.0000,1530.2110
143,1,1,1,1,61.7410,166.4060,0.0000,969.0830,194.7940,135.9760,0.0000,0.0000,1528.0000
144,1,1,1,1,60.5290,163.6430,0.0000,970.3450,196.2890,136.7750,0.0000,0.0000,1527.5810
145,1,1,1,1,60.6530,163.4090,0.0000,967.2130,203.6680,138.4980,0.0000,0.0000,1533.4410
146,1,1,1,1,62.0800,169.7840,0.0000,968.9420,199.8340,137.1450,0.0000,0.0000,1537.7850
147,1,1,1,1,61.3660,169.2190,0.0000,972.2280,197.1500,136.1230,0.0000,0.0000,1536.0860
148,1,1,1,1,63.2190,164.5970,0.0000,974.7570,196.9670,135.3530,0.0000,0.0000,1534.8930
149,1,1,1,1,60.9660,166.4300,0.0000,969.0400,195.0100,135.2120,0.0000,0.0000,1526.6580
150,1,1,1,1,61.1690,166.3930,0.0000,968.0930,194.9230,135.2370,0.0000,0.0000,1525.8150
151,1,1,1,1,61.8830,167.9940,0.0000,971.6000,204.4250,141.2980,0.0000,0.0000,1547.2000
152,1,1,1,1,62.6840,170.4680,0.0000,970.7140,197.3780,137.0090,0.0000,0.0000,1538.2530
153,1,1,1,1,61.7350,165.2930,0.0000,965.0400,194.4370,134.9290,0.0000,0.0000,1521.4340
154,1,1,1,1,62.1970,167.3670,0.0000,968.2580,196.7080,135.4650,0.0000,0.0000,1529.9950
155,1,1,1,1,61.4770,164.1970,0.0000,970.1110,195.6490,135.0830,0.0000,0.0000,1526.5170
156,1,1,1,1,60.6520,165.7170,0.0000,968.2090,194.5600,135.4030,0.0000,0.0000,1524.5410
157,1,1,1,1,62.4060,165.5510,0.0000,970.0060,271.6240,164.0740,0.0000,0.0000,1633.6610
158,1,0,0,1,67.6740,194.8060,0.0000,977.8830,209.9140,144.2030,0.0000,0.0000,1594.4800
159,1,1,1,1,64.7510,174.0430,0.0000,972.2030,200.0250,138.9540,0.0000,0.0000,1549.9760
160,1,1,1,1,63.2370,169.1570,0.0000,971.1760,196.4860,137.5820,0.0000,0.0000,1537.6380
161,1,1,0,0,61.9080,167.6550,0.0000,969.6860,195.4530,136.6770,0.0000,0.0000,1531.3790
162,1,1,1,1,63.0530,165.8530,0.0000,964.7760,195.7720,136.9660,0.0000,0.0000,1526.4200
163,1,1,1,1,61.6860,167.0520,0.0000,971.1870,255.4040,140.2590,0.0000,0.0000,1595.5880
164,1,0,0,1,62.2830,174.9410,0.0000,974.0250,200.8310,138.5410,0.0000,0.0000,1550.6210
165,1,0,0,1,62.3880,166.5780,0.0000,969.2490,196.9910,138.0120,0.0000,0.0000,1533.2180
166,1,1,1,1,60.4730,168.3080,0.0000,971.1200,197.1690,136.5910,0.0000,0.0000,1533.6610
167,1,0,0,1,61.2860,166.0920,0.0000,966.2770,197.2310,137.9820,0.0000,0.0000,1528.8680
168,1,1,1,1,61.1570,165.4470,0.0000,969.7720,193.4150,136.1850,0.0000,0.0000,1525.9760
169,1,0,0,1,61.8160,165.2310,0.0000,966.5780,195.4890,195.6430,0.0000,0.0000,1584.7570
170,1,0,1,0,64.5780,177.9320,0.0000,975.2860,200.0370,138.3010,0.0000,0.0000,1556.1340
171,1,1,1,1,62.1660,166.9970,0.0000,969.8400,197.6430,137.0830,0.0000,0.0000,1533.7290
172,1,1,1,1,60.9230,169.2680,0.0000,967.6740,196.8370,134.4870,0.0000,0.0000,1529.1890
173,1,1,1,1,61.9330,167.9450,0.0000,966.8670,196.8180,134.1970,0.0000,0.0000,1527.7600
174,1,1,1,1,62.0190,164.4860,0.0000,970.5720,195.0210,134.6830,0.0000,0.0000,1526.7810
175,1,1,1,1,60.6400,166.8240,0.0000,971.1070,319.1130,266.0560,0.0000,0.0000,1783.7400
176,1,0,0,1,81.6060,237.9380,0.0000,986.2220,306.7260,188.4000,0.0000,0.0000,1800.8920
177,1,1,1,1,80.3930,237.8950,0.0000,988.5040,224.2460,157.3900,0.0000,0.0000,1688.4280
178,1,1,1,1,67.5940,181.7780,0.0000,975.2250,206.4680,145.5820,0.0000,0.0000,1576.6470
179,1,1,1,1,62.2090,170.4190,0.0000,974.9600,200.7010,137.7790,0.0000,0.0000,1546.0680
180,1,1,1,1,61.3170,168.7690,0.0000,973.7410,196.5110,138.7390,0.0000,0.0000,1539.0770
181,1,1,1,1,62.1910,168.3570,0.0000,964.6030,217.2800,145.3900,0.0000,0.0000,1557.8210
182,1,1,1,1,66.1790,172.8060,0.0000,973.7660,199.8090,141.3290,0.0000,0.0000,1553.8890
183,1,1,1,1,63.0580,167.6250,0.0000,970.1720,195.9200,136.5660,0.0000,0.0000,1533.3410
184,1,1,1,1,63.1880,167.2990,0.0000,971.3350,196.7630,135.6000,0.0000,0.0000,1534.1850
185,1,1,1,1,62.7260,167.5930,0.0000,973.7720,198.5790,135.4340,0.0000,0.0000,1538.1040
186,1,1,1,1,61.1820,164.9540,0.0000,970.7330,195.6860,136.4800,0.0000,0.0000,1529.0350
187,1,0,1,0,62.4800,165.7730,0.0000,1040.6400,221.7780,147.9510,0.0000,0.0000,1638.6220
188,1,1,1,1,63.2800,177.1020,0.0000,976.8120,199.0090,139.6370,0.0000,0.0000,1555.8400
189,1,1,1,1,62.8620,173.2800,0.0000,971.1440,199.5570,136.2150,0.0000,0.0000,1543.0580
190,1,0,0,1,62.2280,167.5810,0.0000,971.2060,194.5110,134.5730,0.0000,0.0000,1530.0990
191,1,1,1,1,62.0430,167.4150,0.0000,966.5660,197.2620,136.6150,0.0000,0.0000,1529.9010
192,1,1,1,1,62.3020,167.7540,0.0000,962.1720,195.9450,135.2800,0.0000,0.0000,1523.4530
193,1,1,1,1,62.5970,166.9660,0.0000,968.9230,258.3200,142.0800,0.0000,0.0000,1598.8860
194,1,1,1,1,62.5660,172.1540,0.0000,970.4120,200.0560,138.0670,0.0000,0.0000,1543.2550
195,1,1,1,1,62.2160,167.3050,0.0000,973.2370,198.6090,135.7170,0.0000,0.0000,1537.0840
196,1,0,0,1,61.8400,166.7020,0.0000,967.1880,196.7820,135.0890,0.0000,0.0000,1527.6010
197,1,1,1,1,62.0620,164.5350,0.0000,969.7730,194.5720,134.6400,0.0000,0.0000,1525.5820
198,1,1,1,1,62.5300,167.3900,0.0000,965.5200,194.6460,135.0530,0.0000,0.0000,1525.1390
199,1,1,1,1,61.6490,166.1410,0.0000,967.1810,255.4580,144.2460,0.0000,0.0000,1594.6750
200,1,0,0,1,63.6250,183.4400,0.0000,969.4650,204.4370,138.8990,0.0000,0.0000,1559.8660
201,1,1,1,1,62.1470,170.4120,0.0000,966.3140,198.5970,137.6990,0.0000,0.0000,1535.1690
202,1,1,1,1,61.6000,167.6550,0.0000,967.7910,195.3910,134.8490,0.0000,0.0000,1527.2860
203,1,1,1,1,60.4500,166.1110,0.0000,968.8680,194.5970,135.3290,0.0000,0.0000,1525.3550
204,1,1,1,1,62.1670,167.5880,0.0000,965.8460,196.0800,134.8430,0.0000,0.0000,1526.5240
205,1,1,1,1,61.9320,166.6210,0.0000,966.7010,194.0680,188.1720,0.0000,0.0000,1577.4940
206,1,1,1,1,68.7570,180.2710,0.0000,974.9480,204.4120,142.9290,0.0000,0.0000,1571.3170
207,1,1,1,1,62.6710,169.6740,0.0000,968.9660,197.0830,136.9300,0.0000,0.0000,1535.3240
208,1,1,1,1,61.7970,166.9360,0.0000,969.6250,195.2680,135.5450,0.0000,0.0000,1529.1710
209,1,0,0,1,61.3850,164.9480,0.0000,971.8950,195.3600,133.9380,0.0000,0.0000,1527.5260
210,1,1,1,1,61.0400,166.1480,0.0000,969.2370,195.3790,135.5880,0.0000,0.0000,1527.3920
211,1,1,1,1,62.2770,166.6280,0.0000,969.4090,195.5080,134.0920,0.0000,0.0000,1527.9140
212,1,1,1,1,61.0520,180.7630,0.0000,971.7230,202.0800,140.5360,0.0000,0.0000,1556.1540
213,1,0,0,1,62.8180,170.3130,0.0000,969.8530,200.5970,136.5350,0.0000,0.0000,1540.1160
214,1,1,1,1,63.1630,167.7050,0.0000,968.5170,197.7230,136.0860,0.0000,0.0000,1533.1940
215,1,0,0,1,60.4310,165.5330,0.0000,967.8470,195.6430,136.0180,0.0000,0.0000,1525.4720
216,1,1,1,1,62.4920,167.0210,0.0000,968.8990,195.7410,136.0670,0.0000,0.0000,1530.2200
217,1,1,1,1,61.0340,167.2800,0.0000,967.9940,194.5910,135.8030,0.0000,0.0000,1526.7020
218,1,0,0,1,61.7910,218.0990,0.0000,971.2740,205.2800,140.1900,0.0000,0.0000,1596.6340
219,1,1,1,1,62.1910,170.1410,0.0000,965.1750,194.5970,137.4160,0.0000,0.0000,1529.5200
220,1,1,1,1,61.6000,167.7230,0.0000,965.8460,195.8700,135.9080,0.0000,0.0000,1526.9470
221,1,1,1,1,61.6430,166.8250,0.0000,969.1450,197.3730,136.7690,0.0000,0.0000,1531.7550
222,1,1,1,1,62.5730,165.1810,0.0000,969.1750,192.6950,135.1080,0.0000,0.0000,1524.7320
223,1,1,1,1,61.5940,167.9750,0.0000,969.9200,195.6680,134.3630,0.0000,0.0000,1529.5200
224,1,0,0,1,61.4770,165.8890,0.0000,969.3230,207.1020,139.0460,0.0000,0.0000,1542.8370
225,1,1,1,1,63.6250,170.2400,0.0000,974.6770,199.1570,137.2430,0.0000,0.0000,1544.9420
226,1,0,0,1,61.0150,168.2950,0.0000,969.2920,195.2500,135.5020,0.0000,0.0000,1529.3540
227,1,1,1,1,62.0490,166.6580,0.0000,975.1450,195.0150,135.3040,0.0000,0.0000,1534.1710
228,1,1,1,1,61.8890,165.9440,0.0000,972.7130,193.8710,135.4950,0.0000,0.0000,1529.9120
229,1,1,1,1,62.9040,164.6090,0.0000,968.5540,196.8800,134.8620,0.0000,0.0000,1527.8090
230,1,1,1,1,61.2240,166.7500,0.0000,972.2710,205.9320,139.7910,0.0000,0.0000,1545.9680
231,1,1,1,1,61.4340,169.3970,0.0000,974.4620,196.9960,135.3170,0.0000,0.0000,1537.6060
232,1,1,1,1,63.2740,166.0240,0.0000,962.3070,196.7940,135.0460,0.0000,0.0000,1523.4450
233,1,1,1,1,62.4990,165.8830,0.0000,970.4740,195.4470,135.0770,0.0000,0.0000,1529.3800
234,1,1,0,0,61.0470,166.2520,0.0000,969.7660,196.6030,135.8030,0.0000,0.0000,1529.4710
235,1,1,1,1,62.3510,165.2930,0.0000,969.8890,196.4550,135.4640,0.0000,0.0000,1529.4520
236,1,1,1,1,61.1880,165.7290,0.0000,979.9690,201.6800,140.1850,0.0000,0.0000,1548.7510
237,1,1,1,1,61.8460,171.0950,0.0000,971.6800,198.7630,138.0980,0.0000,0.0000,1541.4820
238,1,1,1,1,62.3820,166.3690,0.0000,966.5670,195.3780,134.7270,0.0000,0.0000,1525.4230
239,1,1,1,1,60.4990,166.3630,0.0000,970.7450,193.0830,136.5470,0.0000,0.0000,1527.2370
240,1,1,1,1,61.9200,166.5110,0.0000,969.6610,195.3910,135.7470,0.0000,0.0000,1529.2300
241,1,1,1,1,60.5110,165.6620,0.0000,966.0610,194.5660,133.8210,0.0000,0.0000,1520.6210
242,1,1,1,1,61.4580,163.9330,0.0000,972.2530,205.6370,141.0220,0.0000,0.0000,1544.3030
243,1,1,1,1,61.4890,171.0890,0.0000,967.2000,197.8460,137.5510,0.0000,0.0000,1535.1750
244,1,1,1,1,61.5260,167.4220,0.0000,964.9660,196.7330,137.7540,0.0000,0.0000,1528.4010
245,1,1,1,1,60.5480,166.8800,0.0000,966.0610,197.6500,135.5510,0.0000,0.0000,1526.6900
246,1,1,1,1,61.3110,165.2430,0.0000,964.5350,195.2430,136.0920,0.0000,0.0000,1522.4240
