label,file,width,height,mode,channels,corrupted,rgb_similar
Benign,156c0cc41c1523d30e864cb998c714c7_0.jpg,299,299,RGB,3,False,True
Benign,4fcabfe622f1d98f76f5655aa4a7c037_0.jpg,299,299,RGB,3,False,True
Benign,7dc4181ad3350a3c3dce15ddd723d89c_0.jpg,299,299,RGB,3,False,True
Benign,11aedbd9a73e0852c1712d7dccab28c5_0.jpg,299,299,RGB,3,False,True
Benign,7c43b7380f828b553685f5251c1884b6_0.jpg,299,299,RGB,3,False,True
Benign,e180624e3964504d68b70b9c7be9d740_1.jpg,299,299,RGB,3,False,True
Benign,30b7f885f97278f7e416ea8415084f2e_0.jpg,299,299,RGB,3,False,True
Benign,4c959a2dcf8c78054f70041e2ad16003_0.jpg,299,299,RGB,3,False,True
Benign,130210c698b351e566ff0f8be7e99f1f_1.jpg,299,299,RGB,3,False,True
Benign,7596e271ebca49c5a600fc1efa1ff593_0.jpg,299,299,RGB,3,False,True
Benign,65d7c60863bd0f217ae5b9fb4b8d05a0_0.jpg,299,299,RGB,3,False,True
Benign,af18f0629991c84c828b29ca63f40173_1.jpg,299,299,RGB,3,False,True
Benign,f3af433e4fa42fd8e23554027835562e_0.jpg,299,299,RGB,3,False,True
Benign,68c97350da33d29e026b4d95874dea24_0.jpg,299,299,RGB,3,False,True
Benign,04a3aea14e11a617d37b958f0cfcb6f7_3.jpg,299,299,RGB,3,False,True
Benign,1c29b6cf82660e3a5cbb6fba12f04604_0.jpg,299,299,RGB,3,False,True
Benign,604d6428a4f2fcbf8d252fd83e910f0c_0.jpg,299,299,RGB,3,False,True
Benign,548755a4e32b505615e7e9d8d80167f4_0.jpg,299,299,RGB,3,False,True
Benign,59d3ed24111221b660d5be7a8e3e1149_0.jpg,299,299,RGB,3,False,True
Benign,1b853b92dcd1fd591c4f75807b3e83f1_0.jpg,299,299,RGB,3,False,True
Benign,f20367ed5a3f2d7749e1f1fec777d0be_1.jpg,299,299,RGB,3,False,True
Benign,6a62403fd7b72a4519ea59727af098b3_0.jpg,299,299,RGB,3,False,True
Benign,e568c25de4fcec2787326e635983865f_0.jpg,299,299,RGB,3,False,True
Benign,f280431f449766a9d25cf50f762ae86b_0.jpg,299,299,RGB,3,False,True
Benign,78774c784f06bb7f4fa0c725755f1715_1.jpg,299,299,RGB,3,False,True
Benign,a9b1bcc2a8a5a0eefc7b042e02a50752_0.jpg,299,299,RGB,3,False,True
Benign,2fa9a81ace86a99f532c0c921f1e2e23_0.jpg,299,299,RGB,3,False,True
Benign,0aa3be19d17e055d3bcdcb5398329df6_1.jpg,299,299,RGB,3,False,True
Benign,8cb90765f1adc929fad0c7b14089a693_2.jpg,299,299,RGB,3,False,False
Benign,2ed584e48c0742ca83023e21bf4a66ca_2.jpg,299,299,RGB,3,False,True
Benign,317ac205413ac77e93357eb055aaedb0_0.jpg,299,299,RGB,3,False,True
Benign,1eacd8efe5b8052c4bcb0279e50aa676_0.jpg,299,299,RGB,3,False,True
Benign,35fb077529c5fef31da6aa071f9eb79b_0.jpg,299,299,RGB,3,False,False
Benign,1b35f7c4d5524c34cb6cbab06a75ff5d_0.jpg,299,299,RGB,3,False,True
Benign,a9e578244942d5d394b19913124a06dd_1.jpg,299,299,RGB,3,False,True
Benign,a3a96535cbe99ed779068a0f3d336b67_1.jpg,299,299,RGB,3,False,True
Benign,4af2e0b8e0ddc4c73606d4edc4e6caa8_0.jpg,299,299,RGB,3,False,True
Benign,52cd216d7b82e651fbb4391273e08c26_0.jpg,299,299,RGB,3,False,True
Benign,758be14b8218eb9fcca4862aaf0586b8_0.jpg,299,299,RGB,3,False,True
Benign,336863a4a7cd8f6bf6455eb16285f16a_1.jpg,299,299,RGB,3,False,True
Benign,81189559623955fa7a3b694364177275_0.jpg,299,299,RGB,3,False,True
Benign,db7e935174017cded899baaa294756db_1.jpg,299,299,RGB,3,False,True
Benign,c739336ef096d61cf017b3e5d9977590_2.jpg,299,299,RGB,3,False,False
Benign,657e9035bd1c189c63f4b74ae5e02b41_0.jpg,299,299,RGB,3,False,True
Benign,84ac1d0a018da88ff01ea2ce7685e9a8_0.jpg,299,299,RGB,3,False,True
Benign,8e15ff63e319fac558294ff273a3e009_2.jpg,299,299,RGB,3,False,True
Benign,25dbc6fceda93803153fecdda6de5e4a_0.jpg,299,299,RGB,3,False,True
Benign,cdf9244aebdc5f8ba019258bf6c0b6d5_0.jpg,299,299,RGB,3,False,True
Benign,379ac093adb89a7173f3038a9c17ad39_0.jpg,299,299,RGB,3,False,True
Benign,8abc4c0c107ee0f57cd3e88eb3481b7b_0.jpg,299,299,RGB,3,False,True
Benign,0cb8d33fb652d8fe1d0c311441117c77_0.jpg,299,299,RGB,3,False,True
Benign,a7b58260843d5408463a34df593e6f50_0.jpg,299,299,RGB,3,False,True
Benign,91313fe48911238df4aeb1a457cb3aa7_0.jpg,299,299,RGB,3,False,True
Benign,2f60678f843a5a15c884343f529b1322_2.jpg,299,299,RGB,3,False,True
Benign,a009e409fc29eaa5298deac9a2700fdb_0.jpg,299,299,RGB,3,False,False
Benign,c0be2fbb7389563bc51a78b7e9e0fc7b_0.jpg,299,299,RGB,3,False,True
Benign,5c8a40c04390fcfce045e0cfd90cef68_0.jpg,299,299,RGB,3,False,True
Benign,e0a30d2e6419f45756a788500c77864e_1.jpg,299,299,RGB,3,False,True
Benign,526e6f946477a07716f47f031a2132c4_0.jpg,299,299,RGB,3,False,True
Benign,b9772ff2fa53b28595a551cecf7af913_0.jpg,299,299,RGB,3,False,True
Benign,7f17236cb5298916c02abd98f4174d25_0.jpg,299,299,RGB,3,False,True
Benign,09d27b4367dbeb3b4ff11dc94bdb0c26_1.jpg,299,299,RGB,3,False,True
Benign,d79fb0225254b6957957e04bbed18613_1.jpg,299,299,RGB,3,False,True
Benign,336863a4a7cd8f6bf6455eb16285f16a_0.jpg,299,299,RGB,3,False,True
Benign,d65404be02f2fb70e25c9a58331bf992_1.jpg,299,299,RGB,3,False,True
Benign,f841f2a98ce253f49b7410965dc79ca1_2.jpg,299,299,RGB,3,False,True
Benign,921762f427c0d611aecdb3fb943ff354_0.jpg,299,299,RGB,3,False,True
Benign,cdb819929008d496159a7ffa6960c360_0.jpg,299,299,RGB,3,False,True
Benign,96b8d1375be6b4a23b34abd57a8f2774_1.jpg,299,299,RGB,3,False,True
Benign,f702658dba5d010f7445970d309771f2_1.jpg,299,299,RGB,3,False,True
Benign,aa41632b5fbd222191c6b65bd372318d_0.jpg,299,299,RGB,3,False,True
Benign,7127b37fb6181d7bde2c2b1b10471e66_2.jpg,299,299,RGB,3,False,False
Benign,d013ee5bfd7c280d38335176fa2c6166_1.jpg,299,299,RGB,3,False,True
Benign,6cc003eb551f980c4c1fc080775e505c_0.jpg,299,299,RGB,3,False,True
Benign,c57f84c29ee1980085597e21b3fe6574_1.jpg,299,299,RGB,3,False,True
Benign,d54a932795ca6f37a43bbbad30292e20_0.jpg,299,299,RGB,3,False,True
Benign,d15eb33457f89b373ddf6c6e380c7556_0.jpg,299,299,RGB,3,False,True
Benign,ced3ebeaf1fa258b0eecb86035d27ae9_0.jpg,299,299,RGB,3,False,True
Benign,4b025dbb6988a156dade21d7cbee7653_0.jpg,299,299,RGB,3,False,True
Benign,80b6d2918451cb692fd71df494ae1688_0.jpg,299,299,RGB,3,False,True
Benign,9d771d9b39128e1763781c537e55747e_0.jpg,299,299,RGB,3,False,True
Benign,302c6f70a5edc00f6c9e6027ea2ce809_0.jpg,299,299,RGB,3,False,True
Benign,bafb51a2caaa452f68dcb5fc0889b345_2.jpg,299,299,RGB,3,False,False
Benign,2f73f92db454be0fcdc5e0e77f306d62_1.jpg,299,299,RGB,3,False,True
Benign,6d737ce1aed36b60364444d677462be4_0.jpg,299,299,RGB,3,False,True
Benign,b80825be4c5eeda87df3f31e70782b6a_0.jpg,299,299,RGB,3,False,True
Benign,225645b7ba51b72bfdfb076f3066ec44_1.jpg,299,299,RGB,3,False,True
Benign,ae5780aac1167c891ee0d330fc07ddcf_0.jpg,299,299,RGB,3,False,True
Benign,cfdf666ff28d396db1568b32e6a3c8a2_0.jpg,299,299,RGB,3,False,True
Benign,632803a58ef92dfe5c356ede699ff4fe_0.jpg,299,299,RGB,3,False,True
Benign,3ad84fb5184e5cc5d69aefdc31e53d83_0.jpg,299,299,RGB,3,False,True
Benign,d423cd0bff22640c2311eaa00db1759c_0.jpg,299,299,RGB,3,False,True
Benign,aa52e5ec0298464e23fb6adeec9f04e3_1.jpg,299,299,RGB,3,False,True
Benign,db3df954dfe69a8c2deb83009cd1e7bb_0.jpg,299,299,RGB,3,False,True
Benign,f28c3a9d5ef277168466b3b951f361a1_4.jpg,299,299,RGB,3,False,True
Benign,bd4cf98c02a7950729f1cdc374f96d5e_0.jpg,299,299,RGB,3,False,True
Benign,79d96d2ad6b8418689fa986e80044702_0.jpg,299,299,RGB,3,False,True
Benign,57fb9a91849cea4ba78e6addaa06724e_0.jpg,299,299,RGB,3,False,True
Benign,d7ff7bff072676ed13afe895fac8d9f2_0.jpg,299,299,RGB,3,False,True
Benign,4578b0cb596caf4021a9983ac8865d38_4.jpg,299,299,RGB,3,False,True
Benign,15662bf7aea63f915ac25fc65fb68d11_0.jpg,299,299,RGB,3,False,True
Benign,3be782cb01872b05cf85eec6c9f699b2_0.jpg,299,299,RGB,3,False,True
Benign,e4cb99a847a26daf32210b9e40a1f6e5_0.jpg,299,299,RGB,3,False,True
Benign,297e8b5ffa937c6d45f29197a6457441_2.jpg,299,299,RGB,3,False,False
Benign,bf2a10ba8fc4aaaed6f2597a6da1e91c_0.jpg,299,299,RGB,3,False,True
Benign,74ae86a296bea9a8d5f433a3ca502f25_0.jpg,299,299,RGB,3,False,True
Benign,1099da7023cfacf9634e02749a476234_2.jpg,299,299,RGB,3,False,True
Benign,72a9917ecde2e11ca5e7e5f48faf76a9_0.jpg,299,299,RGB,3,False,True
Benign,a9e578244942d5d394b19913124a06dd_0.jpg,299,299,RGB,3,False,True
Benign,3242f2833bb170c0ee642b6aeba630a8_0.jpg,299,299,RGB,3,False,True
Benign,1ff8c23bd70d8a1d5779eecd9bce22b1_0.jpg,299,299,RGB,3,False,True
Benign,d65404be02f2fb70e25c9a58331bf992_0.jpg,299,299,RGB,3,False,True
Benign,32b92484a03630cd5745242faddf3eea_0.jpg,299,299,RGB,3,False,True
Benign,6b7b9812dff79cd5cdd1527147cb437b_1.jpg,299,299,RGB,3,False,True
Benign,46f6af51045f16af25637b3fc62890d0_0.jpg,299,299,RGB,3,False,True
Benign,aedfcd5ace284986873e11c7a67ba6f9_1.jpg,299,299,RGB,3,False,True
Benign,e262fa079a9018b460e7ff146dab1ca8_0.jpg,299,299,RGB,3,False,True
Benign,5ac879f798881bb800f745553eab0b96_0.jpg,299,299,RGB,3,False,True
Benign,a1809e6f171b8d5d4ffdefc4421f84e6_2.jpg,299,299,RGB,3,False,False
Malware,9bcd0d10f6262076f4f36234a6fb4a95_0.jpg,299,299,RGB,3,False,True
Malware,13ea2dd64aeb9a4fb43ccaf5847cddbc_0.jpg,299,299,RGB,3,False,True
Malware,80be7f6e7d1b6183e62255d9183fe35f_0.jpg,299,299,RGB,3,False,True
Malware,9081b20b2e0dd884974fb9e86a9351d8_0.jpg,299,299,RGB,3,False,True
Malware,03627e09364ee2b37793a8105b07ef42_0.jpg,299,299,RGB,3,False,True
Malware,006585459df0f2b05e3162e099b5f152_0.jpg,299,299,RGB,3,False,True
Malware,c78d70879beced72f061b4e859dc9084_0.jpg,299,299,RGB,3,False,True
Malware,f886904c1d6076ad55316f9826d020d8_0.jpg,299,299,RGB,3,False,True
Malware,c78a0881bdfcd09e4f61fa726bef3ff8_0.jpg,299,299,RGB,3,False,True
Malware,7759de243642afd2f308ac9b1c63891a_0.jpg,299,299,RGB,3,False,True
Malware,36295893239f1072fed5a0de6d738e88_0.jpg,299,299,RGB,3,False,True
Malware,608ad2a22619c4bb5acab734bce94771_0.jpg,299,299,RGB,3,False,True
Malware,b5ced40797ad16245273e30b10c6a44e_0.jpg,299,299,RGB,3,False,True
Malware,7a203d2cfadde86c02f7a3d92751b44a_0.jpg,299,299,RGB,3,False,True
Malware,23a7887666856a637d5f16a28d139045_0.jpg,299,299,RGB,3,False,True
Malware,66716870d970f89d12d9e615218ec624_0.jpg,299,299,RGB,3,False,True
Malware,e623db7b050e13f6daa179a4ad3257f0_0.jpg,299,299,RGB,3,False,True
Malware,d62089377e4450b9fbcc70eff4b8a3f3_0.jpg,299,299,RGB,3,False,True
Malware,c462e9c90c20d1de7b6abc57cd1a91b8_0.jpg,299,299,RGB,3,False,True
Malware,d83d86b514d68d259e736015b7a9d916_0.jpg,299,299,RGB,3,False,True
Malware,6b6ae0c79bd8452fb5867f835e1a4fc5_0.jpg,299,299,RGB,3,False,True
Malware,c74d8884a7f625a8700e24ee32d932b7_0.jpg,299,299,RGB,3,False,True
Malware,24c1ba59b0e7bbbd0db477d9c6e5a28c_0.jpg,299,299,RGB,3,False,True
Malware,043ff9d8acfa653755689fcc60c556cb_0.jpg,299,299,RGB,3,False,True
Malware,b6d7a46596bcd7c3146f9ec980fc7a5f_0.jpg,299,299,RGB,3,False,True
Malware,41330e1bdc0bcf68a3d13dfe5f2ddc17_0.jpg,299,299,RGB,3,False,True
Malware,48834c71f146eebf6e2f876cde85be63_0.jpg,299,299,RGB,3,False,True
Malware,b5e1e04e29a8dba4f19b27eed4e2a549_0.jpg,299,299,RGB,3,False,True
Malware,1259f4df3ed641a43761b41a3bb7d665_0.jpg,299,299,RGB,3,False,True
Malware,4b164cfadb307e556c2b31897e0142b6_0.jpg,299,299,RGB,3,False,True
Malware,f4eaf1b403b6970d1dc196f4ad5c2cb0_0.jpg,299,299,RGB,3,False,True
Malware,6100b64c656bdfddd9ffa629c01bd9bf_0.jpg,299,299,RGB,3,False,True
Malware,26424447a26af0f1a3ef6d3344899752_0.jpg,299,299,RGB,3,False,True
Malware,67897a9945fe1bbeff3b2c2bb6b6333b_0.jpg,299,299,RGB,3,False,True
Malware,efa0b60ffb10e1bf7b1b0dd3666ec721_0.jpg,299,299,RGB,3,False,True
Malware,c578f1782bed6a24db9f8325200493a7_0.jpg,299,299,RGB,3,False,True
Malware,d2aff895b2d28bb913b9b348ab0cfa28_0.jpg,299,299,RGB,3,False,True
Malware,2a5fdccf45017ce287183d300fb87981_0.jpg,299,299,RGB,3,False,True
Malware,882a25b9709d4f06633af139da7f22ba_0.jpg,299,299,RGB,3,False,True
Malware,31df2d740eceb851feb227e9492d89f7_0.jpg,299,299,RGB,3,False,True
Malware,19417cfb589870a86873d7247549a331_0.jpg,299,299,RGB,3,False,True
Malware,0f3b57e4561b07cf439da482bcfda9be_0.jpg,299,299,RGB,3,False,True
Malware,09422e789d9a702740f3c78be77e5a17_0.jpg,299,299,RGB,3,False,True
Malware,0df2e31b7fab76de4ed9c72203b79208_0.jpg,299,299,RGB,3,False,True
Malware,60c272b2a5106756c8c8ecbf4a18de7a_0.jpg,299,299,RGB,3,False,True
Malware,13a3a9c4304e2fe0bb77d3ddb0396442_0.jpg,299,299,RGB,3,False,True
Malware,acf617dd746c3707168b175f7e2d6030_0.jpg,299,299,RGB,3,False,True
Malware,7b7fb1022d23048fa24a13e9520ce94c_0.jpg,299,299,RGB,3,False,True
Malware,e9b67c001bdefbffe1793cd2a758ed27_0.jpg,299,299,RGB,3,False,True
Malware,31eca47079896335bf87d6adba39ce10_0.jpg,299,299,RGB,3,False,True
Malware,c5622179434a04a1f2c7fe409892adb7_0.jpg,299,299,RGB,3,False,True
Malware,bedc4aefb71d21e2d0beb379aad1a79f_0.jpg,299,299,RGB,3,False,True
Malware,9495f21f4f18e6fbf7846681fca3ab23_0.jpg,299,299,RGB,3,False,False
Malware,ab540343ba036d46d490b164e821008f_0.jpg,299,299,RGB,3,False,True
Malware,8ca850c3565797ca2121ec19933e1a04_0.jpg,299,299,RGB,3,False,True
Malware,f4d1c3e98f8e8b99266e6c48ce8af567_0.jpg,299,299,RGB,3,False,True
Malware,ad7f30b184055004a6e1f43ba9145b15_0.jpg,299,299,RGB,3,False,True
Malware,7481e024b705c7fee8e583c7afcc50a3_0.jpg,299,299,RGB,3,False,True
Malware,3819a7c2784c7c3ea2e4fb5c60a5087e_0.jpg,299,299,RGB,3,False,True
Malware,b10aa118de8ebb6857459488d9d886dc_0.jpg,299,299,RGB,3,False,True
Malware,ea56abeafe43971c49ba9c0fda518210_0.jpg,299,299,RGB,3,False,True
Malware,6a31cc68d690c16001f2a1b14138d5b9_0.jpg,299,299,RGB,3,False,True
Malware,eeedd84019e5c99b9fd82bc6e060835c_0.jpg,299,299,RGB,3,False,True
Malware,f488b1ad8356e81308043f8a4aacdc7b_0.jpg,299,299,RGB,3,False,True
Malware,ba2bd54108912193b5edf9feadb1b470_0.jpg,299,299,RGB,3,False,True
Malware,3ffb4f397f4a16007398d18cb9d46050_0.jpg,299,299,RGB,3,False,True
Malware,8f2ca42f2e8ef4448ffd1aa136638dfb_0.jpg,299,299,RGB,3,False,True
Malware,bc8c8d0045dacdc335c6db2562333ffb_0.jpg,299,299,RGB,3,False,True
Malware,1b12bd3d3cd4dd91183a5d0b6d2babf4_0.jpg,299,299,RGB,3,False,True
Malware,f6fc2c8ca748ecb7fdd34b68943d3617_0.jpg,299,299,RGB,3,False,True
Malware,ca8a7fa2269f17905ba2c7e0526d432f_0.jpg,299,299,RGB,3,False,True
Malware,f005f8ca841a51f82e78d51fccf97b29_0.jpg,299,299,RGB,3,False,True
Malware,d98646c058dad45ea9cddc4a71b647d6_0.jpg,299,299,RGB,3,False,True
Malware,aea3dae4f16fc69f88da4fde83a08e88_0.jpg,299,299,RGB,3,False,True
Malware,78df4a2667af5f062482660a823c11b7_0.jpg,299,299,RGB,3,False,True
Malware,4b3372be79425261e623bfb1880d20db_0.jpg,299,299,RGB,3,False,True
Malware,02085e0a699bb4780a54fad83a6f51cb_0.jpg,299,299,RGB,3,False,True
Malware,66b9e83f7ca46dd5733b25093465d629_0.jpg,299,299,RGB,3,False,True
Malware,9b9262506bd055ad2013b4024b2186f4_0.jpg,299,299,RGB,3,False,True
Malware,b34f1d28ffab7ae58183064e0a519825_0.jpg,299,299,RGB,3,False,True
Malware,8b8f8c456f7a734b6bb7ff71413c4b42_0.jpg,299,299,RGB,3,False,True
Malware,6c83b768652112d3eae3a5876936154b_0.jpg,299,299,RGB,3,False,True
Malware,30f6a424350f516ac9a2ac8de06552d4_0.jpg,299,299,RGB,3,False,True
Malware,8ec82da5b9d780c218b8d289fa2c8fe4_0.jpg,299,299,RGB,3,False,True
Malware,2885d7f8a0017d052fed0ee252e547b1_0.jpg,299,299,RGB,3,False,True
Malware,0297fea6dfe916da84c42c1d51873170_0.jpg,299,299,RGB,3,False,True
Malware,3c261ba4614072641de9c91416c07d4a_0.jpg,299,299,RGB,3,False,True
Malware,83b476cf8af712ab2f8281277c261c29_0.jpg,299,299,RGB,3,False,True
Malware,5a1b2372b97075a668cf55defa0c8d4d_0.jpg,299,299,RGB,3,False,True
Malware,3bc0bdc8bc67b5be4ef05a7c956b79a6_0.jpg,299,299,RGB,3,False,True
Malware,0765e7670af5c4c72c6e8eab260add7b_0.jpg,299,299,RGB,3,False,True
Malware,d56e862132d17f5fa8d0b0a637ea5377_0.jpg,299,299,RGB,3,False,True
Malware,e067a1d80cd8674297ccd6387798bf16_0.jpg,299,299,RGB,3,False,True
Malware,c5b12d36f11933697d19d91a4b7ae542_0.jpg,299,299,RGB,3,False,True
Malware,2e8318cdea88909cad9f7dd42b2ec8ff_0.jpg,299,299,RGB,3,False,True
Malware,88c162423250650cf73ed9069020712a_0.jpg,299,299,RGB,3,False,True
Malware,a802c73881be81611f6bfa7b098df234_0.jpg,299,299,RGB,3,False,True
Malware,53a745dfad7cfa634a6b8bd58c14adfb_0.jpg,299,299,RGB,3,False,True
Malware,28a04568e9c742817dbad109074f922f_0.jpg,299,299,RGB,3,False,True
Malware,33cb1922bff3993056f96313043547b9_0.jpg,299,299,RGB,3,False,True
Malware,0bf2702078aeaf6db6608f7e00ac30f8_0.jpg,299,299,RGB,3,False,True
Malware,dcb6154b7533310e38dd468389331b45_0.jpg,299,299,RGB,3,False,True
