index,label,prediction,model_inference_us,kernel_us
150,1,1,1414.910,910.086
151,1,1,1417.102,909.569
152,1,1,1426.455,920.480
153,1,1,1442.929,918.775
154,1,1,1425.231,910.166
155,1,1,1419.495,907.200
156,1,1,1416.813,911.735
157,1,1,1411.913,907.391
158,0,0,1415.151,910.874
159,1,1,1417.194,912.012
160,1,1,1428.437,908.474
161,1,0,1428.025,915.815
162,1,1,1423.637,912.123
163,1,1,1415.945,907.889
164,0,0,1419.071,910.560
165,0,0,1415.139,911.649
166,1,1,1417.692,913.440
167,0,0,1461.797,949.526
168,1,1,1424.824,916.523
169,0,0,1411.464,908.203
170,0,1,1419.489,914.880
171,1,1,1506.178,916.702
172,1,1,1473.495,920.868
173,1,1,1490.221,914.621
174,1,1,1449.090,916.967
175,1,1,1430.031,915.243
176,0,0,1422.283,910.473
177,1,1,1425.403,913.760
178,1,1,1416.370,909.692
179,1,1,1421.033,915.052
180,1,1,1492.529,911.680
181,1,1,1432.856,916.301
182,1,1,1422.665,911.127
183,1,1,1422.148,914.720
184,1,1,1415.650,909.594
185,1,1,1417.982,910.295
186,1,1,1414.030,908.843
187,0,1,1463.933,918.431
188,1,1,1441.649,912.092
189,1,1,1431.902,916.302
190,0,0,1422.074,912.117
191,1,1,1414.548,909.421
192,1,1,1415.624,909.753
193,1,1,1416.498,908.910
194,1,1,1437.323,919.298
195,1,1,1426.745,910.553
196,0,0,1421.600,913.095
197,1,1,1417.470,912.936
198,1,1,1416.585,911.477
199,1,1,1416.326,911.883
200,0,0,1409.027,905.661
201,1,1,1448.800,910.936
202,1,1,1447.464,915.410
203,1,1,1429.944,913.415
204,1,1,1421.496,911.003
205,1,1,1419.274,913.188
206,1,1,1420.560,912.369
207,1,1,1415.593,909.489
208,1,1,1434.806,915.717
209,0,0,1425.114,913.723
210,1,1,1424.966,917.065
211,1,1,1422.062,913.182
212,1,1,1418.978,912.234
213,0,0,1417.059,912.794
214,1,1,1419.975,913.329
215,0,0,1430.160,914.178
216,1,1,1419.939,908.960
217,1,1,1421.305,913.588
218,0,0,1416.960,908.043
219,1,1,1418.418,911.508
220,1,1,1421.471,914.751
221,1,1,1418.277,914.425
222,1,1,1433.385,909.416
223,1,1,1433.901,916.160
224,0,0,1426.234,916.357
225,1,1,1420.498,909.668
226,0,0,1419.095,913.268
227,1,1,1419.803,916.283
228,1,1,1420.886,914.093
229,1,1,1573.329,934.769
230,1,1,1459.151,923.126
231,1,1,1435.698,911.249
232,1,1,1419.366,910.671
233,1,1,1415.957,908.474
234,1,0,1419.803,913.988
235,1,1,1474.511,913.200
236,1,1,1436.548,915.065
237,1,1,1419.366,909.938
238,1,1,1420.597,914.327
239,1,1,1411.556,909.649
240,1,1,1414.357,912.659
241,1,1,1412.603,909.736
242,1,1,1473.501,957.551
243,1,1,1424.210,911.114
244,1,1,1418.111,907.360
245,1,1,1419.015,913.791
246,1,1,1414.997,905.613
247,0,0,1409.772,909.150
248,1,1,1415.483,912.024
249,1,1,1434.997,918.086
250,1,1,1424.948,914.153
251,1,1,1424.074,912.966
252,1,1,1419.360,912.437
253,1,1,1418.363,910.941
254,1,1,1418.947,910.424
255,1,1,1419.520,912.147
256,1,1,1430.622,908.708
257,1,1,1435.108,915.908
258,1,1,1424.006,913.428
259,0,0,1414.622,909.686
260,0,0,1415.175,913.138
261,1,1,1414.326,909.594
262,1,1,1411.951,909.360
263,1,1,1438.467,913.015
264,1,1,1426.677,910.707
265,1,1,1429.730,917.237
266,1,1,1418.978,911.507
267,1,1,1417.902,910.653
268,1,1,1421.662,913.625
269,1,1,1417.465,914.333
270,1,1,1428.781,913.089
271,1,1,1422.997,912.240
272,1,1,1421.415,911.200
273,1,1,1416.136,911.268
274,1,1,1414.806,908.701
275,0,0,1415.810,913.471
276,1,1,1410.216,908.738
277,1,1,1428.948,912.954
278,0,0,1424.984,912.843
279,1,1,1416.733,910.067
280,1,0,1414.381,911.668
281,1,1,1419.391,911.569
282,1,1,1417.858,914.579
283,1,1,1418.234,910.665
284,1,1,1433.262,914.049
285,1,1,1426.855,916.689
286,1,1,1419.975,912.498
287,1,1,1416.209,908.898
288,0,0,1415.372,910.769
289,1,1,1419.920,913.864
290,1,1,1416.659,908.849
291,1,1,1479.883,957.015
292,1,1,1424.775,911.680
293,1,1,1424.406,913.053
294,1,1,1415.606,910.664
295,1,1,1414.467,909.870
296,1,1,1411.859,908.536
297,1,1,1421.391,910.708
298,1,1,1484.425,919.433
299,0,0,1422.067,910.167
300,1,1,1423.988,916.216
301,1,1,1420.283,913.687
302,1,1,1412.068,908.443
303,1,1,1417.748,910.825
304,1,1,1474.985,912.634
305,1,1,1439.600,917.766
306,1,1,1419.003,910.148
307,1,1,1420.831,911.378
308,1,1,1418.560,915.139
309,1,1,1419.053,910.123
310,1,0,1417.489,914.067
311,1,1,1471.465,911.384
312,1,1,1427.975,914.874
313,1,1,1414.867,909.913
314,1,1,1417.144,909.557
315,1,1,1419.951,913.385
316,1,1,1412.037,908.751
317,1,0,1423.047,917.101
318,1,1,1433.784,915.046
319,0,0,1422.357,910.468
320,1,1,1419.360,909.194
321,1,1,1419.390,912.972
322,1,1,1416.689,909.810
323,1,1,1412.339,906.647
324,1,1,1416.670,913.957
325,1,1,1438.104,919.809
326,1,1,1423.790,911.680
327,1,1,1418.123,911.384
328,1,1,1421.982,914.867
329,1,1,1418.942,913.711
330,1,1,1415.224,908.954
331,1,1,1413.003,909.662
332,1,1,1430.954,915.329
333,0,0,1420.499,909.230
334,1,1,1418.173,910.788
335,1,1,1412.006,908.787
336,1,1,1420.203,914.695
337,0,1,1418.154,912.332
338,1,1,1413.311,910.006
339,1,1,1423.471,909.858
340,1,1,1416.769,908.529
341,1,1,1412.720,905.249
342,1,1,1416.720,911.040
343,1,1,1417.292,911.533
344,1,1,1414.375,909.163
345,1,1,1418.320,911.834
346,1,1,1438.474,916.732
347,1,1,1428.560,912.609
348,1,1,1424.997,915.544
349,1,1,1413.828,907.360
350,1,1,1413.458,907.120
351,1,0,1420.338,912.172
352,1,1,1416.658,912.874
353,1,1,1431.071,914.160
354,1,1,1424.455,912.764
355,0,0,1417.736,910.745
356,1,1,1417.570,910.831
357,1,1,1419.588,913.680
358,1,1,1424.831,915.969
359,1,1,1413.046,909.810
360,1,1,1431.970,914.560
361,1,1,1425.785,912.492
362,1,1,1418.831,913.200
363,1,1,1415.188,911.138
364,0,0,1422.480,912.210
365,1,1,1421.840,916.430
366,1,1,1412.209,907.433
367,1,1,1481.065,914.745
368,1,1,1423.034,910.043
369,1,1,1417.403,909.089
370,1,1,1415.550,911.643
371,1,1,1413.784,910.357
372,1,1,1420.948,913.385
373,1,1,1417.618,909.520
374,1,1,1435.772,912.197
375,1,1,1424.800,912.449
376,1,1,1417.360,912.258
377,1,1,1418.707,911.415
378,1,1,1419.779,914.350
379,1,1,1413.748,907.317
380,1,1,1455.551,906.197
381,0,0,1427.391,913.422
382,1,1,1418.904,911.994
383,1,1,1419.914,910.148
384,1,1,1418.394,915.607
385,0,0,1416.061,909.994
386,1,1,1412.216,909.182
387,1,1,1481.071,910.073
388,1,1,1429.686,915.440
389,1,1,1417.569,909.009
390,1,1,1420.147,911.852
391,1,1,1416.104,908.720
392,1,0,1417.409,910.689
393,1,1,1415.828,910.979
394,1,1,1437.527,919.514
395,1,1,1421.846,911.323
396,1,1,1414.351,909.267
397,1,1,1414.659,907.699
398,1,1,1419.545,911.348
399,1,1,1413.871,908.431
400,1,1,1415.988,910.326
401,1,1,1427.200,913.169
402,1,1,1432.012,917.927
403,1,1,1420.788,910.473
404,1,1,1420.547,910.056
405,1,0,1420.073,913.090
406,1,1,1418.283,913.188
407,1,1,1414.043,909.883
408,1,1,1422.142,910.080
409,1,1,1423.514,914.455
410,1,1,1420.400,914.849
411,1,1,1415.120,908.012
412,1,0,1417.366,914.653
413,0,0,1415.372,909.040
414,1,1,1422.621,915.317
415,1,1,1431.686,913.963
416,1,1,1421.090,908.474
417,1,1,1423.016,912.505
418,0,0,1413.114,910.535
419,1,1,1416.301,910.222
420,0,0,1414.708,910.259
421,1,0,1417.440,910.979
422,1,1,1429.846,910.664
423,1,1,1431.237,915.323
424,0,0,1416.474,910.209
425,1,1,1416.867,912.357
426,1,1,1419.360,915.853
427,1,1,1415.520,910.136
428,1,1,1414.104,912.271
429,1,0,1433.668,912.996
430,1,1,1428.813,910.271
431,1,1,1419.852,913.040
432,1,1,1417.477,911.434
433,1,1,1420.037,912.480
434,1,1,1422.966,917.108
435,1,1,1424.714,915.219
436,0,0,1428.904,912.744
437,1,1,1426.849,915.274
438,0,0,1420.326,910.966
439,1,1,1417.477,909.717
440,1,1,1415.957,911.496
441,1,0,1421.243,913.643
442,1,1,1420.812,916.782
443,1,1,1472.092,918.443
444,1,1,1420.892,909.366
445,1,1,1423.637,914.468
446,0,0,1415.803,911.920
447,1,1,1417.385,911.821
448,1,1,1414.061,907.188
449,0,0,1469.181,908.271
450,1,1,1443.237,915.416
451,1,1,1418.074,907.458
452,1,1,1416.178,909.742
453,1,1,1420.210,911.569
454,0,0,1414.775,908.880
455,1,1,1419.693,916.246
456,1,1,1547.630,910.942
457,1,1,1458.172,920.295
458,1,1,1429.360,911.397
459,0,1,1422.339,912.578
460,1,1,1419.224,913.852
461,1,1,1421.403,911.674
462,0,0,1424.862,915.907
463,1,1,1432.935,915.502
464,1,1,1426.714,914.037
465,1,1,1427.465,918.153
466,1,1,1418.868,912.861
467,1,1,1417.606,912.037
468,1,1,1416.012,911.520
469,1,1,1420.984,910.492
470,1,1,1433.945,913.902
471,1,1,1431.994,915.551
472,1,1,1424.345,913.545
473,1,1,1422.006,910.154
474,0,1,1420.812,913.200
475,1,1,1415.052,910.025
476,0,1,1415.397,912.098
477,1,1,1435.009,917.729
478,0,0,1422.233,909.933
479,1,1,1421.188,914.203
480,1,1,1421.877,913.483
481,1,1,1418.172,912.757
482,1,1,1419.489,912.991
483,1,1,1418.172,911.816
484,1,1,1428.689,912.800
485,1,0,1416.203,907.797
486,1,1,1418.498,914.966
487,1,1,1414.978,907.717
488,1,0,1410.142,907.268
489,1,1,1418.892,913.988
490,1,1,1421.304,916.590
491,1,1,1430.234,913.293
492,0,0,1421.957,911.902
493,1,1,1418.301,913.139
494,0,0,1407.933,906.264
495,1,1,1414.160,909.434
496,1,1,1665.938,935.286
497,1,1,1737.631,934.271
498,1,1,1634.271,924.117
499,1,1,1588.363,927.896
500,1,1,1476.585,918.738
501,1,1,1441.963,916.849
502,1,1,1427.465,913.434
503,1,1,1418.271,909.138
504,1,1,1458.972,908.745
505,1,1,1443.754,918.591
506,1,1,1423.545,911.163
507,0,0,1428.985,921.175
508,1,1,1420.658,908.486
509,1,1,1415.791,909.071
510,1,1,1421.514,911.753
511,1,1,1463.520,919.705
512,1,0,1448.006,916.357
513,1,1,1431.323,913.778
514,1,1,1425.680,915.391
515,1,1,1416.578,907.994
516,1,1,1417.083,910.173
517,0,0,1416.344,911.496
518,1,1,1499.243,921.539
519,1,1,1437.692,914.393
520,1,1,1420.708,911.187
521,1,1,1425.785,914.942
522,1,1,1422.708,912.406
523,1,1,1420.345,911.600
524,1,1,1465.964,910.369
525,1,1,1458.222,918.437
526,1,1,1425.046,910.277
527,1,1,1425.729,914.357
528,1,1,1425.329,914.904
529,1,1,1423.643,914.252
530,1,1,1420.031,913.576
531,1,1,1480.893,912.776
532,1,1,1439.569,915.182
533,1,1,1428.462,914.609
534,0,0,1421.581,910.966
535,1,1,1417.563,910.437
536,0,0,1415.138,908.043
537,1,1,1418.781,912.240
538,1,1,1445.717,916.634
539,1,1,1429.809,911.182
540,1,1,1425.933,914.874
541,1,1,1419.028,908.461
542,0,0,1415.372,911.932
543,1,1,1415.926,912.117
544,1,0,1418.603,910.049
545,0,0,1434.099,914.763
546,1,1,1418.973,907.483
547,0,0,1417.656,912.031
548,1,1,1420.695,911.262
549,1,1,1414.806,908.837
550,0,0,1414.523,913.588
551,0,0,1415.114,909.865
552,1,1,1433.126,915.040
553,1,1,1426.942,908.812
554,1,1,1422.609,909.433
555,1,1,1417.280,909.514
556,0,0,1421.785,912.061
557,0,1,1420.473,910.430
558,1,1,1417.939,912.326
559,1,1,1469.133,921.643
560,1,1,1449.090,919.262
561,1,1,1428.240,911.957
562,1,1,1422.856,912.419
563,1,1,1417.003,908.185
564,1,1,1419.280,911.760
565,1,1,1411.994,905.760
566,1,1,1437.951,917.981
567,0,0,1427.643,914.634
568,1,1,1419.533,912.517
569,0,0,1420.110,910.516
570,1,1,1417.581,914.111
571,0,0,1419.612,914.222
572,1,1,1413.544,908.412
573,0,0,1438.036,912.529
574,0,1,1431.699,911.970
575,1,1,1419.803,909.828
576,1,1,1421.945,914.554
577,1,1,1418.812,912.363
578,0,0,1426.326,916.843
579,1,1,1423.009,913.624
580,0,0,1473.803,913.102
581,1,1,1420.714,911.993
582,1,1,1425.452,915.268
583,1,1,1420.480,911.607
584,1,1,1413.840,907.354
585,1,1,1417.846,912.566
586,0,0,1457.760,913.059
587,1,1,1431.981,912.136
588,1,1,1418.560,909.305
589,1,1,1421.754,911.926
590,1,1,1417.286,909.508
591,1,1,1414.898,905.945
592,0,1,1413.299,909.410
593,1,1,1476.173,912.252
594,1,1,1435.606,915.422
595,1,1,1423.957,912.314
596,1,1,1423.089,914.320
597,0,0,1426.357,916.270
598,1,1,1417.656,909.594
599,1,1,1419.840,911.520
600,1,1,1442.738,924.745
601,1,1,1425.957,912.910
602,1,1,1421.446,912.757
603,1,1,1414.449,908.757
604,1,1,1411.994,908.289
605,1,1,1419.600,912.597
606,1,1,1417.625,910.628
607,1,1,1434.652,915.194
608,0,0,1426.480,910.923
609,1,1,1423.969,913.704
610,1,0,1417.668,907.994
611,1,1,1422.012,915.157
612,1,1,1415.705,908.689
613,1,1,1416.376,907.194
614,1,1,1493.194,909.010
615,0,0,1464.536,917.673
616,1,1,1444.554,919.612
617,1,1,1425.434,909.687
618,1,1,1426.831,913.705
619,1,1,1416.068,910.997
620,0,0,1417.465,911.913
621,1,1,1431.163,908.493
622,1,1,1432.856,916.468
623,1,1,1421.077,911.766
624,1,1,1423.212,914.480
625,1,1,1415.071,908.936
626,1,1,1417.674,911.477
627,1,0,1423.791,921.348
628,1,1,1432.910,915.096
629,1,1,1426.628,911.803
630,0,0,1424.111,912.511
631,1,1,1418.825,914.148
632,1,1,1415.643,908.862
633,0,0,1419.933,909.606
634,0,1,1416.215,910.357
635,1,1,1445.982,921.840
636,1,1,1428.898,911.618
637,1,1,1420.941,910.732
638,0,0,1416.634,908.431
639,1,1,1417.698,910.425
640,1,1,1417.114,915.353
641,1,1,1411.779,909.692
642,1,1,1497.293,916.338
643,1,1,1433.624,916.621
644,1,1,1423.600,913.507
645,1,1,1423.372,913.520
646,1,1,1425.692,916.880
647,1,1,1415.883,910.511
648,1,1,1465.883,913.028
649,1,1,1432.511,912.098
650,0,0,1420.425,912.129
651,1,1,1421.169,913.748
652,1,1,1414.523,909.218
653,0,0,1415.329,909.311
654,1,1,1416.690,913.969
655,0,0,1466.510,911.280
656,1,1,1424.936,911.828
657,1,1,1422.382,912.320
658,1,1,1416.492,909.206
659,1,1,1416.314,909.243
660,1,1,1412.536,909.065
661,1,1,1419.527,911.317
662,1,1,1424.006,910.363
663,0,1,1426.836,912.837
664,1,1,1418.498,913.188
665,1,1,1423.822,914.985
666,1,1,1416.431,911.865
667,0,0,1419.391,914.043
668,1,1,1415.366,910.246
669,1,1,1485.446,914.443
670,1,1,1459.317,919.803
671,1,1,1435.434,916.264
672,1,1,1421.052,908.123
673,1,0,1423.206,914.154
674,0,0,1417.034,909.563
675,1,1,1417.083,911.452
676,0,0,1432.056,908.080
677,1,1,1434.855,916.960
678,0,0,1419.477,910.474
679,1,1,1430.830,921.422
680,1,0,1415.859,908.019
681,1,1,1414.154,910.911
682,1,1,1419.711,912.424
683,1,1,1434.117,915.828
684,1,1,1422.400,909.354
685,1,1,1419.748,911.224
686,1,1,1424.997,916.302
687,1,1,1503.563,919.945
688,1,1,1466.923,917.736
689,1,1,1431.711,911.421
690,1,1,1440.911,915.347
691,1,1,1435.366,910.302
692,1,1,1421.649,910.701
693,1,1,1422.037,912.954
694,1,1,1418.130,914.707
695,0,0,1416.978,913.582
696,1,1,1421.545,913.840
697,1,1,1472.493,916.098
698,0,0,1423.828,910.855
699,1,1,1421.489,910.394
700,1,1,1420.302,911.077
701,1,1,1415.330,908.111
702,1,1,1421.434,917.354
703,1,1,1469.834,911.557
704,1,1,1443.490,914.763
705,1,0,1426.412,913.600
706,1,0,1420.757,912.726
707,0,1,1419.810,911.883
708,1,1,1416.424,911.477
709,1,0,1418.566,911.840
710,1,1,1475.926,910.068
711,1,1,1430.548,913.803
712,1,1,1425.243,911.760
713,1,1,1424.486,914.670
714,1,1,1422.339,913.459
715,1,1,1415.539,909.846
716,1,1,1422.221,914.677
717,1,0,1439.963,917.304
718,1,1,1432.154,911.132
719,1,1,1427.347,915.827
720,1,1,1420.930,914.363
721,1,1,1422.412,915.176
722,0,0,1414.892,908.609
723,1,1,1411.908,906.387
724,1,1,1469.126,913.693
725,1,1,1448.837,918.284
726,1,1,1431.175,914.382
727,1,1,1422.757,914.714
728,1,1,1416.148,908.535
729,1,0,1416.702,907.834
730,1,1,1423.698,915.606
731,1,1,1434.609,917.687
732,1,1,1426.259,914.074
733,1,1,1416.548,906.929
734,1,1,1421.181,913.853
735,1,0,1417.428,912.584
736,1,1,1418.978,913.864
737,1,1,1418.843,911.256
738,1,1,1433.360,907.637
739,1,1,1432.148,912.843
740,1,1,1417.052,910.216
741,1,1,1424.345,913.293
742,1,1,1420.529,914.819
743,1,1,1421.218,912.578
744,1,1,1416.314,912.234
745,1,1,1431.686,914.326
746,1,1,1431.859,920.135
747,1,1,1422.043,915.711
748,1,1,1421.446,912.812
749,0,0,1422.572,914.929
750,1,1,1415.262,910.973
751,1,1,1415.200,910.073
752,0,1,1463.742,949.397
753,1,0,1426.911,913.723
754,1,1,1424.659,914.024
755,0,0,1417.791,911.096
756,1,1,1413.126,908.283
757,1,1,1420.560,911.428
758,1,1,1414.314,909.255
759,1,1,1491.545,915.594
760,1,1,1424.770,911.557
761,1,1,1420.006,908.394
762,1,1,1423.772,915.477
763,1,1,1418.467,913.200
764,1,1,1417.649,912.320
765,1,1,1461.132,913.760
766,1,1,1430.690,910.289
767,1,1,1425.791,914.646
768,1,1,1420.738,912.794
769,0,0,1415.944,913.114
770,1,1,1413.902,909.231
771,1,1,1419.114,912.154
772,1,1,1475.089,914.228
773,1,0,1428.634,913.994
774,1,0,1423.182,912.197
775,1,1,1422.172,915.311
776,1,1,1416.216,908.664
777,1,1,1413.366,908.616
778,0,0,1413.046,909.711
779,0,0,1440.701,921.877
780,1,1,1431.643,913.391
781,1,1,1417.132,909.416
782,1,1,1418.517,910.301
783,1,1,1418.197,912.911
784,1,1,1413.588,909.754
785,1,1,1417.797,908.474
786,0,0,1428.320,913.723
787,0,0,1424.099,911.145
788,1,0,1420.302,912.172
789,1,1,1416.492,910.062
790,0,1,1418.068,910.370
791,1,1,1411.606,906.406
792,1,1,1415.913,910.782
793,1,1,1425.779,911.471
794,1,1,1423.655,914.972
795,0,0,1413.539,909.526
796,1,1,1425.305,915.649
797,1,1,1420.967,910.160
798,1,1,1415.225,907.963
799,1,1,1416.290,910.911
800,0,0,1437.883,917.138
801,0,0,1423.360,910.227
802,1,1,1422.751,915.274
803,1,1,1420.541,911.126
804,0,0,1419.353,911.705
805,1,1,1425.255,915.883
806,1,1,1418.394,917.077
807,0,0,1439.576,917.188
808,1,1,1428.751,914.572
809,0,0,1420.973,910.948
810,1,1,1416.449,911.704
811,1,1,1415.908,909.348
812,1,1,1421.243,913.717
813,1,1,1415.944,910.997
814,1,1,1433.336,914.708
815,1,1,1429.280,916.327
816,1,1,1418.258,911.255
817,1,1,1417.378,915.588
818,1,1,1418.751,913.815
819,1,1,1417.871,912.911
820,1,1,1417.058,912.117
821,1,1,1436.326,921.821
822,1,1,1423.883,911.003
823,0,0,1422.936,912.080
824,1,1,1413.397,910.505
825,1,1,1419.200,912.664
826,1,1,1417.464,910.806
827,1,1,1412.228,908.326
828,1,1,1470.659,913.803
829,1,1,1424.671,911.625
830,1,1,1417.021,910.130
831,1,1,1425.612,914.861
832,1,1,1419.114,911.255
833,1,1,1422.806,915.686
834,1,1,1449.335,910.633
835,1,1,1489.471,923.754
836,1,1,1430.893,911.028
837,1,1,1426.535,913.133
838,1,1,1422.665,914.825
839,1,1,1416.628,908.800
840,1,1,1413.514,910.966
841,1,1,1490.923,912.548
842,1,1,1442.382,919.077
843,1,1,1423.816,912.468
844,1,1,1425.594,911.570
845,1,1,1421.465,912.591
846,1,1,1418.769,912.745
847,1,1,1410.776,907.661
848,1,1,1434.301,912.572
849,0,0,1425.914,912.418
850,1,1,1417.034,912.098
851,1,1,1417.477,911.070
852,1,1,1418.893,912.130
853,1,1,1417.760,910.671
854,1,1,1417.932,910.461
855,1,1,1436.129,914.289
856,1,1,1423.471,915.255
857,1,1,1424.874,914.068
858,1,1,1416.135,908.935
859,0,1,1417.575,910.049
860,0,0,1417.268,913.323
861,0,0,1417.243,911.766
862,1,1,1430.695,914.818
863,1,1,1429.834,916.216
864,1,1,1421.262,913.120
865,1,1,1422.443,911.742
866,1,1,1419.292,912.960
867,1,1,1417.827,911.477
868,1,1,1424.461,913.643
869,1,1,1423.193,909.656
870,1,1,1430.320,916.345
871,1,1,1422.855,912.117
872,1,1,1415.015,907.625
873,1,1,1416.819,911.274
874,1,1,1417.520,912.622
875,1,1,1417.065,911.852
876,0,0,1436.468,919.705
877,1,1,1430.185,913.643
878,1,1,1421.643,913.286
879,0,0,1420.382,912.732
880,1,1,1417.907,908.646
881,1,1,1416.461,910.701
882,1,1,1416.265,909.631
883,0,0,1441.613,916.775
884,1,1,1429.015,911.933
885,1,1,1426.720,914.277
886,1,1,1426.123,919.736
887,1,0,1420.904,913.021
888,1,1,1418.978,912.006
889,1,1,1418.948,911.083
890,1,1,1468.701,912.966
891,0,0,1423.939,912.228
892,1,1,1419.034,909.286
893,1,0,1421.132,915.249
894,1,0,1418.228,907.939
895,1,1,1415.083,909.619
896,1,1,1412.369,906.738
897,1,1,1472.517,914.634
898,0,1,1420.080,912.105
899,1,1,1416.110,909.292
900,1,1,1417.077,909.865
901,1,1,1414.621,909.840
902,1,1,1413.317,910.775
903,1,1,1465.428,914.264
904,1,1,1431.040,913.822
905,1,1,1421.219,911.114
906,1,1,1413.619,909.803
907,0,0,1416.726,911.963
908,0,0,1412.387,906.234
909,1,1,1414.548,911.022
910,1,1,1462.960,914.111
911,1,1,1426.671,911.809
912,1,1,1419.908,913.729
913,1,1,1417.576,911.637
914,1,0,1420.548,915.292
915,1,1,1419.096,915.206
916,1,1,1417.144,908.246
917,1,1,1438.031,918.381
918,1,1,1427.939,917.077
919,1,1,1420.677,909.403
920,1,0,1415.625,910.597
921,1,1,1419.544,912.413
922,1,1,1414.431,906.942
923,1,1,1415.662,910.572
924,1,1,1429.927,912.609
925,1,1,1431.459,917.920
926,1,1,1422.714,914.068
927,1,1,1411.779,906.523
928,1,1,1412.493,906.541
