index,label,prediction,e2e_us,kernel_us
132,1,1,26813.932,972.099
133,1,1,27247.311,974.000
134,0,0,27537.083,974.597
135,1,1,26915.932,970.954
136,1,1,26641.778,970.185
137,1,1,22785.785,978.307
138,0,0,27049.767,972.542
139,1,1,24153.292,978.474
140,0,0,27379.563,975.957
141,1,1,26710.856,976.320
142,1,1,22955.249,986.695
143,1,1,24489.803,974.080
144,1,1,19735.231,972.689
145,1,1,26438.739,974.326
146,1,1,26807.286,979.840
147,1,1,26744.129,976.024
148,1,1,22768.788,976.646
149,1,1,22899.421,976.689
150,1,1,27002.388,977.415
151,1,1,26845.397,985.846
152,1,1,24930.387,974.289
153,1,1,23119.594,990.566
154,1,1,24258.172,974.123
155,1,1,23049.667,987.773
156,1,1,27464.726,975.747
157,1,1,26653.889,972.067
158,0,0,27234.862,972.935
159,1,1,23879.723,977.834
160,1,1,24492.215,974.098
161,1,1,25901.058,970.369
162,1,1,22991.896,973.680
163,1,1,23101.779,972.104
164,0,0,27523.581,977.846
165,0,0,26767.612,978.615
166,1,1,23203.151,978.185
167,0,0,28366.142,973.403
168,1,1,26917.846,976.326
169,0,0,27024.954,976.991
170,0,1,26670.314,972.664
171,1,1,24559.133,979.760
172,1,1,23080.375,972.425
173,1,1,22992.345,976.215
174,1,1,23727.963,978.640
175,1,1,22840.548,973.102
176,0,0,27544.542,973.933
177,1,1,23022.566,977.022
178,1,1,24260.726,978.776
179,1,1,26957.594,972.221
180,1,1,25783.538,978.622
181,1,1,25890.222,972.547
182,1,1,23045.501,1097.606
183,1,1,23100.142,984.314
184,1,1,22838.856,982.259
185,1,1,23723.489,973.563
186,1,1,26692.394,979.513
187,0,1,26725.126,973.760
188,1,1,22784.357,987.157
189,1,1,26918.049,983.766
190,0,0,27589.255,982.462
191,1,1,24058.523,985.064
192,1,1,25846.997,982.646
193,1,1,24124.148,985.286
194,1,1,23911.157,983.175
195,1,1,23085.889,986.357
196,0,0,27419.280,973.895
197,1,1,23150.886,985.194
198,1,1,23228.221,982.800
199,1,1,27343.495,983.871
200,0,0,27656.314,968.369
201,1,1,23775.575,988.825
202,1,1,26804.658,982.043
203,1,1,27086.702,984.566
204,1,1,22940.246,987.028
205,1,1,24667.563,975.298
206,1,1,24410.333,986.825
207,1,1,24189.538,984.000
208,1,1,27503.822,980.566
209,0,0,27642.443,983.280
210,1,1,26586.782,978.153
211,1,1,26790.117,981.760
212,1,1,24446.431,985.286
213,0,0,27307.791,985.034
214,1,1,24511.015,983.594
215,0,0,26732.769,982.720
216,1,1,26981.427,984.609
217,1,1,22635.249,983.397
218,0,0,24019.551,986.037
219,1,1,26728.024,986.314
220,1,1,23374.425,985.982
221,1,1,24526.935,981.520
222,1,1,23082.209,980.123
223,1,1,22995.453,984.418
224,0,0,26877.372,985.311
225,1,1,24543.754,985.145
226,0,0,27349.950,984.468
227,1,1,26460.203,972.597
228,1,1,23078.542,985.224
229,1,1,23808.345,983.483
230,1,1,26773.298,983.484
231,1,1,22912.105,983.230
232,1,1,22931.760,984.320
233,1,1,23112.424,986.911
234,1,0,26507.563,982.019
235,1,1,26758.966,982.197
236,1,1,27594.960,982.338
237,1,1,25980.203,982.609
238,1,1,23135.096,972.615
239,1,1,26554.991,982.837
240,1,1,24118.566,1004.123
241,1,1,31183.865,987.987
242,1,1,41990.043,994.960
243,1,1,23080.221,983.447
244,1,1,24395.077,983.816
245,1,1,26924.819,971.083
246,1,1,22831.710,980.178
247,0,0,27007.797,989.606
248,1,1,20749.957,975.144
249,1,1,22928.917,970.979
250,1,1,25054.708,985.409
251,1,1,22981.502,971.698
252,1,1,23151.593,970.855
253,1,1,26970.849,983.219
254,1,1,24956.345,971.846
255,1,1,24387.705,984.486
256,1,1,25285.138,987.557
257,1,1,26755.101,968.830
258,1,1,22983.710,984.024
259,0,0,27688.418,981.243
260,0,0,27369.384,984.929
261,1,1,26680.910,978.738
262,1,1,23463.108,979.557
263,1,1,22983.821,986.412
264,1,1,23047.046,971.169
265,1,1,23200.394,981.742
266,1,1,26841.243,973.655
267,1,1,23103.495,980.006
268,1,1,24033.009,984.111
269,1,1,23113.791,979.286
270,1,1,23244.627,983.705
271,1,1,28153.803,981.120
272,1,1,22965.366,984.006
273,1,1,24703.507,984.714
274,1,1,26794.419,985.938
275,0,0,27739.772,983.717
276,1,1,26902.830,979.779
277,1,1,26918.591,985.458
278,0,0,27657.539,982.351
279,1,1,20711.926,982.289
280,1,0,32374.443,994.295
281,1,1,32280.314,982.714
282,1,1,26576.314,998.344
283,1,1,26073.280,977.329
284,1,1,24558.061,979.833
285,1,1,27592.222,993.095
286,1,1,28754.400,995.606
287,1,1,25473.754,997.163
288,0,0,34374.726,980.135
289,1,1,23471.305,982.640
290,1,1,22708.720,979.009
291,1,1,20176.979,975.766
292,1,1,23310.252,978.813
293,1,1,26381.957,973.292
294,1,1,22669.138,969.613
295,1,1,22760.006,968.431
296,1,1,22617.612,969.427
297,1,1,22422.505,984.935
298,1,1,22519.723,981.791
299,0,0,27362.067,973.132
300,1,1,26409.261,981.015
301,1,1,24211.859,970.142
302,1,1,22369.243,968.376
303,1,1,22677.680,979.729
304,1,1,21820.283,971.286
305,1,1,24509.982,981.821
306,1,1,23433.723,968.320
307,1,1,23901.409,1092.978
308,1,1,22604.535,969.120
309,1,1,22679.914,969.711
310,1,0,27079.970,976.886
311,1,1,22612.972,982.591
312,1,1,22632.750,983.976
313,1,1,22660.665,984.517
314,1,1,22718.147,980.333
315,1,1,22827.219,982.339
316,1,1,26499.544,968.326
317,1,0,25627.717,971.533
318,1,1,23638.714,969.415
319,0,0,26200.874,970.468
320,1,1,24018.086,978.788
321,1,1,24044.542,968.055
322,1,1,25112.954,969.680
323,1,1,27141.083,976.665
324,1,1,23280.363,979.421
325,1,1,26276.073,983.219
326,1,1,26396.184,982.849
327,1,1,23474.499,968.572
328,1,1,26615.673,968.474
329,1,1,32752.381,968.012
330,1,1,26655.759,967.495
331,1,1,22665.416,966.012
332,1,1,26612.345,980.376
333,0,0,27172.800,982.979
334,1,1,26011.194,968.738
335,1,1,26360.868,981.440
336,1,1,22669.649,971.194
337,0,1,26448.893,969.268
338,1,1,23334.942,982.074
339,1,1,26538.905,968.289
340,1,1,20404.018,970.216
341,1,1,26701.175,982.388
342,1,1,26358.289,983.391
343,1,1,22485.889,981.404
344,1,1,26524.067,972.960
345,1,1,26522.338,969.569
346,1,1,22556.031,980.726
347,1,1,26569.305,969.255
348,1,1,26530.781,981.477
349,1,1,23010.794,971.366
350,1,1,23505.207,980.936
351,1,0,26948.621,968.129
352,1,1,23134.074,981.052
353,1,1,26676.947,983.212
354,1,1,25352.104,980.880
355,0,0,27105.772,965.410
356,1,1,26436.615,982.640
357,1,1,22673.606,970.000
358,1,1,22614.763,980.400
359,1,1,23258.929,968.468
360,1,1,23142.333,981.342
361,1,1,22591.987,982.665
362,1,1,22586.781,981.410
363,1,1,26807.772,969.108
364,0,0,27319.058,976.751
365,1,1,26667.514,1047.459
366,1,1,22740.665,971.274
367,1,1,23212.813,968.308
368,1,1,26440.191,980.954
369,1,1,26272.437,968.216
370,1,1,26575.753,980.831
371,1,1,24070.695,979.126
372,1,1,26807.773,982.806
373,1,1,26298.277,968.536
374,1,1,23913.243,979.766
375,1,1,22433.864,979.028
376,1,1,26375.834,983.588
377,1,1,23376.166,967.981
378,1,1,22691.169,982.596
379,1,1,22622.400,982.203
380,1,1,22839.267,982.818
381,0,0,27291.914,970.837
382,1,1,26596.480,983.366
383,1,1,26295.600,969.767
384,1,1,22487.330,974.098
385,0,0,27036.627,980.739
386,1,1,26470.055,969.058
387,1,1,23434.253,981.692
388,1,1,23202.948,983.347
389,1,1,22728.554,982.221
390,1,1,26505.138,1061.366
391,1,1,26906.775,967.224
392,1,0,26383.809,967.710
393,1,1,24100.228,981.951
394,1,1,22814.689,971.366
395,1,1,26386.609,982.400
396,1,1,22749.495,980.659
397,1,1,20114.012,980.548
398,1,1,24046.381,979.993
399,1,1,22785.175,969.416
400,1,1,26742.529,967.194
401,1,1,26657.926,981.243
402,1,1,23417.865,981.459
403,1,1,23441.618,967.225
404,1,1,25160.135,966.400
405,1,0,26895.280,981.643
406,1,1,24096.172,966.985
407,1,1,22811.902,966.702
408,1,1,22307.433,969.256
409,1,1,22105.754,1090.197
410,1,1,26459.957,967.391
411,1,1,22761.163,984.222
412,1,1,25500.849,969.483
413,0,0,27120.289,967.624
414,1,1,26415.003,983.914
415,1,1,24136.942,983.514
416,1,1,26634.302,980.756
417,1,1,26780.073,966.344
418,0,0,27121.446,969.446
419,1,1,23447.501,983.790
420,0,0,27262.855,969.533
421,1,0,27296.978,971.600
422,1,1,22650.529,971.243
423,1,1,22649.883,979.976
424,0,0,27166.610,969.446
425,1,1,22548.080,966.929
426,1,1,22710.677,979.791
427,1,1,23788.092,969.883
428,1,1,23983.816,968.627
429,1,0,26571.612,979.932
430,1,1,23751.471,967.250
431,1,1,22353.569,983.095
432,1,1,27694.695,980.443
433,1,1,22747.336,968.806
434,1,1,22835.021,969.945
435,1,1,22550.135,969.914
436,0,0,27235.643,973.901
437,1,1,23939.994,970.283
438,0,0,27125.182,972.585
439,1,1,22466.850,981.705
440,1,1,22617.999,1121.803
441,1,0,26935.483,985.163
442,1,1,26814.530,984.972
443,1,1,24325.976,981.766
444,1,1,23789.385,983.268
445,1,1,24000.296,981.385
446,0,0,27509.169,973.723
447,1,1,27003.656,978.843
448,1,1,26776.646,984.837
449,0,0,26816.665,983.766
450,1,1,26073.766,986.990
451,1,1,23153.859,986.277
452,1,1,26844.584,984.738
453,1,1,26579.778,984.942
454,0,0,27527.957,969.600
455,1,1,24429.071,979.095
456,1,1,26737.200,984.025
457,1,1,23740.363,983.834
458,1,1,26665.034,970.283
459,0,1,27021.144,980.824
460,1,1,26848.302,982.031
461,1,1,26784.979,983.594
462,0,0,27622.708,971.822
463,1,1,23037.058,985.846
464,1,1,27332.960,981.163
465,1,1,26751.896,984.708
466,1,1,22691.237,983.188
467,1,1,24255.587,980.406
468,1,1,23833.834,983.317
469,1,1,23178.154,985.569
470,1,1,24369.692,981.963
471,1,1,25382.222,974.049
472,1,1,26716.400,970.590
473,1,1,27167.526,984.215
474,0,1,26850.000,984.701
475,1,1,23231.440,987.729
476,0,1,26677.090,983.422
477,1,1,23053.963,970.511
478,0,0,28206.025,983.163
479,1,1,26393.176,983.987
480,1,1,27348.707,980.861
481,1,1,26843.342,984.578
482,1,1,23057.440,983.256
483,1,1,26273.274,982.658
484,1,1,26696.911,982.535
485,1,0,26827.366,983.649
486,1,1,24571.569,980.566
487,1,1,26997.779,979.914
488,1,0,26654.936,981.803
489,1,1,26800.436,985.243
490,1,1,26755.575,985.969
491,1,1,22970.523,979.914
492,0,0,27584.394,982.184
493,1,1,27159.243,982.904
494,0,0,27558.455,990.086
495,1,1,26685.415,970.092
496,1,1,24204.652,983.163
497,1,1,24179.927,984.825
498,1,1,24673.003,988.856
499,1,1,22975.908,969.366
500,1,1,23626.479,986.068
501,1,1,23324.738,986.086
502,1,1,26728.800,981.526
503,1,1,24465.982,982.886
504,1,1,26919.372,982.449
505,1,1,26757.736,985.336
506,1,1,26774.634,983.157
507,0,0,26767.526,977.310
508,1,1,26802.363,985.735
509,1,1,22497.385,985.760
510,1,1,24458.307,972.099
511,1,1,27532.006,986.296
512,1,0,26769.901,984.468
513,1,1,23077.286,983.877
514,1,1,23067.865,983.994
515,1,1,23026.074,981.090
516,1,1,23083.927,973.496
517,0,0,27332.123,986.117
518,1,1,24683.311,985.015
519,1,1,27663.723,976.080
520,1,1,22994.142,982.332
521,1,1,27084.677,985.150
522,1,1,22940.530,981.273
523,1,1,23045.212,970.387
524,1,1,26652.917,980.849
525,1,1,22752.277,981.944
526,1,1,20457.619,967.317
527,1,1,24518.221,985.464
528,1,1,23028.400,984.049
529,1,1,22921.938,982.197
530,1,1,23015.545,985.865
531,1,1,24403.015,980.892
532,1,1,26902.831,983.305
533,1,1,22709.347,983.003
534,0,0,26965.926,984.215
535,1,1,26603.969,983.508
536,0,0,27078.123,980.689
537,1,1,27002.873,987.704
538,1,1,27347.459,979.151
539,1,1,26106.966,987.607
540,1,1,26636.099,982.357
541,1,1,27002.929,988.301
542,0,0,27284.634,984.886
543,1,1,27075.194,984.855
544,1,0,27401.784,984.357
545,0,0,27465.077,1078.173
546,1,1,22628.536,969.630
547,0,0,23028.855,981.576
548,1,1,22967.310,981.951
549,1,1,23133.262,978.283
550,0,0,27312.474,970.584
551,0,0,27599.465,984.843
552,1,1,24755.114,985.957
553,1,1,27438.400,984.536
554,1,1,23928.418,984.628
555,1,1,23439.237,980.289
556,0,0,26663.428,984.966
557,0,1,27426.553,1104.055
558,1,1,23861.588,984.424
559,1,1,24050.209,985.268
560,1,1,23339.865,985.465
561,1,1,24514.013,982.474
562,1,1,26933.483,987.150
563,1,1,24435.200,985.717
564,1,1,23379.557,983.858
565,1,1,26662.892,986.449
566,1,1,20571.760,981.397
567,0,0,27448.911,970.966
568,1,1,24687.643,987.188
569,0,0,27255.169,979.933
570,1,1,26041.599,986.597
571,0,0,27858.240,978.947
572,1,1,23570.904,985.212
573,0,0,27425.145,983.926
574,0,1,23557.975,984.345
575,1,1,22885.421,981.114
576,1,1,26835.963,987.040
577,1,1,26942.819,981.538
578,0,0,27480.148,986.892
579,1,1,24252.024,982.412
580,0,0,26924.412,984.037
581,1,1,24059.913,972.055
582,1,1,28918.418,968.110
583,1,1,20090.332,970.652
584,1,1,22276.387,983.342
585,1,1,22750.493,969.889
586,0,0,26915.877,981.667
587,1,1,22718.806,973.729
588,1,1,25619.908,983.932
589,1,1,26244.062,985.347
590,1,1,22702.787,966.627
591,1,1,26411.686,971.735
592,0,1,26766.190,970.376
593,1,1,22750.412,982.572
594,1,1,26708.794,967.268
595,1,1,26401.760,967.280
596,1,1,22427.273,979.754
597,0,0,26238.917,966.880
598,1,1,23456.954,968.517
599,1,1,23962.578,981.206
600,1,1,22407.434,969.311
601,1,1,27355.803,971.698
602,1,1,26538.142,980.110
603,1,1,26342.407,968.031
604,1,1,24887.852,981.649
605,1,1,22601.699,984.098
606,1,1,25414.197,970.701
607,1,1,23786.591,967.360
608,0,0,26291.107,965.336
609,1,1,19986.541,982.997
610,1,0,26292.400,972.954
611,1,1,23435.858,982.388
612,1,1,22682.327,977.840
613,1,1,26427.255,968.468
614,1,1,26462.978,981.127
615,0,0,27092.670,974.289
616,1,1,23319.981,967.022
617,1,1,26416.301,980.910
618,1,1,22701.785,968.018
619,1,1,26991.157,1044.154
620,0,0,26200.579,966.984
621,1,1,24291.649,983.403
622,1,1,22694.972,970.387
623,1,1,22628.492,983.243
624,1,1,22581.102,981.895
625,1,1,22498.579,970.406
626,1,1,23209.477,981.760
627,1,0,27098.123,969.348
628,1,1,23394.246,969.108
629,1,1,26599.483,982.443
630,0,0,26663.779,969.237
631,1,1,26328.794,969.754
632,1,1,23899.587,979.452
633,0,0,19803.256,968.209
634,0,1,26177.409,972.948
635,1,1,20028.874,968.172
636,1,1,26526.910,967.711
637,1,1,26075.711,966.640
638,0,0,27187.181,967.711
639,1,1,23414.757,969.834
640,1,1,24911.809,980.751
641,1,1,24015.268,968.320
642,1,1,23589.631,975.021
643,1,1,23265.631,968.449
644,1,1,22467.828,969.612
645,1,1,26469.692,968.787
646,1,1,25699.378,970.652
647,1,1,22902.080,983.716
648,1,1,23457.619,983.440
649,1,1,26416.339,967.655
650,0,0,27092.640,970.947
651,1,1,24191.809,968.104
652,1,1,22699.557,982.160
653,0,0,26541.840,981.957
654,1,1,22347.415,979.243
655,0,0,27075.662,981.354
656,1,1,26439.348,981.114
657,1,1,24246.240,979.705
658,1,1,23262.234,982.345
659,1,1,23464.031,966.480
660,1,1,22479.003,981.926
661,1,1,26114.098,969.539
662,1,1,22784.517,969.833
663,0,1,26065.022,966.363
664,1,1,26480.467,967.914
665,1,1,26494.794,982.505
666,1,1,26261.354,971.052
667,0,0,27061.446,972.597
668,1,1,24086.763,981.785
669,1,1,24126.511,966.049
670,1,1,20018.806,968.117
671,1,1,20285.163,967.342
672,1,1,22425.563,966.314
673,1,0,27038.868,983.299
674,0,0,26273.108,982.105
675,1,1,22514.726,986.013
676,0,0,26872.486,971.520
677,1,1,23499.563,970.314
678,0,0,26318.314,967.951
679,1,1,22793.717,998.548
680,1,0,26439.858,965.366
681,1,1,22513.834,976.456
682,1,1,22922.708,981.526
683,1,1,23515.181,979.483
684,1,1,25461.397,982.363
685,1,1,23209.698,968.370
686,1,1,23039.164,971.311
687,1,1,26388.166,967.797
688,1,1,21801.563,968.148
689,1,1,22569.618,980.425
690,1,1,24054.215,969.557
691,1,1,23175.920,970.985
692,1,1,23940.830,985.317
693,1,1,20326.148,988.320
694,1,1,22742.320,983.988
695,0,0,27157.858,973.169
696,1,1,22440.031,969.600
697,1,1,27294.339,1085.699
698,0,0,26225.902,968.221
699,1,1,23748.055,978.037
700,1,1,20311.293,969.108
701,1,1,24562.633,983.496
702,1,1,23276.732,968.818
703,1,1,22826.265,980.689
704,1,1,22673.101,966.437
705,1,0,26679.268,968.043
706,1,0,26737.926,979.950
707,0,1,43418.290,983.379
708,1,1,23443.520,969.077
709,1,0,27374.960,969.428
710,1,1,24987.249,968.566
711,1,1,23552.086,973.379
712,1,1,26286.597,982.221
713,1,1,26865.249,966.819
714,1,1,23179.668,968.037
715,1,1,25417.059,968.713
716,1,1,26360.868,966.930
717,1,0,26555.311,966.498
718,1,1,26095.933,972.523
719,1,1,26233.883,969.311
720,1,1,26873.403,967.218
721,1,1,23848.160,984.382
722,0,0,26976.400,967.391
723,1,1,22838.382,981.908
724,1,1,20330.375,983.545
725,1,1,20229.963,980.579
726,1,1,20029.200,984.443
727,1,1,23251.827,981.151
728,1,1,26545.564,969.963
729,1,0,26759.311,968.800
730,1,1,26280.960,965.391
731,1,1,24052.313,967.009
732,1,1,22731.945,973.618
733,1,1,26467.151,971.680
734,1,1,24427.963,1104.948
735,1,0,27046.000,982.689
736,1,1,22643.680,985.833
737,1,1,26373.009,971.102
738,1,1,23997.348,970.425
739,1,1,22254.923,965.317
740,1,1,26734.807,985.021
741,1,1,26301.772,969.465
742,1,1,23308.172,968.240
743,1,1,24036.265,967.114
744,1,1,25467.975,993.735
745,1,1,23402.941,968.240
746,1,1,23422.332,980.234
747,1,1,23238.222,971.932
748,1,1,20206.627,978.123
749,0,0,26871.550,969.101
750,1,1,27103.268,968.215
751,1,1,26664.462,971.250
752,0,1,23130.585,970.289
753,1,0,27496.277,984.363
754,1,1,24271.495,975.803
755,0,0,27543.785,978.782
756,1,1,23000.369,983.483
757,1,1,22955.618,987.127
758,1,1,22681.526,983.871
759,1,1,26634.092,985.422
760,1,1,23178.247,978.153
761,1,1,27001.397,988.406
762,1,1,25077.717,1001.729
763,1,1,25116.683,1128.258
764,1,1,26863.465,983.237
765,1,1,26595.778,983.329
766,1,1,26422.812,974.960
767,1,1,23478.923,967.145
768,1,1,22659.200,966.763
769,0,0,26600.320,972.129
770,1,1,25953.452,980.302
771,1,1,26338.333,982.523
772,1,1,23255.305,985.914
773,1,0,22908.172,982.123
774,1,0,26930.621,967.668
775,1,1,22437.668,973.692
776,1,1,22521.877,983.366
777,1,1,22553.963,968.265
778,0,0,27358.394,980.683
779,0,0,27249.046,984.781
780,1,1,22710.942,980.892
781,1,1,26309.237,982.172
782,1,1,22712.375,967.846
783,1,1,26629.145,981.859
784,1,1,27464.117,969.593
785,1,1,26416.301,966.148
786,0,0,27041.569,983.083
787,0,0,27046.787,983.951
788,1,0,26255.101,968.031
789,1,1,26720.142,1083.329
790,0,1,26926.751,968.714
791,1,1,26585.736,981.951
792,1,1,23456.511,968.431
793,1,1,24428.474,982.363
794,1,1,26067.409,967.427
795,0,0,26395.600,981.791
796,1,1,26550.726,970.369
797,1,1,24855.667,1001.213
798,1,1,28709.003,991.170
799,1,1,23771.834,967.520
800,0,0,27281.693,975.225
801,0,0,37774.221,1011.680
802,1,1,28838.867,985.673
803,1,1,27886.437,994.554
804,0,0,36726.646,1014.874
805,1,1,32389.292,997.821
806,1,1,26741.348,986.135
807,0,0,26944.775,984.640
808,1,1,22765.667,980.043
809,0,0,26986.713,970.363
810,1,1,26994.535,973.089
811,1,1,26712.338,984.277
812,1,1,23964.972,982.252
813,1,1,24113.526,983.070
814,1,1,23012.228,984.892
815,1,1,24293.114,979.477
816,1,1,23785.120,981.465
817,1,1,23875.982,987.403
818,1,1,20883.298,969.619
819,1,1,23155.526,985.594
820,1,1,24446.074,1072.905
821,1,1,22872.923,978.344
822,1,1,19985.717,982.542
823,0,0,26734.597,984.812
824,1,1,24436.141,971.699
825,1,1,22962.419,984.148
826,1,1,22996.676,976.775
827,1,1,26789.932,987.680
828,1,1,24015.053,987.957
829,1,1,23147.612,969.360
830,1,1,20276.449,982.209
831,1,1,25510.775,973.951
832,1,1,26610.092,984.019
833,1,1,23189.335,980.652
834,1,1,27356.862,982.893
835,1,1,26881.828,985.809
836,1,1,22689.803,983.680
837,1,1,26719.772,985.095
838,1,1,23187.772,982.997
839,1,1,22959.779,971.661
840,1,1,22985.748,982.763
841,1,1,22940.086,985.305
842,1,1,25018.259,984.295
843,1,1,26736.135,981.846
844,1,1,24334.050,983.674
845,1,1,26601.182,982.942
846,1,1,22931.865,986.111
847,1,1,23068.745,982.640
848,1,1,23734.591,982.301
849,0,0,27641.372,975.520
850,1,1,23600.665,977.243
851,1,1,26982.135,984.978
852,1,1,24614.979,984.708
853,1,1,25739.034,969.071
854,1,1,26709.877,982.308
855,1,1,22866.793,981.132
856,1,1,26731.305,982.498
857,1,1,20501.059,983.342
858,1,1,26332.462,983.883
859,0,1,27297.354,982.591
860,0,0,25441.225,984.246
861,0,0,27839.218,986.640
862,1,1,22715.520,981.686
863,1,1,23953.735,971.378
864,1,1,44084.825,1015.667
865,1,1,23283.674,983.963
866,1,1,23115.280,985.754
867,1,1,23243.249,982.836
868,1,1,24003.181,972.707
869,1,1,24158.947,984.437
870,1,1,24320.271,982.517
871,1,1,26960.031,986.147
872,1,1,27425.286,986.215
873,1,1,23124.554,972.978
874,1,1,24362.609,984.443
875,1,1,24112.861,984.990
876,0,0,26580.911,969.797
877,1,1,27139.674,982.363
878,1,1,22874.646,984.210
879,0,0,27698.264,980.554
880,1,1,26775.483,984.044
881,1,1,23137.470,983.803
882,1,1,22787.243,970.793
883,0,0,28489.003,982.295
884,1,1,23247.009,990.480
885,1,1,26005.293,982.486
886,1,1,23974.960,990.265
887,1,0,25829.859,987.587
888,1,1,23256.290,976.024
889,1,1,23120.665,982.867
890,1,1,23215.816,985.428
891,0,0,27025.754,973.538
892,1,1,24526.812,973.551
893,1,0,27426.012,984.824
894,1,0,26874.012,983.354
895,1,1,23439.741,973.834
896,1,1,23203.341,980.246
897,1,1,23031.864,982.788
898,0,1,26672.025,985.686
899,1,1,26881.975,982.554
900,1,1,26874.671,982.905
901,1,1,24493.169,983.286
902,1,1,23901.791,985.662
903,1,1,23028.941,986.074
904,1,1,22935.680,986.707
905,1,1,24311.089,982.714
906,1,1,23037.236,969.410
907,0,0,27628.948,986.874
908,0,0,26869.403,1094.948
909,1,1,23849.335,985.274
910,1,1,27099.212,991.778
911,1,1,26741.040,978.770
912,1,1,23122.154,989.298
913,1,1,23138.610,983.926
914,1,0,26952.092,986.825
915,1,1,24004.713,970.480
916,1,1,22913.809,981.920
917,1,1,20490.338,985.280
918,1,1,26895.040,984.302
919,1,1,23046.658,984.535
920,1,1,25979.409,983.717
921,1,1,23944.868,985.815
922,1,1,26529.908,985.772
923,1,1,27454.357,983.274
924,1,1,22681.809,984.222
925,1,1,26924.104,982.019
926,1,1,22864.055,984.098
927,1,1,27380.437,985.034
928,1,1,22709.767,980.554
