index,label,pass,prediction,buffer_write,cache_flush,register_setup,fpga_kernel,output_readback,decoder_classifier,patch_embedding,weight_transfer,total_us
29,1,1,1,65.1320,167.1080,0.0000,955.0210,196.2650,135.8650,0.0000,0.0000,1519.3910
30,1,1,1,62.5170,167.5760,0.0000,942.8430,193.2920,136.6640,0.0000,0.0000,1502.8920
31,1,1,1,63.3600,167.9080,0.0000,946.2830,193.9140,137.6680,0.0000,0.0000,1509.1330
32,1,1,1,61.3540,165.8460,0.0000,948.2830,195.4400,135.5510,0.0000,0.0000,1506.4740
33,1,1,1,116.1480,176.5730,0.0000,955.3410,200.0800,140.4860,0.0000,0.0000,1588.6280
34,0,1,0,64.4130,167.2300,0.0000,951.2060,194.1720,138.2100,0.0000,0.0000,1515.2310
35,1,1,1,62.6150,167.3290,0.0000,954.2090,194.7260,136.2950,0.0000,0.0000,1515.1740
36,0,1,0,62.8430,166.6590,0.0000,947.4830,194.0060,135.7040,0.0000,0.0000,1506.6950
37,1,1,1,63.0520,166.9730,0.0000,951.4590,194.9470,137.0890,0.0000,0.0000,1513.5200
38,1,1,1,63.3850,166.3380,0.0000,951.8890,194.4610,136.3630,0.0000,0.0000,1512.4360
39,1,1,1,62.3330,165.8160,0.0000,953.6430,201.3720,138.8860,0.0000,0.0000,1522.0500
40,0,1,0,63.7170,167.7470,0.0000,947.4950,195.6430,138.3880,0.0000,0.0000,1512.9900
41,1,1,1,64.5290,165.8270,0.0000,948.8740,196.0310,134.9350,0.0000,0.0000,1510.1960
42,1,1,1,63.6370,166.3390,0.0000,947.5450,192.9850,136.3750,0.0000,0.0000,1506.8810
43,0,1,0,61.2620,167.7900,0.0000,950.0250,195.0580,135.1700,0.0000,0.0000,1509.3050
44,1,1,1,62.3940,167.0890,0.0000,949.6430,193.7170,134.8560,0.0000,0.0000,1507.6990
45,1,1,1,63.3420,166.5290,0.0000,958.2950,206.3570,138.5350,0.0000,0.0000,1533.0580
46,1,1,1,61.7720,171.7970,0.0000,949.6920,195.8030,136.7690,0.0000,0.0000,1515.8330
47,1,1,1,62.5600,166.0800,0.0000,949.2800,197.1140,136.8680,0.0000,0.0000,1511.9020
48,1,1,1,61.8700,166.7760,0.0000,952.0370,195.5750,135.9140,0.0000,0.0000,1512.1720
49,1,1,1,62.2520,166.6460,0.0000,948.7750,195.8470,137.6250,0.0000,0.0000,1511.1450
50,1,1,1,63.0090,166.9970,0.0000,949.7720,193.3350,135.8590,0.0000,0.0000,1508.9720
51,1,1,1,61.2550,167.6120,0.0000,956.2960,204.7380,139.3970,0.0000,0.0000,1529.2980
52,1,1,1,63.0520,168.0430,0.0000,956.9910,198.3140,137.9200,0.0000,0.0000,1524.3200
53,1,1,1,64.0680,166.8670,0.0000,949.4280,195.9010,137.2920,0.0000,0.0000,1513.5560
54,1,1,1,62.1110,167.2930,0.0000,943.2610,194.8300,138.2030,0.0000,0.0000,1505.6980
55,1,1,1,63.4770,167.6560,0.0000,947.5750,193.4210,138.0490,0.0000,0.0000,1510.1780
56,1,1,1,61.6060,166.2400,0.0000,950.7760,195.8340,137.1810,0.0000,0.0000,1511.6370
57,0,1,0,63.1010,166.6520,0.0000,969.8950,208.1900,140.5170,0.0000,0.0000,1548.3550
58,1,1,1,66.2460,170.1240,0.0000,949.5010,197.1070,137.5440,0.0000,0.0000,1520.5220
59,1,1,1,64.3330,169.6310,0.0000,948.4060,197.2370,135.3720,0.0000,0.0000,1514.9790
60,1,1,1,62.5420,167.2860,0.0000,949.1630,194.6650,138.0620,0.0000,0.0000,1511.7180
61,0,1,0,61.0220,165.9570,0.0000,949.1570,195.4520,138.0610,0.0000,0.0000,1509.6490
62,1,1,1,62.4930,166.8920,0.0000,949.3660,193.3540,136.8990,0.0000,0.0000,1509.0040
63,0,1,0,63.3540,166.3200,0.0000,951.0700,232.1910,142.8120,0.0000,0.0000,1555.7470
64,1,1,1,64.3690,170.2640,0.0000,954.5410,197.7170,137.8580,0.0000,0.0000,1524.7490
65,0,1,0,61.9940,167.4210,0.0000,951.5760,194.4120,135.7360,0.0000,0.0000,1511.1390
66,1,1,1,62.4500,166.9850,0.0000,949.0400,192.7080,138.8120,0.0000,0.0000,1509.9950
67,0,1,0,64.2160,165.4770,0.0000,952.8240,195.3290,134.7630,0.0000,0.0000,1512.6090
68,1,1,1,62.1480,165.2490,0.0000,950.4430,194.5910,136.9420,0.0000,0.0000,1509.3730
69,1,1,1,61.4590,164.8860,0.0000,946.5910,194.0920,135.5380,0.0000,0.0000,1502.5660
70,1,1,1,61.6800,205.2980,0.0000,947.1320,197.4770,138.1110,0.0000,0.0000,1549.6980
71,1,1,1,63.6680,167.7540,0.0000,945.3480,193.1820,137.2130,0.0000,0.0000,1507.1650
72,1,1,1,63.2060,165.5380,0.0000,947.4400,195.3290,136.6220,0.0000,0.0000,1508.1350
73,1,1,0,61.7410,166.6890,0.0000,950.6150,194.1600,136.2460,0.0000,0.0000,1509.4510
74,1,1,1,61.5320,165.1140,0.0000,943.9270,193.3410,135.8700,0.0000,0.0000,1499.7840
75,1,1,1,62.7140,167.0210,0.0000,960.3320,194.3140,138.8800,0.0000,0.0000,1523.2610
76,0,1,0,62.0610,165.8950,0.0000,952.0370,224.9600,147.9020,0.0000,0.0000,1552.8550
77,1,1,1,64.5410,173.3110,0.0000,952.4370,198.9230,142.6460,0.0000,0.0000,1531.8580
78,1,1,1,63.5260,170.1540,0.0000,948.8670,196.9290,139.7040,0.0000,0.0000,1519.1800
79,1,1,1,64.3140,167.2250,0.0000,950.4670,196.7200,137.6860,0.0000,0.0000,1516.4120
80,0,1,0,63.7730,168.1230,0.0000,944.2210,195.6490,137.9820,0.0000,0.0000,1509.7480
81,0,1,0,62.6580,167.3910,0.0000,950.7020,196.8860,136.5420,0.0000,0.0000,1514.1790
82,1,1,1,63.0520,166.9420,0.0000,954.6460,203.3530,140.7820,0.0000,0.0000,1528.7750
83,1,1,1,64.9540,169.2300,0.0000,955.4270,198.4370,139.6860,0.0000,0.0000,1527.7340
84,1,1,1,64.3570,169.0710,0.0000,950.1410,195.7040,136.3630,0.0000,0.0000,1515.6360
85,1,1,1,63.0460,166.9910,0.0000,951.6000,192.7750,139.2920,0.0000,0.0000,1513.7040
86,0,1,1,60.9780,167.4280,0.0000,947.9020,195.2740,137.2430,0.0000,0.0000,1508.8250
87,1,1,1,63.6680,166.9780,0.0000,950.1170,195.7420,138.4620,0.0000,0.0000,1514.9670
88,1,1,0,63.0650,164.7010,0.0000,953.7840,203.3910,139.2610,0.0000,0.0000,1524.2020
89,1,1,1,61.9700,169.4580,0.0000,954.5960,195.6920,137.6740,0.0000,0.0000,1519.3900
90,1,1,1,62.3020,167.0280,0.0000,953.4030,193.4760,137.0520,0.0000,0.0000,1513.2610
91,1,1,0,63.6000,169.1870,0.0000,945.3600,195.0520,137.9750,0.0000,0.0000,1511.1740
92,1,1,1,65.0960,167.3230,0.0000,960.7940,194.5230,137.0770,0.0000,0.0000,1524.8130
93,1,1,1,62.4860,165.9140,0.0000,949.0710,195.9200,135.1880,0.0000,0.0000,1508.5790
94,1,1,1,63.1390,166.3320,0.0000,1013.0770,221.5510,147.8900,0.0000,0.0000,1611.9890
95,1,1,1,67.1510,173.8710,0.0000,953.2980,199.4710,141.5440,0.0000,0.0000,1535.3350
96,1,1,1,64.5480,167.4400,0.0000,947.1880,195.1700,138.4730,0.0000,0.0000,1512.8190
97,1,1,1,63.8580,168.5910,0.0000,945.7840,194.9910,136.6710,0.0000,0.0000,1509.8950
98,1,1,1,62.2340,168.1170,0.0000,951.3850,196.4180,136.7260,0.0000,0.0000,1514.8800
99,1,1,1,63.6130,167.0280,0.0000,949.5630,194.2090,137.7110,0.0000,0.0000,1512.1240
100,1,1,1,62.2890,167.0040,0.0000,951.4830,235.6120,142.1780,0.0000,0.0000,1558.5660
101,1,1,1,62.8430,170.7630,0.0000,946.8920,198.3510,137.9930,0.0000,0.0000,1516.8420
102,1,1,1,62.3940,167.6860,0.0000,951.9450,196.6330,137.0650,0.0000,0.0000,1515.7230
103,1,1,1,62.6090,165.2980,0.0000,949.7480,196.4980,138.2150,0.0000,0.0000,1512.3680
104,1,1,0,62.5600,167.8890,0.0000,945.7410,196.7070,136.0930,0.0000,0.0000,1508.9900
105,1,1,1,63.0830,167.4830,0.0000,949.3040,196.0560,135.3420,0.0000,0.0000,1511.2680
106,1,1,0,61.3910,167.2060,0.0000,952.8990,195.9750,135.0520,0.0000,0.0000,1512.5230
107,1,1,0,104.5970,174.5970,0.0000,953.8890,199.4580,140.8300,0.0000,0.0000,1573.3710
108,1,1,1,66.8610,167.3480,0.0000,950.0490,194.7880,137.4150,0.0000,0.0000,1516.4610
109,1,1,1,63.2000,165.9940,0.0000,953.2560,195.2620,137.0150,0.0000,0.0000,1514.7270
110,0,1,0,63.0030,168.8370,0.0000,945.0640,192.0990,136.2710,0.0000,0.0000,1505.2740
111,1,1,1,62.4370,164.6770,0.0000,945.1260,192.9850,137.4830,0.0000,0.0000,1502.7080
112,1,1,1,61.9750,165.8710,0.0000,944.3070,196.2710,135.2740,0.0000,0.0000,1503.6980
113,1,1,1,62.0370,165.0400,0.0000,958.8000,202.7750,140.6770,0.0000,0.0000,1529.3290
114,1,1,1,64.3760,169.3170,0.0000,950.6090,196.3200,138.8860,0.0000,0.0000,1519.5080
115,1,1,1,63.0760,167.0220,0.0000,950.7330,194.7880,137.5130,0.0000,0.0000,1513.1320
116,1,1,1,64.5850,166.8740,0.0000,946.3870,195.3660,148.0190,0.0000,0.0000,1521.2310
117,0,1,0,82.8430,208.1100,0.0000,962.7140,220.6890,153.6990,0.0000,0.0000,1628.0550
118,1,1,1,68.1970,181.6680,0.0000,954.5110,204.1790,140.3140,0.0000,0.0000,1548.8690
119,1,1,1,62.4060,170.3200,0.0000,946.2160,207.7720,141.7410,0.0000,0.0000,1528.4550
120,1,1,1,64.7510,171.2610,0.0000,950.0860,199.0030,138.6150,0.0000,0.0000,1523.7160
121,1,1,1,63.1320,166.4930,0.0000,945.8530,196.5350,138.7140,0.0000,0.0000,1510.7270
122,1,1,1,62.2280,166.7810,0.0000,948.9910,194.8190,137.9570,0.0000,0.0000,1510.7760
123,1,1,1,61.6980,167.5020,0.0000,959.2610,194.4430,137.8640,0.0000,0.0000,1520.7680
124,0,1,0,64.2590,166.5850,0.0000,954.2640,194.2590,136.3010,0.0000,0.0000,1515.6680
125,1,1,1,62.8980,166.1790,0.0000,949.8520,206.3760,140.6830,0.0000,0.0000,1525.9880
126,1,1,1,64.5170,169.6980,0.0000,956.6590,197.6550,139.3730,0.0000,0.0000,1527.9020
127,1,1,1,62.8800,168.7260,0.0000,949.6930,196.1660,138.4610,0.0000,0.0000,1515.9260
128,1,1,1,62.6460,165.0520,0.0000,947.1820,192.5780,137.5880,0.0000,0.0000,1505.0460
129,0,1,1,63.6680,165.3530,0.0000,950.8620,194.1350,136.0800,0.0000,0.0000,1510.0980
130,0,1,0,62.5910,167.8090,0.0000,945.9690,195.3420,137.9940,0.0000,0.0000,1509.7050
131,1,1,1,62.9290,166.1480,0.0000,959.5630,206.1850,141.3600,0.0000,0.0000,1536.1850
132,1,1,1,65.6870,168.7080,0.0000,946.4730,196.9110,137.4340,0.0000,0.0000,1515.2130
133,1,1,1,62.1170,166.1840,0.0000,946.2770,195.6920,137.1940,0.0000,0.0000,1507.4640
134,0,1,0,61.8580,167.9140,0.0000,949.4520,195.6250,136.1050,0.0000,0.0000,1510.9540
135,1,1,1,62.3390,166.4800,0.0000,947.7910,194.0920,136.6890,0.0000,0.0000,1507.3910
136,1,1,1,61.2060,164.2280,0.0000,958.6710,194.9300,137.0150,0.0000,0.0000,1516.0500
137,1,1,1,61.6070,166.3690,0.0000,949.6740,248.5530,143.9630,0.0000,0.0000,1570.1660
138,0,1,0,62.8490,173.8770,0.0000,946.8250,198.2830,138.6650,0.0000,0.0000,1520.4990
139,1,1,1,63.6920,166.5790,0.0000,950.6580,196.0800,138.3700,0.0000,0.0000,1515.3790
140,0,1,0,64.1360,166.7380,0.0000,950.0800,193.5070,137.1080,0.0000,0.0000,1511.5690
141,1,1,1,62.3630,165.6800,0.0000,949.6670,194.2340,135.9380,0.0000,0.0000,1507.8820
142,1,1,1,62.2580,166.8680,0.0000,951.2060,196.6400,137.4770,0.0000,0.0000,1514.4490
143,1,1,1,63.4520,166.0250,0.0000,947.8650,193.0460,136.8860,0.0000,0.0000,1507.2740
144,1,1,1,67.5080,172.0000,0.0000,948.8610,195.4580,139.8890,0.0000,0.0000,1523.7160
145,1,1,1,61.8340,168.5780,0.0000,958.5730,194.9540,134.5790,0.0000,0.0000,1518.5180
146,1,1,1,61.9260,168.9360,0.0000,948.2340,192.6210,137.2430,0.0000,0.0000,1508.9600
147,1,1,1,61.9690,165.4520,0.0000,959.3600,194.3510,135.6060,0.0000,0.0000,1516.7380
148,1,1,1,63.9810,166.0120,0.0000,949.5380,193.2250,136.6280,0.0000,0.0000,1509.3840
149,1,1,1,63.0090,164.1910,0.0000,951.0030,194.5970,137.2060,0.0000,0.0000,1510.0060
150,1,1,1,62.0980,202.8860,0.0000,945.7170,201.9810,138.9360,0.0000,0.0000,1551.6180
151,1,1,1,62.3260,167.0160,0.0000,950.8190,196.4120,137.4770,0.0000,0.0000,1514.0500
152,1,1,1,61.4830,167.9630,0.0000,946.1780,195.1690,137.0950,0.0000,0.0000,1507.8880
153,1,1,1,61.5200,165.6930,0.0000,947.1690,196.7140,134.7450,0.0000,0.0000,1505.8410
154,1,1,1,62.3750,167.1940,0.0000,947.3410,195.5880,133.5940,0.0000,0.0000,1506.0920
155,1,1,1,63.4580,168.3010,0.0000,950.2520,195.9020,135.2490,0.0000,0.0000,1513.1620
156,1,1,1,64.3880,166.0920,0.0000,948.9970,202.7020,142.0310,0.0000,0.0000,1524.2100
157,1,1,1,62.3880,170.4430,0.0000,947.6490,198.6210,135.8590,0.0000,0.0000,1514.9600
158,0,1,0,63.2860,166.8130,0.0000,954.6220,193.4530,135.7170,0.0000,0.0000,1513.8910
159,1,1,1,63.3170,166.4560,0.0000,951.9940,194.0300,134.4120,0.0000,0.0000,1510.2090
160,1,1,1,64.1230,164.1170,0.0000,959.9390,193.6060,135.6430,0.0000,0.0000,1517.4280
161,1,1,1,62.1730,169.3720,0.0000,948.8610,192.8740,136.4920,0.0000,0.0000,1509.7720
162,1,1,1,62.3450,165.6250,0.0000,954.7260,202.9970,139.4400,0.0000,0.0000,1525.1330
163,1,1,1,61.9690,170.2330,0.0000,949.3660,196.2340,137.4950,0.0000,0.0000,1515.2970
164,0,1,0,64.2590,167.7660,0.0000,945.5880,192.9470,137.4830,0.0000,0.0000,1508.0430
165,0,1,0,62.3200,167.0770,0.0000,947.0210,195.2860,136.2030,0.0000,0.0000,1507.9070
166,1,1,1,61.5700,166.9230,0.0000,949.5880,197.5570,136.8550,0.0000,0.0000,1512.4930
167,0,1,0,63.5010,165.5380,0.0000,945.9260,194.1410,137.4470,0.0000,0.0000,1506.5530
168,1,1,1,62.8060,167.5200,0.0000,964.5780,208.3450,143.2990,0.0000,0.0000,1546.5480
169,0,1,0,62.5970,170.4860,0.0000,949.9260,198.0800,138.9290,0.0000,0.0000,1520.0180
170,0,1,1,60.9290,168.8490,0.0000,950.0120,194.5720,136.7320,0.0000,0.0000,1511.0940
171,1,1,1,62.5170,167.1870,0.0000,950.3070,194.5230,135.4830,0.0000,0.0000,1510.0170
172,1,1,1,63.4270,166.3260,0.0000,943.4770,195.1810,136.6770,0.0000,0.0000,1505.0880
173,1,1,1,62.6280,165.0220,0.0000,945.4090,193.8830,136.1600,0.0000,0.0000,1503.1020
174,1,1,1,61.7110,167.9320,0.0000,947.1020,193.4460,257.6740,0.0000,0.0000,1627.8650
175,1,1,1,65.6860,178.2710,0.0000,950.0130,202.0930,142.1110,0.0000,0.0000,1538.1740
176,0,1,0,64.3500,167.9630,0.0000,946.4310,196.8980,138.6650,0.0000,0.0000,1514.3070
177,1,1,1,62.4180,167.9570,0.0000,945.9630,195.6740,136.7500,0.0000,0.0000,1508.7620
178,1,1,1,62.8000,166.1970,0.0000,948.1670,194.0000,137.3040,0.0000,0.0000,1508.4680
179,1,1,1,60.2900,166.7080,0.0000,948.9730,195.0330,136.0310,0.0000,0.0000,1507.0350
180,1,1,1,61.0960,169.6740,0.0000,949.9020,195.4520,137.7970,0.0000,0.0000,1513.9210
181,1,1,1,104.5420,171.8400,0.0000,953.6670,198.5050,138.7380,0.0000,0.0000,1567.2920
182,1,1,1,62.5470,167.5140,0.0000,959.2740,303.1450,189.6000,0.0000,0.0000,1682.0800
183,1,1,1,89.5200,237.3730,0.0000,986.9600,330.3140,204.5720,0.0000,0.0000,1848.7390
184,1,1,1,88.2030,250.4490,0.0000,972.6280,229.0460,160.3700,0.0000,0.0000,1700.6960
185,1,1,1,69.0830,185.0280,0.0000,954.3760,205.5760,146.8240,0.0000,0.0000,1560.8870
186,1,1,1,64.5170,173.5880,0.0000,955.7840,226.5480,152.4190,0.0000,0.0000,1572.8560
187,0,1,1,68.2900,178.3390,0.0000,950.8000,203.4160,143.3970,0.0000,0.0000,1544.2420
188,1,1,1,63.4950,171.5690,0.0000,961.2620,196.8980,139.0210,0.0000,0.0000,1532.2450
189,1,1,1,64.6830,169.0400,0.0000,949.1930,195.1070,139.7540,0.0000,0.0000,1517.7770
190,0,1,0,60.7200,167.4580,0.0000,949.5450,193.5390,135.7420,0.0000,0.0000,1507.0040
191,1,1,1,62.9110,167.7970,0.0000,947.6130,192.8250,135.3540,0.0000,0.0000,1506.5000
192,1,1,1,61.8770,167.3600,0.0000,946.1540,265.2560,143.4580,0.0000,0.0000,1584.1050
193,1,1,1,63.8760,175.0030,0.0000,955.8460,199.3660,135.8890,0.0000,0.0000,1529.9800
194,1,1,1,63.2490,166.8370,0.0000,952.4190,196.2830,135.3730,0.0000,0.0000,1514.1610
195,1,1,1,62.1300,166.6220,0.0000,948.7510,197.9070,136.2220,0.0000,0.0000,1511.6320
196,0,1,0,62.9230,168.3440,0.0000,949.0710,194.6520,134.1910,0.0000,0.0000,1509.1810
197,1,1,1,61.6180,166.1970,0.0000,961.6680,196.0300,135.3300,0.0000,0.0000,1520.8430
198,1,1,1,62.7870,164.7320,0.0000,949.4830,196.8120,201.4150,0.0000,0.0000,1575.2290
199,1,1,1,69.4710,177.6800,0.0000,954.6520,201.5070,143.0090,0.0000,0.0000,1546.3190
200,0,1,0,62.7070,170.5110,0.0000,954.0430,196.7320,136.4620,0.0000,0.0000,1520.4550
201,1,1,1,63.2800,169.6000,0.0000,948.3450,194.8550,139.7730,0.0000,0.0000,1515.8530
202,1,1,1,64.1110,166.4860,0.0000,954.5720,194.7260,136.6960,0.0000,0.0000,1516.5910
203,1,1,1,62.1050,166.2030,0.0000,951.7540,195.9750,135.2980,0.0000,0.0000,1511.3350
204,1,1,1,63.2560,165.8030,0.0000,949.6250,193.7540,136.9170,0.0000,0.0000,1509.3550
205,1,1,1,61.1200,236.7380,0.0000,954.5600,202.2090,141.7970,0.0000,0.0000,1596.4240
206,1,1,1,64.8680,170.0300,0.0000,948.2520,199.6310,137.5510,0.0000,0.0000,1520.3320
207,1,1,1,63.7970,166.4310,0.0000,947.4460,195.1690,138.9540,0.0000,0.0000,1511.7970
208,1,1,1,62.3320,167.7100,0.0000,954.6890,195.8890,137.8030,0.0000,0.0000,1518.4230
209,0,1,0,62.1600,168.2580,0.0000,951.4100,193.0530,136.3450,0.0000,0.0000,1511.2260
210,1,1,1,62.0060,167.5510,0.0000,944.5290,193.3850,136.4740,0.0000,0.0000,1503.9450
211,1,1,1,63.0590,166.6770,0.0000,946.9660,201.9200,140.3750,0.0000,0.0000,1518.9970
212,1,1,1,63.5260,169.8280,0.0000,956.0490,196.3320,136.1660,0.0000,0.0000,1521.9010
213,0,1,0,62.5360,166.3510,0.0000,951.1450,195.9200,134.8000,0.0000,0.0000,1510.7520
214,1,1,1,62.7570,165.7290,0.0000,950.8000,192.9600,136.4980,0.0000,0.0000,1508.7440
215,0,1,0,62.0310,165.5380,0.0000,947.8030,194.3880,136.5970,0.0000,0.0000,1506.3570
216,1,1,1,61.1760,165.3600,0.0000,944.7700,192.4990,135.2000,0.0000,0.0000,1499.0050
217,1,1,1,63.2620,165.9080,0.0000,949.8030,203.5200,140.8310,0.0000,0.0000,1523.3240
218,0,1,0,64.5850,171.4830,0.0000,950.5230,196.6960,139.2120,0.0000,0.0000,1522.4990
219,1,1,1,62.9720,165.1260,0.0000,947.3160,194.0120,136.4120,0.0000,0.0000,1505.8380
220,1,1,1,61.8890,166.0370,0.0000,959.8590,193.1450,134.9790,0.0000,0.0000,1515.9090
221,1,1,1,62.5470,165.6300,0.0000,947.1260,193.4340,136.8060,0.0000,0.0000,1505.5430
222,1,1,1,61.3290,167.2740,0.0000,951.7660,195.6800,137.5020,0.0000,0.0000,1513.5510
223,1,1,1,62.0680,166.5410,0.0000,953.9570,202.1530,138.7940,0.0000,0.0000,1523.5130
224,0,1,0,64.5660,169.7230,0.0000,945.9070,196.4310,137.5080,0.0000,0.0000,1514.1350
225,1,1,1,62.2640,168.3380,0.0000,948.8860,195.3350,136.5600,0.0000,0.0000,1511.3830
226,0,1,0,63.5750,167.0520,0.0000,949.5070,194.4730,134.9720,0.0000,0.0000,1509.5790
227,1,1,1,61.8090,166.8800,0.0000,946.6090,194.0800,136.9910,0.0000,0.0000,1506.3690
228,1,1,1,62.6400,167.0460,0.0000,952.0120,194.3020,135.1820,0.0000,0.0000,1511.1820
229,1,1,1,62.7760,165.1750,0.0000,949.5820,249.9390,139.2680,0.0000,0.0000,1566.7400
230,1,1,1,63.7600,172.8130,0.0000,945.7910,196.9660,139.7670,0.0000,0.0000,1519.0970
231,1,1,1,63.2070,170.0130,0.0000,947.6000,194.3820,137.0340,0.0000,0.0000,1512.2360
232,1,1,1,63.2620,165.9130,0.0000,945.4220,193.8160,136.4370,0.0000,0.0000,1504.8500
233,1,1,1,61.6860,166.3320,0.0000,949.6000,193.6430,135.0470,0.0000,0.0000,1506.3080
234,1,1,0,64.4070,167.1140,0.0000,947.0220,193.6860,136.2400,0.0000,0.0000,1508.4690
235,1,1,1,62.3760,164.7880,0.0000,949.2000,192.7810,136.2280,0.0000,0.0000,1505.3730
236,1,1,1,67.3970,170.7380,0.0000,949.8150,198.7940,136.9780,0.0000,0.0000,1523.7220
237,1,1,1,63.6680,169.2560,0.0000,952.5050,194.9110,138.7010,0.0000,0.0000,1519.0410
238,1,1,1,61.7350,166.8060,0.0000,945.8460,194.4740,136.8000,0.0000,0.0000,1505.6610
239,1,1,1,63.2800,164.3640,0.0000,945.6370,194.0120,135.3230,0.0000,0.0000,1502.6160
240,1,1,1,61.7290,167.8330,0.0000,959.1940,193.2560,135.4270,0.0000,0.0000,1517.4390
241,1,1,1,62.9410,165.6610,0.0000,949.4950,195.8520,136.5230,0.0000,0.0000,1510.4720
242,1,1,1,65.8270,166.0560,0.0000,952.8000,202.1730,140.4620,0.0000,0.0000,1527.3180
243,1,1,1,63.6620,170.4980,0.0000,947.2550,195.0890,136.2460,0.0000,0.0000,1512.7500
244,1,1,1,62.3880,165.7840,0.0000,946.6270,195.4770,135.0090,0.0000,0.0000,1505.2850
245,1,1,1,61.7720,165.5630,0.0000,952.7630,195.4220,137.1260,0.0000,0.0000,1512.6460
246,1,1,1,61.8150,166.0610,0.0000,957.1140,193.5080,136.4800,0.0000,0.0000,1514.9780
247,0,1,0,61.7970,165.6120,0.0000,946.9480,193.4220,137.6430,0.0000,0.0000,1505.4220
248,1,1,1,62.0740,166.7750,0.0000,956.6280,200.0000,138.5170,0.0000,0.0000,1523.9940
249,1,1,1,64.5900,168.3820,0.0000,951.6870,197.3600,137.9200,0.0000,0.0000,1519.9390
250,1,1,1,64.5420,165.3110,0.0000,947.6980,196.6280,135.2370,0.0000,0.0000,1509.4160
251,1,1,1,62.2900,167.8220,0.0000,952.0190,194.6160,136.2710,0.0000,0.0000,1513.0180
252,1,1,1,59.8340,164.2580,0.0000,952.6770,193.6730,136.9110,0.0000,0.0000,1507.3530
253,1,1,1,62.7010,165.3670,0.0000,947.2310,194.1290,136.7200,0.0000,0.0000,1506.1480
254,1,1,1,62.3810,165.9140,0.0000,954.4990,203.2550,136.8920,0.0000,0.0000,1522.9410
255,1,1,1,62.9170,168.9420,0.0000,948.0000,194.9420,136.1350,0.0000,0.0000,1510.9360
