index,label,pass,prediction,buffer_write,cache_flush,register_setup,fpga_kernel,output_readback,decoder_classifier,patch_embedding,weight_transfer,total_us
40,0,1,0,62.7630,168.3330,0.0000,975.6980,194.6830,135.2070,0.0000,0.0000,1536.6840
41,1,1,1,62.8680,165.9570,0.0000,975.9260,195.2670,133.5630,0.0000,0.0000,1533.5810
42,1,1,1,63.3470,164.3750,0.0000,978.3260,193.2620,134.3630,0.0000,0.0000,1533.6730
43,0,1,0,64.1600,166.9970,0.0000,973.8770,197.9510,135.5630,0.0000,0.0000,1538.5480
44,1,1,1,62.6210,164.6090,0.0000,971.9260,194.7570,137.4160,0.0000,0.0000,1531.3290
45,1,1,1,111.9630,180.8800,0.0000,968.7880,203.8640,143.5450,0.0000,0.0000,1609.0400
46,1,1,1,68.3630,170.9230,0.0000,978.6330,199.0340,138.3390,0.0000,0.0000,1555.2920
47,1,1,1,63.7170,165.2800,0.0000,974.9850,194.0680,136.7260,0.0000,0.0000,1534.7760
48,1,1,1,63.6920,164.1600,0.0000,972.3940,194.0680,136.9410,0.0000,0.0000,1531.2550
49,1,1,1,63.4650,167.5200,0.0000,978.1600,192.0490,135.5930,0.0000,0.0000,1536.7870
50,1,1,1,63.4030,165.0090,0.0000,977.0890,193.5260,137.6550,0.0000,0.0000,1536.6820
51,1,1,1,64.3690,212.7690,0.0000,978.3330,196.6400,138.8800,0.0000,0.0000,1590.9910
52,1,1,1,63.2800,166.8300,0.0000,977.1140,196.6960,136.5480,0.0000,0.0000,1540.4680
53,1,1,1,64.2700,165.8030,0.0000,972.6460,193.8590,138.4180,0.0000,0.0000,1534.9960
54,1,1,1,64.4680,166.0250,0.0000,975.9260,194.8190,131.9570,0.0000,0.0000,1533.1950
55,1,1,1,63.6980,165.9010,0.0000,977.2370,193.9320,136.3750,0.0000,0.0000,1537.1430
56,1,1,1,63.2980,165.0770,0.0000,970.8560,192.9850,137.3290,0.0000,0.0000,1529.5450
57,0,1,0,63.2310,221.3660,0.0000,974.6520,204.5730,139.4520,0.0000,0.0000,1603.2740
58,1,1,1,63.2250,171.3420,0.0000,980.0430,198.1480,134.3880,0.0000,0.0000,1547.1460
59,1,1,1,61.8830,167.4340,0.0000,964.3320,194.3390,135.3170,0.0000,0.0000,1523.3050
60,1,1,1,64.0000,165.2980,0.0000,974.0370,193.2250,136.8310,0.0000,0.0000,1533.3910
61,0,1,0,63.2680,164.8370,0.0000,974.7500,195.0650,135.3230,0.0000,0.0000,1533.2430
62,1,1,1,64.3880,166.4860,0.0000,969.9380,196.5110,138.0550,0.0000,0.0000,1535.3780
63,0,1,0,64.3260,166.3500,0.0000,970.1110,203.3480,138.1720,0.0000,0.0000,1542.3070
64,1,1,1,64.5290,169.3170,0.0000,976.4610,197.3230,138.8250,0.0000,0.0000,1546.4550
65,0,1,0,62.5350,166.9970,0.0000,977.9080,193.7230,137.4830,0.0000,0.0000,1538.6460
66,1,1,1,63.5880,166.0430,0.0000,975.5940,192.8740,135.9140,0.0000,0.0000,1534.0130
67,0,1,0,63.1630,164.6160,0.0000,977.4040,193.6120,136.5470,0.0000,0.0000,1535.3420
68,1,1,1,63.0400,165.5140,0.0000,962.4680,192.6640,137.2370,0.0000,0.0000,1520.9230
69,1,1,1,62.7750,166.3440,0.0000,975.0400,200.9600,138.9540,0.0000,0.0000,1544.0730
70,1,1,1,64.9170,168.4490,0.0000,964.2090,196.1970,137.6610,0.0000,0.0000,1531.4330
71,1,1,1,63.3050,166.6640,0.0000,978.7270,197.2130,137.6860,0.0000,0.0000,1543.5950
72,1,1,1,64.9050,166.0670,0.0000,972.8990,196.3010,136.5290,0.0000,0.0000,1536.7010
73,1,1,0,63.6000,167.1880,0.0000,977.9940,192.2030,135.7230,0.0000,0.0000,1536.7080
74,1,1,1,63.1080,166.1050,0.0000,976.9100,194.7080,135.7850,0.0000,0.0000,1536.6160
75,1,1,1,61.6240,165.5870,0.0000,967.0330,218.1040,147.9570,0.0000,0.0000,1560.3050
76,0,1,0,67.8220,176.2520,0.0000,978.0130,197.9870,139.7420,0.0000,0.0000,1559.8160
77,1,1,1,63.6800,167.8460,0.0000,971.8460,195.7110,136.2090,0.0000,0.0000,1535.2920
78,1,1,1,63.4710,167.2670,0.0000,977.6490,194.8800,136.9410,0.0000,0.0000,1540.2080
79,1,1,1,62.3260,164.6530,0.0000,977.2120,195.3540,135.0030,0.0000,0.0000,1534.5480
80,0,1,0,61.9810,165.0710,0.0000,974.8870,196.0430,133.5510,0.0000,0.0000,1531.5330
81,0,1,0,62.8060,165.7170,0.0000,964.9970,206.6460,137.7110,0.0000,0.0000,1537.8770
82,1,1,1,63.0030,168.6890,0.0000,974.3260,198.1720,137.8280,0.0000,0.0000,1542.0180
83,1,1,1,62.8620,168.1790,0.0000,972.4800,195.9080,137.0460,0.0000,0.0000,1536.4750
84,1,1,1,62.1970,163.8030,0.0000,974.4990,193.9080,137.4270,0.0000,0.0000,1531.8340
85,1,1,1,61.7290,166.9230,0.0000,975.8030,193.2370,135.9450,0.0000,0.0000,1533.6370
86,0,1,1,63.1750,165.1260,0.0000,974.2030,195.0400,136.3320,0.0000,0.0000,1533.8760
87,1,1,1,62.8250,165.5140,0.0000,965.0090,207.4580,138.4180,0.0000,0.0000,1539.2240
88,1,1,0,64.3630,168.0800,0.0000,978.6710,195.3350,135.8950,0.0000,0.0000,1542.3440
89,1,1,1,62.3260,166.1050,0.0000,963.1320,195.4220,134.3450,0.0000,0.0000,1521.3300
90,1,1,1,63.0710,163.5510,0.0000,977.8830,194.4490,136.2710,0.0000,0.0000,1535.2250
91,1,1,0,63.7840,165.7910,0.0000,974.8860,193.9390,137.7790,0.0000,0.0000,1536.1790
92,1,1,1,64.2090,165.2560,0.0000,975.6190,192.3080,136.1850,0.0000,0.0000,1533.5770
93,1,1,1,62.3810,166.1790,0.0000,979.1380,203.1200,138.0980,0.0000,0.0000,1548.9160
94,1,1,1,63.3170,166.7440,0.0000,976.7080,195.4640,137.1690,0.0000,0.0000,1539.4020
95,1,1,1,62.9540,164.3390,0.0000,977.1500,193.4530,135.9870,0.0000,0.0000,1533.8830
96,1,1,1,62.2900,164.4860,0.0000,969.7840,194.2090,136.8920,0.0000,0.0000,1527.6610
97,1,1,1,62.6710,166.1100,0.0000,964.2090,192.7750,135.6440,0.0000,0.0000,1521.4090
98,1,1,1,63.4770,164.9290,0.0000,974.3880,193.4270,133.9630,0.0000,0.0000,1530.1840
99,1,1,1,63.6990,164.9660,0.0000,964.3820,245.1330,139.3040,0.0000,0.0000,1577.4840
100,1,1,1,63.6430,166.4990,0.0000,976.2030,196.7510,137.6060,0.0000,0.0000,1540.7020
101,1,1,1,64.8060,165.2500,0.0000,964.8610,194.7260,137.4520,0.0000,0.0000,1527.0950
102,1,1,1,62.7630,166.2650,0.0000,977.0280,194.7070,134.1660,0.0000,0.0000,1534.9290
103,1,1,1,63.1010,164.0670,0.0000,964.3570,193.4950,137.5870,0.0000,0.0000,1522.6070
104,1,1,0,62.6710,164.6090,0.0000,971.3170,194.8430,139.0340,0.0000,0.0000,1532.4740
105,1,1,1,60.9050,164.7750,0.0000,976.0120,192.5730,146.6340,0.0000,0.0000,1540.8990
106,1,1,0,62.5480,172.1540,0.0000,980.9350,199.3170,141.6680,0.0000,0.0000,1556.6220
107,1,1,0,64.1480,166.0550,0.0000,975.9390,196.1110,137.0160,0.0000,0.0000,1539.2690
108,1,1,1,63.1870,166.6710,0.0000,973.9690,194.5110,138.3690,0.0000,0.0000,1536.7070
109,1,1,1,61.9020,166.6710,0.0000,969.3290,194.2770,137.3780,0.0000,0.0000,1529.5570
110,0,1,0,62.5720,165.4520,0.0000,973.7970,194.6460,136.8740,0.0000,0.0000,1533.3410
111,1,1,1,64.8920,166.0680,0.0000,972.3510,196.9230,181.5940,0.0000,0.0000,1581.8280
112,1,1,1,66.7750,171.1070,0.0000,979.5390,200.0620,137.9940,0.0000,0.0000,1555.4770
113,1,1,1,64.0930,168.9470,0.0000,976.0990,195.7170,136.8990,0.0000,0.0000,1541.7550
114,1,1,1,63.3790,164.6520,0.0000,977.1380,193.5630,136.4860,0.0000,0.0000,1535.2180
115,1,1,1,62.7010,166.0740,0.0000,975.9140,194.2150,136.7630,0.0000,0.0000,1535.6670
116,1,1,1,62.8620,166.8370,0.0000,974.2280,197.1140,134.9230,0.0000,0.0000,1535.9640
117,0,1,0,63.4830,166.8980,0.0000,969.3480,194.7940,133.8770,0.0000,0.0000,1528.4000
118,1,1,1,104.6710,168.6580,0.0000,965.5140,197.9570,138.9290,0.0000,0.0000,1575.7290
119,1,1,1,64.3330,166.9420,0.0000,978.3270,195.0150,135.6740,0.0000,0.0000,1540.2910
120,1,1,1,64.1480,164.2030,0.0000,975.3040,193.9140,135.4400,0.0000,0.0000,1533.0090
121,1,1,1,64.8740,166.4360,0.0000,977.1510,265.0710,166.0370,0.0000,0.0000,1639.5690
122,1,1,1,68.8860,193.3420,0.0000,983.8950,211.4040,146.6650,0.0000,0.0000,1604.1920
123,1,1,1,66.0860,176.3020,0.0000,974.7140,201.1010,213.6180,0.0000,0.0000,1631.8210
124,0,1,0,79.2990,198.5850,0.0000,971.7470,212.1850,150.9350,0.0000,0.0000,1612.7510
125,1,1,1,65.5380,174.8310,0.0000,981.6680,199.2620,143.6310,0.0000,0.0000,1564.9300
126,1,1,1,63.6740,168.9780,0.0000,965.7290,198.0680,138.4360,0.0000,0.0000,1534.8850
127,1,1,1,63.2620,167.6000,0.0000,977.0270,195.8400,139.3600,0.0000,0.0000,1543.0890
128,1,1,1,65.3170,165.0400,0.0000,975.8470,194.3760,136.9230,0.0000,0.0000,1537.5030
129,0,1,1,63.4830,166.3390,0.0000,974.8920,195.4030,202.1230,0.0000,0.0000,1602.2400
130,0,1,0,66.9170,178.8300,0.0000,964.7690,201.5440,144.1170,0.0000,0.0000,1556.1770
131,1,1,1,64.0860,170.0060,0.0000,971.5630,197.6180,137.6000,0.0000,0.0000,1540.8730
132,1,1,1,62.2090,167.0100,0.0000,964.8860,196.1050,137.0340,0.0000,0.0000,1527.2440
133,1,1,1,63.8830,165.4950,0.0000,972.9670,196.5730,135.9320,0.0000,0.0000,1534.8500
134,0,1,0,63.5450,166.0430,0.0000,971.9390,194.3810,133.5020,0.0000,0.0000,1529.4100
135,1,1,1,63.8890,164.8980,0.0000,974.0730,193.6430,137.4580,0.0000,0.0000,1533.9610
136,1,1,1,114.4800,173.9450,0.0000,978.1780,199.4770,141.7420,0.0000,0.0000,1607.8220
137,1,1,1,64.5420,167.3300,0.0000,978.3320,196.7820,137.6550,0.0000,0.0000,1544.6410
138,0,1,0,63.2310,166.6890,0.0000,978.4370,194.0310,135.6000,0.0000,0.0000,1537.9880
139,1,1,1,63.9510,164.3010,0.0000,975.4280,196.0060,137.1810,0.0000,0.0000,1536.8670
140,0,1,0,63.3970,164.9480,0.0000,979.9020,194.4310,134.0190,0.0000,0.0000,1536.6970
141,1,1,1,62.3390,165.6800,0.0000,969.5510,196.1840,135.7970,0.0000,0.0000,1529.5510
142,1,1,1,63.1330,211.7300,0.0000,973.8460,197.4400,139.6180,0.0000,0.0000,1585.7670
143,1,1,1,64.7010,168.3940,0.0000,974.5600,196.4740,139.2740,0.0000,0.0000,1543.4030
144,1,1,1,63.2190,165.9690,0.0000,975.3230,194.5540,137.3790,0.0000,0.0000,1536.4440
145,1,1,1,61.8220,165.6120,0.0000,974.6530,193.4030,133.8770,0.0000,0.0000,1529.3670
146,1,1,1,63.6680,166.2520,0.0000,963.4700,195.8280,137.7350,0.0000,0.0000,1526.9530
147,1,1,1,63.3480,166.2710,0.0000,976.0990,193.1880,135.5700,0.0000,0.0000,1534.4760
148,1,1,1,63.9070,213.5940,0.0000,977.2990,203.7170,140.2960,0.0000,0.0000,1598.8130
149,1,1,1,64.4870,167.0520,0.0000,974.8930,197.9260,135.6430,0.0000,0.0000,1540.0010
150,1,1,1,63.8340,167.4830,0.0000,973.1630,196.3070,138.5910,0.0000,0.0000,1539.3780
151,1,1,1,62.2770,164.3810,0.0000,974.2700,195.1510,136.3080,0.0000,0.0000,1532.3870
152,1,1,1,64.1480,164.8490,0.0000,975.5870,192.8560,137.3480,0.0000,0.0000,1534.7880
153,1,1,1,63.7480,165.3230,0.0000,975.7290,195.4220,135.9880,0.0000,0.0000,1536.2100
154,1,1,1,62.2580,166.8920,0.0000,967.6310,200.8740,140.2340,0.0000,0.0000,1537.8890
155,1,1,1,63.7420,167.8030,0.0000,973.0150,197.0090,137.7730,0.0000,0.0000,1539.3420
156,1,1,1,63.6310,166.4060,0.0000,963.7850,194.3320,136.8920,0.0000,0.0000,1525.0460
157,1,1,1,62.5540,165.6300,0.0000,970.0680,194.5290,135.9750,0.0000,0.0000,1528.7560
158,0,1,0,63.3850,164.5540,0.0000,972.6340,193.5510,135.9260,0.0000,0.0000,1530.0500
159,1,1,1,63.3480,165.6240,0.0000,973.9940,193.7970,137.3780,0.0000,0.0000,1534.1410
160,1,1,1,62.9790,163.6370,0.0000,977.8770,200.8060,138.6470,0.0000,0.0000,1543.9460
161,1,1,0,65.0950,167.4220,0.0000,972.7320,196.2640,137.5270,0.0000,0.0000,1539.0400
162,1,1,1,63.6980,166.4430,0.0000,975.6430,196.4440,136.3450,0.0000,0.0000,1538.5730
163,1,1,1,63.5940,166.7750,0.0000,978.7630,193.4160,137.4640,0.0000,0.0000,1540.0120
164,0,1,0,63.2430,165.1020,0.0000,974.8370,193.8160,135.7660,0.0000,0.0000,1532.7640
165,0,1,0,62.7500,165.3480,0.0000,975.0160,193.0960,134.9910,0.0000,0.0000,1531.2010
166,1,1,1,64.2520,167.5630,0.0000,976.2030,206.7320,140.3260,0.0000,0.0000,1555.0760
167,0,1,0,63.6060,169.1270,0.0000,974.8800,196.8060,139.0890,0.0000,0.0000,1543.5080
168,1,1,1,63.9870,167.8280,0.0000,978.6400,197.1750,135.9930,0.0000,0.0000,1543.6230
169,0,1,0,62.2890,165.2680,0.0000,963.2370,195.3900,135.8890,0.0000,0.0000,1522.0730
170,0,1,1,65.8150,164.2460,0.0000,975.3970,197.0770,136.9970,0.0000,0.0000,1539.5320
171,1,1,1,64.3200,166.5110,0.0000,973.1320,194.1470,136.5480,0.0000,0.0000,1534.6580
172,1,1,1,63.5450,165.3110,0.0000,963.9200,205.1630,140.0670,0.0000,0.0000,1538.0060
173,1,1,1,63.5320,168.8370,0.0000,979.4650,196.5040,137.1380,0.0000,0.0000,1545.4760
174,1,1,1,62.2890,167.1390,0.0000,970.9230,194.4240,135.3420,0.0000,0.0000,1530.1170
175,1,1,1,61.7660,165.8650,0.0000,976.1050,195.2930,134.8670,0.0000,0.0000,1533.8960
176,0,1,0,63.0470,164.2830,0.0000,977.2800,194.1230,138.3570,0.0000,0.0000,1537.0900
177,1,1,1,63.4400,164.9660,0.0000,973.9390,193.1390,137.9630,0.0000,0.0000,1533.4470
178,1,1,1,64.7690,164.9960,0.0000,962.9290,202.5600,137.3600,0.0000,0.0000,1532.6140
179,1,1,1,62.0740,169.3290,0.0000,970.5780,195.8220,136.8740,0.0000,0.0000,1534.6770
180,1,1,1,65.2860,165.5570,0.0000,975.2550,195.3720,137.5630,0.0000,0.0000,1539.0330
181,1,1,1,63.2060,164.3630,0.0000,976.4000,196.6700,135.7110,0.0000,0.0000,1536.3500
182,1,1,1,62.5660,165.6370,0.0000,970.1350,196.1660,137.1010,0.0000,0.0000,1531.6050
183,1,1,1,62.7260,163.4770,0.0000,973.5690,195.0280,135.5010,0.0000,0.0000,1530.3010
184,1,1,1,64.2650,165.8460,0.0000,988.0250,200.3450,140.4430,0.0000,0.0000,1558.9240
185,1,1,1,62.2890,166.8740,0.0000,974.4490,195.7300,137.2980,0.0000,0.0000,1536.6400
186,1,1,1,64.6830,163.9510,0.0000,978.0060,193.6000,135.8890,0.0000,0.0000,1536.1290
187,0,1,1,62.5970,165.0710,0.0000,963.2060,195.7780,135.5760,0.0000,0.0000,1522.2280
188,1,1,1,63.0960,164.2640,0.0000,979.2560,194.2700,135.7600,0.0000,0.0000,1536.6460
189,1,1,1,62.3130,165.5810,0.0000,970.4730,192.9230,135.6610,0.0000,0.0000,1526.9510
190,0,1,0,63.5260,165.1560,0.0000,978.7200,237.2310,140.0370,0.0000,0.0000,1584.6700
191,1,1,1,64.8620,169.0530,0.0000,974.6150,197.3470,137.0090,0.0000,0.0000,1542.8860
192,1,1,1,63.2930,167.7360,0.0000,977.6240,197.3720,137.7840,0.0000,0.0000,1543.8090
193,1,1,1,63.0030,165.1200,0.0000,965.0640,194.4370,136.0920,0.0000,0.0000,1523.7160
194,1,1,1,63.9570,165.9450,0.0000,976.3200,193.4530,134.6770,0.0000,0.0000,1534.3520
195,1,1,1,62.7510,167.1570,0.0000,974.5970,194.6400,136.9720,0.0000,0.0000,1536.1170
196,0,1,0,63.8710,166.0430,0.0000,973.3910,193.8950,147.9690,0.0000,0.0000,1545.1690
197,1,1,1,64.4620,173.4280,0.0000,975.8150,198.2030,138.0870,0.0000,0.0000,1549.9950
198,1,1,1,64.1720,165.2620,0.0000,966.3570,194.9100,135.9080,0.0000,0.0000,1526.6090
199,1,1,1,62.4130,165.8090,0.0000,978.1170,195.8280,136.7880,0.0000,0.0000,1538.9550
200,0,1,0,63.4090,165.7300,0.0000,976.5780,193.8650,136.2470,0.0000,0.0000,1535.8290
201,1,1,1,62.0920,164.6220,0.0000,971.9440,195.0280,134.5970,0.0000,0.0000,1528.2830
202,1,1,1,63.0270,165.5940,0.0000,970.9790,193.4030,189.1940,0.0000,0.0000,1582.1970
203,1,1,1,68.0060,171.6860,0.0000,979.5260,197.9690,140.0370,0.0000,0.0000,1557.2240
204,1,1,1,63.5880,166.6280,0.0000,968.2340,194.1600,138.2950,0.0000,0.0000,1530.9050
205,1,1,1,63.1880,164.7260,0.0000,963.2120,194.4180,136.3260,0.0000,0.0000,1521.8700
206,1,1,1,62.5720,165.9140,0.0000,975.8530,193.9450,137.7420,0.0000,0.0000,1536.0260
207,1,1,1,63.8530,164.4000,0.0000,978.0560,194.8120,137.0330,0.0000,0.0000,1538.1540
208,1,1,1,63.7420,165.5870,0.0000,977.1320,193.7290,136.8120,0.0000,0.0000,1537.0020
209,0,1,0,62.2530,173.5570,0.0000,966.2830,197.3050,138.9720,0.0000,0.0000,1538.3700
210,1,1,1,64.9910,165.2990,0.0000,975.7970,196.2770,139.5260,0.0000,0.0000,1541.8900
211,1,1,1,61.9390,164.3880,0.0000,963.5510,193.5010,138.5230,0.0000,0.0000,1521.9020
212,1,1,1,64.1170,165.7360,0.0000,974.3630,196.1110,136.5290,0.0000,0.0000,1536.8560
213,0,1,0,62.8180,166.5170,0.0000,978.7940,195.3420,135.9820,0.0000,0.0000,1539.4530
214,1,1,1,62.0000,165.5450,0.0000,973.5510,192.3870,136.3630,0.0000,0.0000,1529.8460
215,0,1,0,62.4000,208.6400,0.0000,976.4740,200.0560,139.1750,0.0000,0.0000,1586.7450
216,1,1,1,62.2030,168.2340,0.0000,978.3080,194.6520,138.0980,0.0000,0.0000,1541.4950
217,1,1,1,63.6000,168.9910,0.0000,973.0340,194.4680,136.2520,0.0000,0.0000,1536.3450
218,0,1,0,62.8120,164.9600,0.0000,974.3320,194.5110,136.4490,0.0000,0.0000,1533.0640
219,1,1,1,62.9100,165.7660,0.0000,975.2430,195.4710,137.5570,0.0000,0.0000,1536.9470
220,1,1,1,62.5290,165.6550,0.0000,975.0830,196.4610,136.4130,0.0000,0.0000,1536.1410
221,1,1,1,63.3730,165.4030,0.0000,967.3110,202.4930,139.4210,0.0000,0.0000,1538.0010
222,1,1,1,63.7720,168.1110,0.0000,964.0740,196.4180,137.0090,0.0000,0.0000,1529.3840
223,1,1,1,63.1080,165.6250,0.0000,968.6950,194.2400,135.6060,0.0000,0.0000,1527.2740
224,0,1,0,63.0950,167.3480,0.0000,975.2190,193.2730,135.4340,0.0000,0.0000,1534.3690
225,1,1,1,62.5170,164.0120,0.0000,973.5390,195.7290,135.7170,0.0000,0.0000,1531.5140
226,0,1,0,62.3260,165.4220,0.0000,973.8700,193.6240,136.5110,0.0000,0.0000,1531.7530
227,1,1,1,62.6770,166.0130,0.0000,966.0990,204.1660,139.2000,0.0000,0.0000,1538.1550
228,1,1,1,63.5200,167.9320,0.0000,978.3080,196.3260,137.4220,0.0000,0.0000,1543.5080
229,1,1,1,63.7170,167.2560,0.0000,971.5760,194.7880,136.4250,0.0000,0.0000,1533.7620
230,1,1,1,64.2530,165.4220,0.0000,977.1820,194.8180,136.6590,0.0000,0.0000,1538.3340
231,1,1,1,62.5850,165.2550,0.0000,975.2370,194.8060,137.7540,0.0000,0.0000,1535.6370
232,1,1,1,64.9170,163.7110,0.0000,973.9320,193.7110,138.6710,0.0000,0.0000,1534.9420
233,1,1,1,62.4800,164.4920,0.0000,967.7910,203.9880,138.3380,0.0000,0.0000,1537.0890
234,1,1,0,62.5780,169.3910,0.0000,977.2120,195.8770,134.7330,0.0000,0.0000,1539.7910
235,1,1,1,63.5380,165.7050,0.0000,973.9200,194.9290,135.5510,0.0000,0.0000,1533.6430
236,1,1,1,65.0590,166.1040,0.0000,964.7690,196.5910,136.8190,0.0000,0.0000,1529.3420
237,1,1,1,62.2150,163.7160,0.0000,974.7440,195.0460,135.9140,0.0000,0.0000,1531.6350
238,1,1,1,64.1720,164.3440,0.0000,973.6740,195.3470,137.3290,0.0000,0.0000,1534.8660
239,1,1,1,64.4860,164.7130,0.0000,964.8190,203.9380,139.7970,0.0000,0.0000,1537.7530
240,1,1,1,64.1850,167.9510,0.0000,971.9750,199.0890,137.8460,0.0000,0.0000,1541.0460
241,1,1,1,62.7260,165.4330,0.0000,979.4900,195.6800,135.4890,0.0000,0.0000,1538.8180
242,1,1,1,62.7570,165.5810,0.0000,976.8610,192.5050,136.3010,0.0000,0.0000,1534.0050
243,1,1,1,63.9450,164.5300,0.0000,973.6060,193.6060,133.9760,0.0000,0.0000,1529.6630
244,1,1,1,61.1080,165.0090,0.0000,977.5380,193.2800,135.7420,0.0000,0.0000,1532.6770
245,1,1,1,63.1380,166.6160,0.0000,966.1170,200.3630,138.2150,0.0000,0.0000,1534.4490
246,1,1,1,62.5110,167.4530,0.0000,978.8060,196.0980,137.0530,0.0000,0.0000,1541.9210
247,0,1,0,64.5780,167.2680,0.0000,976.1480,196.4920,136.7690,0.0000,0.0000,1541.2550
248,1,1,1,63.1630,163.4530,0.0000,974.1050,193.8650,136.5360,0.0000,0.0000,1531.1220
249,1,1,1,64.1420,167.1760,0.0000,976.9360,193.2800,137.9260,0.0000,0.0000,1539.4600
250,1,1,1,62.6700,166.0980,0.0000,976.9170,193.9010,135.4400,0.0000,0.0000,1535.0260
251,1,1,1,63.7730,164.8490,0.0000,974.0370,203.3600,139.0900,0.0000,0.0000,1545.1090
252,1,1,1,64.2580,167.7290,0.0000,978.9660,193.6800,139.5330,0.0000,0.0000,1544.1660
253,1,1,1,63.3230,167.4710,0.0000,975.9750,195.0950,134.8490,0.0000,0.0000,1536.7130
254,1,1,1,64.5230,168.8920,0.0000,978.9850,195.9880,136.7330,0.0000,0.0000,1545.1210
255,1,1,1,64.5230,166.7500,0.0000,963.3290,195.9320,138.5660,0.0000,0.0000,1529.1000
