index,label,pass,prediction,read_decode,resize,normalize,patch,quantize,buffer_prep,kernel,readback,total_ms
71,1,1,1,13.386430,2.579274,0.555618,0.796953,0.663766,0.320474,1.023274,0.364788,19.840498
72,1,1,1,11.305034,2.588191,0.563102,0.795280,0.665391,0.326855,1.018997,0.366296,17.782597
73,1,1,0,13.661970,2.585514,0.559594,0.798406,0.667588,0.322954,1.018462,0.362911,20.129502
74,1,1,1,10.601249,2.716382,0.561803,0.797963,0.669932,0.325785,1.023501,0.365883,17.217544
75,1,1,1,13.298012,2.677299,0.563274,0.796837,0.668658,0.321151,1.033717,0.361464,19.873237
76,0,1,0,13.467760,2.695207,0.564671,0.806677,0.667495,0.320818,1.022942,0.364191,20.064098
77,1,1,1,10.576486,2.581797,0.559440,0.797003,0.815224,0.327298,1.024604,0.369409,17.211446
78,1,1,1,10.482474,2.586356,0.562573,0.802954,0.670843,0.322640,1.025717,0.363926,16.972111
79,1,1,1,10.567717,2.686782,0.560776,0.800295,0.671908,0.327483,1.020548,0.365317,17.153526
80,0,1,0,13.324394,2.679698,0.562277,0.800782,0.672388,0.322111,1.020074,0.365809,19.904400
81,0,1,0,13.698363,2.588677,0.561661,0.799803,0.671471,0.327213,1.020566,0.363268,20.181994
82,1,1,1,11.929963,2.691778,0.562160,0.799520,0.670819,0.329533,1.022554,0.358609,18.518948
83,1,1,1,10.521058,2.580252,0.559458,0.800862,0.773662,0.326996,1.023360,0.369132,17.104671
84,1,1,1,10.626153,2.583243,0.559865,0.792843,0.669483,0.324843,1.034130,0.365533,17.108425
85,1,1,1,13.322874,2.581870,0.551693,0.801440,0.671668,0.324690,1.025594,0.366425,19.798997
86,0,1,1,12.002111,2.585385,0.558056,0.793507,0.668376,0.323113,1.024117,0.364080,18.472498
87,1,1,1,12.800911,2.581766,0.557403,0.796283,0.664936,0.323237,1.035250,0.369822,19.279809
88,1,1,0,13.418880,2.582960,0.553471,0.797132,0.664856,0.324394,1.033717,0.367464,19.894923
89,1,1,1,9.310437,2.584308,0.559680,0.909225,0.674283,0.328763,1.035372,0.370166,15.926689
90,1,1,1,13.146339,2.581748,0.558044,0.934130,0.679698,0.327852,1.019926,0.366196,19.770480
91,1,1,0,13.352203,2.578160,0.563932,0.911200,0.674227,0.327108,1.022056,0.370000,19.955895
92,1,1,1,13.288800,2.583495,0.564825,0.926000,0.676449,0.324443,1.031305,0.364050,19.915698
93,1,1,1,13.327821,2.582375,0.560984,0.937846,0.672166,0.324757,1.024505,0.365126,19.946271
94,1,1,1,11.072092,2.585230,0.559507,0.798929,0.674240,0.323760,1.022831,0.406689,17.598092
95,1,1,1,11.385212,2.581274,0.561243,0.795969,0.669963,0.323556,1.023354,0.363735,17.854270
96,1,1,1,13.588302,2.582351,0.553809,0.799077,0.663064,0.325231,1.020714,0.370683,20.055840
97,1,1,1,10.434351,2.688720,0.561108,0.796160,0.666031,0.326228,1.022233,0.365292,17.015144
98,1,1,1,13.343138,2.684104,0.561010,0.794430,0.670978,0.324037,1.021932,0.366369,19.921310
99,1,1,1,13.383015,2.679501,0.559895,0.794105,0.663846,0.324591,1.020049,0.364307,19.940541
100,1,1,1,11.126941,2.584006,0.651440,0.797372,0.674055,0.324012,1.020333,0.366080,17.698536
101,1,1,1,13.332880,2.583711,0.653040,0.802782,0.665138,0.325034,1.026007,0.362942,19.903963
102,1,1,1,10.541563,2.582062,0.554037,0.800178,0.674037,0.324301,1.020757,0.392055,17.043569
103,1,1,1,11.267403,2.582819,0.553717,0.801520,0.666597,0.322166,1.020579,0.362344,17.728019
104,1,1,0,13.636043,2.585416,0.554942,0.792461,0.675576,0.325422,1.035416,0.368307,20.126012
105,1,1,1,13.222628,2.585059,0.556037,0.798744,0.668049,0.324141,1.034129,0.366252,19.707969
106,1,1,0,13.636861,2.584627,0.555071,0.800339,0.664302,0.325693,1.021791,0.361976,20.102455
107,1,1,0,13.623711,2.579760,0.561040,0.803434,0.663391,0.321790,1.032997,0.366905,20.103852
108,1,1,1,11.701188,2.584148,0.556689,0.798960,0.666659,0.329582,1.030905,0.367698,18.193207
109,1,1,1,11.467101,2.698431,0.561724,0.798972,0.665200,0.326068,1.025181,0.363274,18.058450
110,0,1,0,13.598160,2.677637,0.561687,0.796831,0.666418,0.322332,1.029538,0.362671,20.173212
111,1,1,1,10.632769,2.581237,0.562819,0.886615,0.714019,0.325009,1.021889,0.364351,17.249065
112,1,1,1,12.679496,2.584984,0.559483,0.800160,0.795046,0.329015,1.024548,0.367058,19.298653
113,1,1,1,11.292190,2.579003,0.558376,0.799766,0.667219,0.323631,1.034172,0.364867,17.769465
114,1,1,1,10.663987,2.583274,0.554492,0.795631,0.676689,0.325391,1.023329,0.365680,17.143821
115,1,1,1,10.554985,2.676818,0.563027,0.799951,0.668332,0.324203,1.035434,0.366671,17.141693
116,1,1,1,10.598554,2.586929,0.554135,0.796591,0.671108,0.327336,1.028702,0.391618,17.189791
117,0,1,0,13.630480,2.584462,0.561107,0.792043,0.669384,0.411169,1.032751,0.375323,20.206129
118,1,1,1,11.226388,2.581693,0.557526,0.803655,0.665576,0.323317,1.026351,0.366215,17.706886
119,1,1,1,12.034745,2.580166,0.560665,0.805372,0.669483,0.324788,1.021372,0.369452,18.515766
120,1,1,1,12.971502,2.585810,0.551760,0.802037,0.674296,0.325058,1.021520,0.365427,19.448233
121,1,1,1,10.566701,2.683452,0.566055,0.796824,0.668437,0.325459,1.022505,0.364609,17.144633
122,1,1,1,11.224806,2.581951,0.561089,0.926615,0.689090,0.325513,1.033053,0.365366,17.863212
123,1,1,1,13.291348,2.582658,0.563458,0.890375,0.684074,0.323767,1.022221,0.363643,19.875809
124,0,1,0,13.363219,2.582702,0.558652,0.999200,0.692302,0.324511,1.025163,0.365883,20.071027
125,1,1,1,10.601545,2.579951,0.559249,0.795532,0.671532,0.326062,1.027059,0.363963,17.075600
126,1,1,1,10.574092,2.584265,0.558960,0.797440,0.667704,0.328554,1.030259,0.364954,17.063575
127,1,1,1,13.458529,2.581138,0.560566,0.799065,0.668117,0.327175,1.022646,0.367711,19.933673
128,1,1,1,9.246462,2.582991,0.556733,0.902517,0.676603,0.325711,1.023009,0.366874,15.833667
129,0,1,1,12.406597,2.580160,0.561200,0.791145,0.778265,0.326061,1.020966,0.368031,18.985114
130,0,1,0,13.617151,2.582203,0.558093,0.792941,0.773963,0.324892,1.024745,0.362745,20.193502
131,1,1,1,11.579920,2.580634,0.561526,0.790019,0.661686,0.320714,1.048899,0.387471,18.083489
132,1,1,1,13.447427,2.584135,0.551864,0.795323,0.669225,0.323360,1.037858,0.383840,19.946640
133,1,1,1,13.487865,2.582320,0.558345,0.796566,0.669809,0.325748,1.028658,0.382892,19.983046
134,0,1,0,13.604634,2.583551,0.557600,0.801981,0.663772,0.326763,1.025490,0.386227,20.105569
135,1,1,1,13.303471,2.584720,0.558382,0.795816,0.663065,0.326258,1.032744,0.385687,19.799692
136,1,1,1,13.253717,2.582160,0.559353,0.801889,0.668068,0.323249,1.112930,0.385649,19.843988
137,1,1,1,10.662665,2.589914,0.560117,0.794960,0.669046,0.321692,1.022850,0.363877,17.137489
138,0,1,0,13.502739,2.582720,0.554548,0.802450,0.663902,0.325108,1.034745,0.361828,19.979736
139,1,1,1,11.247563,2.680824,0.564424,0.792781,0.669569,0.325661,1.033520,0.369015,17.836246
140,0,1,0,13.594517,2.697994,0.556566,0.798616,0.671754,0.321747,1.020129,0.364044,20.179015
141,1,1,1,13.199428,2.875570,0.564861,0.792770,0.667034,0.319717,1.024640,0.359532,19.960302
142,1,1,1,10.603526,2.588486,0.558296,0.921095,0.671268,0.322843,1.026000,0.364492,17.212738
143,1,1,1,11.429262,2.578911,0.560462,0.794590,0.666751,0.324628,1.034400,0.405059,17.950302
144,1,1,1,8.636074,2.718873,0.565415,0.807883,0.674610,0.323545,1.022689,0.365434,15.270393
145,1,1,1,13.208110,2.675508,0.557742,0.798406,0.667945,0.322868,1.023871,0.364092,19.772467
146,1,1,1,13.376769,2.680240,0.562634,0.805397,0.674092,0.326043,1.024554,0.364456,19.972221
147,1,1,1,13.278616,2.681237,0.561379,0.802547,0.663539,0.326191,1.023299,0.361526,19.851139
148,1,1,1,10.563397,2.584308,0.668831,0.813379,0.668720,0.324659,1.020899,0.365433,17.166640
149,1,1,1,10.570147,2.588344,0.559415,0.805083,0.664073,0.324136,1.024714,0.398597,17.088585
150,1,1,1,13.413366,2.586652,0.556892,0.799680,0.661077,0.323489,1.039225,0.398597,19.934591
151,1,1,1,13.692474,2.682332,0.589107,0.818289,0.710505,0.336129,1.056997,0.552960,20.620437
152,1,1,1,12.924167,3.245637,0.649354,0.998148,0.958627,0.387569,1.055618,0.523846,20.945557
153,1,1,1,11.119692,2.581693,0.558579,0.792597,0.663329,0.321373,1.031957,0.466019,17.691101
154,1,1,1,11.375711,2.592283,0.555865,0.791575,0.673784,0.328351,1.019926,0.366314,17.856929
155,1,1,1,10.594567,2.689705,0.560923,0.794025,0.664966,0.323810,1.024535,0.367889,17.175114
156,1,1,1,13.588671,2.710954,0.562166,0.792142,0.672480,0.324757,1.022179,0.363840,20.192935
157,1,1,1,13.208240,2.704369,0.562486,0.795316,0.668640,0.326849,1.025323,0.370646,19.815920
158,0,1,0,13.586222,2.693170,0.555908,0.796578,0.671538,0.320745,1.025034,0.365637,20.165545
159,1,1,1,11.111594,2.578720,0.666498,0.804437,0.674400,0.325157,1.021157,0.361194,17.700277
160,1,1,1,11.693625,2.582683,0.562530,0.799256,0.665323,0.456868,1.024751,0.380437,18.320246
161,1,1,0,12.557397,2.758868,0.688000,0.827348,0.679120,0.319090,1.035058,0.401267,19.427230
162,1,1,1,10.527133,2.651821,0.561649,0.796419,0.665126,0.323286,1.022745,0.367779,17.075772
163,1,1,1,11.421680,3.047453,0.668431,0.845495,0.966726,0.370733,1.078911,0.538215,19.127508
164,0,1,0,14.033920,2.596904,0.567440,0.810135,0.680000,0.330652,1.025945,0.396689,20.606240
165,0,1,0,13.957298,2.739834,0.580873,0.807853,0.686338,0.321274,1.028720,0.384560,20.671667
166,1,1,1,11.497600,2.603015,0.627581,1.016979,0.778708,0.386609,1.034911,0.435717,18.575304
167,0,1,0,15.981662,2.726363,0.660689,0.947502,0.821255,0.384179,1.044227,0.535747,23.302671
168,1,1,1,14.431501,2.591249,0.559563,0.804504,0.830818,0.365828,1.031544,0.397163,21.195539
169,0,1,0,13.526511,2.599114,0.576105,0.804504,0.998209,0.377280,1.031619,0.431022,20.528314
170,0,1,1,13.698148,2.689927,0.846904,1.109397,0.850621,0.419250,1.049957,0.531570,21.413508
171,1,1,1,13.035932,2.937077,0.723594,0.957403,0.859200,0.420763,1.042424,0.515545,20.702154
172,1,1,1,11.930271,2.995237,0.727194,0.946449,0.911834,0.411495,1.076524,0.551323,19.788806
173,1,1,1,11.862917,2.832585,0.842634,0.935212,0.882375,0.393237,1.075194,0.531114,19.562990
174,1,1,1,11.646899,2.581938,0.557575,0.965594,0.681815,0.322215,1.021175,0.362129,18.297071
175,1,1,1,10.501914,2.618461,0.622788,0.800498,0.673151,0.321243,1.019563,0.490523,17.206948
176,0,1,0,13.543034,2.582541,0.558634,0.801385,0.666868,0.326129,1.119699,0.404628,20.161895
177,1,1,1,10.577267,2.580954,0.559261,0.800320,0.675667,0.326006,1.020025,0.360425,17.049865
178,1,1,1,11.574831,2.702830,0.561754,0.802892,0.677520,0.320209,1.024320,0.365169,18.185619
179,1,1,1,13.530818,2.691157,0.561778,0.803046,0.663742,0.324855,1.020874,0.363914,20.114320
180,1,1,1,12.533040,2.678972,0.558418,0.800573,0.671587,0.326899,1.019502,0.366043,19.109969
181,1,1,1,12.729680,2.680776,0.563428,0.793428,0.667471,0.322375,1.028997,0.366793,19.304431
182,1,1,1,10.570776,2.584351,0.558627,0.795126,0.666591,0.419631,1.027409,0.370677,17.143323
183,1,1,1,10.564800,2.581040,0.551176,0.796547,0.672332,0.328178,1.034584,0.366136,17.047004
184,1,1,1,10.497403,2.688363,0.568609,0.793114,0.674265,0.323846,1.035594,0.361556,17.098813
185,1,1,1,11.106166,2.583157,0.695342,0.795089,0.673188,0.324954,1.025138,0.363194,17.719883
186,1,1,1,13.203342,2.581550,0.675120,0.804036,0.671766,0.324505,1.019471,0.367613,19.799804
187,0,1,1,13.139452,2.581133,0.684653,0.804837,0.669674,0.325729,1.023298,0.366689,19.745593
188,1,1,1,10.492462,2.587261,0.557274,0.793126,0.666979,0.321059,1.022708,0.400393,16.997157
189,1,1,1,13.376172,2.582270,0.558615,0.793810,0.670425,0.324006,1.041754,0.396055,19.898431
190,0,1,0,13.713016,2.581139,0.557354,0.796357,0.673680,0.329034,1.024849,0.407003,20.235532
191,1,1,1,11.260702,2.582184,0.559372,0.790727,0.663606,0.328757,1.022363,0.364154,17.721969
192,1,1,1,12.723803,2.582523,0.557520,0.801360,0.670289,0.324862,1.019551,0.368043,19.202013
193,1,1,1,11.353021,2.678781,0.566160,0.799902,0.665582,0.326197,1.019723,0.368542,17.930425
194,1,1,1,11.259495,2.579938,0.656634,0.796609,0.668129,0.320597,1.036062,0.363865,17.836375
195,1,1,1,10.554942,2.579976,0.556584,0.794745,0.665366,0.329126,1.023237,0.392861,17.052486
196,0,1,0,13.473249,2.582412,0.556609,0.798110,0.669606,0.322382,1.023145,0.386265,19.965889
197,1,1,1,10.607372,2.584794,0.560978,0.791274,0.662880,0.324726,1.023625,0.359809,17.065341
198,1,1,1,10.543496,2.723976,0.566873,0.801945,0.669864,0.325440,1.028117,0.361416,17.179071
199,1,1,1,13.201631,2.677477,0.563403,0.793618,0.663287,0.325489,1.020769,0.365273,19.762954
200,0,1,0,13.572886,2.680265,0.565059,0.797809,0.667883,0.327446,1.022443,0.365077,20.151477
201,1,1,1,11.144320,2.580548,0.556031,0.932449,0.677341,0.324684,1.018542,0.362935,17.749944
202,1,1,1,13.389496,2.580905,0.556511,0.917372,0.676252,0.323514,1.021330,0.367034,19.986812
203,1,1,1,13.349858,2.581569,0.563089,0.940653,0.672000,0.326935,1.025127,0.368997,19.980098
204,1,1,1,10.509046,2.577729,0.558019,0.797095,0.667477,0.326400,1.020283,0.692080,17.308979
205,1,1,1,11.956997,2.579926,0.560271,0.797255,0.666659,0.326012,1.027323,0.366794,18.433046
206,1,1,1,11.674468,2.590652,0.552763,0.798172,0.666049,0.323606,1.029329,0.368437,18.158831
207,1,1,1,11.567815,2.682418,0.563237,0.799182,0.664738,0.321465,1.035064,0.364548,18.151784
208,1,1,1,13.569421,2.682160,0.558419,0.798868,0.664573,0.327853,1.021292,0.365760,20.146806
209,0,1,0,13.674302,2.677299,0.563533,0.797459,0.665477,0.324825,1.025717,0.365378,20.243748
210,1,1,1,13.322326,2.680554,0.561459,0.796019,0.662548,0.328339,1.021373,0.363686,19.890080
211,1,1,1,13.213324,2.683582,0.555379,0.795993,0.674714,0.327452,1.021656,0.364092,19.791200
212,1,1,1,11.517982,2.678609,0.559267,0.792621,0.669003,0.323686,1.021495,0.363317,18.080135
213,0,1,0,13.395280,2.669403,0.557397,0.797434,0.670314,0.326246,1.033551,0.363551,19.967692
214,1,1,1,11.547421,2.583791,0.557496,0.793833,0.775070,0.326793,1.024492,0.369434,18.131784
215,0,1,0,13.362215,2.580947,0.562615,0.795550,0.788025,0.323538,1.021053,0.365016,19.954339
216,1,1,1,13.390609,2.585212,0.557342,0.790375,0.785698,0.327766,1.024991,0.364856,19.984800
217,1,1,1,10.543138,2.583243,0.561447,0.795453,0.664159,0.325268,1.019809,0.368142,17.009212
218,0,1,0,11.350480,2.585194,0.556449,0.794905,0.670437,0.325668,1.024462,0.364769,17.824086
219,1,1,1,13.436892,2.583317,0.555847,0.794184,0.667409,0.323415,1.019594,0.359311,19.890302
220,1,1,1,10.582935,2.713034,0.567305,0.791827,0.664874,0.323649,1.036062,0.363373,17.200425
221,1,1,1,11.600296,2.588351,0.563520,0.912775,0.714566,0.324738,1.026283,0.365329,18.254493
222,1,1,1,10.611077,2.585490,0.548763,0.794185,0.670646,0.327748,1.023637,0.360142,17.073323
223,1,1,1,10.600307,2.578326,0.554216,0.798301,0.662591,0.326394,1.022216,0.367538,17.132191
224,0,1,0,13.354043,2.586400,0.556942,0.795428,0.668455,0.327754,1.023176,0.367544,19.832246
225,1,1,1,11.659329,2.676018,0.558055,0.791550,0.663754,0.330456,1.021126,0.364314,18.217015
226,0,1,0,13.482849,2.679083,0.559741,0.795342,0.668750,0.325219,1.022332,0.368129,20.058068
227,1,1,1,12.968172,2.709877,0.795286,0.887384,0.836295,0.380253,1.054406,0.423114,20.250800
228,1,1,1,10.643071,2.582087,0.559698,0.919865,0.675366,0.323305,1.022061,0.364615,17.248123
229,1,1,1,11.114585,2.583409,0.559637,0.801846,0.663071,0.326364,1.033046,0.396258,17.631556
230,1,1,1,13.345022,2.583348,0.559853,0.798130,0.668216,0.324911,1.027581,0.401729,19.866720
231,1,1,1,10.583064,2.582640,0.561686,0.797791,0.669230,0.322462,1.035877,0.363225,17.068904
232,1,1,1,10.519144,2.682068,0.563501,0.798886,0.666074,0.322560,1.034332,0.364905,17.106450
233,1,1,1,10.512862,2.581963,0.559735,0.800074,0.809342,0.324652,1.020677,0.363502,17.131767
234,1,1,0,13.062554,2.583403,0.559545,0.797692,0.672818,0.353729,1.040025,0.371108,19.677698
235,1,1,1,13.188972,2.583206,0.571520,0.801736,0.664271,0.441686,1.028043,0.376560,19.808621
236,1,1,1,13.503827,2.585501,0.560480,0.803446,0.760874,0.336216,1.038283,0.372093,20.141114
237,1,1,1,12.717502,2.585163,0.560067,0.795342,0.668898,0.322535,1.022837,0.403366,19.230061
238,1,1,1,10.513009,2.581170,0.558474,0.800831,0.667335,0.326511,1.024510,0.364991,16.990498
239,1,1,1,13.648653,2.591034,0.551668,0.800880,0.667071,0.319329,1.034997,0.361390,20.125902
240,1,1,1,11.088781,2.683028,0.560874,0.802917,0.667446,0.327741,1.020425,0.365323,17.669600
241,1,1,1,10.616049,2.594191,0.656726,0.806880,0.670936,0.325944,1.019766,0.361120,17.205219
242,1,1,1,13.448548,2.586185,0.634714,0.796037,0.671170,0.320203,1.019249,0.362757,19.992511
243,1,1,1,10.694086,2.589250,0.562899,0.800917,0.670788,0.319650,1.037052,0.382695,17.211409
244,1,1,1,11.507237,2.590560,0.557305,0.799624,0.667410,0.324301,1.022098,0.363877,17.984573
245,1,1,1,13.403107,2.588584,0.554024,0.796622,0.663483,0.325299,1.028474,0.365557,19.875790
246,1,1,1,10.459711,2.739323,0.558745,0.794936,0.666240,0.321280,1.028807,0.367729,17.091907
247,0,1,0,13.353046,2.711717,0.558954,0.795859,0.660062,0.321225,1.022320,0.367034,19.942892
248,1,1,1,9.272899,2.586185,0.560412,0.795188,0.666129,0.359102,1.026302,0.373415,15.872812
249,1,1,1,10.509113,2.588393,0.556960,0.800584,0.665298,0.324579,1.018850,0.364221,16.978726
250,1,1,1,12.120664,2.581816,0.558788,0.800665,0.665772,0.325224,1.020523,0.363747,18.590990
251,1,1,1,10.497926,2.692043,0.563902,0.800117,0.670172,0.326228,1.020061,0.367003,17.087957
252,1,1,1,10.618037,2.587674,0.559194,0.798819,0.765120,0.331114,1.023822,0.373070,17.213556
253,1,1,1,13.329840,2.589760,0.550074,0.805883,0.757434,0.328892,1.024277,0.369686,19.908455
254,1,1,1,12.073507,2.584966,0.561772,0.797256,0.666628,0.325662,1.035169,0.385864,18.587354
255,1,1,1,11.395200,2.587650,0.553459,0.794357,0.664295,0.321779,1.018689,0.365557,17.850591
256,1,1,1,12.366018,2.588172,0.555089,0.799710,0.669742,0.321747,1.034997,0.362548,18.847908
257,1,1,1,13.374388,2.591545,0.553705,0.790640,0.667563,0.323169,1.024277,0.365489,19.844689
258,1,1,1,10.548344,2.684012,0.560727,0.794147,0.664855,0.322843,1.019138,0.366714,17.113680
259,0,1,0,13.651871,2.708179,0.562098,0.795526,0.666664,0.324603,1.024418,0.364467,20.251871
260,0,1,0,13.607083,2.788246,0.563705,0.804960,0.670105,0.324701,1.026942,0.367009,20.307107
261,1,1,1,13.437563,2.687465,0.562111,0.798056,0.665280,0.324677,1.019551,0.361920,20.009299
