index,label,prediction,e2e_us,kernel_us
248,1,1,15747.009,996.929
249,1,1,17002.406,997.914
250,1,1,18584.049,1001.385
251,1,1,16982.166,1001.673
252,1,1,16950.228,1003.957
253,1,1,19785.507,1000.905
254,1,1,18629.126,1000.665
255,1,1,17943.476,986.917
256,1,1,18742.388,1002.757
257,1,1,19796.985,995.766
258,1,1,17007.729,994.167
259,0,0,20077.779,997.010
260,0,0,20057.015,994.560
261,1,1,19891.495,1001.366
262,1,1,16960.738,998.733
263,1,1,17053.803,996.271
264,1,1,17012.886,1001.126
265,1,1,16961.237,990.185
266,1,1,19909.348,1003.748
267,1,1,17118.584,997.188
268,1,1,17763.403,999.342
269,1,1,17039.384,999.717
270,1,1,17002.203,996.898
271,1,1,20687.846,987.176
272,1,1,17010.259,997.545
273,1,1,18356.523,999.680
274,1,1,19766.849,1000.049
275,0,0,20313.440,996.234
276,1,1,19920.560,997.729
277,1,1,19927.280,1001.390
278,0,0,20155.428,1001.040
279,1,1,15717.828,1076.702
280,1,0,19933.896,1001.095
281,1,1,16980.468,1000.634
282,1,1,16979.612,999.071
283,1,1,17607.231,986.843
284,1,1,17480.184,988.948
285,1,1,19919.028,988.733
286,1,1,18063.212,1001.040
287,1,1,17238.030,999.655
288,0,0,19944.394,1000.775
289,1,1,17633.102,991.009
290,1,1,16960.769,997.828
291,1,1,15693.317,996.597
292,1,1,17552.597,999.329
293,1,1,20005.483,995.631
294,1,1,17133.661,996.295
295,1,1,16956.898,990.473
296,1,1,17117.557,1001.440
297,1,1,16960.733,1003.016
298,1,1,16867.865,1000.468
299,0,0,20084.265,994.948
300,1,1,19879.570,986.868
301,1,1,18059.551,1003.409
302,1,1,16941.951,1000.572
303,1,1,17108.713,992.357
304,1,1,16467.932,1000.264
305,1,1,18473.219,999.249
306,1,1,17597.329,999.717
307,1,1,18003.323,991.021
308,1,1,16822.418,999.717
309,1,1,17053.987,996.037
310,1,0,20105.101,996.572
311,1,1,17090.252,995.760
312,1,1,16971.901,999.508
313,1,1,17131.255,985.225
314,1,1,16976.117,987.846
315,1,1,17116.228,999.527
316,1,1,19785.896,993.028
317,1,0,19189.932,987.969
318,1,1,17577.015,1001.348
319,0,0,19560.646,986.326
320,1,1,18020.615,986.037
321,1,1,18053.428,1002.185
322,1,1,18790.960,1000.019
323,1,1,20166.695,999.274
324,1,1,17578.941,1050.031
325,1,1,19941.483,1088.259
326,1,1,19891.951,998.517
327,1,1,17501.840,999.440
328,1,1,19962.597,1001.348
329,1,1,16662.295,996.234
330,1,1,19844.707,998.271
331,1,1,17101.095,1000.696
332,1,1,19917.459,1001.034
333,0,0,20122.665,998.197
334,1,1,19470.172,1083.471
335,1,1,19627.391,1000.892
336,1,1,16957.963,987.649
337,0,1,19861.397,998.640
338,1,1,17989.945,997.261
339,1,1,19910.061,1000.173
340,1,1,15873.145,1000.775
341,1,1,19945.440,1002.548
342,1,1,19856.468,998.572
343,1,1,16906.757,989.335
344,1,1,19874.991,1000.240
345,1,1,19922.018,1003.151
346,1,1,17043.323,999.440
347,1,1,19891.354,986.702
348,1,1,19855.465,996.787
349,1,1,17155.342,988.818
350,1,1,17680.160,999.606
351,1,0,19875.981,996.904
352,1,1,17371.698,1000.406
353,1,1,19832.850,998.474
354,1,1,18963.477,995.822
355,0,0,20184.942,986.166
356,1,1,19748.929,996.234
357,1,1,17122.535,997.815
358,1,1,17007.304,996.498
359,1,1,17509.003,994.209
360,1,1,17527.397,996.400
361,1,1,17240.633,988.178
362,1,1,16977.662,1002.505
363,1,1,19836.197,1000.055
364,0,0,20192.382,1003.803
365,1,1,19889.815,989.698
366,1,1,16883.187,999.711
367,1,1,17562.086,1001.219
368,1,1,19813.230,985.557
369,1,1,19860.695,996.025
370,1,1,19857.619,998.898
371,1,1,17961.373,998.259
372,1,1,19950.554,997.176
373,1,1,19641.797,1001.046
374,1,1,17992.720,997.822
375,1,1,16945.064,1000.843
376,1,1,19644.105,999.674
377,1,1,17611.834,993.889
378,1,1,17037.083,999.828
379,1,1,17000.222,985.588
380,1,1,16986.911,998.185
381,0,0,20271.766,1000.541
382,1,1,19906.043,987.698
383,1,1,19897.083,1000.997
384,1,1,17090.751,998.997
385,0,0,20077.273,1000.646
386,1,1,19810.173,1002.628
387,1,1,17581.982,992.812
388,1,1,17307.188,999.132
389,1,1,17012.191,1002.597
390,1,1,19879.206,999.908
391,1,1,19959.415,989.687
392,1,0,22222.702,1021.662
393,1,1,20129.858,998.000
394,1,1,17534.726,992.886
395,1,1,21096.492,1010.560
396,1,1,26711.890,1031.569
397,1,1,17530.634,1023.225
398,1,1,19486.757,1008.707
399,1,1,18092.369,1005.182
400,1,1,23143.822,1013.779
401,1,1,22455.360,1013.644
402,1,1,20355.200,1034.942
403,1,1,19229.452,987.729
404,1,1,18986.154,995.230
405,1,0,20111.133,990.529
406,1,1,18130.806,998.683
407,1,1,17002.080,1001.261
408,1,1,16960.770,998.622
409,1,1,16702.172,987.816
410,1,1,19894.105,998.640
411,1,1,16970.806,1000.080
412,1,0,19041.102,999.637
413,0,0,20101.680,1001.421
414,1,1,19857.225,1000.370
415,1,1,17919.606,987.889
416,1,1,20013.243,1002.572
417,1,1,19990.308,1004.228
418,0,0,20122.603,995.477
419,1,1,17780.468,997.692
420,0,0,20173.427,996.345
421,1,0,20210.942,1000.345
422,1,1,17032.492,1000.585
423,1,1,16959.994,999.600
424,0,0,20102.615,997.040
425,1,1,17136.516,997.581
426,1,1,17052.116,997.064
427,1,1,17791.108,990.110
428,1,1,17921.496,1002.222
429,1,0,19886.129,996.554
430,1,1,17710.510,997.987
431,1,1,17030.627,1000.542
432,1,1,20657.736,998.880
433,1,1,17059.686,1002.320
434,1,1,16923.631,1000.345
435,1,1,17094.043,1001.470
436,0,0,20190.271,1002.418
437,1,1,18251.520,999.680
438,0,0,20268.314,998.960
439,1,1,17040.708,988.831
440,1,1,16848.696,1000.252
441,1,0,19976.264,999.827
442,1,1,19877.951,1001.255
443,1,1,18090.228,989.120
444,1,1,17536.973,996.548
445,1,1,17803.600,985.489
446,0,0,20335.569,1000.634
447,1,1,19911.299,985.797
448,1,1,19995.434,1000.394
449,0,0,19752.683,1002.228
450,1,1,19263.828,1002.689
451,1,1,16981.182,987.969
452,1,1,19889.126,1000.320
453,1,1,19679.236,984.738
454,0,0,20138.867,995.612
455,1,1,18096.788,1001.243
456,1,1,18906.769,995.409
457,1,1,17750.948,985.637
458,1,1,19911.114,1000.566
459,0,1,19967.384,998.849
460,1,1,19754.129,997.932
461,1,1,19926.597,1002.757
462,0,0,20133.920,1001.317
463,1,1,17082.800,998.806
464,1,1,19685.366,998.289
465,1,1,19751.944,990.493
466,1,1,16857.735,998.307
467,1,1,17980.511,988.221
468,1,1,17556.160,1001.711
469,1,1,17042.424,1032.301
470,1,1,17669.600,995.034
471,1,1,19183.077,998.597
472,1,1,19575.625,1000.216
473,1,1,20031.846,1000.990
474,0,1,19800.019,1001.132
475,1,1,17069.477,986.824
476,0,1,19799.575,996.640
477,1,1,17015.699,996.468
478,0,0,20670.376,1002.757
479,1,1,19343.994,999.353
480,1,1,19949.040,997.587
481,1,1,19826.720,1001.643
482,1,1,16862.930,1003.219
483,1,1,19247.815,1000.572
484,1,1,19941.347,1001.409
485,1,0,19988.258,999.206
486,1,1,18296.073,999.200
487,1,1,19685.243,991.538
488,1,0,19528.320,1002.031
489,1,1,19938.455,999.384
490,1,1,19675.250,1002.264
491,1,1,17086.308,999.169
492,0,0,20198.960,989.101
493,1,1,19914.843,986.542
494,0,0,20131.588,986.148
495,1,1,19900.258,998.917
496,1,1,17652.289,999.483
497,1,1,17871.187,999.600
498,1,1,18183.120,1000.837
499,1,1,17145.083,1001.145
500,1,1,17727.065,1013.440
501,1,1,17015.772,999.569
502,1,1,19841.199,1000.541
503,1,1,18027.834,1001.360
504,1,1,19806.621,1001.317
505,1,1,19933.569,1002.326
506,1,1,19816.111,1000.702
507,0,0,19722.314,986.369
508,1,1,19838.135,985.280
509,1,1,16693.791,996.898
510,1,1,17918.868,988.221
511,1,1,19955.477,999.877
512,1,0,19678.831,1011.139
513,1,1,16964.855,999.391
514,1,1,17021.058,995.637
515,1,1,17136.357,1003.157
516,1,1,16820.560,995.895
517,0,0,20069.170,998.960
518,1,1,18083.668,997.661
519,1,1,19999.151,997.046
520,1,1,17032.086,988.019
521,1,1,19951.348,999.083
522,1,1,16977.914,987.538
523,1,1,16929.231,996.935
524,1,1,19662.099,994.585
525,1,1,16906.566,1002.062
526,1,0,15844.136,1180.461
527,1,1,17860.468,998.486
528,1,1,17116.357,996.954
529,1,1,17015.847,1001.933
530,1,1,16961.772,998.757
531,1,1,18085.655,996.308
532,1,1,19750.338,998.375
533,1,1,16961.447,999.047
534,0,0,19803.341,998.437
535,1,1,19828.855,995.181
536,0,0,19922.314,998.886
537,1,1,19927.421,1002.892
538,1,1,20051.341,1001.581
539,1,1,19194.073,998.904
540,1,1,19764.910,998.985
541,1,1,19936.388,996.954
542,0,0,20021.310,1000.628
543,1,1,19872.455,1000.966
544,1,0,20031.631,1000.147
545,0,0,20074.203,998.689
546,1,1,16874.979,996.197
547,0,0,16997.003,996.830
548,1,1,16938.111,990.246
549,1,1,16998.369,1000.960
550,0,0,20058.775,989.507
551,0,0,20054.258,1002.277
552,1,1,18697.145,999.582
553,1,0,20638.696,1102.277
554,1,1,17478.326,1000.160
555,1,1,17392.074,996.388
556,0,0,19640.381,994.807
557,0,1,20057.459,983.926
558,1,1,17564.843,996.530
559,1,1,17839.514,1005.692
560,1,1,16882.080,997.163
561,1,1,18024.603,1000.492
562,1,1,19877.778,988.997
563,1,1,18036.732,998.535
564,1,1,17290.123,999.071
565,1,1,19880.695,997.969
566,1,1,15552.769,999.107
567,0,0,19997.828,985.514
568,1,1,18072.621,1002.430
569,0,0,20146.376,996.473
570,1,1,19991.840,1001.834
571,0,0,20333.846,1000.148
572,1,1,17571.336,998.123
573,0,0,20071.895,995.225
574,0,1,17488.105,1001.748
575,1,1,16874.326,998.357
576,1,1,19788.529,1000.751
577,1,1,19841.003,995.526
578,0,0,20009.840,1001.089
579,1,1,17947.563,995.673
580,0,0,19797.791,995.907
581,1,1,17910.984,997.914
582,1,1,17166.782,991.145
583,1,1,15632.498,999.982
584,1,1,16925.360,1000.080
585,1,1,17057.858,995.871
586,0,0,20060.400,1064.720
587,1,1,16855.316,984.991
588,1,1,19158.080,984.769
589,1,1,19617.483,1000.781
590,1,1,17091.465,1000.025
591,1,1,19874.732,996.732
592,0,1,19974.677,997.236
593,1,1,17064.880,1079.040
594,1,1,19963.028,1082.591
595,1,1,19775.717,998.541
596,1,1,16773.575,997.107
597,0,0,19557.397,999.877
598,1,1,17534.966,999.415
599,1,1,17924.812,998.086
600,1,1,16967.219,988.406
601,1,1,20046.720,998.597
602,1,1,19682.560,1000.480
603,1,1,19762.301,999.181
604,1,1,18591.631,995.889
605,1,1,16972.880,997.181
606,1,1,19134.043,998.689
607,1,1,17841.551,997.883
608,0,0,20206.701,995.803
609,1,1,15565.932,996.683
610,1,0,19808.726,997.569
611,1,1,17633.538,1003.508
612,1,1,16991.822,1000.646
613,1,1,19883.975,997.483
614,1,1,19878.074,995.871
615,0,0,20230.253,998.818
616,1,1,17519.348,999.951
617,1,1,19788.997,993.846
618,1,1,16845.070,994.824
619,1,1,20068.966,1000.480
620,0,0,19559.532,987.809
621,1,1,18279.052,1005.046
622,1,1,17035.810,1000.018
623,1,1,16955.144,992.898
624,1,1,16902.947,999.139
625,1,1,17034.738,1000.037
626,1,1,17524.320,1008.031
627,1,0,20110.781,990.382
628,1,1,17449.791,1000.554
629,1,1,19834.258,988.572
630,0,0,19958.973,988.566
631,1,1,19920.185,986.726
632,1,1,18094.400,1001.951
633,0,0,15644.990,1001.286
634,0,1,19619.908,986.344
635,1,1,15831.495,995.699
636,1,1,19829.145,1000.936
637,1,1,19657.668,1000.418
638,0,0,20253.391,996.898
639,1,1,17713.710,999.200
640,1,1,18326.929,997.366
641,1,1,18099.200,999.181
642,1,1,17649.212,1002.443
643,1,1,17361.612,1002.135
644,1,1,16979.939,1001.010
645,1,1,20801.335,1012.061
646,1,1,20223.070,1023.736
647,1,1,18174.665,1009.065
648,1,1,19056.142,1000.689
649,1,1,20264.153,988.037
650,0,0,20245.378,986.781
651,1,1,18101.070,998.418
652,1,1,16956.339,995.871
653,0,0,19643.550,998.215
654,1,1,16898.234,995.575
655,0,0,20045.039,998.732
656,1,1,19810.130,1000.819
657,1,1,18160.880,994.474
658,1,1,17381.046,996.782
659,1,1,17482.074,1002.123
660,1,1,17109.341,986.861
661,1,1,19627.729,1001.618
662,1,1,17016.985,1002.474
663,0,1,19668.843,998.597
664,1,1,19786.923,996.603
665,1,1,19847.028,999.576
666,1,1,19725.003,999.009
667,0,0,20108.603,998.234
668,1,1,18117.495,988.701
669,1,1,18080.339,997.970
670,1,1,15651.804,1000.812
671,1,1,15666.160,998.855
672,1,1,16910.381,997.194
673,1,0,20041.858,998.622
674,0,0,19699.009,1001.680
675,1,1,17043.293,1002.450
676,0,0,20034.591,998.074
677,1,1,17660.031,1001.065
678,0,0,19796.406,1084.191
679,1,1,17005.698,997.951
680,1,0,19878.345,1001.225
681,1,1,16956.049,1001.052
682,1,1,17106.942,999.527
683,1,1,17841.662,1084.886
684,1,1,18966.936,1002.831
685,1,1,17483.538,986.898
686,1,1,17547.353,999.151
687,1,1,19921.508,998.381
688,1,1,16533.988,1000.806
689,1,1,16898.843,1003.280
690,1,1,17804.295,999.452
691,1,1,17558.018,1003.040
692,1,1,18035.710,1003.372
693,1,1,15621.132,999.243
694,1,1,17084.031,999.058
695,0,0,20233.809,997.280
696,1,1,16882.240,997.446
697,1,1,19972.062,988.843
698,0,0,19722.671,1002.326
699,1,1,17719.151,1000.535
700,1,1,15685.981,995.569
701,1,1,18342.474,1000.105
702,1,1,17427.052,995.107
703,1,1,16897.200,1002.739
704,1,1,17023.434,995.957
705,1,0,19955.065,988.363
706,1,0,19956.012,987.433
707,0,1,18789.729,997.957
708,1,1,19797.970,1001.496
709,1,0,20253.938,1000.652
710,1,1,18806.018,1000.781
711,1,1,17542.831,999.367
712,1,1,19863.416,988.185
713,1,1,20029.323,986.123
714,1,1,17295.083,998.092
715,1,1,19057.262,997.397
716,1,1,19765.631,999.649
717,1,0,19627.828,998.653
718,1,1,19343.784,995.933
719,1,1,19834.504,995.336
720,1,1,19871.920,995.471
721,1,1,17942.234,1000.634
722,0,0,20155.951,997.102
723,1,1,16952.659,998.006
724,1,1,15533.797,985.514
725,1,1,15727.613,997.416
726,1,1,15541.618,1002.406
727,1,1,17503.070,1003.151
728,1,1,19850.185,1001.231
729,1,0,19997.336,998.941
730,1,1,19663.336,1002.732
731,1,1,18099.496,1001.668
732,1,1,17053.471,995.564
733,1,1,19913.440,1003.680
734,1,1,17823.557,1002.935
735,1,0,20107.396,1001.483
736,1,1,17061.833,999.767
737,1,1,19914.154,998.979
738,1,1,18022.320,1002.104
739,1,1,16949.963,1003.526
740,1,1,19942.788,998.184
741,1,1,19823.532,997.600
742,1,1,17426.972,999.138
743,1,1,18052.068,999.630
744,1,1,19000.400,988.184
745,1,1,17598.578,1001.250
746,1,1,17598.104,999.840
747,1,1,17454.511,997.508
748,1,1,15755.600,996.750
749,0,0,19944.861,997.913
750,1,1,20028.960,1000.031
751,1,1,19734.972,997.133
752,0,1,17116.510,998.572
753,1,0,20092.462,1004.449
754,1,1,17814.690,1000.136
755,0,0,20139.797,999.982
756,1,1,16895.028,988.345
757,1,1,17026.905,997.563
758,1,1,16823.329,997.575
759,1,1,19850.646,988.935
760,1,1,17096.800,999.932
761,1,1,17106.732,1001.741
762,1,1,17594.997,1005.329
763,1,1,17700.726,1000.394
764,1,1,19833.348,1002.461
765,1,1,19886.179,1002.751
766,1,1,19829.508,996.621
767,1,1,17553.397,1002.874
768,1,1,17204.184,1001.858
769,0,0,19966.745,991.680
770,1,1,19629.692,999.342
771,1,1,19681.089,1000.800
772,1,1,17529.913,1004.960
773,1,0,17139.643,987.883
774,1,0,19910.215,1000.960
775,1,1,16997.058,995.243
776,1,1,16987.680,1000.751
777,1,1,16955.138,986.240
778,0,0,20221.877,1001.926
779,0,0,20182.633,1000.030
780,1,1,16976.541,993.767
781,1,1,19815.539,1001.766
782,1,1,17062.387,1001.027
783,1,1,19816.990,987.883
784,1,1,20343.335,1000.776
785,1,1,19878.535,998.911
786,0,0,20038.068,1000.080
787,0,0,20071.785,999.791
788,1,0,19613.446,998.757
789,1,1,19962.628,1000.714
790,0,1,20046.800,987.847
791,1,1,19890.794,999.169
792,1,1,17594.191,1082.813
793,1,1,18136.585,996.382
794,1,1,19671.982,999.169
795,0,0,19637.280,987.853
796,1,1,19836.493,999.649
797,1,1,18015.938,1003.803
798,1,1,19849.206,1001.366
799,1,1,17625.889,996.880
800,0,0,19817.871,1000.086
801,0,0,19573.914,1000.468
802,1,1,19879.501,995.268
803,1,1,19827.790,998.431
804,0,0,20060.806,998.456
805,1,1,19859.544,1001.372
806,1,1,19802.874,996.831
807,0,0,19879.120,987.182
808,1,1,16890.443,1003.034
809,0,0,19855.871,1028.609
810,1,1,19732.148,999.330
811,1,1,19940.363,1000.923
812,1,1,17463.717,999.286
813,1,1,17812.338,1003.507
814,1,1,17083.612,998.966
815,1,1,17965.612,990.302
816,1,1,17480.153,1000.141
817,1,1,17886.905,1002.990
818,1,1,15751.883,992.923
819,1,1,16954.332,1001.477
820,1,1,18014.240,988.400
821,1,1,16947.674,995.532
822,1,1,15622.843,1000.499
823,0,0,20274.111,997.156
824,1,1,19447.945,985.951
825,1,1,17089.323,985.323
826,1,1,17055.717,998.271
827,1,1,19842.861,995.563
828,1,1,17774.806,1004.025
829,1,1,17006.480,996.861
830,1,1,15613.507,998.874
831,1,1,19109.150,1001.163
832,1,1,19828.216,997.083
833,1,1,17033.606,990.462
834,1,1,19874.640,1006.289
835,1,1,19939.939,1071.532
836,1,1,16788.954,999.489
837,1,1,19819.711,998.043
838,1,1,17044.818,1001.975
839,1,1,17159.071,1003.231
840,1,1,16846.948,999.255
841,1,1,16991.557,998.499
842,1,1,18536.148,998.363
843,1,1,19856.227,990.818
844,1,1,17844.553,988.240
845,1,1,19890.160,1002.252
846,1,1,16774.836,985.803
847,1,1,16991.440,999.944
848,1,1,17611.015,996.345
849,0,0,20179.163,1002.836
850,1,1,17404.222,1003.009
851,1,1,19853.821,1002.234
852,1,1,17917.877,1001.822
853,1,1,18995.834,998.757
854,1,1,19803.329,986.436
855,1,1,17003.373,988.431
856,1,1,19780.929,999.434
857,1,1,15744.216,1081.557
858,1,1,19244.991,982.997
859,0,1,20127.280,996.738
860,0,0,18835.644,998.726
861,0,0,20172.947,989.483
862,1,1,16896.006,996.277
863,1,1,18730.843,988.320
864,1,1,17544.265,1001.163
865,1,1,17033.507,1001.089
866,1,1,16937.723,996.295
867,1,1,17140.123,990.197
868,1,1,17809.427,1004.209
869,1,1,17660.905,996.714
870,1,1,17827.028,999.052
871,1,1,19828.898,987.914
872,1,1,20066.419,1000.990
873,1,1,16995.520,990.486
874,1,1,18009.255,999.698
875,1,1,17677.822,998.055
876,0,0,19936.369,999.009
877,1,1,19729.096,998.855
878,1,1,16920.394,1001.360
879,0,0,20062.345,990.997
880,1,1,19829.834,998.154
881,1,1,17100.012,997.059
882,1,1,16917.323,1003.095
883,0,0,20580.425,990.258
884,1,1,16967.514,1002.991
885,1,1,19153.268,989.403
886,1,1,17734.166,998.930
887,1,0,19112.973,998.400
888,1,1,17050.572,998.492
889,1,1,16983.711,987.933
890,1,1,17159.194,999.656
891,0,0,19948.850,985.520
892,1,1,18056.332,998.646
893,1,0,20116.240,1002.024
894,1,0,19806.013,986.504
895,1,1,17507.378,1003.674
896,1,1,16919.397,1003.095
897,1,1,17059.139,988.178
898,0,1,19600.031,986.449
899,1,1,19857.274,1000.609
900,1,1,19798.954,1000.350
901,1,1,18056.344,996.086
902,1,1,17469.342,997.409
903,1,1,16851.292,988.584
904,1,1,17030.314,987.957
905,1,1,17961.230,999.557
906,1,1,16845.071,986.591
907,0,0,20712.806,998.006
908,0,0,19669.563,998.652
909,1,1,17494.837,988.148
910,1,1,19795.182,998.714
