index,label,prediction,e2e_us,kernel_us
147,1,1,26418.597,942.259
148,1,1,23075.421,936.110
149,1,1,22802.960,938.566
150,1,1,26660.228,935.231
151,1,1,26643.495,936.375
152,1,1,25017.815,943.378
153,1,1,22910.867,939.636
154,1,1,24105.323,937.360
155,1,1,22910.505,940.640
156,1,1,27085.889,938.732
157,1,1,26369.680,936.351
158,0,0,27260.892,936.135
159,1,1,23507.520,936.523
160,1,1,24459.926,1044.129
161,1,0,25663.630,938.166
162,1,1,22780.744,936.671
163,1,1,22925.852,934.941
164,0,0,27276.424,933.606
165,0,0,26654.043,938.277
166,1,1,22942.449,935.858
167,0,0,28149.643,939.428
168,1,1,26672.216,933.834
169,0,0,26790.627,942.172
170,0,1,26450.788,935.052
171,1,1,24337.778,940.739
172,1,1,22886.302,935.212
173,1,1,22857.520,937.883
174,1,1,23503.194,936.394
175,1,1,22735.268,937.102
176,0,0,27540.111,1131.237
177,1,1,22805.853,937.335
178,1,1,24185.963,938.979
179,1,1,26685.120,936.455
180,1,1,25519.957,935.742
181,1,1,25749.206,939.539
182,1,1,22660.191,937.280
183,1,1,23111.207,947.693
184,1,1,22636.135,932.271
185,1,1,23580.240,946.966
186,1,1,26596.935,947.649
187,0,1,26535.366,933.797
188,1,1,22700.640,946.093
189,1,1,26911.181,933.594
190,0,0,27108.978,932.542
191,1,1,23983.273,947.513
192,1,1,25411.668,932.714
193,1,1,23965.175,949.618
194,1,1,23576.763,948.621
195,1,1,22783.827,936.856
196,0,0,27221.859,933.680
197,1,1,22819.821,935.447
198,1,1,23050.104,947.680
199,1,1,26869.748,944.794
200,0,0,27353.077,930.720
201,1,1,23715.852,947.994
202,1,1,26548.247,945.828
203,1,1,26783.483,943.853
204,1,1,22781.490,947.582
205,1,1,24451.003,940.880
206,1,1,24175.545,944.227
207,1,1,24004.382,936.861
208,1,1,27278.259,930.739
209,0,0,27322.819,933.077
210,1,1,26529.667,948.880
211,1,1,26530.923,947.477
212,1,1,24358.867,936.609
213,0,0,26922.960,934.695
214,1,1,24432.105,947.785
215,0,0,26524.160,945.840
216,1,1,26926.130,932.812
217,1,1,22493.618,935.366
218,0,0,23822.104,930.172
219,1,1,26508.332,933.963
220,1,1,23225.760,937.729
221,1,1,24352.253,931.391
222,1,1,22959.452,934.727
223,1,1,22830.615,932.837
224,0,0,26566.012,943.477
225,1,1,24443.747,947.360
226,0,0,27201.877,937.016
227,1,1,26280.596,946.750
228,1,1,22796.665,934.726
229,1,1,23690.640,947.182
230,1,1,26576.670,934.456
231,1,1,22794.837,930.874
232,1,1,22838.443,944.591
233,1,1,22739.508,931.674
234,1,0,26640.222,945.231
235,1,1,26563.963,937.156
236,1,1,27263.778,930.603
237,1,1,25948.265,934.430
238,1,1,23015.280,932.043
239,1,1,26402.985,933.089
240,1,1,23525.717,944.942
241,1,1,23001.877,946.677
242,1,1,26467.249,931.409
243,1,1,22913.108,933.976
244,1,1,24090.781,944.271
245,1,1,26696.867,945.458
246,1,1,22639.852,946.572
247,0,0,26756.689,931.594
248,1,1,20563.311,931.735
249,1,1,22618.596,930.911
250,1,1,24719.010,933.194
251,1,1,22695.784,942.499
252,1,1,22964.474,947.827
253,1,1,26742.591,943.120
254,1,1,24755.083,933.538
255,1,1,24185.717,933.120
256,1,1,25056.253,934.997
257,1,1,26560.092,947.471
258,1,1,22812.886,932.855
259,0,0,27471.415,935.157
260,0,0,27083.249,948.006
261,1,1,26481.077,933.655
262,1,1,23020.455,935.175
263,1,1,22918.209,948.634
264,1,1,22899.538,931.797
265,1,1,22802.436,931.975
266,1,1,26862.080,945.022
267,1,1,22700.880,934.320
268,1,1,23981.853,933.717
269,1,1,22992.535,947.446
270,1,1,22764.203,945.913
271,1,1,27954.677,946.898
272,1,1,22724.799,945.194
273,1,1,24614.782,945.717
274,1,1,26548.695,940.277
275,0,0,27310.763,947.650
276,1,1,26696.830,932.388
277,1,1,26788.911,933.151
278,0,0,27232.874,933.969
279,1,1,20833.581,937.015
280,1,0,27093.028,933.015
281,1,1,23016.776,1050.240
282,1,1,22861.963,946.474
283,1,1,23472.363,932.351
284,1,1,23525.193,1024.911
285,1,1,26770.320,947.243
286,1,1,24305.385,940.197
287,1,1,22839.434,946.467
288,0,0,26941.538,936.259
289,1,1,23450.720,931.305
290,1,1,22820.523,931.059
291,1,1,20311.730,933.347
292,1,1,23639.538,933.815
293,1,1,26474.954,947.619
294,1,1,22902.529,939.083
295,1,1,22979.064,932.104
296,1,1,23002.068,933.594
297,1,1,22653.403,944.388
298,1,1,22693.108,934.560
299,0,0,27431.003,1039.354
300,1,1,26607.126,932.049
301,1,1,24423.132,942.031
302,1,1,22571.132,933.717
303,1,1,22952.800,947.643
304,1,1,22021.643,932.554
305,1,1,24739.791,931.680
306,1,1,23621.520,931.834
307,1,1,24059.009,948.603
308,1,1,22764.670,945.194
309,1,1,22849.507,933.163
310,1,0,27257.655,942.634
311,1,1,22720.307,931.736
312,1,1,22822.610,938.437
313,1,1,22771.366,936.425
314,1,1,22913.581,929.280
315,1,1,22958.400,931.354
316,1,1,26742.357,943.255
317,1,0,25861.557,935.286
318,1,1,23764.653,935.865
319,0,0,26654.836,932.677
320,1,1,22240.265,933.526
321,1,1,24240.677,933.840
322,1,1,25368.806,930.695
323,1,1,27442.166,933.612
324,1,1,23381.674,930.806
325,1,1,26403.151,945.132
326,1,1,26461.138,933.501
327,1,1,23707.366,937.606
328,1,1,26393.304,933.650
329,1,1,22339.403,950.099
330,1,1,26706.653,945.015
331,1,1,22924.560,938.831
332,1,1,26703.255,948.855
333,0,0,27262.763,934.985
334,1,1,26388.542,1049.785
335,1,1,26561.335,946.111
336,1,1,22877.095,949.212
337,0,1,26458.732,932.056
338,1,1,23444.671,942.695
339,1,1,26624.701,947.957
340,1,1,20406.843,933.613
341,1,1,26766.437,947.661
342,1,1,26738.271,950.074
343,1,1,22742.862,948.345
344,1,1,27002.166,1154.185
345,1,1,26591.034,934.542
346,1,1,22702.087,934.966
347,1,1,26641.575,940.843
348,1,1,26694.135,934.240
349,1,1,23050.701,943.323
350,1,1,23899.083,950.400
351,1,0,26992.141,936.991
352,1,1,23571.077,947.852
353,1,1,26488.074,935.428
354,1,1,25565.077,933.532
355,0,0,27399.693,938.474
356,1,1,26352.480,932.616
357,1,1,22901.612,942.904
358,1,1,22834.849,946.566
359,1,1,23522.603,936.333
360,1,1,23239.791,946.418
361,1,1,22740.363,932.579
362,1,1,22848.265,947.797
363,1,1,26783.704,938.917
364,0,0,27550.640,946.296
365,1,1,26687.292,945.957
366,1,1,22851.150,949.298
367,1,1,23577.902,946.425
368,1,1,26563.852,942.867
369,1,1,26451.901,932.763
370,1,1,26928.474,932.806
371,1,1,24223.797,946.074
372,1,1,27013.477,931.317
373,1,1,26485.908,947.237
374,1,1,24161.563,936.849
375,1,1,22562.523,945.766
376,1,1,26559.507,932.024
377,1,1,23639.772,948.314
378,1,1,22779.157,946.572
379,1,1,22833.624,936.775
380,1,1,22894.843,944.775
381,0,0,27451.076,931.514
382,1,1,26713.876,933.225
383,1,1,26468.062,934.548
384,1,1,22724.270,951.600
385,0,0,27162.043,931.317
386,1,1,26660.228,934.603
387,1,1,23503.895,934.345
388,1,1,23560.382,946.708
389,1,1,22733.230,949.680
390,1,1,26696.313,935.120
391,1,1,26975.944,946.185
392,1,0,26511.225,931.964
393,1,1,24275.280,930.511
394,1,1,23041.293,949.397
395,1,1,26515.760,933.193
396,1,1,23012.382,943.957
397,1,1,20277.483,934.056
398,1,1,24100.695,934.467
399,1,1,23040.253,944.818
400,1,1,26844.806,947.446
401,1,1,26807.102,945.908
402,1,1,23657.913,933.815
403,1,1,23721.422,936.480
404,1,1,25232.880,944.781
405,1,0,27235.723,930.185
406,1,1,24237.754,947.126
407,1,1,23051.471,951.902
408,1,1,22531.385,932.044
409,1,1,22267.206,945.551
410,1,1,26759.256,931.545
411,1,1,22907.267,931.256
412,1,0,25840.375,931.317
413,0,0,27153.188,946.695
414,1,1,26704.653,932.258
415,1,1,24315.083,945.944
416,1,1,26711.422,936.350
417,1,1,27009.785,934.154
418,0,0,27493.132,935.065
419,1,1,23735.163,947.120
420,0,0,27505.803,945.766
421,1,0,27357.391,947.711
422,1,1,22954.708,950.000
423,1,1,22879.342,947.840
424,0,0,27332.991,933.367
425,1,1,22797.944,930.818
426,1,1,22784.812,945.889
427,1,1,24119.895,936.031
428,1,1,24201.889,933.010
429,1,0,26709.791,930.178
430,1,1,24025.335,938.542
431,1,1,22618.412,951.680
432,1,1,27894.972,945.920
433,1,1,22877.459,931.501
434,1,1,22811.107,932.173
435,1,1,22657.077,931.791
436,0,0,27428.664,937.803
437,1,1,24164.345,945.342
438,0,0,27396.147,934.843
439,1,1,22634.603,946.862
440,1,1,22882.289,945.692
441,1,0,26624.209,933.034
442,1,1,26736.345,948.800
443,1,1,24233.507,950.437
444,1,1,23516.868,931.489
445,1,1,23767.027,936.289
446,0,0,27296.585,931.920
447,1,1,26859.459,948.345
448,1,1,26667.138,948.375
449,0,0,26633.519,932.923
450,1,1,25855.022,937.582
451,1,1,22987.311,938.179
452,1,1,26610.474,942.844
453,1,1,26403.034,936.720
454,0,0,27416.480,949.206
455,1,1,24298.867,932.375
456,1,1,25831.367,933.170
457,1,1,23365.889,946.714
458,1,1,26615.876,947.046
459,0,1,26768.843,935.237
460,1,1,26460.972,946.566
461,1,1,26667.784,945.711
462,0,0,27456.148,946.425
463,1,1,22817.200,931.969
464,1,1,27157.237,935.785
465,1,1,26346.307,947.570
466,1,1,22662.640,945.040
467,1,1,24053.065,947.569
468,1,1,23496.068,930.923
469,1,1,23146.492,932.412
470,1,1,23990.997,935.083
471,1,1,25394.339,935.268
472,1,1,26396.849,931.397
473,1,1,26771.779,935.102
474,0,1,26772.092,943.785
475,1,1,22834.941,934.277
476,0,1,26741.582,944.560
477,1,1,23101.268,935.618
478,0,0,28270.843,944.917
479,1,1,26661.994,1059.569
480,1,1,27342.333,934.246
481,1,1,26916.006,939.471
482,1,1,23183.360,943.477
483,1,1,26242.172,935.243
484,1,1,27083.833,940.449
485,1,0,26910.646,939.040
486,1,1,24788.012,939.520
487,1,1,27027.305,941.901
488,1,0,26740.061,941.724
489,1,1,27079.354,948.843
490,1,1,27104.819,942.443
491,1,1,23215.120,939.772
492,0,0,27840.634,938.320
493,1,1,27165.181,938.037
494,0,0,27623.612,937.612
495,1,1,27065.926,939.440
496,1,1,24296.984,938.843
497,1,1,24569.200,949.336
498,1,1,24748.062,949.483
499,1,1,23206.997,950.701
500,1,1,23753.926,934.548
501,1,1,23293.064,934.973
502,1,1,27104.160,943.433
503,1,1,24641.779,938.222
504,1,1,26816.357,941.120
505,1,1,26979.784,938.585
506,1,1,27022.627,938.314
507,0,0,26827.754,946.117
508,1,1,27210.498,939.938
509,1,1,22589.631,951.114
510,1,1,24637.901,948.738
511,1,1,27686.110,955.822
512,1,0,26888.788,937.963
513,1,1,23300.535,951.613
514,1,1,23224.966,948.412
515,1,1,23187.846,936.653
516,1,1,23362.166,949.551
517,0,0,27480.683,951.256
518,1,1,25251.920,939.496
519,1,1,27965.557,951.138
520,1,1,23088.142,936.757
521,1,1,27112.363,935.378
522,1,1,23061.022,934.997
523,1,1,23126.836,947.342
524,1,1,26903.471,935.859
525,1,1,22888.129,935.939
526,1,1,20947.354,953.187
527,1,1,24676.671,935.766
528,1,1,23218.123,950.972
529,1,1,23214.431,942.536
530,1,1,23133.717,936.689
531,1,1,24506.782,937.058
532,1,1,27093.077,937.163
533,1,1,22862.388,949.859
534,0,0,27180.197,939.231
535,1,1,27030.702,935.840
536,0,0,27281.262,943.907
537,1,1,27006.123,936.572
538,1,1,27448.516,934.701
539,1,1,26407.527,938.407
540,1,1,26685.341,950.966
541,1,1,27349.729,938.074
542,0,0,27555.490,939.760
543,1,1,27250.911,941.791
544,1,0,27456.985,940.800
545,0,0,27617.218,939.255
546,1,1,22759.397,953.544
547,0,0,23445.827,934.812
548,1,1,23113.231,936.043
549,1,1,23143.126,938.289
550,0,0,27658.830,949.760
551,0,0,27690.634,936.086
552,1,1,24818.191,938.990
553,1,1,27805.840,936.431
554,1,1,23949.150,950.141
555,1,1,23637.071,950.671
556,0,0,26974.191,942.443
557,0,1,27881.507,980.683
558,1,1,27016.985,960.424
559,1,1,25053.016,950.357
560,1,1,23990.136,972.018
561,1,1,35502.474,954.000
562,1,1,27377.686,934.510
563,1,1,31646.166,968.480
564,1,1,33137.249,965.287
565,1,1,28706.277,932.062
566,1,1,20708.905,933.366
567,0,0,27363.833,943.520
568,1,1,24474.936,946.954
569,0,0,27256.806,948.093
570,1,1,25715.508,934.295
571,0,0,27710.892,930.904
572,1,1,23402.259,930.904
573,0,0,27169.741,944.973
574,0,1,23455.311,946.209
575,1,1,22698.431,946.566
576,1,1,26894.985,948.043
577,1,1,26604.480,933.348
578,0,0,27188.830,935.372
579,1,1,24087.926,935.409
580,0,0,26657.673,931.507
581,1,1,23808.301,933.625
582,1,1,23094.806,943.219
583,1,1,20587.397,944.813
584,1,1,22475.564,946.227
585,1,1,22793.791,935.317
586,0,0,27273.083,931.213
587,1,1,22755.071,931.932
588,1,1,25883.434,944.105
589,1,1,26378.886,935.625
590,1,1,22913.207,931.686
591,1,1,26615.372,934.056
592,0,1,27130.209,931.840
593,1,1,22916.738,1045.163
594,1,1,27011.785,930.566
595,1,1,26637.292,947.182
596,1,1,22657.133,933.434
597,0,0,26459.932,932.332
598,1,1,23651.686,947.748
599,1,1,24204.215,938.443
600,1,1,22682.190,932.455
601,1,1,27484.677,950.455
602,1,1,26701.213,932.689
603,1,1,26496.769,934.080
604,1,1,25203.926,943.661
605,1,1,23372.228,954.087
606,1,1,25629.422,933.298
607,1,1,24062.886,932.375
608,0,0,26816.283,946.898
609,1,1,20227.545,947.594
610,1,0,26456.196,932.277
611,1,1,23653.815,947.724
612,1,1,22939.372,931.249
613,1,1,26782.941,948.991
614,1,1,26619.729,946.627
615,0,0,27284.037,934.480
616,1,1,23552.609,932.308
617,1,1,26597.587,938.480
618,1,1,22823.914,946.505
619,1,1,27046.812,934.738
620,0,0,26577.138,938.948
621,1,1,24397.095,933.975
622,1,1,22765.342,932.394
623,1,1,22839.502,933.446
624,1,1,22893.864,946.191
625,1,1,22671.181,946.658
626,1,1,23404.104,940.480
627,1,0,27057.711,936.763
628,1,1,23687.293,932.259
629,1,1,26565.933,945.532
630,0,0,27000.837,946.628
631,1,1,26663.532,950.929
632,1,1,24071.791,944.813
633,0,0,20012.615,944.960
634,0,1,26481.237,933.311
635,1,1,20284.271,935.114
636,1,1,26584.904,935.058
637,1,1,26519.237,931.513
638,0,0,27408.738,931.760
639,1,1,23657.028,933.372
640,1,1,25016.776,934.874
641,1,1,24134.160,931.317
642,1,1,23682.468,938.221
643,1,1,23462.462,930.788
644,1,1,22670.757,948.289
645,1,1,26619.853,933.157
646,1,1,25888.295,934.714
647,1,1,23039.982,933.507
648,1,1,23687.766,934.357
649,1,1,26572.763,936.886
650,0,0,27434.332,935.163
651,1,1,24378.936,941.717
652,1,1,22856.634,944.873
653,0,0,26673.280,948.284
654,1,1,22599.656,942.178
655,0,0,27296.794,934.511
656,1,1,26783.329,940.141
657,1,1,24311.945,934.037
658,1,1,23350.215,934.548
659,1,1,23656.985,931.975
660,1,1,22587.428,946.640
661,1,1,26424.105,933.520
662,1,1,22861.317,932.652
663,0,1,26571.108,1056.806
664,1,1,26557.951,932.092
665,1,1,26573.231,932.954
666,1,1,26518.609,941.747
667,0,0,27036.148,946.517
668,1,1,24405.040,934.271
669,1,1,24123.046,938.905
670,1,1,20056.215,930.732
671,1,1,20340.031,933.551
672,1,1,22776.166,932.333
673,1,0,27108.893,945.630
674,0,0,26640.136,934.264
675,1,1,22606.467,937.446
676,0,0,27263.834,935.877
677,1,1,23573.618,932.769
678,0,0,26618.566,946.135
679,1,1,22882.659,934.289
680,1,0,26751.040,932.117
681,1,1,22741.699,934.270
682,1,1,22803.250,943.956
683,1,1,23835.114,948.209
684,1,1,25520.087,943.501
685,1,1,23472.683,932.529
686,1,1,23188.147,932.671
687,1,1,26631.169,947.563
688,1,1,22430.499,937.588
689,1,1,23039.563,932.788
690,1,1,24622.935,936.387
691,1,1,23661.723,950.191
692,1,1,24382.376,949.489
693,1,1,20873.083,935.747
694,1,1,23370.572,949.754
695,0,0,27726.055,939.268
696,1,1,23016.498,951.686
697,1,1,27643.723,941.046
698,0,0,26841.120,943.305
699,1,1,24297.803,948.209
700,1,1,20760.714,949.421
701,1,1,25168.123,941.409
702,1,1,23868.898,949.926
703,1,1,23171.766,940.806
704,1,1,23348.258,937.175
705,1,0,27052.044,950.135
706,1,0,27353.963,941.606
707,0,1,25683.914,951.957
708,1,1,27106.228,937.914
709,1,0,27884.437,937.446
710,1,1,25666.647,941.994
711,1,1,23907.107,936.425
712,1,1,26944.160,937.926
713,1,1,27563.064,944.597
714,1,1,23835.089,949.932
715,1,1,25851.889,953.009
716,1,1,26822.455,934.824
717,1,0,27255.268,938.997
718,1,1,26642.622,937.286
719,1,1,26714.572,939.969
720,1,1,27453.465,934.136
721,1,1,24282.277,938.086
722,0,0,27590.874,934.480
723,1,1,23370.284,951.305
724,1,1,20782.264,933.760
725,1,1,20930.406,932.603
726,1,1,20657.945,938.191
727,1,1,23917.433,942.744
728,1,1,27093.095,934.948
729,1,0,27505.372,938.178
730,1,1,26684.147,937.132
731,1,1,24745.920,936.406
732,1,1,23570.713,957.797
733,1,1,34093.329,935.317
734,1,1,24399.311,948.670
735,1,0,27541.693,937.434
736,1,1,23164.554,952.253
737,1,1,27073.218,950.720
738,1,1,24439.428,937.003
739,1,1,22917.883,950.240
740,1,1,27058.985,940.499
741,1,1,26978.265,936.763
742,1,1,24026.781,937.459
743,1,1,24611.237,936.990
744,1,1,25905.188,936.129
745,1,1,24042.763,950.701
746,1,1,23858.332,934.467
747,1,1,24004.917,950.671
748,1,1,20832.043,937.021
749,0,0,27679.366,952.271
750,1,1,27461.409,936.393
751,1,1,26675.470,934.788
752,0,1,23277.194,940.523
753,1,0,27709.354,939.569
754,1,1,24656.535,935.816
755,0,0,27623.920,951.575
756,1,1,23376.566,933.889
757,1,1,23109.538,935.704
758,1,1,22851.200,949.557
759,1,1,26953.773,933.865
760,1,1,23219.779,948.929
761,1,1,23264.609,943.778
762,1,1,23881.348,939.385
763,1,1,24452.369,940.591
764,1,1,27049.612,950.222
765,1,1,27094.590,937.661
766,1,1,26934.227,947.101
767,1,1,23958.807,948.019
768,1,1,22988.123,938.960
769,0,0,27257.225,940.547
770,1,1,26677.576,948.727
771,1,1,26934.886,946.136
772,1,1,23900.511,936.092
773,1,0,23447.667,936.720
774,1,0,27614.665,938.105
775,1,1,22828.314,937.293
776,1,1,23176.080,944.062
777,1,1,23118.080,941.612
778,0,0,28064.092,940.511
779,0,0,27593.742,973.809
780,1,1,23295.581,935.748
781,1,1,26905.760,936.166
782,1,1,23214.917,937.914
783,1,1,27238.886,953.102
784,1,1,28061.489,946.191
785,1,1,27065.784,941.046
786,0,0,27530.868,950.061
787,0,0,27883.790,943.175
788,1,0,26626.880,939.090
789,1,1,27182.191,939.052
790,0,1,27680.018,936.136
791,1,1,27039.138,941.593
792,1,1,24121.545,934.129
793,1,1,24925.889,936.419
794,1,1,26668.185,937.070
795,0,0,26971.193,937.956
796,1,1,27005.606,952.788
797,1,1,24495.502,934.542
798,1,1,27032.456,935.607
799,1,1,23747.840,937.421
800,0,0,27180.807,937.120
801,0,0,26704.714,939.655
802,1,1,26921.760,937.908
803,1,1,27025.766,936.855
804,0,0,27723.576,949.753
805,1,1,26813.821,939.859
806,1,1,26837.175,936.455
807,0,0,27096.695,933.612
808,1,1,22853.606,949.994
809,0,0,27261.723,935.600
810,1,1,27146.665,1063.711
811,1,1,26984.080,935.747
812,1,1,24237.157,950.443
813,1,1,24453.169,940.480
814,1,1,23198.067,937.686
815,1,1,24587.329,948.929
816,1,1,23971.668,935.373
817,1,1,24130.172,939.883
818,1,1,20940.609,952.757
819,1,1,23462.689,948.578
820,1,1,24668.646,937.951
821,1,1,23075.040,936.633
822,1,1,20740.393,938.178
823,0,0,27696.954,940.074
824,1,1,26864.615,934.240
825,1,1,23154.985,945.920
826,1,1,23235.470,946.056
827,1,1,27533.907,953.003
828,1,1,24212.720,948.493
829,1,1,23711.089,941.256
830,1,1,20556.639,938.474
831,1,1,25635.870,937.040
832,1,1,27022.332,936.862
833,1,1,23303.367,934.671
834,1,1,27640.511,947.741
835,1,1,27123.753,941.280
836,1,1,22894.394,949.305
837,1,1,26933.342,941.465
838,1,1,23361.754,935.108
839,1,1,23108.049,946.856
840,1,1,23192.886,950.745
841,1,1,23174.757,951.938
842,1,1,25283.101,950.240
843,1,1,26866.566,936.658
844,1,1,24578.984,936.191
845,1,1,26978.493,945.206
846,1,1,22898.344,938.862
847,1,1,23193.569,950.572
848,1,1,23923.716,942.708
849,0,0,27690.628,950.166
850,1,1,23956.117,935.791
851,1,1,27251.490,934.536
852,1,1,24711.846,949.982
853,1,1,26002.301,936.172
854,1,1,26849.224,935.348
855,1,1,23109.120,939.237
856,1,1,26808.622,938.449
857,1,1,20732.289,952.013
858,1,1,26441.193,950.493
859,0,1,27535.606,937.662
860,0,0,25411.120,939.975
861,0,0,27676.012,949.896
862,1,1,22942.788,932.560
863,1,1,24373.852,951.261
864,1,1,23902.111,934.720
865,1,1,23268.646,940.585
866,1,1,23180.222,935.391
867,1,1,23359.034,937.015
868,1,1,24213.594,941.021
869,1,1,24302.480,951.434
870,1,1,24590.117,945.846
871,1,1,27107.169,935.329
872,1,1,27643.298,938.289
873,1,1,23207.372,936.166
874,1,1,24610.899,937.698
875,1,1,24209.138,948.548
876,0,0,26953.459,933.779
877,1,1,27325.649,939.157
878,1,1,23110.376,948.867
879,0,0,27824.259,936.824
880,1,1,26713.741,935.372
881,1,1,23333.261,951.157
882,1,1,23060.185,933.261
883,0,0,28507.292,936.899
884,1,1,23266.258,943.366
885,1,1,26261.637,939.096
886,1,1,24072.129,939.022
887,1,0,26091.378,937.945
888,1,1,23366.283,948.991
889,1,1,23292.535,952.246
890,1,1,23457.465,942.917
891,0,0,27166.818,950.788
892,1,1,24621.883,947.723
893,1,0,27680.733,951.957
894,1,0,27019.373,935.083
895,1,1,23682.812,936.529
896,1,1,23239.378,951.520
897,1,1,23296.154,950.714
898,0,1,26720.800,949.471
899,1,1,27091.945,937.944
900,1,1,27016.461,936.295
901,1,1,24590.498,933.815
902,1,1,24078.025,938.197
903,1,1,23193.772,950.437
904,1,1,23053.403,939.040
905,1,1,24496.978,950.012
906,1,1,23249.815,947.625
907,0,0,24621.821,936.185
908,0,0,26751.397,941.378
909,1,1,24136.474,937.477
910,1,1,26971.114,936.763
911,1,1,27000.573,936.720
912,1,1,23252.720,938.628
913,1,1,23550.757,938.351
914,1,0,26814.597,940.030
915,1,1,24182.375,933.655
916,1,1,23114.726,937.576
917,1,1,20634.468,937.237
918,1,1,27029.477,934.892
919,1,1,23155.859,938.000
920,1,0,26225.748,936.584
921,1,1,24214.456,937.951
922,1,1,26699.083,936.424
923,1,1,27602.455,933.803
924,1,1,22883.508,950.369
925,1,1,27047.107,935.421
926,1,1,23204.936,952.197
927,1,1,27441.305,939.791
928,1,1,22828.345,938.431
