index,label,prediction,e2e_us,kernel_us
288,0,0,19890.332,1027.059
289,1,1,17597.065,1025.723
290,1,1,16992.984,1040.597
291,1,1,15647.514,1026.154
292,1,1,17520.277,1029.046
293,1,1,19952.036,1039.766
294,1,1,17004.671,1036.055
295,1,1,16926.031,1038.886
296,1,1,17037.416,1024.800
297,1,1,16957.256,1025.797
298,1,1,16843.237,1026.486
299,0,0,20098.252,1025.175
300,1,1,19902.856,1024.597
301,1,1,18026.425,1026.702
302,1,1,16922.147,1021.144
303,1,1,17039.748,1039.723
304,1,1,16526.757,1026.745
305,1,1,18350.529,1025.575
306,1,1,17555.003,1025.182
307,1,1,18013.539,1040.800
308,1,1,16928.824,1038.640
309,1,1,16955.347,1024.461
310,1,0,20069.114,1026.874
311,1,1,17142.904,1036.930
312,1,1,16999.981,1025.255
313,1,1,16947.797,1027.649
314,1,1,17005.373,1027.698
315,1,1,17177.280,1129.176
316,1,1,19741.532,1024.437
317,1,0,19184.375,1075.680
318,1,1,17567.895,1024.302
319,0,0,19557.089,1025.471
320,1,1,18012.935,1038.326
321,1,1,18117.969,1035.225
322,1,1,18795.261,1025.323
323,1,1,20055.834,1040.154
324,1,1,17563.914,1084.203
325,1,1,19857.397,1037.847
326,1,1,19897.495,1025.772
327,1,1,17491.619,1025.988
328,1,1,19892.369,1026.394
329,1,1,16638.554,1022.031
330,1,1,19805.723,1024.966
331,1,1,17133.877,1027.889
332,1,1,19805.311,1110.104
333,0,0,20092.007,1026.830
334,1,1,19355.200,1025.588
335,1,1,19583.686,1025.304
336,1,1,16970.880,1028.991
337,0,1,19873.773,1026.954
338,1,1,17595.280,1037.003
339,1,1,19884.123,1027.908
340,1,1,15609.600,1032.178
341,1,1,19751.513,1033.736
342,1,1,19790.924,1041.317
343,1,1,16864.308,1027.212
344,1,1,19874.867,1026.646
345,1,1,19803.618,1028.843
346,1,1,17065.717,1037.803
347,1,1,19872.234,1029.532
348,1,1,19815.902,1028.831
349,1,1,17052.166,1026.320
350,1,1,17625.372,1037.932
351,1,0,19981.686,1028.406
352,1,1,17433.593,1023.600
353,1,1,19942.228,1025.373
354,1,1,19029.674,1024.818
355,0,0,20158.898,1028.302
356,1,1,19754.314,1026.751
357,1,1,17153.618,1028.086
358,1,1,16933.347,1022.849
359,1,1,17544.160,1027.120
360,1,1,17555.834,1024.215
361,1,1,17108.000,1027.858
362,1,1,16939.514,1027.095
363,1,1,19882.517,1036.480
364,0,0,20188.068,1029.545
365,1,1,19871.741,1024.985
366,1,1,17059.828,1024.720
367,1,1,17520.707,1024.025
368,1,1,19774.947,1027.126
369,1,1,19904.400,1026.861
370,1,1,20098.523,1038.979
371,1,1,18265.908,1026.111
372,1,1,20225.828,1026.019
373,1,1,20600.092,1081.348
374,1,1,19474.080,1028.499
375,1,1,18077.908,1041.163
376,1,1,20977.994,1027.901
377,1,1,18868.843,1050.499
378,1,1,18116.664,1023.748
379,1,1,18502.701,1045.169
380,1,1,18430.824,1041.151
381,0,0,21459.046,1032.209
382,1,1,21422.363,1033.827
383,1,1,20365.310,1038.019
384,1,1,17010.006,1039.428
385,0,0,20043.957,1023.182
386,1,1,19748.573,1027.704
387,1,1,17619.218,1039.693
388,1,1,17478.203,1111.495
389,1,1,16877.102,1038.246
390,1,1,19853.120,1024.012
391,1,1,19950.787,1041.071
392,1,0,19709.563,1038.689
393,1,1,18128.332,1028.898
394,1,1,17157.773,1025.969
395,1,1,19910.733,1037.237
396,1,1,17062.449,1104.855
397,1,1,15596.757,1026.739
398,1,1,18151.114,1024.449
399,1,1,17106.123,1026.787
400,1,1,19629.299,1038.246
401,1,1,19793.951,1026.117
402,1,1,17397.188,1023.778
403,1,1,17609.243,1026.375
404,1,1,18896.474,1024.763
405,1,0,20013.619,1040.332
406,1,1,18123.969,1039.213
407,1,1,17191.224,1041.348
408,1,1,16834.320,1024.553
409,1,1,16611.219,1038.455
410,1,1,19834.227,1032.037
411,1,1,17016.947,1036.037
412,1,0,18995.249,1027.797
413,0,0,20069.108,1027.305
414,1,1,19878.739,1029.495
415,1,1,17680.548,1025.667
416,1,1,19828.277,1026.425
417,1,1,19960.517,1022.948
418,0,0,20110.683,1026.622
419,1,1,17623.981,1036.068
420,0,0,20106.314,1038.000
421,1,0,20163.759,1028.209
422,1,1,17038.130,1027.791
423,1,1,17033.957,1025.594
424,0,0,20131.587,1027.071
425,1,1,16967.132,1039.582
426,1,1,16989.674,1026.781
427,1,1,17741.630,1024.117
428,1,1,18077.379,1040.818
429,1,0,19746.363,1022.615
430,1,1,17646.628,1041.102
431,1,1,16943.692,1025.711
432,1,1,20608.246,1023.280
433,1,1,17091.840,1037.735
434,1,1,16955.047,1028.523
435,1,1,16957.932,1027.730
436,0,0,20097.785,1038.307
437,1,1,18114.253,1024.948
438,0,0,20411.323,1028.634
439,1,1,16937.311,1027.169
440,1,1,16888.744,1027.784
441,1,0,19838.338,1040.499
442,1,1,19838.147,1026.732
443,1,1,18098.689,1020.264
444,1,1,17513.606,1032.129
445,1,1,17761.194,1029.187
446,0,0,20129.551,1036.597
447,1,1,19882.689,1023.323
448,1,1,19945.237,1039.711
449,0,0,19749.459,1026.738
450,1,1,19264.338,1025.065
451,1,1,16949.397,1025.803
452,1,1,19832.818,1028.677
453,1,1,19656.289,1036.430
454,0,0,20092.560,1026.443
455,1,1,18121.231,1038.775
456,1,1,18882.098,1041.526
457,1,1,17594.732,1027.846
458,1,1,19876.622,1026.849
459,0,1,20083.427,1026.387
460,1,1,19714.967,1022.831
461,1,1,19878.499,1027.009
462,0,0,20100.941,1024.148
463,1,1,17097.853,1063.397
464,1,1,19676.972,1025.908
465,1,1,19805.335,1026.418
466,1,1,16838.806,1025.330
467,1,1,17902.049,1026.172
468,1,1,17565.058,1040.523
469,1,1,17005.852,1039.889
470,1,1,17811.212,1022.689
471,1,1,19009.569,1024.874
472,1,1,19656.406,1026.209
473,1,1,19980.874,1041.501
474,0,1,19784.363,1037.151
475,1,1,17159.003,1022.793
476,0,1,19797.489,1023.342
477,1,1,16993.347,1024.350
478,0,0,20615.637,1030.302
479,1,1,19305.101,1026.775
480,1,1,19999.532,1028.006
481,1,1,19857.656,1023.237
482,1,1,16843.735,1037.151
483,1,1,19260.369,1039.988
484,1,1,19907.212,1036.554
485,1,0,19905.606,1027.120
486,1,1,18297.803,1040.450
487,1,1,19685.975,1026.037
488,1,0,19462.302,1027.496
489,1,1,19805.453,1029.828
490,1,1,19663.440,1025.126
491,1,1,16992.400,1039.465
492,0,0,20092.603,1036.775
493,1,1,19789.741,1042.043
494,0,0,20009.938,1040.246
495,1,1,19808.166,1125.514
496,1,1,17647.742,1036.055
497,1,1,17851.587,1026.462
498,1,1,18235.114,1023.114
499,1,1,17061.668,1131.329
500,1,1,17460.793,1023.304
501,1,1,17001.132,1024.923
502,1,1,19821.465,1037.773
503,1,1,17974.868,1024.973
504,1,1,19763.464,1025.735
505,1,1,19853.858,1028.050
506,1,1,19819.225,1023.465
507,0,0,19736.061,1041.335
508,1,1,19826.129,1023.834
509,1,1,16627.785,1123.385
510,1,1,17886.197,1028.259
511,1,1,19917.840,1028.769
512,1,0,19752.948,1025.409
513,1,1,17049.114,1025.741
514,1,1,17138.025,1025.052
515,1,1,16921.360,1025.607
516,1,1,16975.452,1029.169
517,0,0,20032.850,1023.526
518,1,1,18042.000,1023.526
519,1,1,20030.019,1038.007
520,1,1,17046.708,1040.375
521,1,1,19884.628,1040.560
522,1,1,16918.283,1026.320
523,1,1,17046.468,1023.717
524,1,1,19627.969,1025.600
525,1,1,16944.160,1025.237
526,1,1,15620.142,1025.348
527,1,1,18014.424,1029.667
528,1,1,17077.206,1028.043
529,1,1,18884.769,1048.720
530,1,1,18676.874,1038.123
531,1,1,18727.944,1027.403
532,1,1,20565.760,1041.483
533,1,1,26008.929,1056.529
534,0,0,22402.868,1049.834
535,1,1,21342.670,1038.382
536,0,0,21320.831,1047.212
537,1,1,21907.440,1052.049
538,1,1,22751.095,1056.659
539,1,1,22059.163,1065.865
540,1,1,22222.794,1045.145
541,1,1,20198.763,1030.720
542,0,0,20350.856,1032.264
543,1,1,20159.458,1033.366
544,1,0,20417.483,1032.646
545,0,0,20488.456,1032.221
546,1,1,17282.917,1029.717
547,0,0,17362.997,1034.283
548,1,1,17342.412,1039.059
549,1,1,17479.132,1037.724
550,0,0,20460.923,1029.809
551,0,0,20463.255,1031.169
552,1,1,18643.268,1027.113
553,1,1,20453.612,1031.630
554,1,1,17887.102,1034.276
555,1,1,17632.930,1042.258
556,0,0,19987.902,1030.726
557,0,1,20404.412,1028.794
558,1,1,17854.431,1031.293
559,1,1,18252.836,1031.649
560,1,1,17349.175,1030.437
561,1,1,18404.917,1026.880
562,1,1,20169.403,1043.243
563,1,1,18232.751,1024.695
564,1,1,17860.406,1032.062
565,1,1,20196.769,1032.529
566,1,1,16116.917,1037.570
567,0,0,20449.489,1028.665
568,1,1,18470.098,1032.579
569,0,0,20513.871,1032.474
570,1,1,19657.797,1028.209
571,0,0,20663.268,1028.886
572,1,1,17951.083,1030.370
573,0,0,20463.495,1031.310
574,0,1,17848.819,1029.834
575,1,1,17227.539,1033.015
576,1,1,20222.917,1033.514
577,1,1,20171.348,1030.418
578,0,0,20391.951,1034.652
579,1,1,18209.120,1028.172
580,0,0,20195.575,1027.797
581,1,1,18159.785,1029.268
582,1,1,17479.157,1028.270
583,1,1,16025.163,1032.295
584,1,1,17308.037,1029.852
585,1,1,17460.647,1031.089
586,0,0,20452.394,1030.727
587,1,1,17375.144,1030.406
588,1,1,19429.446,1032.511
589,1,1,19946.794,1031.717
590,1,1,17243.662,1031.809
591,1,1,20189.323,1033.760
592,0,1,20297.176,1033.465
593,1,1,17765.268,1028.289
594,1,1,20315.723,1027.760
595,1,1,20196.862,1032.283
596,1,1,17367.717,1029.932
597,0,0,19940.953,1029.514
598,1,1,17925.489,1031.495
599,1,1,18198.794,1042.376
600,1,1,17244.227,1033.243
601,1,1,20426.892,1033.200
602,1,1,20060.566,1030.535
603,1,1,20199.975,1030.074
604,1,1,19045.360,1030.142
605,1,1,17342.006,1031.292
606,1,1,19501.520,1030.320
607,1,1,18174.886,1032.135
608,0,0,20190.579,1032.831
609,1,1,16101.723,1028.708
610,1,0,20182.659,1031.379
611,1,1,17787.465,1026.960
612,1,1,17334.357,1032.941
613,1,1,20172.301,1033.834
614,1,1,20326.350,1034.474
615,0,0,20537.470,1031.833
616,1,1,17938.179,1033.163
617,1,1,20252.424,1031.563
618,1,1,17744.812,1032.916
619,1,1,20443.840,1030.431
620,0,0,19983.643,1026.991
621,1,1,18624.732,1030.677
622,1,1,17292.215,1028.166
623,1,1,17389.533,1029.071
624,1,1,17407.194,1029.939
625,1,1,17335.471,1035.877
626,1,1,17762.591,1032.265
627,1,0,20750.566,1031.655
628,1,1,17747.027,1030.880
629,1,1,20163.619,1036.985
630,0,0,20331.859,1030.511
631,1,1,20255.951,1035.157
632,1,1,18475.735,1026.609
633,0,0,16087.637,1031.126
634,0,1,19957.458,1028.973
635,1,1,16009.821,1032.516
636,1,1,20289.575,1029.483
637,1,1,20061.686,1035.938
638,0,0,20473.594,1030.351
639,1,1,17894.745,1035.760
640,1,1,18698.191,1035.231
641,1,1,18371.741,1030.572
642,1,1,17979.816,1029.668
643,1,1,17873.102,1035.415
644,1,1,17224.006,1031.113
645,1,1,20199.932,1026.210
646,1,1,19425.852,1031.427
647,1,1,17358.751,1031.323
648,1,1,18138.867,1030.757
649,1,1,20168.264,1033.507
650,0,0,20539.624,1030.461
651,1,1,18330.960,1034.874
652,1,1,17360.080,1029.821
653,0,0,19971.354,1036.185
654,1,1,17175.631,1032.714
655,0,0,20362.400,1034.917
656,1,1,20138.265,1032.283
657,1,1,18472.142,1029.692
658,1,1,17796.493,1031.133
659,1,1,18063.969,1031.108
660,1,1,17259.120,1030.092
661,1,1,19838.486,1031.077
662,1,1,17289.335,1030.874
663,0,1,19944.769,1031.982
664,1,1,20114.351,1034.326
665,1,1,20202.887,1034.787
666,1,1,20028.025,1033.846
667,0,0,20428.098,1028.425
668,1,1,18419.065,1034.683
669,1,1,18567.686,1030.203
670,1,1,16085.834,1026.012
671,1,1,16008.430,1027.508
672,1,1,17346.154,1027.385
673,1,0,20370.320,1029.809
674,0,0,20294.308,1031.385
675,1,1,17460.326,1032.258
676,0,0,20387.858,1030.504
677,1,1,17923.551,1030.492
678,0,0,20209.655,1033.150
679,1,1,17503.330,1031.871
680,1,0,20198.671,1053.077
681,1,1,17311.526,1029.311
682,1,1,17489.791,1028.677
683,1,1,18128.313,1027.397
684,1,1,19456.191,1031.710
685,1,1,17796.603,1031.576
686,1,1,17795.459,1035.286
687,1,1,20264.443,1035.040
688,1,1,16980.830,1031.415
689,1,1,17348.659,1033.034
690,1,1,18208.093,1037.502
691,1,1,17771.796,1035.274
692,1,1,18355.194,1034.800
693,1,1,16115.864,1032.406
694,1,1,17452.665,1036.246
695,0,0,20578.393,1027.108
696,1,1,17194.419,1033.661
697,1,1,20427.323,1032.173
698,0,0,19994.400,1029.397
699,1,1,17942.141,1033.323
700,1,1,16101.003,1028.141
701,1,1,18740.935,1031.600
702,1,1,17793.736,1043.526
703,1,1,17244.566,1033.434
704,1,1,17387.705,1031.391
705,1,0,20267.840,1032.105
706,1,0,20373.895,1029.822
707,0,1,19165.169,1032.056
708,1,1,20185.735,1035.163
709,1,0,20554.511,1031.741
710,1,1,19101.551,1034.745
711,1,1,17842.381,1030.923
712,1,1,20252.787,1031.101
713,1,1,20421.144,1027.311
714,1,1,17794.172,1026.880
715,1,1,19464.036,1032.160
716,1,1,20002.529,1034.363
717,1,0,19994.806,1032.720
718,1,1,19757.981,1031.883
719,1,1,20229.939,1029.649
720,1,1,20268.364,1029.870
721,1,1,18158.517,1071.360
722,0,0,20351.723,1032.837
723,1,1,17284.511,1030.105
724,1,1,16046.929,1028.819
725,1,1,16125.421,1093.705
726,1,1,15966.456,1032.351
727,1,1,17880.024,1039.077
728,1,1,20255.243,1033.471
729,1,0,20584.960,1031.637
730,1,1,20048.787,1034.172
731,1,1,18423.748,1026.345
732,1,1,17449.717,1036.357
733,1,1,20200.142,1030.653
734,1,1,18320.179,1026.751
735,1,0,20415.809,1034.141
736,1,1,17294.166,1032.031
737,1,1,20213.250,1035.871
738,1,1,18501.384,1030.037
739,1,1,17386.480,1031.760
740,1,1,20299.970,1033.483
741,1,1,20628.345,1030.807
742,1,1,17988.406,1030.456
743,1,1,18439.366,1036.985
744,1,1,19283.427,1029.563
745,1,1,17889.329,1034.978
746,1,1,17841.028,1030.400
747,1,1,17955.539,1032.886
748,1,1,16023.397,1035.760
749,0,0,20326.862,1118.234
750,1,1,20437.809,1035.551
751,1,1,19968.326,1032.892
752,0,1,17484.006,1035.563
753,1,0,20605.994,1031.748
754,1,1,18203.877,1031.464
755,0,0,20539.009,1028.480
756,1,1,17263.994,1027.169
757,1,1,17456.450,1032.825
758,1,1,17288.997,1042.849
759,1,1,20201.747,1110.757
760,1,1,17296.455,1026.320
761,1,1,17487.385,1033.981
762,1,1,17981.052,1030.775
763,1,1,18190.400,1032.923
764,1,1,20237.981,1029.237
765,1,1,20216.942,1028.504
766,1,1,20184.283,1031.815
767,1,1,17955.058,1136.295
768,1,1,17290.222,1031.649
769,0,0,20295.779,1045.243
770,1,1,19693.895,1031.422
771,1,1,19987.908,1033.151
772,1,1,17860.899,1032.916
773,1,0,17645.101,1031.902
774,1,0,20299.939,1030.861
775,1,1,17376.652,1029.619
776,1,1,17258.597,1032.191
777,1,1,17455.544,1033.871
778,0,0,20562.418,1033.249
779,0,0,20575.649,1030.228
780,1,1,17409.268,1027.471
781,1,1,20148.825,1030.025
782,1,1,17432.320,1030.640
783,1,1,20215.133,1033.594
784,1,1,20915.200,1030.714
785,1,1,20168.461,1033.982
786,0,0,20390.566,1029.169
787,0,0,20480.516,1032.209
788,1,0,20019.421,1035.422
789,1,1,20319.286,1025.957
790,0,1,20390.788,1026.056
791,1,1,20196.468,1030.744
792,1,1,17974.265,1031.563
793,1,1,18617.298,1030.517
794,1,1,19959.532,1028.634
795,0,0,20076.849,1029.686
796,1,1,20178.640,1032.652
797,1,1,18400.830,1025.736
798,1,1,20257.686,1027.606
799,1,1,17856.733,1037.175
800,0,0,20140.720,1031.951
801,0,0,19888.141,1031.594
802,1,1,20162.332,1028.652
803,1,1,20174.400,1030.499
804,0,0,20452.086,1035.070
805,1,1,20218.092,1035.816
806,1,1,20070.904,1033.710
807,0,0,20229.570,1031.096
808,1,1,17199.385,1031.741
809,0,0,20275.027,1037.070
810,1,1,20097.218,1080.831
811,1,1,20113.716,1027.323
812,1,1,17814.381,1028.960
813,1,1,18084.948,1028.467
814,1,1,17427.311,1031.957
815,1,1,18439.988,1034.141
816,1,1,17933.908,1043.397
817,1,1,18049.674,1030.356
818,1,1,16085.022,1031.101
819,1,1,17449.175,1028.301
820,1,1,18353.471,1040.049
821,1,1,17189.243,1029.945
822,1,1,20482.659,1029.390
823,0,0,25340.203,1032.793
824,1,1,26346.824,1032.929
825,1,1,17333.551,1031.643
826,1,1,17438.258,1037.139
827,1,1,20186.166,1036.277
828,1,1,18105.292,1028.382
829,1,1,17488.781,1045.717
830,1,1,16625.625,1041.686
831,1,1,19403.187,1027.373
832,1,1,20163.742,1031.939
833,1,1,17491.292,1030.234
834,1,1,20308.363,1029.784
835,1,1,20235.415,1031.834
836,1,1,17356.523,1032.911
837,1,1,20154.880,1032.431
838,1,1,17591.323,1037.243
839,1,1,17367.490,1030.677
840,1,1,17368.665,1044.887
841,1,1,17393.206,1034.480
842,1,1,18951.403,1026.670
843,1,1,20239.256,1029.434
844,1,1,18102.087,1038.825
845,1,1,20145.784,1035.858
846,1,1,17189.077,1034.007
847,1,1,17324.148,1035.704
848,1,1,17942.603,1030.086
849,0,0,20555.864,1028.234
850,1,1,17900.264,1028.837
851,1,1,20282.812,1033.846
852,1,1,18381.299,1043.065
853,1,1,19465.766,1116.099
854,1,1,20183.833,1043.046
855,1,1,17255.957,1028.105
856,1,1,20206.228,1029.576
857,1,1,16148.019,1034.400
858,1,1,19728.154,1029.975
859,0,1,20304.031,1033.526
860,0,0,19367.951,1032.689
861,0,0,20546.676,1029.317
862,1,1,17332.818,1033.378
863,1,1,18065.982,1032.653
864,1,1,17791.834,1032.702
865,1,1,17517.274,1029.120
866,1,1,17413.464,1031.237
867,1,1,17395.249,1041.779
868,1,1,18060.936,1029.945
869,1,1,18136.775,1028.000
870,1,1,18238.092,1043.003
871,1,1,20241.360,1039.643
