index,label,pass,prediction,read_decode,resize,normalize,patch,quantize,buffer_prep,kernel,readback,total_ms
78,1,1,1,10.654960,2.628339,0.583477,0.948560,0.710443,0.340308,0.983736,0.386997,17.396702
79,1,1,1,10.762609,2.633723,0.575618,0.814184,0.710013,0.340880,0.990812,0.487175,17.473028
80,0,1,0,13.542203,2.627022,0.583938,0.822240,0.702173,0.343785,0.988560,0.406412,20.173501
81,0,1,0,13.927446,2.631686,0.579047,0.823951,0.709680,0.344800,0.989403,0.412726,20.575772
82,1,1,1,12.137268,2.633988,0.579317,0.825784,0.700788,0.341304,0.986775,0.477649,18.841206
83,1,1,1,10.669914,2.628929,0.576579,0.822437,0.702320,0.342511,0.987797,0.386806,17.271126
84,1,1,1,10.724930,2.730424,0.583151,0.826400,0.706031,0.340566,0.987557,0.384499,17.444775
85,1,1,1,13.534290,2.722781,0.588370,0.826062,0.709182,0.343871,0.998492,0.389219,20.269452
86,0,1,1,12.134523,2.742831,0.588504,0.822929,0.710320,0.338216,0.996825,0.391612,18.888289
87,1,1,1,13.089858,2.729914,0.585047,0.826806,0.707846,0.342049,0.984530,0.389256,19.813236
88,1,1,0,13.552689,2.725410,0.584234,0.824707,0.705464,0.341644,0.986733,0.387729,20.266290
89,1,1,1,9.449367,2.631256,0.581791,0.817403,0.711286,0.343385,0.988419,0.421803,16.099809
90,1,1,1,13.389182,2.631016,0.575908,0.820665,0.701785,0.342658,0.991724,0.419650,20.032437
91,1,1,0,13.570788,2.626480,0.577120,0.825133,0.710073,0.347231,0.990584,0.435803,20.240738
92,1,1,1,13.499686,2.633157,0.582154,0.826363,0.709994,0.340394,1.000849,0.420351,20.171637
93,1,1,1,13.559261,2.630067,0.591410,0.821840,0.714024,0.447575,1.001766,0.405385,20.325446
94,1,1,1,11.231834,2.626904,0.581736,0.833982,0.707101,0.342664,0.990812,0.389594,17.862314
95,1,1,1,11.643711,2.631748,0.583434,0.827305,0.716830,0.341773,0.987188,0.388148,18.275932
96,1,1,1,13.850209,2.635077,0.584702,0.828486,0.712400,0.344043,0.987410,0.386277,20.488978
97,1,1,1,10.699397,2.761410,0.580240,0.827926,0.706400,0.344172,0.986204,0.389723,17.453501
98,1,1,1,13.552991,2.731938,0.585403,0.825016,0.705182,0.342351,1.001409,0.392012,20.290813
99,1,1,1,13.641046,2.637994,0.586591,0.822265,0.705311,0.339508,1.000141,0.383637,20.270338
100,1,1,1,11.235225,2.757182,0.582394,0.830658,0.706590,0.342658,0.997772,0.388603,17.996991
101,1,1,1,13.585607,2.732400,0.582474,0.824714,0.711440,0.345668,0.998978,0.387501,20.328173
102,1,1,1,10.736431,2.627453,0.581661,0.923902,0.717914,0.340185,0.986357,0.390930,17.462523
103,1,1,1,11.469299,2.628652,0.584289,0.827680,0.712553,0.340160,0.991815,0.411520,18.119569
104,1,1,0,13.732812,2.628837,0.580246,0.830474,0.707625,0.337901,0.990105,0.406659,20.370905
105,1,1,1,13.443938,2.630652,0.574738,0.824092,0.703674,0.424615,0.988929,0.403575,20.150701
106,1,1,0,13.815310,2.632006,0.582621,0.827293,0.832141,0.342911,0.998973,0.389440,20.581833
107,1,1,0,13.807243,2.636529,0.582510,1.132880,0.728634,0.342271,0.999655,0.389465,20.775723
108,1,1,1,11.840068,2.632104,0.580160,0.824892,0.704006,0.426523,1.002806,0.402135,18.572190
109,1,1,1,11.777200,2.630006,0.584049,0.820750,0.706720,0.337034,0.986301,0.498283,18.497643
110,0,1,0,13.815501,2.631311,0.583280,0.826056,0.706560,0.342419,0.988739,0.407926,20.459354
111,1,1,1,10.736616,2.634111,0.577212,0.829753,0.709224,0.342197,0.985895,0.385741,17.352436
112,1,1,1,12.984043,2.633944,0.584806,0.823367,0.706530,0.340049,0.996000,0.384603,19.607003
113,1,1,1,11.531563,2.735673,0.582425,0.824726,0.706554,0.344658,0.985939,0.385003,18.252209
114,1,1,1,10.675951,2.631816,0.688510,0.838025,0.709194,0.342714,0.985176,0.388659,17.418597
115,1,1,1,10.786941,2.629021,0.582400,0.817809,0.706504,0.345447,0.995631,0.425704,17.445748
116,1,1,1,10.684462,2.625046,0.577711,0.820627,0.711895,0.344793,0.985686,0.388874,17.292413
117,0,1,0,14.003956,2.629034,0.583188,0.823144,0.705797,0.342523,0.984270,0.390228,20.616474
118,1,1,1,11.503169,2.629329,0.586252,0.824498,0.707779,0.345175,0.999329,0.386554,18.135169
119,1,1,1,12.207434,2.762370,0.579735,0.821317,0.708868,0.340775,0.987600,0.392203,18.958585
120,1,1,1,13.114640,2.732203,0.578276,0.825883,0.703680,0.344203,0.996006,0.387717,19.839102
121,1,1,1,10.759747,2.628203,0.680160,0.820985,0.709120,0.344154,0.999096,0.383551,17.480320
122,1,1,1,11.385507,2.628369,0.573606,0.822007,0.824314,0.346806,1.001391,0.391944,18.136191
123,1,1,1,13.543994,2.629378,0.584695,0.818462,0.816960,0.341083,0.986868,0.393649,20.271114
124,0,1,0,13.515508,2.630148,0.578258,0.906782,0.723785,0.345083,0.997939,0.384917,20.239699
125,1,1,1,10.807071,2.629840,0.578406,0.827200,0.710523,0.342166,0.985434,0.502936,17.542855
126,1,1,1,10.726554,2.632880,0.577108,0.825323,0.706893,0.343064,0.997994,0.388056,17.351367
127,1,1,1,13.674929,2.631994,0.578147,0.824720,0.705446,0.340252,0.984554,0.385477,20.277218
128,1,1,1,9.324566,2.756166,0.582413,0.818708,0.710653,0.343182,0.986664,0.389194,16.066541
129,0,1,1,12.617723,2.629354,0.693200,0.833803,0.713539,0.344468,0.998450,0.391957,19.379347
130,0,1,0,13.810486,2.728572,0.586129,0.816381,0.704333,0.343655,0.999040,0.387299,20.535022
131,1,1,1,11.811957,2.632825,0.582086,0.926923,0.721594,0.341587,0.986431,0.386252,18.545950
132,1,1,1,13.625231,2.633354,0.586203,0.938450,0.718542,0.342117,0.987366,0.390861,20.378431
133,1,1,1,13.734369,2.630024,0.706763,0.828246,0.714548,0.347046,0.983853,0.385132,20.485218
134,0,1,0,13.819753,2.722923,0.587809,0.822843,0.703742,0.344536,0.986917,0.387471,20.533243
135,1,1,1,13.516234,2.720086,0.580947,0.823693,0.706369,0.344419,0.987994,0.387754,20.222954
136,1,1,1,13.426769,2.737261,0.585090,0.821317,0.710960,0.337938,0.987508,0.383181,20.148757
137,1,1,1,10.732812,2.627963,0.580984,0.824862,0.859514,0.341785,0.984929,0.388308,17.500474
138,0,1,0,13.604381,2.630572,0.583489,0.947182,0.719052,0.339994,0.998677,0.388781,20.376130
139,1,1,1,11.447618,2.636216,0.581662,0.823926,0.714751,0.344406,0.999065,0.421631,18.128393
140,0,1,0,13.771028,2.631194,0.584898,0.827587,0.703212,0.443680,0.987692,0.405169,20.511157
141,1,1,1,13.586376,2.630117,0.581274,0.825988,0.825717,0.342720,1.002234,0.390652,20.348960
142,1,1,1,10.727483,2.632929,0.588068,0.820314,0.706886,0.340394,0.986745,0.388129,17.346024
143,1,1,1,11.701545,2.637434,0.579576,0.824898,0.705913,0.346203,1.000591,0.388166,18.337674
144,1,1,1,8.900067,2.632769,0.698492,0.831231,0.712370,0.338228,0.992960,0.386135,15.649822
145,1,1,1,13.431360,2.631089,0.686597,0.820424,0.707114,0.343120,0.983957,0.387778,20.145077
146,1,1,1,13.603064,2.725754,0.578393,0.829077,0.703397,0.345495,0.996935,0.388332,20.329384
147,1,1,1,13.501865,2.749170,0.586302,0.828793,0.699650,0.341877,1.000019,0.384382,20.249766
148,1,1,1,10.695631,2.632296,0.583914,0.824788,0.801686,0.345262,0.983064,0.388314,17.414437
149,1,1,1,10.798111,2.634671,0.579262,0.819009,0.706209,0.343471,0.985335,0.387145,17.409520
150,1,1,1,13.573261,2.632794,0.583243,0.817982,0.705514,0.346825,0.986554,0.379877,20.185243
151,1,1,1,13.669828,2.627354,0.573883,0.817890,0.710154,0.344824,0.984320,0.477766,20.364067
152,1,1,1,12.191877,2.630923,0.572486,0.826849,0.704677,0.342191,0.996911,0.386000,18.806394
153,1,1,1,10.772332,2.739957,0.588430,0.819717,0.707095,0.342899,0.997501,0.386646,17.509736
154,1,1,1,11.637650,2.745890,0.584548,0.827083,0.702775,0.343157,1.000345,0.386283,18.385188
155,1,1,1,10.793175,2.628098,0.578788,0.827484,0.828480,0.341889,0.998455,0.387656,17.544861
156,1,1,1,13.744781,2.628209,0.585760,0.955625,0.716917,0.343342,0.987372,0.385071,20.506332
157,1,1,1,13.412074,2.630788,0.584806,0.939144,0.721446,0.344277,0.999828,0.384683,20.175157
158,0,1,0,13.741563,2.628689,0.701827,0.823077,0.709939,0.342523,0.986043,0.394388,20.485593
159,1,1,1,11.192222,2.629982,0.583729,0.821102,0.822671,0.350776,0.990505,0.395736,17.950744
160,1,1,1,11.948972,2.631803,0.585490,0.833230,0.709907,0.344739,1.001649,0.417366,18.630295
161,1,1,0,12.773760,2.631421,0.576948,0.821286,0.707532,0.342086,1.003544,0.488351,19.503065
162,1,1,1,10.817163,2.634671,0.581022,0.831268,0.707624,0.343114,0.998720,0.392037,17.462782
163,1,1,1,10.715840,2.754400,0.580203,0.820837,0.708344,0.340044,0.999520,0.388690,17.463323
164,0,1,0,13.793772,2.729483,0.579102,0.817618,0.709391,0.345828,1.001871,0.385637,20.517581
165,0,1,0,13.586628,2.740855,0.588714,0.823938,0.707175,0.342074,0.985735,0.385575,20.316148
166,1,1,1,10.769520,2.627637,0.699693,0.829194,0.706991,0.343618,0.998099,0.393237,17.525963
167,0,1,0,14.389181,2.726578,0.580670,0.820745,0.710172,0.343520,0.989373,0.389704,21.108979
168,1,1,1,13.531987,2.731360,0.585052,0.826025,0.705526,0.344172,0.999267,0.387834,20.268234
169,0,1,0,13.555815,2.756024,0.582301,0.826738,0.711520,0.342585,0.988074,0.384628,20.304652
170,0,1,1,13.601181,2.733526,0.586843,0.824985,0.711384,0.342530,0.985742,0.386572,20.328424
171,1,1,1,11.815206,2.728227,0.591373,0.827366,0.704302,0.343280,0.998363,0.386850,18.551520
172,1,1,1,10.720972,2.638579,0.578523,0.827040,0.852092,0.343864,0.997926,0.387699,17.503920
173,1,1,1,10.689723,2.630695,0.574456,0.823686,0.704744,0.340818,0.998123,0.386757,17.302689
174,1,1,1,11.316264,2.629902,0.578209,0.825815,0.710025,0.341071,1.000394,0.391354,17.949298
175,1,1,1,10.710812,2.788437,0.580572,0.817231,0.707508,0.339120,0.983981,0.385508,17.470554
176,0,1,0,13.797631,2.731446,0.586012,0.828775,0.703643,0.341662,0.986228,0.386861,20.521957
177,1,1,1,10.766351,2.631951,0.582474,0.951538,0.711138,0.344013,0.984738,0.390172,17.521009
178,1,1,1,11.800560,2.635120,0.586935,0.826013,0.815963,0.351286,1.000584,0.392493,18.570062
179,1,1,1,13.610363,2.632560,0.577151,0.816831,0.832572,0.345957,0.984855,0.391778,20.351913
180,1,1,1,12.721071,2.632554,0.583311,0.822720,0.816215,0.351834,0.997514,0.395366,19.489920
181,1,1,1,12.941988,2.632997,0.587692,0.820277,0.711225,0.447188,0.989901,0.400166,19.687317
182,1,1,1,10.664800,2.634308,0.582320,0.820382,0.705760,0.344375,0.987022,0.383945,17.279169
183,1,1,1,10.736548,2.834326,0.583508,0.824123,0.706529,0.342326,0.988646,0.387403,17.557341
184,1,1,1,10.690824,2.728240,0.583354,0.823206,0.707243,0.342849,1.000584,0.387612,17.421440
185,1,1,1,11.281403,2.630498,0.577896,0.824886,0.841575,0.344129,0.996320,0.389908,18.045458
186,1,1,1,13.433034,2.629501,0.573477,0.818412,0.812240,0.340658,0.986942,0.385348,20.135674
187,0,1,1,13.371631,2.632333,0.583077,0.909569,0.724794,0.344647,0.985705,0.391564,20.101471
188,1,1,1,10.644252,2.626732,0.584227,0.818190,0.708228,0.347317,0.998210,0.392000,17.386849
189,1,1,1,13.576123,2.632745,0.572191,0.824141,0.710037,0.343040,0.986591,0.499175,20.301373
190,0,1,0,13.858677,2.634615,0.571428,0.826443,0.706252,0.341016,0.988954,0.407908,20.489975
191,1,1,1,11.421378,2.626966,0.579655,0.822985,0.704892,0.343630,0.987673,0.386264,18.026855
192,1,1,1,12.885003,2.632954,0.574782,0.826154,0.701699,0.343631,1.001415,0.383896,19.503822
193,1,1,1,11.585563,2.628492,0.574917,0.824246,0.706751,0.341661,1.000708,0.386652,18.206818
194,1,1,1,11.442302,2.742523,0.580492,0.825957,0.711163,0.339680,0.984067,0.391945,18.173071
195,1,1,1,10.771570,2.633569,0.578585,0.926227,0.719114,0.342542,1.000941,0.383828,17.514787
196,0,1,0,13.646769,2.630788,0.575268,0.973674,0.717305,0.343416,0.999385,0.384683,20.434141
197,1,1,1,10.770209,2.633422,0.576344,0.823194,0.706837,0.344911,1.002160,0.421347,17.437089
198,1,1,1,10.723575,2.630289,0.578012,0.830572,0.706099,0.343944,0.999809,0.394899,17.364738
199,1,1,1,13.528216,2.631773,0.582541,0.819170,0.709108,0.337834,0.989957,0.384683,20.136012
200,0,1,0,13.875385,2.635446,0.578030,0.823926,0.704529,0.341932,0.999292,0.388018,20.502271
201,1,1,1,11.350953,2.631280,0.576093,0.819772,0.707127,0.342849,0.997114,0.384985,17.964092
202,1,1,1,13.692905,2.626320,0.583385,0.821526,0.705163,0.339754,0.999539,0.390375,20.315606
203,1,1,1,13.649637,2.630738,0.578141,0.824056,0.706191,0.342701,0.986553,0.383951,20.258492
204,1,1,1,10.665526,2.756314,0.576437,0.825169,0.710966,0.341274,0.998640,0.390258,17.422886
205,1,1,1,11.796738,2.633028,0.672400,0.821354,0.711022,0.342376,0.983828,0.388831,18.507920
206,1,1,1,11.866769,2.631033,0.576732,0.823625,0.813231,0.344000,1.001323,0.387914,18.605077
207,1,1,1,11.789390,2.631864,0.575637,0.816536,0.712252,0.341840,0.998751,0.408720,18.435532
208,1,1,1,13.756344,2.630412,0.581661,0.827465,0.700351,0.341606,1.074714,0.408862,20.479434
209,0,1,0,13.864209,2.634123,0.573668,0.819710,0.807502,0.345551,0.986264,0.386228,20.574437
210,1,1,1,13.505311,2.631988,0.572209,0.832806,0.835502,0.340093,0.985981,0.389803,20.252978
211,1,1,1,13.414793,2.632333,0.579249,0.820535,0.821884,0.340763,1.001551,0.391052,20.161791
212,1,1,1,11.822806,2.629766,0.577070,0.827453,0.708468,0.342129,0.989785,0.407206,18.460807
213,0,1,0,13.657717,2.628892,0.580738,0.824554,0.708634,0.450603,0.988640,0.408437,20.404210
214,1,1,1,11.788701,2.630252,0.583538,0.822542,0.705815,0.342665,0.985452,0.479089,18.498326
215,0,1,0,13.503138,2.632929,0.579058,0.821231,0.706209,0.342455,0.991655,0.499698,20.234179
216,1,1,1,13.551736,2.629871,0.576812,0.821914,0.706996,0.341901,1.033926,0.458573,20.283206
217,1,1,1,10.692043,2.631107,0.578135,0.820468,0.708738,0.342744,0.996973,0.383889,17.307803
218,0,1,0,12.181421,2.815551,0.746893,0.865827,0.740960,0.351840,1.000621,0.633428,19.526664
219,1,1,1,14.964142,2.788530,0.624265,0.854633,0.793009,0.370055,1.017385,0.660542,22.279021
220,1,1,1,11.250621,2.640880,0.590142,0.835803,0.726775,0.343710,0.988893,0.403255,17.944357
221,1,1,1,12.164843,2.714277,0.627747,0.843895,0.769828,0.363440,0.998332,0.503446,19.163870
222,1,1,1,11.191261,2.842412,0.754597,1.084357,0.870333,0.402800,1.016560,0.529477,18.892019
223,1,1,1,11.968265,2.899114,0.627207,0.932837,0.954794,0.398043,1.011625,0.597557,19.603951
224,0,1,0,14.715052,2.901619,0.735034,0.875335,0.764714,0.358578,0.993637,0.560634,22.092541
225,1,1,1,12.448855,2.649631,0.588972,0.827853,0.721969,0.349600,0.985453,0.409150,19.143914
226,0,1,0,14.201982,2.871077,0.681113,1.045286,0.910991,0.454862,1.012024,0.545556,21.921083
227,1,1,1,13.811390,2.880191,0.667938,0.971452,0.910450,0.411009,1.025711,0.549582,21.435354
228,1,1,1,12.339434,2.908006,0.712966,0.933274,0.934800,0.418634,1.005637,0.563440,20.042215
229,1,1,1,12.817200,2.875446,0.722628,1.033630,0.914129,0.505028,1.019674,0.548203,20.656166
230,1,1,1,14.232129,2.634271,0.582493,0.954185,0.720209,0.340542,0.998695,0.385213,21.007261
231,1,1,1,10.812172,2.633329,0.584222,0.819255,0.709366,0.339095,1.115409,0.428123,17.600923
232,1,1,1,10.724560,2.634492,0.577600,0.823187,0.707514,0.339902,0.988972,0.387139,17.339539
233,1,1,1,10.768830,2.741458,0.583428,0.823902,0.706714,0.341422,0.999575,0.386899,17.512800
234,1,1,0,13.316400,2.740923,0.578357,0.829113,0.701631,0.342560,1.000246,0.387895,20.058111
235,1,1,1,13.454191,2.748812,0.591569,0.831022,0.708007,0.341268,0.984185,0.387003,20.203859
236,1,1,1,13.671711,2.729464,0.577612,0.826332,0.708160,0.342111,0.998579,0.386954,20.402775
237,1,1,1,12.988738,2.750130,0.580935,0.828646,0.706031,0.343828,0.998314,0.388394,19.741403
238,1,1,1,10.712117,2.631070,0.679920,0.829563,0.710591,0.345797,0.997483,0.382634,17.444819
239,1,1,1,13.303520,2.635145,0.686381,0.826708,0.716154,0.341133,0.985804,0.386714,20.043212
240,1,1,1,11.229772,2.632695,0.579219,0.822658,0.711625,0.352634,0.990406,0.389582,17.955871
241,1,1,1,10.820000,2.626437,0.582892,0.821668,0.698431,0.342068,0.999440,0.386037,17.436185
242,1,1,1,13.619772,2.628572,0.573821,0.822203,0.704923,0.346683,0.983920,0.384997,20.220831
243,1,1,1,10.931588,2.629212,0.579981,0.825015,0.705483,0.347391,0.986068,0.383367,17.545089
244,1,1,1,11.653864,2.754647,0.577379,0.822646,0.709373,0.340092,0.988781,0.387144,18.390695
245,1,1,1,13.550597,2.742868,0.581151,0.835729,0.708339,0.346339,0.987200,0.387741,20.300461
246,1,1,1,10.645513,2.628948,0.666751,0.829150,0.712548,0.340942,0.985064,0.387496,17.354043
247,0,1,0,13.618295,2.633963,0.702899,0.822424,0.703230,0.341815,0.991538,0.388622,20.361317
248,1,1,1,9.508141,2.629532,0.574301,0.826252,0.708067,0.345273,0.985028,0.475544,16.208461
249,1,1,1,10.672129,2.634209,0.574092,0.826604,0.706911,0.340357,0.999415,0.389052,17.302990
250,1,1,1,12.209729,2.719317,0.585852,0.825028,0.706394,0.343864,0.987446,0.386837,18.921520
251,1,1,1,10.676148,2.633581,0.702142,0.827305,0.708603,0.343329,1.001372,0.384123,17.436548
252,1,1,1,10.747237,2.630000,0.576418,0.826566,0.713797,0.451261,1.000333,0.414480,17.518744
253,1,1,1,13.507760,2.634068,0.580382,0.822080,0.815224,0.342806,0.998578,0.391858,20.266997
254,1,1,1,12.299070,2.635243,0.578585,0.825015,0.703680,0.342431,0.993372,0.429378,18.963538
255,1,1,1,11.758659,2.632012,0.580720,0.820474,0.709502,0.342400,0.986769,0.392338,18.382006
256,1,1,1,12.523594,2.630344,0.582862,0.822468,0.709834,0.343662,0.985095,0.381655,19.133176
257,1,1,1,13.540997,2.631262,0.579969,0.828990,0.706819,0.341077,0.985305,0.384572,20.158744
258,1,1,1,10.707336,2.738991,0.581145,0.824782,0.709268,0.342616,0.997569,0.388283,17.446806
259,0,1,0,13.949809,2.629711,0.584363,0.828732,0.703342,0.344634,0.999680,0.387711,20.583366
260,0,1,0,13.886036,2.631280,0.576344,0.824234,0.705293,0.343871,0.985748,0.391009,20.499015
261,1,1,1,13.664720,2.628037,0.589015,0.824499,0.710529,0.344806,0.985267,0.390449,20.294339
