index,label,prediction,model_inference_us,kernel_us
146,1,1,1502.443,962.825
147,1,1,1503.089,963.021
148,1,1,1492.068,951.606
149,1,1,1521.452,955.157
150,1,1,1506.055,954.437
151,1,1,1488.425,947.810
152,1,1,1487.698,947.298
153,1,1,1499.286,959.680
154,1,1,1502.535,961.557
155,1,1,1507.452,951.415
156,1,1,1509.416,962.480
157,1,1,1492.394,949.040
158,0,0,1504.006,962.062
159,1,1,1491.256,950.258
160,1,1,1486.812,947.987
161,1,1,1497.058,957.963
162,1,1,1567.693,965.108
163,1,1,1494.560,946.240
164,0,0,1491.489,947.145
165,0,0,1487.206,947.539
166,1,1,1486.867,947.932
167,0,0,1490.369,948.572
168,1,1,1506.290,952.677
169,0,0,1500.936,953.434
170,0,1,1493.139,949.292
171,1,1,1488.412,947.772
172,1,1,1493.821,950.332
173,1,1,1487.711,949.200
174,1,1,1487.021,947.298
175,1,1,1518.104,956.794
176,0,0,1509.440,962.111
177,1,1,1495.607,950.314
178,1,1,1485.816,947.969
179,1,1,1487.224,946.880
180,1,1,1494.696,953.298
181,1,1,1542.073,947.717
182,1,1,1497.508,948.947
183,1,1,1492.080,948.314
184,1,1,1502.886,962.394
185,1,1,1488.972,949.298
186,1,1,1488.203,950.393
187,0,1,1492.584,950.530
188,1,1,1503.243,952.166
189,1,1,1492.105,947.809
190,0,0,1490.726,948.788
191,1,1,1505.895,961.410
192,1,1,1500.843,960.184
193,1,1,1486.068,947.120
194,1,1,1530.301,947.643
195,1,1,1498.382,947.372
196,0,0,1507.157,961.889
197,1,1,1487.582,948.382
198,1,1,1491.317,949.274
199,1,1,1490.621,949.366
200,0,0,1488.800,948.142
201,1,1,1508.006,951.292
202,1,1,1500.818,953.933
203,1,1,1492.357,952.037
204,1,1,1487.163,946.326
205,1,1,1504.043,964.603
206,1,1,1503.791,962.554
207,1,1,1489.717,947.717
208,1,1,1561.095,956.215
209,0,0,1513.649,964.431
210,1,1,1504.689,962.813
211,1,1,1500.184,959.102
212,1,1,1501.489,962.732
213,0,0,1494.573,949.705
214,1,1,1514.898,962.548
215,0,0,1494.535,948.289
216,1,1,1506.800,963.280
217,1,1,1488.104,949.323
218,0,0,1487.298,947.501
219,1,1,1492.873,947.637
220,1,1,1490.677,950.265
221,1,1,1550.658,1000.935
222,1,1,1494.007,948.437
223,1,1,1492.191,951.945
224,0,0,1485.385,947.262
225,1,1,1591.901,972.923
226,0,0,1536.610,953.692
227,1,1,1537.963,954.462
228,1,1,1513.809,952.006
229,1,1,1494.203,947.237
230,1,1,1492.972,948.966
231,1,1,1489.704,947.139
232,1,1,1489.391,946.887
233,1,1,1489.489,952.222
234,1,0,1548.745,993.920
235,1,1,1498.234,948.301
236,1,1,1506.548,962.652
237,1,1,1491.323,948.006
238,1,1,1488.856,946.363
239,1,1,1498.960,959.207
240,1,1,1512.129,956.492
241,1,1,1497.434,948.830
242,1,1,1506.253,963.613
243,1,1,1484.800,946.794
244,1,1,1487.231,950.431
245,1,1,1485.673,946.430
246,1,1,1491.077,948.615
247,0,0,1516.111,960.659
248,1,1,1499.138,948.154
249,1,1,1507.840,963.705
250,1,1,1497.132,951.779
251,1,1,1500.733,961.920
252,1,1,1489.028,946.886
253,1,1,1563.310,962.806
254,1,1,1506.653,952.603
255,1,1,1492.640,946.837
256,1,1,1503.502,962.757
257,1,1,1501.132,962.400
258,1,1,1485.815,948.493
259,0,0,1488.425,947.803
260,0,0,1503.496,952.584
261,1,1,1493.323,948.179
262,1,1,1491.428,949.834
263,1,1,1488.984,947.028
264,1,1,1500.037,960.388
265,1,1,1501.145,960.751
266,1,1,1535.218,953.772
267,1,1,1497.760,949.077
268,1,1,1493.932,947.944
269,1,1,1498.548,960.307
270,1,1,1503.409,961.034
271,1,1,1486.523,947.046
272,1,1,1487.729,949.618
273,1,1,1508.597,952.462
274,1,1,1494.960,951.397
275,0,0,1493.360,949.237
276,1,1,1482.339,947.342
277,1,1,1501.760,962.099
278,0,0,1490.850,950.234
279,1,1,1484.683,947.532
280,1,0,1548.690,965.378
281,1,1,1494.185,950.436
282,1,1,1489.028,946.781
283,1,1,1501.446,960.633
284,1,1,1500.265,960.357
285,1,1,1487.502,950.677
286,1,1,1494.806,946.892
287,1,1,1499.624,952.579
288,0,0,1499.397,958.258
289,1,1,1497.083,960.499
290,1,1,1487.828,949.717
291,1,1,1492.584,951.643
292,1,1,1490.924,950.825
293,1,1,1508.474,951.674
294,1,1,1494.044,947.828
295,1,1,1507.557,963.742
296,1,1,1508.886,963.323
297,1,1,1503.791,963.415
298,1,1,1501.268,962.154
299,0,0,1536.665,979.219
300,1,1,1504.813,952.474
301,1,1,1492.572,949.563
302,1,1,1495.840,959.170
303,1,1,1489.102,947.785
304,1,1,1489.920,949.699
305,1,1,1500.646,961.385
306,1,1,1528.787,948.504
307,1,1,1509.766,948.898
308,1,1,1513.668,962.707
309,1,1,1495.336,950.179
310,1,0,1491.249,950.751
311,1,1,1487.717,948.529
312,1,1,1550.098,962.055
313,1,1,1501.631,949.594
314,1,1,1489.422,947.145
315,1,1,1499.366,960.172
316,1,1,1495.834,958.147
317,1,0,1489.015,949.852
318,1,1,1486.843,947.237
319,0,0,1509.876,957.427
320,1,1,1493.384,947.655
321,1,1,1494.333,947.212
322,1,1,1486.087,947.723
323,1,1,1496.695,959.791
324,1,1,1489.083,948.240
325,1,1,1526.935,946.560
326,1,1,1514.665,962.000
327,1,1,1508.856,961.298
328,1,1,1492.954,950.788
329,1,1,1485.944,947.853
330,1,1,1495.212,959.926
331,1,1,1494.529,958.382
332,1,1,1502.407,949.077
333,0,0,1503.250,960.308
334,1,1,1485.520,948.074
335,1,1,1489.840,949.176
336,1,1,1488.277,949.342
337,0,1,1485.034,947.569
338,1,1,1491.292,949.809
339,1,1,1540.807,951.243
340,1,1,1505.176,961.957
341,1,1,1486.517,947.181
342,1,1,1487.046,948.332
343,1,1,1487.120,949.133
344,1,1,1485.403,947.200
345,1,1,1495.181,948.966
346,1,1,1508.837,963.009
347,1,1,1491.384,949.963
348,1,1,1490.597,949.317
349,1,1,1486.148,949.803
350,1,1,1500.985,962.646
351,1,0,1487.556,947.058
352,1,1,1501.403,949.065
353,1,1,1508.350,963.151
354,1,1,1488.326,946.621
355,0,0,1486.948,948.037
356,1,1,1502.375,961.194
357,1,1,1502.110,962.806
358,1,1,1540.818,947.231
359,1,1,1495.077,948.627
360,1,1,1493.144,951.779
361,1,1,1495.138,953.261
362,1,1,1493.963,949.624
363,1,1,1496.868,959.489
364,0,0,1492.505,950.234
365,1,1,1504.978,951.378
366,1,1,1493.089,949.293
367,1,1,1505.631,964.234
368,1,1,1496.898,952.764
369,1,1,1495.126,952.474
370,1,1,1484.788,947.176
371,1,1,1562.929,963.267
372,1,1,1505.311,950.375
373,1,1,1494.960,947.465
374,1,1,1502.296,961.453
375,1,1,1490.800,952.160
376,1,1,1488.406,949.046
377,1,1,1495.557,958.806
378,1,1,1506.775,954.443
379,1,1,1497.858,953.330
380,1,1,1504.425,961.556
381,0,0,1499.797,962.443
382,1,1,1483.827,946.000
383,1,1,1499.286,961.446
384,1,1,1484.683,946.295
385,0,0,1509.077,950.474
386,1,1,1494.222,949.655
387,1,1,1492.653,950.720
388,1,1,1490.327,951.809
389,1,1,1491.422,950.899
390,1,1,1487.656,949.859
391,1,1,1511.452,955.077
392,1,0,1494.160,947.692
393,1,1,1490.105,948.751
394,1,1,1491.212,947.803
395,1,1,1506.610,962.603
396,1,1,1492.880,949.274
397,1,1,1485.003,945.772
398,1,1,1552.467,964.148
399,1,1,1494.283,948.302
400,1,1,1493.107,948.474
401,1,1,1488.554,950.917
402,1,1,1501.225,959.710
403,1,1,1503.280,962.738
404,1,1,1512.856,956.560
405,1,0,1496.862,948.880
406,1,1,1503.397,960.381
407,1,1,1486.382,946.566
408,1,1,1500.936,961.016
409,1,1,1501.496,959.766
410,1,1,1501.569,962.203
411,1,1,1662.659,966.061
412,1,1,1672.067,971.354
413,0,0,1661.588,975.181
414,1,1,1656.289,967.674
415,1,1,1811.477,979.298
416,1,1,1977.846,1001.317
417,1,1,1898.037,990.868
418,0,0,1898.461,988.290
419,1,1,1925.403,1013.532
420,0,0,1812.665,979.557
421,1,0,1702.443,973.945
422,1,1,1802.536,979.016
423,1,1,1704.130,974.419
424,0,0,1743.538,984.893
425,1,1,1549.213,956.966
426,1,1,1529.182,966.277
427,1,1,1497.834,950.615
428,1,1,1592.978,955.274
429,1,0,1522.184,963.889
430,1,1,1495.785,947.747
431,1,1,1501.643,961.286
432,1,1,1489.458,947.225
433,1,1,1506.898,962.289
434,1,1,1534.763,961.187
435,1,1,1510.763,951.600
436,0,0,1496.585,949.187
437,1,1,1489.459,947.243
438,0,0,1490.646,949.009
439,1,1,1501.058,961.612
440,1,1,1482.289,946.616
441,1,0,1571.261,1002.572
442,1,1,1506.652,950.259
443,1,1,1500.462,954.640
444,1,1,1494.233,950.948
445,1,1,1503.391,960.437
446,0,0,1490.855,947.465
447,1,1,1534.763,965.157
448,1,1,1509.354,951.379
449,0,0,1512.646,960.738
450,1,1,1487.975,947.169
451,1,1,1501.052,960.658
452,1,1,1493.237,948.074
453,1,1,1486.166,946.055
454,0,0,1524.899,956.603
455,1,1,1506.345,951.422
456,1,1,1492.326,947.120
457,1,1,1495.163,949.576
458,1,1,1491.034,946.824
459,0,1,1501.427,961.877
460,1,1,1566.031,994.567
461,1,1,1514.215,952.800
462,0,0,1493.613,948.787
463,1,1,1503.440,961.440
464,1,1,1489.114,948.782
465,1,1,1490.259,950.191
466,1,1,1501.089,962.486
467,1,1,1513.150,956.554
468,1,1,1501.243,949.631
469,1,1,1509.305,963.145
470,1,1,1506.929,963.464
471,1,1,1490.892,950.425
472,1,1,1500.209,960.326
473,1,1,1556.400,946.677
474,0,1,1517.453,957.390
475,1,1,1497.433,948.627
476,0,1,1492.621,948.043
477,1,1,1493.336,951.090
478,0,0,1501.101,962.449
479,1,1,1482.227,945.299
480,1,1,1527.310,959.932
481,1,1,1505.305,951.821
482,1,1,1497.594,951.317
483,1,1,1507.716,961.250
484,1,1,1490.837,948.984
485,1,0,1502.339,962.123
486,1,1,1566.197,946.573
487,1,1,1526.487,964.554
488,1,0,1498.333,949.354
489,1,1,1493.852,950.941
490,1,1,1489.668,951.625
491,1,1,1491.046,949.465
492,0,0,1488.745,948.400
493,1,1,1498.055,948.043
494,0,0,1496.978,948.499
495,1,1,1506.456,959.945
496,1,1,1490.898,946.247
497,1,1,1503.890,962.148
498,1,1,1505.656,963.871
499,1,1,1528.289,948.578
500,1,1,1507.526,954.227
501,1,1,1495.231,949.243
502,1,1,1491.951,950.683
503,1,1,1494.025,950.893
504,1,1,1491.625,949.304
505,1,1,1497.514,958.258
506,1,1,1515.612,963.834
507,0,0,1495.071,949.742
508,1,1,1491.089,946.671
509,1,1,1493.723,951.514
510,1,1,1504.948,961.348
511,1,1,1492.344,951.421
512,1,0,1504.204,962.733
513,1,1,1542.622,952.314
514,1,1,1506.763,961.489
515,1,1,1490.609,945.692
516,1,1,1493.231,950.412
517,0,0,1490.874,951.821
518,1,1,1489.643,947.693
519,1,1,1510.972,952.775
520,1,1,1507.508,961.661
521,1,1,1495.711,952.258
522,1,1,1500.813,961.274
523,1,1,1484.689,946.733
524,1,1,1501.939,962.197
525,1,1,1492.548,949.292
526,1,1,1556.763,1002.812
527,1,1,1510.067,962.129
528,1,1,1495.501,946.708
529,1,1,1494.135,951.564
530,1,1,1504.566,960.407
531,1,1,1491.907,949.397
532,1,1,1516.689,962.253
533,1,1,1510.265,961.569
534,0,0,1492.400,947.932
535,1,1,1488.991,946.283
536,0,0,1494.443,951.139
537,1,1,1494.486,951.317
538,1,1,1503.298,962.160
539,1,1,1499.372,952.172
540,1,1,1512.000,962.407
541,1,1,1497.089,951.711
542,0,0,1487.705,946.529
543,1,1,1492.850,947.237
544,1,0,1503.637,961.662
545,0,0,1550.554,962.640
546,1,1,1497.815,950.806
547,0,0,1491.458,951.114
548,1,1,1501.994,960.911
549,1,1,1490.357,947.452
550,0,0,1485.692,946.665
551,0,0,1497.514,960.585
552,1,1,1522.142,963.046
553,1,1,1510.591,962.535
554,1,1,1510.837,963.859
555,1,1,1486.080,947.292
556,0,0,1493.120,950.787
557,0,1,1491.901,951.447
558,1,1,1552.954,949.433
559,1,1,1530.751,955.089
560,1,1,1502.904,951.446
561,1,1,1512.228,962.960
562,1,1,1509.545,961.391
563,1,1,1492.658,948.695
564,1,1,1490.584,949.470
565,1,1,1502.750,947.668
566,1,1,1500.763,950.659
567,0,0,1490.000,946.806
568,1,1,1492.345,946.653
569,0,0,1493.717,951.822
570,1,1,1489.267,949.859
571,0,0,1535.446,950.264
572,1,1,1507.988,953.132
573,0,0,1493.870,949.145
574,0,1,1503.933,961.563
575,1,1,1485.674,947.188
576,1,1,1486.664,946.074
577,1,1,1486.807,946.985
578,0,0,1511.120,962.480
579,1,1,1492.615,947.760
580,0,0,1505.963,962.739
581,1,1,1488.006,947.815
582,1,1,1486.855,947.465
583,1,1,1490.092,950.467
584,1,1,1488.025,948.394
585,1,1,1552.056,950.111
586,0,0,1499.853,950.351
587,1,1,1497.169,952.960
588,1,1,1492.025,949.077
589,1,1,1495.262,952.504
590,1,1,1495.889,954.351
591,1,1,1503.477,947.114
592,0,1,1510.899,960.160
593,1,1,1489.876,948.024
594,1,1,1489.698,946.542
595,1,1,1485.298,946.160
596,1,1,1504.776,963.329
597,0,0,1493.058,951.741
598,1,1,1513.551,960.603
599,1,1,1496.301,949.489
600,1,1,1493.772,949.231
601,1,1,1500.628,961.582
602,1,1,1485.594,948.590
603,1,1,1500.105,959.379
604,1,1,1582.708,1030.560
605,1,1,1500.714,950.695
606,1,1,1507.858,962.567
607,1,1,1488.701,948.105
608,0,0,1485.711,946.019
609,1,1,1487.938,947.151
610,1,0,1487.034,946.720
611,1,1,1498.763,950.314
612,1,1,1506.628,959.096
613,1,1,1488.837,949.163
614,1,1,1488.117,946.227
615,0,0,1500.819,960.573
616,1,1,1499.428,960.510
617,1,1,1546.622,946.880
618,1,1,1515.730,962.652
619,1,1,1490.726,947.514
620,0,0,1502.898,961.760
621,1,1,1487.957,946.061
622,1,1,1487.384,949.237
623,1,1,1491.538,950.012
624,1,1,1499.711,948.425
625,1,1,1497.040,951.760
626,1,1,1504.880,960.910
627,1,0,1494.529,951.631
628,1,1,1489.286,946.455
629,1,1,1502.646,961.465
630,0,0,1532.954,950.129
631,1,1,1501.310,948.947
632,1,1,1490.252,946.277
633,0,0,1491.569,949.514
634,0,1,1491.717,952.634
635,1,1,1497.219,959.336
636,1,1,1486.098,948.505
637,1,1,1494.123,948.363
638,0,0,1493.200,948.775
639,1,1,1491.686,949.790
640,1,1,1500.123,958.973
641,1,1,1488.714,947.298
642,1,1,1488.633,946.579
643,1,1,1489.747,950.751
644,1,1,1558.468,950.222
645,1,1,1501.034,952.277
646,1,1,1491.274,952.092
647,1,1,1488.092,946.314
648,1,1,1504.419,962.289
649,1,1,1487.292,948.338
650,0,0,1513.686,957.784
651,1,1,1500.326,954.301
652,1,1,1502.812,958.794
653,0,0,1496.000,953.945
654,1,1,1503.249,962.597
655,0,0,1490.412,946.584
656,1,1,1493.108,952.105
657,1,1,1514.019,961.182
658,1,1,1495.748,950.425
659,1,1,1488.713,947.286
660,1,1,1502.467,961.809
661,1,1,1491.465,948.437
662,1,1,1504.240,961.957
663,0,1,1549.569,995.693
664,1,1,1496.874,950.387
665,1,1,1495.138,952.603
666,1,1,1488.289,946.597
667,0,0,1506.529,962.172
668,1,1,1504.037,961.440
669,1,1,1487.908,947.988
670,1,1,1511.680,962.929
671,1,1,1509.458,963.710
672,1,1,1493.274,948.265
673,1,0,1491.323,949.594
674,0,0,1488.376,947.649
675,1,1,1486.117,946.468
676,0,0,1555.883,962.418
677,1,1,1512.702,964.025
678,0,0,1498.855,959.914
679,1,1,1504.615,961.945
680,1,0,1486.406,946.308
681,1,1,1487.385,948.086
682,1,1,1489.336,947.834
683,1,1,1509.003,949.477
684,1,1,1521.360,964.406
685,1,1,1503.009,959.748
686,1,1,1487.477,946.382
687,1,1,1486.560,947.459
688,1,1,1491.729,949.231
689,1,1,1547.040,962.714
690,1,1,1515.385,963.502
691,1,1,1489.446,948.708
692,1,1,1489.883,950.062
693,1,1,1491.231,951.686
694,1,1,1503.994,962.258
695,0,0,1500.806,961.735
696,1,1,1500.702,950.498
697,1,1,1492.080,946.973
698,0,0,1505.453,962.597
699,1,1,1505.107,960.788
700,1,1,1502.252,961.304
701,1,1,1504.892,963.797
702,1,1,1494.265,952.308
703,1,1,1543.625,950.763
704,1,1,1500.953,958.339
705,1,0,1505.988,961.908
706,1,0,1491.446,950.505
707,0,1,1490.529,949.434
708,1,1,1495.871,958.849
709,1,0,1509.680,959.674
710,1,1,1500.609,950.302
711,1,1,1497.127,952.702
712,1,1,1486.467,947.077
713,1,1,1494.055,950.929
714,1,1,1495.760,950.886
715,1,1,1489.532,947.169
716,1,1,1547.317,953.834
717,1,0,1495.009,948.314
718,1,1,1504.055,961.890
719,1,1,1492.720,948.689
720,1,1,1504.794,962.720
721,1,1,1504.542,961.268
722,0,0,1504.696,951.741
723,1,1,1513.538,963.655
724,1,1,1495.286,949.059
725,1,1,1505.901,963.822
726,1,1,1493.187,949.015
727,1,1,1503.366,961.957
728,1,1,1487.976,947.021
729,1,0,1508.056,961.458
730,1,1,1494.382,949.545
731,1,1,1498.584,953.901
732,1,1,1491.507,950.733
733,1,1,1485.053,946.917
734,1,1,1488.462,947.489
735,1,0,1541.588,950.572
736,1,1,1499.348,948.997
737,1,1,1491.821,948.179
738,1,1,1490.240,948.486
739,1,1,1492.258,949.077
740,1,1,1488.467,949.243
741,1,1,1484.714,945.852
742,1,1,1499.988,948.739
743,1,1,1494.344,949.027
744,1,1,1494.603,951.735
745,1,1,1490.172,949.016
746,1,1,1508.252,963.428
747,1,1,1505.742,962.738
748,1,1,1552.019,948.086
749,0,0,1522.437,964.622
750,1,1,1498.425,953.557
751,1,1,1486.431,945.471
752,0,1,1505.237,963.920
753,1,0,1493.705,951.095
754,1,1,1496.800,952.862
755,0,0,1501.477,949.545
756,1,1,1499.280,952.160
757,1,1,1492.210,949.268
758,1,1,1499.594,961.846
759,1,1,1486.474,949.114
760,1,1,1489.267,946.750
761,1,1,1489.335,949.151
762,1,1,1560.394,951.107
763,1,1,1496.474,948.923
764,1,1,1499.994,952.936
765,1,1,1490.314,946.935
766,1,1,1495.932,951.939
767,1,1,1503.421,963.077
768,1,1,1554.536,948.806
769,0,0,1537.556,955.895
770,1,1,1502.492,946.887
771,1,1,1496.597,949.612
772,1,1,1490.400,949.354
773,1,0,1489.127,947.600
774,1,0,1495.274,951.317
775,1,1,1575.280,953.403
776,1,1,1494.732,950.067
777,1,1,1497.255,949.114
778,0,0,1490.997,948.418
779,0,0,1486.216,946.985
780,1,1,1490.197,948.572
781,1,1,1505.963,953.526
782,1,1,1498.781,948.302
783,1,1,1492.172,948.418
784,1,1,1494.025,951.040
785,1,1,1493.649,952.394
786,0,0,1487.231,948.308
787,0,0,1490.190,948.572
788,1,0,1544.960,993.225
789,1,1,1497.760,952.523
790,0,1,1502.117,961.250
791,1,1,1490.837,949.133
792,1,1,1503.218,961.982
793,1,1,1496.831,959.582
794,1,1,1513.409,963.489
795,0,0,1497.975,948.646
796,1,1,1493.034,948.794
797,1,1,1503.046,962.585
798,1,1,1491.625,948.461
799,1,1,1503.693,964.037
800,0,0,1505.612,960.536
801,0,0,1513.945,955.594
802,1,1,1500.450,948.701
803,1,1,1505.889,962.671
804,0,0,1489.237,947.268
805,1,1,1503.409,959.526
806,1,1,1497.803,960.030
807,0,0,1545.022,946.806
808,1,1,1505.225,959.766
809,0,0,1503.588,960.634
810,1,1,1489.699,949.631
811,1,1,1486.781,947.397
812,1,1,1488.019,947.193
813,1,1,1498.985,961.261
814,1,1,1516.443,958.967
815,1,1,1497.416,948.012
816,1,1,1496.504,948.978
817,1,1,1504.948,961.809
818,1,1,1500.000,962.117
819,1,1,1503.950,962.443
820,1,1,1537.846,948.628
821,1,1,1512.646,963.120
822,1,1,1494.984,951.864
823,0,0,1487.600,947.342
824,1,1,1487.557,948.991
825,1,1,1503.009,960.135
826,1,1,1484.923,948.111
827,1,1,1502.867,952.591
828,1,1,1498.554,949.969
829,1,1,1492.012,947.920
830,1,1,1499.428,963.021
831,1,1,1489.181,948.597
832,1,1,1490.105,946.480
833,1,1,1500.757,959.729
834,1,1,1510.745,955.027
835,1,1,1494.892,949.852
836,1,1,1487.151,946.345
837,1,1,1489.102,947.194
838,1,1,1489.249,947.058
839,1,1,1488.690,949.662
840,1,1,1508.431,951.341
841,1,1,1502.228,954.892
842,1,1,1506.172,963.471
843,1,1,1491.643,949.378
844,1,1,1486.671,947.403
845,1,1,1497.046,953.686
846,1,1,1491.144,949.490
847,1,1,1548.320,953.630
848,1,1,1510.713,963.287
849,0,0,1491.188,947.816
850,1,1,1484.135,946.455
851,1,1,1499.606,960.794
852,1,1,1490.191,949.784
853,1,1,1506.781,953.058
854,1,1,1499.994,953.255
855,1,1,1503.606,962.351
856,1,1,1493.434,951.920
857,1,1,1487.895,947.532
858,1,1,1484.351,948.061
859,0,1,1495.373,954.277
860,0,0,1512.597,962.603
861,0,0,1498.905,949.656
862,1,1,1492.314,946.117
863,1,1,1502.093,960.794
864,1,1,1490.782,948.295
865,1,1,1490.578,949.102
866,1,1,1549.391,962.529
867,1,1,1494.387,951.230
868,1,1,1491.138,947.785
869,1,1,1494.080,949.096
870,1,1,1501.656,960.117
871,1,1,1488.462,950.646
872,1,1,1504.259,962.031
873,1,1,1502.160,952.295
874,1,1,1497.809,954.093
875,1,1,1491.680,949.452
876,0,0,1486.745,947.224
877,1,1,1486.597,948.062
878,1,1,1491.477,950.277
879,0,0,1569.747,959.513
880,1,1,1505.846,948.701
881,1,1,1494.800,947.686
882,1,1,1486.080,948.468
883,0,0,1487.896,947.723
884,1,1,1485.680,945.347
885,1,1,1487.951,948.504
886,1,1,1501.821,950.166
887,1,0,1508.892,962.253
888,1,1,1494.757,948.591
889,1,1,1508.074,961.532
890,1,1,1502.707,961.385
891,0,0,1503.889,962.596
892,1,1,1489.453,948.763
893,1,0,1550.142,950.400
894,1,0,1505.065,959.434
895,1,1,1489.673,946.954
896,1,1,1489.323,948.640
897,1,1,1485.507,947.827
898,0,1,1486.615,947.446
899,1,1,1501.249,948.542
900,1,1,1512.590,963.077
901,1,1,1494.591,950.308
902,1,1,1491.379,948.449
903,1,1,1505.840,961.576
904,1,1,1489.772,948.400
905,1,1,1487.415,948.750
906,1,1,1546.412,954.394
907,0,0,1495.453,949.157
908,0,0,1487.649,948.800
909,1,1,1498.277,955.317
910,1,1,1491.016,950.843
911,1,1,1489.169,947.557
912,1,1,1510.769,964.326
913,1,1,1492.658,948.314
914,1,0,1504.591,963.575
915,1,1,1508.979,963.453
916,1,1,1499.391,961.200
917,1,1,1502.289,961.606
918,1,1,1490.400,948.037
919,1,1,1515.440,963.692
920,1,1,1500.314,951.194
921,1,1,1506.720,963.594
922,1,1,1502.972,960.726
923,1,1,1506.270,963.187
924,1,1,1502.473,962.068
925,1,1,1545.003,989.920
926,1,1,1506.443,955.341
927,1,1,1503.243,961.218
928,1,1,1494.807,953.975
929,1,1,1489.403,950.000
